pair_id,model,held_out_year,horizon_min,actual,predicted,q80,q90,lower80,upper80,lower90,upper90,calibration_n
2020_2020-08-15_day1_014_h30,M1_no_solar,2020,30,1.6666666666666714,0.717248940817589,2.380612377397532,3.2166803697708435,-1.663363436579943,3.097861318215121,-2.4994314289532547,3.9339293105884323,117
2020_2020-08-15_day1_015_h30,M1_no_solar,2020,30,1.6666666666666643,1.6544211985118535,2.380612377397532,3.2166803697708435,-0.7261911788856785,4.035033575909385,-1.56225917125899,4.871101568282697,117
2020_2020-08-15_day1_016_h30,M1_no_solar,2020,30,2.7777777777777786,1.143690101499488,2.380612377397532,3.2166803697708435,-1.236922275898044,3.5243024788970203,-2.0729902682713552,4.360370471270332,117
2020_2020-08-15_day1_017_h30,M1_no_solar,2020,30,-1.6666666666666643,0.1222279074747503,2.380612377397532,3.2166803697708435,-2.258384469922782,2.502840284872282,-3.0944524622960934,3.3389082772455936,117
2020_2020-08-15_day1_018_h30,M1_no_solar,2020,30,-2.2222222222222214,-1.0256691910456974,2.380612377397532,3.2166803697708435,-3.4062815684432293,1.3549431863518346,-4.242349560816541,2.1910111787251463,117
2020_2020-08-15_day1_019_h30,M1_no_solar,2020,30,3.8888888888888857,-0.2620682850419089,2.380612377397532,3.2166803697708435,-2.642680662439441,2.118544092355623,-3.4787486548127524,2.9546120847289346,117
2020_2020-08-15_day1_020_h30,M1_no_solar,2020,30,-0.5555555555555571,0.5908140363218821,2.380612377397532,3.2166803697708435,-1.78979834107565,2.9714264137194144,-2.625866333448961,3.807494406092726,117
2020_2020-08-15_day1_021_h30,M1_no_solar,2020,30,-3.3333333333333286,-0.0884969333514327,2.380612377397532,3.2166803697708435,-2.469109310748965,2.2921154440460993,-3.305177303122276,3.1281834364194108,117
2020_2020-08-15_day1_022_h30,M1_no_solar,2020,30,0.5555555555555571,-0.3463582213723823,2.380612377397532,3.2166803697708435,-2.726970598769914,2.03425415602515,-3.5630385911432256,2.8703221483984613,117
2020_2020-08-15_day1_023_h30,M1_no_solar,2020,30,2.7777777777777786,0.1643728756399864,2.380612377397532,3.2166803697708435,-2.2162395017575456,2.5449852530375185,-3.052307494130857,3.38105324541083,117
2020_2020-08-15_day1_024_h30,M1_no_solar,2020,30,3.3333333333333286,1.6122762303466167,2.380612377397532,3.2166803697708435,-0.7683361470509154,3.992888607744149,-1.6044041394242268,4.82895660011746,117
2020_2020-08-15_day1_025_h30,M1_no_solar,2020,30,1.1111111111111072,1.9965724228632724,2.380612377397532,3.2166803697708435,-0.38403995453425965,4.377184800260805,-1.220107946907571,5.2132527926341155,117
2020_2020-08-15_day1_026_h30,M1_no_solar,2020,30,-2.2222222222222214,-0.0463519651861961,2.380612377397532,3.2166803697708435,-2.426964342583728,2.334260412211336,-3.2630323349570394,3.1703284045846476,117
2020_2020-08-15_day1_027_h30,M1_no_solar,2020,30,-2.2222222222222214,-0.9835242228804576,2.380612377397532,3.2166803697708435,-3.3641366002779898,1.3970881545170744,-4.200204592651301,2.2331561468903858,117
2020_2020-08-15_day1_028_h30,M1_no_solar,2020,30,1.1111111111111145,-0.3885031895376156,2.380612377397532,3.2166803697708435,-2.7691155669351475,1.9921091878599164,-3.605183559308459,2.828177180233228,117
2020_2020-08-15_day1_000_h60,M1_no_solar,2020,60,3.333333333333332,6.201243465173899,3.5795800813826015,4.852027895078233,2.6216633837912977,9.780823546556501,1.3492155700956658,11.053271360252133,104
2020_2020-08-15_day1_001_h60,M1_no_solar,2020,60,3.8888888888888897,5.503710969027694,3.5795800813826015,4.852027895078233,1.9241308876450929,9.083291050410295,0.651683073949461,10.355738864105927,104
2020_2020-08-15_day1_006_h60,M1_no_solar,2020,60,4.444444444444443,3.826248862967322,3.5795800813826015,4.852027895078233,0.2466687815847206,7.405828944349924,-1.0257790321109113,8.678276758045556,104
2020_2020-08-15_day1_007_h60,M1_no_solar,2020,60,5.0,3.1287163668211213,3.5795800813826015,4.852027895078233,-0.4508637145614802,6.708296448203723,-1.723311528257112,7.980744261899355,104
2020_2020-08-15_day1_008_h60,M1_no_solar,2020,60,7.222222222222221,4.345612339129133,3.5795800813826015,4.852027895078233,0.7660322577465313,7.925192420511735,-0.5064155559491006,9.197640234207366,104
2020_2020-08-15_day1_009_h60,M1_no_solar,2020,60,7.222222222222221,3.558995332990735,3.5795800813826015,4.852027895078233,-0.020584748391866636,7.138575414373337,-1.2930325620874985,8.411023228068968,104
2020_2020-08-15_day1_010_h60,M1_no_solar,2020,60,7.222222222222221,3.380826313006341,3.5795800813826015,4.852027895078233,-0.19875376837626035,6.960406394388943,-1.4712015820718922,8.232854208084575,104
2020_2020-08-15_day1_011_h60,M1_no_solar,2020,60,6.666666666666664,2.5051247968757417,3.5795800813826015,4.852027895078233,-1.0744552845068598,6.084704878258343,-2.3469030982024917,7.357152691953975,104
2020_2020-08-15_day1_012_h60,M1_no_solar,2020,60,3.888888888888893,1.4512542607607497,3.5795800813826015,4.852027895078233,-2.1283258206218516,5.0308343421433515,-3.400773634317484,6.303282155838983,104
2020_2020-08-15_day1_013_h60,M1_no_solar,2020,60,3.8888888888888857,2.668150233068764,3.5795800813826015,4.852027895078233,-0.9114298483138374,6.247730314451365,-2.1838776620094693,7.5201781281469975,104
2020_2020-08-15_day1_014_h60,M1_no_solar,2020,60,4.44444444444445,2.489981213084371,3.5795800813826015,4.852027895078233,-1.0895988682982307,6.069561294466972,-2.3620466819938626,7.342009108162604,104
2020_2020-08-15_day1_015_h60,M1_no_solar,2020,60,0.0,2.311812193099976,3.5795800813826015,4.852027895078233,-1.2677678882826253,5.891392274482578,-2.540215701978257,7.16384008817821,104
2020_2020-08-15_day1_016_h60,M1_no_solar,2020,60,0.5555555555555571,0.2192147046613661,3.5795800813826015,4.852027895078233,-3.3603653767212354,3.7987947860439677,-4.632813190416868,5.071242599739599,104
2020_2020-08-15_day1_017_h60,M1_no_solar,2020,60,2.2222222222222214,-0.4783177914848378,3.5795800813826015,4.852027895078233,-4.057897872867439,3.1012622898977638,-5.330345686563071,4.373710103593396,104
2020_2020-08-15_day1_018_h60,M1_no_solar,2020,60,-2.7777777777777786,-0.7455713214614303,3.5795800813826015,4.852027895078233,-4.325151402844032,2.834008759921171,-5.597599216539663,4.1064565736168035,104
2020_2020-08-15_day1_019_h60,M1_no_solar,2020,60,0.5555555555555571,-0.2110642615082469,3.5795800813826015,4.852027895078233,-3.7906443428908485,3.3685158198743546,-5.06309215658648,4.640963633569987,104
2020_2020-08-15_day1_020_h60,M1_no_solar,2020,60,0.0,0.1301301946691682,3.5795800813826015,4.852027895078233,-3.4494498867134333,3.7097102760517697,-4.721897700409065,4.982158089747402,104
2020_2020-08-15_day1_021_h60,M1_no_solar,2020,60,-0.55555555555555,-0.2262078452996192,3.5795800813826015,4.852027895078233,-3.8057879266822208,3.3533722360829823,-5.078235740377853,4.625820049778614,104
2020_2020-08-15_day1_022_h60,M1_no_solar,2020,60,3.8888888888888857,1.7033642069459678,3.5795800813826015,4.852027895078233,-1.8762158744366337,5.2829442883285695,-3.148663688132266,6.555392102024201,104
2020_2020-08-15_day1_023_h60,M1_no_solar,2020,60,3.8888888888888857,3.098429199238373,3.5795800813826015,4.852027895078233,-0.48115088214422874,6.678009280620975,-1.7535986958398606,7.950457094316606,104
2020_2020-08-15_day1_024_h60,M1_no_solar,2020,60,1.1111111111111072,2.2227276831077782,3.5795800813826015,4.852027895078233,-1.3568523982748233,5.802307764490379,-2.629300211970455,7.074755578186012,104
2020_2020-08-15_day1_025_h60,M1_no_solar,2020,60,-1.1111111111111145,1.2579416569849822,3.5795800813826015,4.852027895078233,-2.3216384243976194,4.837521738367584,-3.5940862380932512,6.109969552063216,104
2020_2020-08-15_day1_026_h60,M1_no_solar,2020,60,-1.1111111111111072,-0.8346558314536225,3.5795800813826015,4.852027895078233,-4.414235912836224,2.744924249928979,-5.6866837265318555,4.017372063624611,104
2020_2020-08-15_day1_004_h90,M1_no_solar,2020,90,7.222222222222221,6.105712153502021,4.3129586182092225,5.135553458722619,1.7927535352927988,10.418670771711245,0.9701586947794025,11.241265612224641,96
2020_2020-08-15_day1_005_h90,M1_no_solar,2020,90,7.222222222222225,7.480512820428168,4.3129586182092225,5.135553458722619,3.1675542022189456,11.79347143863739,2.3449593617055493,12.616066279150786,96
2020_2020-08-15_day1_006_h90,M1_no_solar,2020,90,9.444444444444445,7.323284927551104,4.3129586182092225,5.135553458722619,3.010326309341881,11.636243545760326,2.187731468828485,12.458838386273722,96
2020_2020-08-15_day1_007_h90,M1_no_solar,2020,90,9.444444444444445,5.707161910242061,4.3129586182092225,5.135553458722619,1.3942032920328389,10.020120528451283,0.5716084515194426,10.84271536896468,96
2020_2020-08-15_day1_008_h90,M1_no_solar,2020,90,9.444444444444445,5.465839559859166,4.3129586182092225,5.135553458722619,1.1528809416499435,9.778798178068389,0.3302861011365472,10.601393018581785,96
2020_2020-08-15_day1_009_h90,M1_no_solar,2020,90,9.444444444444445,4.537116876013198,4.3129586182092225,5.135553458722619,0.22415825780397558,8.85007549422242,-0.5984365827094207,9.672670334735816,96
2020_2020-08-15_day1_010_h90,M1_no_solar,2020,90,8.888888888888893,5.103856034284822,4.3129586182092225,5.135553458722619,0.790897416075599,9.416814652494043,-0.03169742443779722,10.23940949300744,96
2020_2020-08-15_day1_011_h90,M1_no_solar,2020,90,8.333333333333329,5.67059519255645,4.3129586182092225,5.135553458722619,1.3576365743472278,9.983553810765674,0.5350417338338316,10.80614865127907,96
2020_2020-08-15_day1_012_h90,M1_no_solar,2020,90,6.666666666666671,3.5718274744816165,4.3129586182092225,5.135553458722619,-0.741131143727606,7.884786092690839,-1.5637259842410023,8.707380933204234,96
2020_2020-08-15_day1_013_h90,M1_no_solar,2020,90,2.2222222222222214,3.33050512409872,4.3129586182092225,5.135553458722619,-0.9824534941105028,7.643463742307942,-1.805048334623899,8.466058582821338,96
2020_2020-08-15_day1_014_h90,M1_no_solar,2020,90,2.2222222222222285,1.4730597564067764,4.3129586182092225,5.135553458722619,-2.839898861802446,5.786018374615999,-3.6624937023158424,6.608613215129395,96
2020_2020-08-15_day1_015_h90,M1_no_solar,2020,90,3.8888888888888857,2.0397989146784044,4.3129586182092225,5.135553458722619,-2.273159703530818,6.352757532887627,-3.0957545440442145,7.175352373401023,96
2020_2020-08-15_day1_016_h90,M1_no_solar,2020,90,0.0,1.2317374060238857,4.3129586182092225,5.135553458722619,-3.081221212185337,5.544696024233108,-3.9038160526987333,6.367290864746504,96
2020_2020-08-15_day1_017_h90,M1_no_solar,2020,90,-1.1111111111111072,-0.384385611285162,4.3129586182092225,5.135553458722619,-4.697344229494385,3.9285730069240605,-5.519939070007781,4.751167847437457,96
2020_2020-08-15_day1_018_h90,M1_no_solar,2020,90,-2.2222222222222214,-1.5544306455140315,4.3129586182092225,5.135553458722619,-5.867389263723254,2.758527972695191,-6.68998410423665,3.5811228132085873,96
2020_2020-08-15_day1_019_h90,M1_no_solar,2020,90,3.3333333333333357,-0.0224020857108193,4.3129586182092225,5.135553458722619,-4.335360703920042,4.290556532498403,-5.157955544433438,5.1131513730117994,96
2020_2020-08-15_day1_020_h90,M1_no_solar,2020,90,3.3333333333333286,2.72719924814148,4.3129586182092225,5.135553458722619,-1.5857593700677426,7.040157866350702,-2.408354210581139,7.862752706864098,96
2020_2020-08-15_day1_021_h90,M1_no_solar,2020,90,0.5555555555555571,3.0526160560302085,4.3129586182092225,5.135553458722619,-1.260342562179014,7.365574674239431,-2.0829374026924103,8.188169514752827,96
2020_2020-08-15_day1_022_h90,M1_no_solar,2020,90,1.6666666666666643,2.160460089869852,4.3129586182092225,5.135553458722619,-2.1524985283393705,6.473418708079075,-2.9750933688527668,7.296013548592471,96
2020_2020-08-15_day1_023_h90,M1_no_solar,2020,90,1.6666666666666643,2.160460089869852,4.3129586182092225,5.135553458722619,-2.1524985283393705,6.473418708079075,-2.9750933688527668,7.296013548592471,96
2020_2020-08-15_day1_024_h90,M1_no_solar,2020,90,2.2222222222222214,1.9191377394869609,4.3129586182092225,5.135553458722619,-2.393820878722262,6.232096357696183,-3.216415719235658,7.0546911982095795,96
2020_2020-08-15_day1_002_h120,M1_no_solar,2020,120,9.444444444444445,9.376276386553805,4.72965095374934,5.820272198015522,4.6466254328044645,14.105927340303145,3.5560041885382825,15.196548584569328,94
2020_2020-08-15_day1_003_h120,M1_no_solar,2020,120,9.444444444444446,9.376276386553805,4.72965095374934,5.820272198015522,4.6466254328044645,14.105927340303145,3.5560041885382825,15.196548584569328,94
2020_2020-08-15_day1_004_h120,M1_no_solar,2020,120,9.444444444444445,8.352710222861612,4.72965095374934,5.820272198015522,3.6230592691122716,13.082361176610952,2.5324380248460896,14.172982420877133,94
2020_2020-08-15_day1_005_h120,M1_no_solar,2020,120,9.444444444444446,9.025590474534544,4.72965095374934,5.820272198015522,4.295939520785204,13.755241428283885,3.205318276519022,14.845862672550066,94
2020_2020-08-15_day1_006_h120,M1_no_solar,2020,120,11.666666666666664,8.090428042483188,4.72965095374934,5.820272198015522,3.3607770887338475,12.820078996232528,2.2701558444676655,13.91070024049871,94
2020_2020-08-15_day1_007_h120,M1_no_solar,2020,120,11.666666666666664,6.2770863231116465,4.72965095374934,5.820272198015522,1.5474353693623062,11.006737276860987,0.4568141250961242,12.09735852112717,94
2020_2020-08-15_day1_008_h120,M1_no_solar,2020,120,11.111111111111114,6.949966574784576,4.72965095374934,5.820272198015522,2.220315621035236,11.679617528533917,1.129694376769054,12.770238772800099,94
2020_2020-08-15_day1_009_h120,M1_no_solar,2020,120,11.111111111111107,7.739742130463936,4.72965095374934,5.820272198015522,3.010091176714596,12.469393084213277,1.919469932448414,13.560014328479458,94
2020_2020-08-15_day1_010_h120,M1_no_solar,2020,120,11.666666666666671,7.505951522451098,4.72965095374934,5.820272198015522,2.7763005687017577,12.235602476200437,1.6856793244355757,13.32622372046662,94
2020_2020-08-15_day1_011_h120,M1_no_solar,2020,120,6.666666666666664,6.3654900547524855,4.72965095374934,5.820272198015522,1.6358391010031452,11.095141008501827,0.5452178567369632,12.185762252768008,94
2020_2020-08-15_day1_012_h120,M1_no_solar,2020,120,4.44444444444445,2.2712253999837206,4.72965095374934,5.820272198015522,-2.4584255537656197,7.0008763537330605,-3.5490467980318017,8.091497597999243,94
2020_2020-08-15_day1_013_h120,M1_no_solar,2020,120,6.111111111111107,2.9441056516566553,4.72965095374934,5.820272198015522,-1.785545302092685,7.673756605405996,-2.876166546358867,8.764377849672178,94
2020_2020-08-15_day1_014_h120,M1_no_solar,2020,120,1.6666666666666714,2.7103150436438175,4.72965095374934,5.820272198015522,-2.019335910105523,7.439965997393157,-3.109957154371705,8.53058724165934,94
2020_2020-08-15_day1_015_h120,M1_no_solar,2020,120,0.5555555555555571,2.4765244356309783,4.72965095374934,5.820272198015522,-2.253126518118362,7.206175389380318,-3.343747762384544,8.296796633646501,94
2020_2020-08-15_day1_016_h120,M1_no_solar,2020,120,0.5555555555555571,0.6631827162594366,4.72965095374934,5.820272198015522,-4.066468237489904,5.392833670008777,-5.157089481756086,6.483454914274959,94
2020_2020-08-15_day1_017_h120,M1_no_solar,2020,120,1.6666666666666714,-0.2434881434263358,4.72965095374934,5.820272198015522,-4.973139097175676,4.4861628103230045,-6.063760341441858,5.5767840545891865,94
2020_2020-08-15_day1_018_h120,M1_no_solar,2020,120,1.1111111111111072,1.2191676639259468,4.72965095374934,5.820272198015522,-3.5104832898233935,5.948818617675287,-4.6011045340895755,7.039439861941469,94
2020_2020-08-15_day1_019_h120,M1_no_solar,2020,120,4.444444444444443,3.733881207336004,4.72965095374934,5.820272198015522,-0.9957697464133362,8.463532161085345,-2.086390990679518,9.554153405351526,94
2020_2020-08-15_day1_020_h120,M1_no_solar,2020,120,1.1111111111111072,3.266299991310333,4.72965095374934,5.820272198015522,-1.4633509624390073,7.995950945059674,-2.5539722067051893,9.086572189325855,94
2020_2020-08-15_day1_021_h120,M1_no_solar,2020,120,-1.6666666666666643,1.892047915598882,4.72965095374934,5.820272198015522,-2.8376030381504584,6.621698869348222,-3.9282242824166405,7.712320113614404,94
2020_2020-08-15_day1_022_h120,M1_no_solar,2020,120,2.7777777777777786,1.6867488799516297,4.72965095374934,5.820272198015522,-3.042902073797711,6.41639983370097,-4.133523318063893,7.507021077967152,94
2021_2021-05-22_day1_001_h15,M1_no_solar,2021,15,0.5555555555555536,1.2027871108801973,1.5223244104287736,2.294079734048475,-0.31953729954857635,2.725111521308971,-1.0912926231682776,3.496866844928672,124
2021_2021-05-22_day1_002_h15,M1_no_solar,2021,15,0.5555555555555571,1.2027871108802002,1.5223244104287736,2.294079734048475,-0.31953729954857346,2.725111521308974,-1.0912926231682747,3.4968668449286753,124
2021_2021-05-22_day1_003_h15,M1_no_solar,2021,15,0.0,0.7745460321005392,1.5223244104287736,2.294079734048475,-0.7477783783282345,2.296870442529313,-1.5195337019479358,3.068625766149014,124
2021_2021-05-22_day1_004_h15,M1_no_solar,2021,15,1.1111111111111107,1.2027871108801973,1.5223244104287736,2.294079734048475,-0.31953729954857635,2.725111521308971,-1.0912926231682776,3.496866844928672,124
2021_2021-05-22_day1_005_h15,M1_no_solar,2021,15,0.5555555555555536,1.1812416356112116,1.5223244104287736,2.294079734048475,-0.341082774817562,2.7035660460399855,-1.1128380984372632,3.4753213696596865,124
2021_2021-05-22_day1_007_h15,M1_no_solar,2021,15,1.6666666666666643,1.0950597345352575,1.5223244104287736,2.294079734048475,-0.42726467589351613,2.6173841449640314,-1.1990199995132174,3.3891394685837324,124
2021_2021-05-22_day1_008_h15,M1_no_solar,2021,15,0.0,1.4802098627769391,1.5223244104287736,2.294079734048475,-0.04211454765183453,3.002534273205713,-0.8138698712715358,3.774289596825414,124
2021_2021-05-22_day1_009_h15,M1_no_solar,2021,15,0.5555555555555571,0.6668186557555971,1.5223244104287736,2.294079734048475,-0.8555057546731766,2.1891430661843705,-1.6272610782928778,2.960898389804072,124
2021_2021-05-22_day1_010_h15,M1_no_solar,2021,15,1.1111111111111145,1.0735142592662663,1.5223244104287736,2.294079734048475,-0.44881015116250733,2.59583866969504,-1.2205654747822086,3.367593993314741,124
2021_2021-05-22_day1_011_h15,M1_no_solar,2021,15,0.55555555555555,0.6237277052176198,1.5223244104287736,2.294079734048475,-0.8985967052111539,2.1460521156463934,-1.670352028830855,2.9178074392660944,124
2021_2021-05-22_day1_012_h15,M1_no_solar,2021,15,1.6666666666666714,1.0304233087282924,1.5223244104287736,2.294079734048475,-0.4919011017004813,2.552747719157066,-1.2636564253201825,3.324503042776767,124
2021_2021-05-22_day1_013_h15,M1_no_solar,2021,15,0.0,0.5590912794106546,1.5223244104287736,2.294079734048475,-0.963233131018119,2.081415689839428,-1.7349884546378203,2.8531710134591295,124
2021_2021-05-22_day1_014_h15,M1_no_solar,2021,15,0.0,0.5590912794106546,1.5223244104287736,2.294079734048475,-0.963233131018119,2.081415689839428,-1.7349884546378203,2.8531710134591295,124
2021_2021-05-22_day1_015_h15,M1_no_solar,2021,15,-0.5555555555555571,0.1308502006309936,1.5223244104287736,2.294079734048475,-1.3914742097977801,1.6531746110597672,-2.163229533417481,2.4249299346794686,124
