pair_id,model,held_out_year,horizon_min,actual,predicted,q80,q90,lower80,upper80,lower90,upper90,calibration_n
2020_2020-08-15_day1_000_h15,M1_no_solar,2020,15,0.5555555555555536,1.065791395729014,1.421127651483187,1.9966135756775032,-0.35533625575417305,2.4869190472122007,-0.9308221799484893,3.062404971406517,124
2020_2020-08-15_day1_001_h15,M1_no_solar,2020,15,0.5555555555555571,1.0657913957290113,1.421127651483187,1.9966135756775032,-0.3553362557541757,2.486919047212198,-0.9308221799484919,3.0624049714065142,124
2020_2020-08-15_day1_002_h15,M1_no_solar,2020,15,1.1111111111111107,1.4974728522320766,1.421127651483187,1.9966135756775032,0.07634520074888962,2.918600503715264,-0.4991407234454266,3.49408642790958,124
2020_2020-08-15_day1_003_h15,M1_no_solar,2020,15,1.1111111111111107,1.065791395729014,1.421127651483187,1.9966135756775032,-0.35533625575417305,2.4869190472122007,-0.9308221799484893,3.062404971406517,124
2020_2020-08-15_day1_004_h15,M1_no_solar,2020,15,1.1111111111111107,0.6140377546742338,1.421127651483187,1.9966135756775032,-0.8070898968089532,2.0351654061574207,-1.3825758210032695,2.610651330351737,124
2020_2020-08-15_day1_006_h15,M1_no_solar,2020,15,1.1111111111111145,1.2766788221632186,1.421127651483187,1.9966135756775032,-0.14444882931996839,2.6978064736464056,-0.7199347535142846,3.273292397840722,124
2020_2020-08-15_day1_007_h15,M1_no_solar,2020,15,1.1111111111111072,0.4133159091570899,1.421127651483187,1.9966135756775032,-1.007811742326097,1.834443560640277,-1.5832976665204133,2.409929484834593,124
2020_2020-08-15_day1_008_h15,M1_no_solar,2020,15,1.1111111111111145,0.8048529965567242,1.421127651483187,1.9966135756775032,-0.6162746549264628,2.2259806480399114,-1.191760579120779,2.8014665722342276,124
2020_2020-08-15_day1_009_h15,M1_no_solar,2020,15,1.1111111111111072,0.3530993555019467,1.421127651483187,1.9966135756775032,-1.0680282959812404,1.7742270069851336,-1.6435142201755566,2.34971293117945,124
2020_2020-08-15_day1_010_h15,M1_no_solar,2020,15,1.6666666666666714,0.7446364429015837,1.421127651483187,1.9966135756775032,-0.6764912085816033,2.1657640943847705,-1.2519771327759195,2.7412500185790867,124
2020_2020-08-15_day1_011_h15,M1_no_solar,2020,15,3.3333333333333286,1.136173530301218,1.421127651483187,1.9966135756775032,-0.28495412118196906,2.557301181784405,-0.8604400453762853,3.1327871059787213,124
2020_2020-08-15_day1_012_h15,M1_no_solar,2020,15,1.1111111111111145,0.1925218790882318,1.421127651483187,1.9966135756775032,-1.2286057723949553,1.6136495305714187,-1.8040916965892715,2.189135454765735,124
2020_2020-08-15_day1_013_h15,M1_no_solar,2020,15,1.1111111111111072,0.152377509984803,1.421127651483187,1.9966135756775032,-1.268750141498384,1.57350516146799,-1.8442360656927002,2.1489910856623062,124
2020_2020-08-15_day1_014_h15,M1_no_solar,2020,15,1.1111111111111145,0.1122331408813743,1.421127651483187,1.9966135756775032,-1.3088945106018126,1.5333607923645614,-1.8843804347961288,2.1088467165588773,124
2020_2020-08-15_day1_015_h15,M1_no_solar,2020,15,0.5555555555555571,0.5037702282810084,1.421127651483187,1.9966135756775032,-0.9173574232021786,1.9248978797641954,-1.4928433473964948,2.5003838039585116,124
2020_2020-08-15_day1_016_h15,M1_no_solar,2020,15,1.1111111111111072,0.9354516847840768,1.421127651483187,1.9966135756775032,-0.4856759666991102,2.356579336267264,-1.0611618908934264,2.93206526046158,124
2020_2020-08-15_day1_017_h15,M1_no_solar,2020,15,1.6666666666666714,0.0720887717779455,1.421127651483187,1.9966135756775032,-1.3490388797052415,1.4932164232611325,-1.9245248038995577,2.068702347455449,124
2020_2020-08-15_day1_018_h15,M1_no_solar,2020,15,-3.3333333333333357,0.0118722181228022,1.421127651483187,1.9966135756775032,-1.4092554333603848,1.4329998696059891,-1.984741357554701,2.0084857938003053,124
2020_2020-08-15_day1_019_h15,M1_no_solar,2020,15,1.1111111111111145,-0.7310575875730428,1.421127651483187,1.9966135756775032,-2.1521852390562297,0.6900700639101441,-2.727671163250546,1.2655559881044605,124
2020_2020-08-15_day1_020_h15,M1_no_solar,2020,15,2.7777777777777715,0.4836980437292966,1.421127651483187,1.9966135756775032,-0.9374296077538904,1.9048256952124836,-1.5129155319482066,2.4803116194068,124
2020_2020-08-15_day1_021_h15,M1_no_solar,2020,15,-3.3333333333333286,-0.0282721509806265,1.421127651483187,1.9966135756775032,-1.4493998024638135,1.3928555005025605,-2.0248857266581295,1.9683414246968767,124
2020_2020-08-15_day1_022_h15,M1_no_solar,2020,15,0.0,0.0921609563296598,1.421127651483187,1.9966135756775032,-1.3289666951535273,1.5132886078128467,-1.9044526193478435,2.088774532007163,124
2020_2020-08-15_day1_023_h15,M1_no_solar,2020,15,0.5555555555555571,-0.3395205001734059,1.421127651483187,1.9966135756775032,-1.7606481516565928,1.0816071513097811,-2.336134075850909,1.6570930755040973,124
2020_2020-08-15_day1_024_h15,M1_no_solar,2020,15,2.2222222222222214,0.4836980437292966,1.421127651483187,1.9966135756775032,-0.9374296077538904,1.9048256952124836,-1.5129155319482066,2.4803116194068,124
2020_2020-08-15_day1_025_h15,M1_no_solar,2020,15,1.1111111111111072,0.8551629465772164,1.421127651483187,1.9966135756775032,-0.5659647049059706,2.2762905980604033,-1.1414506291002868,2.8517765222547196,124
2020_2020-08-15_day1_026_h15,M1_no_solar,2020,15,0.0,0.8551629465772165,1.421127651483187,1.9966135756775032,-0.5659647049059705,2.2762905980604033,-1.1414506291002868,2.8517765222547196,124
2020_2020-08-15_day1_027_h15,M1_no_solar,2020,15,-2.2222222222222214,-0.8314185103316117,1.421127651483187,1.9966135756775032,-2.2525461618147986,0.5897091411515752,-2.828032086009115,1.1651950653458916,124
2020_2020-08-15_day1_028_h15,M1_no_solar,2020,15,0.0,0.0720887717779454,1.421127651483187,1.9966135756775032,-1.3490388797052415,1.4932164232611325,-1.9245248038995577,2.0687023474554485,124
2020_2020-08-15_day1_029_h15,M1_no_solar,2020,15,1.1111111111111145,-0.3595926847251175,1.421127651483187,1.9966135756775032,-1.7807203362083044,1.0615349667580696,-2.3562062604026206,1.6370208909523858,124
2020_2020-08-15_day1_000_h30,M1_no_solar,2020,30,1.1111111111111107,2.323749210126108,2.380612377397532,3.2166803697708435,-0.05686316727142415,4.70436158752364,-0.8929311596447356,5.540429579896951,117
2020_2020-08-15_day1_001_h30,M1_no_solar,2020,30,1.666666666666668,2.834480307138474,2.380612377397532,3.2166803697708435,0.4538679297409418,5.215092684536006,-0.3822000626323696,6.051160676909317,117
2020_2020-08-15_day1_002_h30,M1_no_solar,2020,30,2.2222222222222214,2.834480307138477,2.380612377397532,3.2166803697708435,0.4538679297409449,5.215092684536009,-0.3822000626323665,6.051160676909321,117
2020_2020-08-15_day1_003_h30,M1_no_solar,2020,30,2.2222222222222214,1.8130181131137424,2.380612377397532,3.2166803697708435,-0.5675942642837897,4.193630490511275,-1.403662256657101,5.029698482884585,117
2020_2020-08-15_day1_006_h30,M1_no_solar,2020,30,2.2222222222222214,1.860154560308506,2.380612377397532,3.2166803697708435,-0.5204578170890262,4.240766937706038,-1.3565258094623376,5.076834930079349,117
2020_2020-08-15_day1_007_h30,M1_no_solar,2020,30,2.2222222222222214,1.349423463296137,2.380612377397532,3.2166803697708435,-1.031188914101395,3.7300358406936693,-1.8672569064747064,4.566103833066981,117
2020_2020-08-15_day1_008_h30,M1_no_solar,2020,30,2.2222222222222214,1.265133526965664,2.380612377397532,3.2166803697708435,-1.115478850431868,3.645745904363196,-1.9515468428051794,4.481813896736508,117
2020_2020-08-15_day1_009_h30,M1_no_solar,2020,30,2.7777777777777786,1.2229885588004306,2.380612377397532,3.2166803697708435,-1.1576238185971015,3.603600936197963,-1.993691810970413,4.439668928571274,117
2020_2020-08-15_day1_010_h30,M1_no_solar,2020,30,5.0,2.160160816494692,2.380612377397532,3.2166803697708435,-0.2204515609028399,4.540773193892225,-1.0565195532761513,5.376841186265535,117
2020_2020-08-15_day1_011_h30,M1_no_solar,2020,30,4.444444444444443,1.56513978315185,2.380612377397532,3.2166803697708435,-0.815472594245682,3.9457521605493824,-1.6515405866189934,4.781820152922694,117
2020_2020-08-15_day1_012_h30,M1_no_solar,2020,30,2.2222222222222214,0.3750977164661695,2.380612377397532,3.2166803697708435,-2.0055146609313628,2.7557100938637014,-2.841582653304674,3.591778086237013,117
2020_2020-08-15_day1_013_h30,M1_no_solar,2020,30,2.2222222222222214,0.2908077801356963,2.380612377397532,3.2166803697708435,-2.0898045972618355,2.6714201575332286,-2.925872589635147,3.50748814990654,117
