pair_id,year,session_id,t0_utc,t0_local,future_utc,future_local,requested_horizon_min,actual_horizon_min,horizon_error_min,track_temp_0_c,ambient_temp_0_c,thermal_gap_0_c,track_rate_0_c_per_min,rate_lookback_min,rate_source_utc,rate_source_track_c,rate_valid,future_track_temp_c,future_ambient_temp_c,delta_track_temp_c,delta_ambient_temp_c,source_row_0,source_row_future,solar_elevation_0_deg,future_solar_elevation_deg,delta_solar_elevation_deg,solar_elevation_mean_deg
2020_2020-08-15_day1_024_h90,2020,2020_2020-08-15_day1,2020-08-15 19:15:00+00:00,2020-08-15 19:15:00+00:00,2020-08-15 20:45:00+00:00,2020-08-15 20:45:00+00:00,90,90.0,0.0,51.111111111111114,29.444444444444443,21.66666666666667,0.0370370370370371,15.0,2020-08-15 19:00:00+00:00,50.55555555555556,True,53.333333333333336,30.555555555555557,2.2222222222222214,1.1111111111111145,349,355,58.029334095403556,43.73196697767368,-14.297367117729877,50.88065053653862
2020_2020-08-15_day1_025_h15,2020,2020_2020-08-15_day1,2020-08-15 19:30:00+00:00,2020-08-15 19:30:00+00:00,2020-08-15 19:45:00+00:00,2020-08-15 19:45:00+00:00,15,15.0,0.0,53.333333333333336,30.0,23.333333333333336,0.148148148148148,15.0,2020-08-15 19:15:00+00:00,51.111111111111114,True,54.44444444444444,31.11111111111111,1.1111111111111072,1.1111111111111107,350,351,55.99976507224355,53.790057431009025,-2.209707641234523,54.89491125162628
2020_2020-08-15_day1_025_h30,2020,2020_2020-08-15_day1,2020-08-15 19:30:00+00:00,2020-08-15 19:30:00+00:00,2020-08-15 20:00:00+00:00,2020-08-15 20:00:00+00:00,30,30.0,0.0,53.333333333333336,30.0,23.333333333333336,0.148148148148148,15.0,2020-08-15 19:15:00+00:00,51.111111111111114,True,54.44444444444444,32.22222222222222,1.1111111111111072,2.2222222222222214,350,352,55.99976507224355,51.4331817056658,-4.5665833665777456,53.716473388954675
2020_2020-08-15_day1_025_h60,2020,2020_2020-08-15_day1,2020-08-15 19:30:00+00:00,2020-08-15 19:30:00+00:00,2020-08-15 20:30:00+00:00,2020-08-15 20:30:00+00:00,60,60.0,0.0,53.333333333333336,30.0,23.333333333333336,0.148148148148148,15.0,2020-08-15 19:15:00+00:00,51.111111111111114,True,52.22222222222222,31.11111111111111,-1.1111111111111145,1.1111111111111107,350,354,55.99976507224355,46.38337892288567,-9.61638614935788,51.19157199756461
2020_2020-08-15_day1_026_h15,2020,2020_2020-08-15_day1,2020-08-15 19:45:00+00:00,2020-08-15 19:45:00+00:00,2020-08-15 20:00:00+00:00,2020-08-15 20:00:00+00:00,15,15.0,0.0,54.44444444444444,31.11111111111111,23.333333333333332,0.0740740740740738,15.0,2020-08-15 19:30:00+00:00,53.333333333333336,True,54.44444444444444,32.22222222222222,0.0,1.1111111111111107,351,352,53.790057431009025,51.4331817056658,-2.3568757253432224,52.61161956833742
2020_2020-08-15_day1_026_h30,2020,2020_2020-08-15_day1,2020-08-15 19:45:00+00:00,2020-08-15 19:45:00+00:00,2020-08-15 20:15:00+00:00,2020-08-15 20:15:00+00:00,30,30.0,0.0,54.44444444444444,31.11111111111111,23.333333333333332,0.0740740740740738,15.0,2020-08-15 19:30:00+00:00,53.333333333333336,True,52.22222222222222,31.11111111111111,-2.2222222222222214,0.0,351,353,53.790057431009025,48.95669818944653,-4.833359241562498,51.37337781022778
2020_2020-08-15_day1_026_h60,2020,2020_2020-08-15_day1,2020-08-15 19:45:00+00:00,2020-08-15 19:45:00+00:00,2020-08-15 20:45:00+00:00,2020-08-15 20:45:00+00:00,60,60.0,0.0,54.44444444444444,31.11111111111111,23.333333333333332,0.0740740740740738,15.0,2020-08-15 19:30:00+00:00,53.333333333333336,True,53.333333333333336,30.555555555555557,-1.1111111111111072,-0.5555555555555536,351,355,53.790057431009025,43.73196697767368,-10.058090453335346,48.761012204341355
2020_2020-08-15_day1_027_h15,2020,2020_2020-08-15_day1,2020-08-15 20:00:00+00:00,2020-08-15 20:00:00+00:00,2020-08-15 20:15:00+00:00,2020-08-15 20:15:00+00:00,15,15.0,0.0,54.44444444444444,32.22222222222222,22.22222222222222,0.0,15.0,2020-08-15 19:45:00+00:00,54.44444444444444,True,52.22222222222222,31.11111111111111,-2.2222222222222214,-1.1111111111111107,352,353,51.4331817056658,48.95669818944653,-2.4764835162192753,50.194939947556165
2020_2020-08-15_day1_027_h30,2020,2020_2020-08-15_day1,2020-08-15 20:00:00+00:00,2020-08-15 20:00:00+00:00,2020-08-15 20:30:00+00:00,2020-08-15 20:30:00+00:00,30,30.0,0.0,54.44444444444444,32.22222222222222,22.22222222222222,0.0,15.0,2020-08-15 19:45:00+00:00,54.44444444444444,True,52.22222222222222,31.11111111111111,-2.2222222222222214,-1.1111111111111107,352,354,51.4331817056658,46.38337892288567,-5.049802782780134,48.908280314275736
2020_2020-08-15_day1_028_h15,2020,2020_2020-08-15_day1,2020-08-15 20:15:00+00:00,2020-08-15 20:15:00+00:00,2020-08-15 20:30:00+00:00,2020-08-15 20:30:00+00:00,15,15.0,0.0,52.22222222222222,31.11111111111111,21.11111111111111,-0.148148148148148,15.0,2020-08-15 20:00:00+00:00,54.44444444444444,True,52.22222222222222,31.11111111111111,0.0,0.0,353,354,48.95669818944653,46.38337892288567,-2.5733192665608584,47.6700385561661
2020_2020-08-15_day1_028_h30,2020,2020_2020-08-15_day1,2020-08-15 20:15:00+00:00,2020-08-15 20:15:00+00:00,2020-08-15 20:45:00+00:00,2020-08-15 20:45:00+00:00,30,30.0,0.0,52.22222222222222,31.11111111111111,21.11111111111111,-0.148148148148148,15.0,2020-08-15 20:00:00+00:00,54.44444444444444,True,53.333333333333336,30.555555555555557,1.1111111111111145,-0.5555555555555536,353,355,48.95669818944653,43.73196697767368,-5.224731211772848,46.3443325835601
2020_2020-08-15_day1_029_h15,2020,2020_2020-08-15_day1,2020-08-15 20:30:00+00:00,2020-08-15 20:30:00+00:00,2020-08-15 20:45:00+00:00,2020-08-15 20:45:00+00:00,15,15.0,0.0,52.22222222222222,31.11111111111111,21.11111111111111,0.0,15.0,2020-08-15 20:15:00+00:00,52.22222222222222,True,53.333333333333336,30.555555555555557,1.1111111111111145,-0.5555555555555536,354,355,46.38337892288567,43.73196697767368,-2.65141194521199,45.057672950279674
2021_2021-05-22_day1_000_h30,2021,2021_2021-05-22_day1,2021-05-22 12:45:00+00:00,2021-05-22 12:45:00+00:00,2021-05-22 13:15:00+00:00,2021-05-22 13:15:00+00:00,30,30.0,0.0,24.444444444444443,20.0,4.444444444444443,,,,,False,25.555555555555557,20.555555555555557,1.1111111111111145,0.5555555555555571,342,343,24.78663007558268,30.535036910494043,5.748406834911364,27.66083349303836
2021_2021-05-22_day1_000_h60,2021,2021_2021-05-22_day1,2021-05-22 12:45:00+00:00,2021-05-22 12:45:00+00:00,2021-05-22 13:45:00+00:00,2021-05-22 13:45:00+00:00,60,60.0,0.0,24.444444444444443,20.0,4.444444444444443,,,,,False,26.666666666666668,21.666666666666668,2.222222222222225,1.666666666666668,342,345,24.78663007558268,36.29769073818224,11.511060662599562,30.54216040688246
2021_2021-05-22_day1_000_h90,2021,2021_2021-05-22_day1,2021-05-22 12:45:00+00:00,2021-05-22 12:45:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,90,90.0,0.0,24.444444444444443,20.0,4.444444444444443,,,,,False,27.77777777777778,22.22222222222222,3.3333333333333357,2.2222222222222214,342,347,24.78663007558268,42.03251481496128,17.245884739378603,33.40957244527198
2021_2021-05-22_day1_001_h15,2021,2021_2021-05-22_day1,2021-05-22 13:15:00+00:00,2021-05-22 13:15:00+00:00,2021-05-22 13:30:00+00:00,2021-05-22 13:30:00+00:00,15,15.0,0.0,25.555555555555557,20.555555555555557,5.0,,,,,False,26.11111111111111,21.11111111111111,0.5555555555555536,0.5555555555555536,343,344,30.535036910494043,33.41700768882855,2.881970778334505,31.976022299661295
2021_2021-05-22_day1_001_h30,2021,2021_2021-05-22_day1,2021-05-22 13:15:00+00:00,2021-05-22 13:15:00+00:00,2021-05-22 13:45:00+00:00,2021-05-22 13:45:00+00:00,30,30.0,0.0,25.555555555555557,20.555555555555557,5.0,,,,,False,26.666666666666668,21.666666666666668,1.1111111111111107,1.1111111111111107,343,345,30.535036910494043,36.29769073818224,5.762653827688197,33.41636382433814
2021_2021-05-22_day1_001_h60,2021,2021_2021-05-22_day1,2021-05-22 13:15:00+00:00,2021-05-22 13:15:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,60,60.0,0.0,25.555555555555557,20.555555555555557,5.0,,,,,False,27.77777777777778,22.22222222222222,2.2222222222222214,1.6666666666666643,343,347,30.535036910494043,42.03251481496128,11.497477904467239,36.283775862727666
2021_2021-05-22_day1_002_h15,2021,2021_2021-05-22_day1,2021-05-22 13:30:00+00:00,2021-05-22 13:30:00+00:00,2021-05-22 13:45:00+00:00,2021-05-22 13:45:00+00:00,15,15.0,0.0,26.11111111111111,21.11111111111111,5.0,0.0370370370370369,15.0,2021-05-22 13:15:00+00:00,25.555555555555557,True,26.666666666666668,21.666666666666668,0.5555555555555571,0.5555555555555571,344,345,33.41700768882855,36.29769073818224,2.880683049353692,34.857349213505394
2021_2021-05-22_day1_002_h30,2021,2021_2021-05-22_day1,2021-05-22 13:30:00+00:00,2021-05-22 13:30:00+00:00,2021-05-22 14:00:00+00:00,2021-05-22 14:00:00+00:00,30,30.0,0.0,26.11111111111111,21.11111111111111,5.0,0.0370370370370369,15.0,2021-05-22 13:15:00+00:00,25.555555555555557,True,26.666666666666668,21.666666666666668,0.5555555555555571,0.5555555555555571,344,346,33.41700768882855,39.17160389344155,5.7545962046130015,36.294305791135045
2021_2021-05-22_day1_002_h60,2021,2021_2021-05-22_day1,2021-05-22 13:30:00+00:00,2021-05-22 13:30:00+00:00,2021-05-22 14:30:00+00:00,2021-05-22 14:30:00+00:00,60,60.0,0.0,26.11111111111111,21.11111111111111,5.0,0.0370370370370369,15.0,2021-05-22 13:15:00+00:00,25.555555555555557,True,28.333333333333332,22.77777777777778,2.2222222222222214,1.666666666666668,344,348,33.41700768882855,44.87316505308371,11.456157364255162,39.14508637095613
2021_2021-05-22_day1_003_h15,2021,2021_2021-05-22_day1,2021-05-22 13:45:00+00:00,2021-05-22 13:45:00+00:00,2021-05-22 14:00:00+00:00,2021-05-22 14:00:00+00:00,15,15.0,0.0,26.666666666666668,21.666666666666668,5.0,0.0370370370370371,15.0,2021-05-22 13:30:00+00:00,26.11111111111111,True,26.666666666666668,21.666666666666668,0.0,0.0,345,346,36.29769073818224,39.17160389344155,2.8739131552593093,37.7346473158119
2021_2021-05-22_day1_003_h30,2021,2021_2021-05-22_day1,2021-05-22 13:45:00+00:00,2021-05-22 13:45:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,30,30.0,0.0,26.666666666666668,21.666666666666668,5.0,0.0370370370370371,15.0,2021-05-22 13:30:00+00:00,26.11111111111111,True,27.77777777777778,22.22222222222222,1.1111111111111107,0.5555555555555536,345,347,36.29769073818224,42.03251481496128,5.7348240767790415,39.16510277657176
2021_2021-05-22_day1_003_h120,2021,2021_2021-05-22_day1,2021-05-22 13:45:00+00:00,2021-05-22 13:45:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,120,120.0,0.0,26.666666666666668,21.666666666666668,5.0,0.0370370370370371,15.0,2021-05-22 13:30:00+00:00,26.11111111111111,True,32.77777777777778,25.0,6.111111111111111,3.333333333333332,345,349,36.29769073818224,58.388269946845895,22.090579208663655,47.34298034251407
2021_2021-05-22_day1_004_h15,2021,2021_2021-05-22_day1,2021-05-22 14:00:00+00:00,2021-05-22 14:00:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,15,15.0,0.0,26.666666666666668,21.666666666666668,5.0,0.0,15.0,2021-05-22 13:45:00+00:00,26.666666666666668,True,27.77777777777778,22.22222222222222,1.1111111111111107,0.5555555555555536,346,347,39.17160389344155,42.03251481496128,2.860910921519732,40.602059354201415
2021_2021-05-22_day1_004_h30,2021,2021_2021-05-22_day1,2021-05-22 14:00:00+00:00,2021-05-22 14:00:00+00:00,2021-05-22 14:30:00+00:00,2021-05-22 14:30:00+00:00,30,30.0,0.0,26.666666666666668,21.666666666666668,5.0,0.0,15.0,2021-05-22 13:45:00+00:00,26.666666666666668,True,28.333333333333332,22.77777777777778,1.6666666666666643,1.1111111111111107,346,348,39.17160389344155,44.87316505308371,5.701561159642161,42.02238447326263
2021_2021-05-22_day1_004_h120,2021,2021_2021-05-22_day1,2021-05-22 14:00:00+00:00,2021-05-22 14:00:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,120,120.0,0.0,26.666666666666668,21.666666666666668,5.0,0.0,15.0,2021-05-22 13:45:00+00:00,26.666666666666668,True,34.44444444444444,25.555555555555557,7.777777777777775,3.8888888888888897,346,350,39.17160389344155,60.83133961947233,21.65973572603078,50.00147175645694
2021_2021-05-22_day1_005_h15,2021,2021_2021-05-22_day1,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 14:30:00+00:00,2021-05-22 14:30:00+00:00,15,15.0,0.0,27.77777777777778,22.22222222222222,5.555555555555557,0.074074074074074,15.0,2021-05-22 14:00:00+00:00,26.666666666666668,True,28.333333333333332,22.77777777777778,0.5555555555555536,0.5555555555555571,347,348,42.03251481496128,44.87316505308371,2.8406502381224286,43.45283993402249
2021_2021-05-22_day1_005_h90,2021,2021_2021-05-22_day1,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,90,90.0,0.0,27.77777777777778,22.22222222222222,5.555555555555557,0.074074074074074,15.0,2021-05-22 14:00:00+00:00,26.666666666666668,True,32.77777777777778,25.0,5.0,2.7777777777777786,347,349,42.03251481496128,58.388269946845895,16.355755131884614,50.210392380903585
2021_2021-05-22_day1_005_h120,2021,2021_2021-05-22_day1,2021-05-22 14:15:00+00:00,2021-05-22 14:15:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,120,120.0,0.0,27.77777777777778,22.22222222222222,5.555555555555557,0.074074074074074,15.0,2021-05-22 14:00:00+00:00,26.666666666666668,True,34.44444444444444,26.666666666666668,6.666666666666664,4.444444444444446,347,351,42.03251481496128,63.12154440604574,21.08902959108446,52.577029610503516
2021_2021-05-22_day1_006_h90,2021,2021_2021-05-22_day1,2021-05-22 14:30:00+00:00,2021-05-22 14:30:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,90,90.0,0.0,28.333333333333332,22.77777777777778,5.555555555555554,0.0370370370370369,15.0,2021-05-22 14:15:00+00:00,27.77777777777778,True,34.44444444444444,25.555555555555557,6.111111111111111,2.7777777777777786,348,350,44.87316505308371,60.83133961947233,15.958174566388621,52.85225233627802
2021_2021-05-22_day1_006_h120,2021,2021_2021-05-22_day1,2021-05-22 14:30:00+00:00,2021-05-22 14:30:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,120,120.0,0.0,28.333333333333332,22.77777777777778,5.555555555555554,0.0370370370370369,15.0,2021-05-22 14:15:00+00:00,27.77777777777778,True,35.0,26.666666666666668,6.666666666666668,3.8888888888888897,348,352,44.87316505308371,65.21343291491716,20.340267861833453,55.04329898400044
2021_2021-05-22_day1_007_h15,2021,2021_2021-05-22_day1,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,15,15.0,0.0,32.77777777777778,25.0,7.777777777777779,,,,,False,34.44444444444444,25.555555555555557,1.6666666666666643,0.5555555555555571,349,350,58.388269946845895,60.83133961947233,2.443069672626436,59.60980478315911
2021_2021-05-22_day1_007_h30,2021,2021_2021-05-22_day1,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,30,30.0,0.0,32.77777777777778,25.0,7.777777777777779,,,,,False,34.44444444444444,26.666666666666668,1.6666666666666643,1.666666666666668,349,351,58.388269946845895,63.12154440604574,4.733274459199848,60.75490717644582
2021_2021-05-22_day1_007_h60,2021,2021_2021-05-22_day1,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,60,60.0,0.0,32.77777777777778,25.0,7.777777777777779,,,,,False,36.111111111111114,27.22222222222222,3.3333333333333357,2.2222222222222214,349,353,58.388269946845895,67.04999714193617,8.661727195090279,62.719133544391035
2021_2021-05-22_day1_007_h90,2021,2021_2021-05-22_day1,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 17:15:00+00:00,2021-05-22 17:15:00+00:00,90,90.0,0.0,32.77777777777778,25.0,7.777777777777779,,,,,False,38.333333333333336,27.77777777777778,5.555555555555557,2.7777777777777786,349,355,58.388269946845895,69.678812861659,11.290542914813102,64.03354140425245
2021_2021-05-22_day1_007_h120,2021,2021_2021-05-22_day1,2021-05-22 15:45:00+00:00,2021-05-22 15:45:00+00:00,2021-05-22 17:45:00+00:00,2021-05-22 17:45:00+00:00,120,120.0,0.0,32.77777777777778,25.0,7.777777777777779,,,,,False,38.333333333333336,27.77777777777778,5.555555555555557,2.7777777777777786,349,357,58.388269946845895,70.46286801857508,12.074598071729184,64.42556898271049
2021_2021-05-22_day1_008_h15,2021,2021_2021-05-22_day1,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,15,15.0,0.0,34.44444444444444,25.555555555555557,8.888888888888886,0.1111111111111109,15.0,2021-05-22 15:45:00+00:00,32.77777777777778,True,34.44444444444444,26.666666666666668,0.0,1.1111111111111107,350,351,60.83133961947233,63.12154440604574,2.290204786573412,61.97644201275904
2021_2021-05-22_day1_008_h30,2021,2021_2021-05-22_day1,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,30,30.0,0.0,34.44444444444444,25.555555555555557,8.888888888888886,0.1111111111111109,15.0,2021-05-22 15:45:00+00:00,32.77777777777778,True,35.0,26.666666666666668,0.5555555555555571,1.1111111111111107,350,352,60.83133961947233,65.21343291491716,4.382093295444832,63.02238626719475
2021_2021-05-22_day1_008_h60,2021,2021_2021-05-22_day1,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 17:00:00+00:00,2021-05-22 17:00:00+00:00,60,60.0,0.0,34.44444444444444,25.555555555555557,8.888888888888886,0.1111111111111109,15.0,2021-05-22 15:45:00+00:00,32.77777777777778,True,36.666666666666664,27.22222222222222,2.2222222222222214,1.6666666666666643,350,354,60.83133961947233,68.56319445372702,7.7318548342546904,64.69726703659967
2021_2021-05-22_day1_008_h90,2021,2021_2021-05-22_day1,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 17:30:00+00:00,2021-05-22 17:30:00+00:00,90,90.0,0.0,34.44444444444444,25.555555555555557,8.888888888888886,0.1111111111111109,15.0,2021-05-22 15:45:00+00:00,32.77777777777778,True,38.333333333333336,27.77777777777778,3.888888888888893,2.2222222222222214,350,356,60.83133961947233,70.32779378544825,9.49645416597592,65.57956670246028
2021_2021-05-22_day1_008_h120,2021,2021_2021-05-22_day1,2021-05-22 16:00:00+00:00,2021-05-22 16:00:00+00:00,2021-05-22 18:00:00+00:00,2021-05-22 18:00:00+00:00,120,120.0,0.0,34.44444444444444,25.555555555555557,8.888888888888886,0.1111111111111109,15.0,2021-05-22 15:45:00+00:00,32.77777777777778,True,37.77777777777778,27.22222222222222,3.3333333333333357,1.6666666666666643,350,358,60.83133961947233,70.07346410779967,9.242124488327335,65.452401863636
2021_2021-05-22_day1_009_h15,2021,2021_2021-05-22_day1,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,15,15.0,0.0,34.44444444444444,26.666666666666668,7.777777777777775,0.0,15.0,2021-05-22 16:00:00+00:00,34.44444444444444,True,35.0,26.666666666666668,0.5555555555555571,0.0,351,352,63.12154440604574,65.21343291491716,2.0918885088714205,64.16748866048145
2021_2021-05-22_day1_009_h30,2021,2021_2021-05-22_day1,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,30,30.0,0.0,34.44444444444444,26.666666666666668,7.777777777777775,0.0,15.0,2021-05-22 16:00:00+00:00,34.44444444444444,True,36.111111111111114,27.22222222222222,1.6666666666666714,0.5555555555555536,351,353,63.12154440604574,67.04999714193617,3.9284527358904313,65.08577077399096
2021_2021-05-22_day1_009_h60,2021,2021_2021-05-22_day1,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 17:15:00+00:00,2021-05-22 17:15:00+00:00,60,60.0,0.0,34.44444444444444,26.666666666666668,7.777777777777775,0.0,15.0,2021-05-22 16:00:00+00:00,34.44444444444444,True,38.333333333333336,27.77777777777778,3.888888888888893,1.1111111111111107,351,355,63.12154440604574,69.678812861659,6.557268455613254,66.40017863385236
2021_2021-05-22_day1_009_h90,2021,2021_2021-05-22_day1,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 17:45:00+00:00,2021-05-22 17:45:00+00:00,90,90.0,0.0,34.44444444444444,26.666666666666668,7.777777777777775,0.0,15.0,2021-05-22 16:00:00+00:00,34.44444444444444,True,38.333333333333336,27.77777777777778,3.888888888888893,1.1111111111111107,351,357,63.12154440604574,70.46286801857508,7.341323612529337,66.79220621231042
2021_2021-05-22_day1_009_h120,2021,2021_2021-05-22_day1,2021-05-22 16:15:00+00:00,2021-05-22 16:15:00+00:00,2021-05-22 18:15:00+00:00,2021-05-22 18:15:00+00:00,120,120.0,0.0,34.44444444444444,26.666666666666668,7.777777777777775,0.0,15.0,2021-05-22 16:00:00+00:00,34.44444444444444,True,37.77777777777778,27.77777777777778,3.3333333333333357,1.1111111111111107,351,359,63.12154440604574,69.18944212741702,6.067897721371281,66.15549326673138
2021_2021-05-22_day1_010_h15,2021,2021_2021-05-22_day1,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,15,15.0,0.0,35.0,26.666666666666668,8.333333333333332,0.0370370370370371,15.0,2021-05-22 16:15:00+00:00,34.44444444444444,True,36.111111111111114,27.22222222222222,1.1111111111111145,0.5555555555555536,352,353,65.21343291491716,67.04999714193617,1.8365642270190108,66.13171502842667
2021_2021-05-22_day1_010_h30,2021,2021_2021-05-22_day1,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 17:00:00+00:00,2021-05-22 17:00:00+00:00,30,30.0,0.0,35.0,26.666666666666668,8.333333333333332,0.0370370370370371,15.0,2021-05-22 16:15:00+00:00,34.44444444444444,True,36.666666666666664,27.22222222222222,1.6666666666666643,0.5555555555555536,352,354,65.21343291491716,68.56319445372702,3.349761538809858,66.8883136843221
2021_2021-05-22_day1_010_h60,2021,2021_2021-05-22_day1,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 17:30:00+00:00,2021-05-22 17:30:00+00:00,60,60.0,0.0,35.0,26.666666666666668,8.333333333333332,0.0370370370370371,15.0,2021-05-22 16:15:00+00:00,34.44444444444444,True,38.333333333333336,27.77777777777778,3.3333333333333357,1.1111111111111107,352,356,65.21343291491716,70.32779378544825,5.114360870531087,67.77061335018271
2021_2021-05-22_day1_010_h90,2021,2021_2021-05-22_day1,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 18:00:00+00:00,2021-05-22 18:00:00+00:00,90,90.0,0.0,35.0,26.666666666666668,8.333333333333332,0.0370370370370371,15.0,2021-05-22 16:15:00+00:00,34.44444444444444,True,37.77777777777778,27.22222222222222,2.7777777777777786,0.5555555555555536,352,358,65.21343291491716,70.07346410779967,4.860031192882502,67.64344851135841
2021_2021-05-22_day1_010_h120,2021,2021_2021-05-22_day1,2021-05-22 16:30:00+00:00,2021-05-22 16:30:00+00:00,2021-05-22 18:30:00+00:00,2021-05-22 18:30:00+00:00,120,120.0,0.0,35.0,26.666666666666668,8.333333333333332,0.0370370370370371,15.0,2021-05-22 16:15:00+00:00,34.44444444444444,True,38.333333333333336,27.77777777777778,3.3333333333333357,1.1111111111111107,352,360,65.21343291491716,67.87093449087885,2.657501575961689,66.542183702898
2021_2021-05-22_day1_011_h15,2021,2021_2021-05-22_day1,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 17:00:00+00:00,2021-05-22 17:00:00+00:00,15,15.0,0.0,36.111111111111114,27.22222222222222,8.888888888888893,0.0740740740740742,15.0,2021-05-22 16:30:00+00:00,35.0,True,36.666666666666664,27.22222222222222,0.55555555555555,0.0,353,354,67.04999714193617,68.56319445372702,1.5131973117908473,67.80659579783159
2021_2021-05-22_day1_011_h30,2021,2021_2021-05-22_day1,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 17:15:00+00:00,2021-05-22 17:15:00+00:00,30,30.0,0.0,36.111111111111114,27.22222222222222,8.888888888888893,0.0740740740740742,15.0,2021-05-22 16:30:00+00:00,35.0,True,38.333333333333336,27.77777777777778,2.2222222222222214,0.5555555555555571,353,355,67.04999714193617,69.678812861659,2.628815719722823,68.36440500179759
2021_2021-05-22_day1_011_h60,2021,2021_2021-05-22_day1,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 17:45:00+00:00,2021-05-22 17:45:00+00:00,60,60.0,0.0,36.111111111111114,27.22222222222222,8.888888888888893,0.0740740740740742,15.0,2021-05-22 16:30:00+00:00,35.0,True,38.333333333333336,27.77777777777778,2.2222222222222214,0.5555555555555571,353,357,67.04999714193617,70.46286801857508,3.4128708766389053,68.75643258025562
2021_2021-05-22_day1_011_h90,2021,2021_2021-05-22_day1,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 18:15:00+00:00,2021-05-22 18:15:00+00:00,90,90.0,0.0,36.111111111111114,27.22222222222222,8.888888888888893,0.0740740740740742,15.0,2021-05-22 16:30:00+00:00,35.0,True,37.77777777777778,27.77777777777778,1.6666666666666643,0.5555555555555571,353,359,67.04999714193617,69.18944212741702,2.13944498548085,68.1197196346766
2021_2021-05-22_day1_011_h120,2021,2021_2021-05-22_day1,2021-05-22 16:45:00+00:00,2021-05-22 16:45:00+00:00,2021-05-22 18:45:00+00:00,2021-05-22 18:45:00+00:00,120,120.0,0.0,36.111111111111114,27.22222222222222,8.888888888888893,0.0740740740740742,15.0,2021-05-22 16:30:00+00:00,35.0,True,39.44444444444444,27.77777777777778,3.3333333333333286,0.5555555555555571,353,361,67.04999714193617,66.19137630167111,-0.8586208402650612,66.62068672180365
2021_2021-05-22_day1_012_h15,2021,2021_2021-05-22_day1,2021-05-22 17:00:00+00:00,2021-05-22 17:00:00+00:00,2021-05-22 17:15:00+00:00,2021-05-22 17:15:00+00:00,15,15.0,0.0,36.666666666666664,27.22222222222222,9.444444444444445,0.0370370370370366,15.0,2021-05-22 16:45:00+00:00,36.111111111111114,True,38.333333333333336,27.77777777777778,1.6666666666666714,0.5555555555555571,354,355,68.56319445372702,69.678812861659,1.1156184079319758,69.12100365769301
