pair_id,model,calibration,held_out_year,horizon_min,actual,predicted,lower80,upper80,lower90,upper90,calibration_n
2022_2022-05-21_day1_020_h60,M1_no_solar,horizon_specific,2022,60,-5.0,1.2661396622427905,-1.5352999352837353,4.485932590154476,-2.4170913371998166,5.08971866946023,103
2022_2022-05-21_day1_021_h60,M1_no_solar,horizon_specific,2022,60,-3.3333333333333357,-1.6154726153582777,-4.416912212884803,1.604320312553408,-5.2987036148008855,2.2081063918591615,103
2022_2022-05-21_day1_022_h60,M1_no_solar,horizon_specific,2022,60,-3.3333333333333286,-4.000435296119062,-6.8018748936455875,-0.7806423682073764,-7.68366629556167,-0.17685628890162297,103
2022_2022-05-21_day1_023_h60,M1_no_solar,horizon_specific,2022,60,1.1111111111111145,-4.749639792461455,-7.551079389987981,-1.5298468645497691,-8.432870791904062,-0.9260607852440157,103
2022_2022-05-21_day1_024_h60,M1_no_solar,horizon_specific,2022,60,-0.5555555555555571,-5.490384086639905,-8.291823684166431,-2.270591158728219,-9.173615086082512,-1.6668050794224656,103
2022_2022-05-21_day1_025_h60,M1_no_solar,horizon_specific,2022,60,-2.2222222222222214,-2.2748520104239995,-5.076291607950525,0.9449409174876862,-5.958083009866607,1.5487269967934396,103
2022_2022-05-21_day1_026_h60,M1_no_solar,horizon_specific,2022,60,-7.222222222222225,-1.200187917630716,-4.001627515157242,2.0196050102809697,-4.883418917073323,2.623391089586723,103
2022_2022-05-21_day1_000_h90,M1_no_solar,horizon_specific,2022,90,4.444444444444443,7.5231617040149565,4.275945346361105,11.289094430458352,3.61705780641675,12.428532315012532,95
2022_2022-05-21_day1_004_h90,M1_no_solar,horizon_specific,2022,90,0.5555555555555571,5.420673757927914,2.1734574002740628,9.18660648437131,1.5145698603297073,10.32604436892549,95
2022_2022-05-21_day1_005_h90,M1_no_solar,horizon_specific,2022,90,0.5555555555555571,4.86851417376478,1.6212978161109284,8.634446900208175,0.9624102761665729,9.773884784762355,95
2022_2022-05-21_day1_006_h90,M1_no_solar,horizon_specific,2022,90,0.0,4.583323094404557,1.3361067367507058,8.349255820847954,0.6772191968063503,9.488693705402133,95
2022_2022-05-21_day1_007_h90,M1_no_solar,horizon_specific,2022,90,3.3333333333333357,5.2780782182478045,2.0308618605939532,9.044010944691202,1.3719743206495978,10.18344882924538,95
2022_2022-05-21_day1_008_h90,M1_no_solar,horizon_specific,2022,90,7.222222222222221,5.2780782182478045,2.0308618605939532,9.044010944691202,1.3719743206495978,10.18344882924538,95
2022_2022-05-21_day1_009_h90,M1_no_solar,horizon_specific,2022,90,10.555555555555555,6.5249929262541855,3.277776568600334,10.290925652697581,2.6188890286559787,11.430363537251761,95
2022_2022-05-21_day1_010_h90,M1_no_solar,horizon_specific,2022,90,11.666666666666664,7.914503173940676,4.667286816286825,11.680435900384072,4.00839927634247,12.819873784938252,95
2022_2022-05-21_day1_011_h90,M1_no_solar,horizon_specific,2022,90,12.222222222222223,8.324067218423703,5.076850860769852,12.089999944867099,4.417963320825496,13.229437829421279,95
2022_2022-05-21_day1_012_h90,M1_no_solar,horizon_specific,2022,90,8.888888888888886,7.896280599383376,4.6490642417295245,11.662213325826773,3.990176701785169,12.801651210380951,95
2022_2022-05-21_day1_013_h90,M1_no_solar,horizon_specific,2022,90,7.777777777777779,7.2015254755401275,3.954309117886276,10.967458201983524,3.2954215779419207,12.106896086537702,95
2022_2022-05-21_day1_014_h90,M1_no_solar,horizon_specific,2022,90,1.1111111111111145,5.508601573936113,2.261385216282262,9.27453430037951,1.6024976763379066,10.413972184933689,95
2022_2022-05-21_day1_015_h90,M1_no_solar,horizon_specific,2022,90,-2.7777777777777786,4.100868751692321,0.8536523940384697,7.866801478135717,0.19476485409411426,9.006239362689897,95
2022_2022-05-21_day1_016_h90,M1_no_solar,horizon_specific,2022,90,-2.2222222222222214,3.4061136278490785,0.15889727019522715,7.172046354292474,-0.4999902697491283,8.311484238846655,95
2022_2022-05-21_day1_017_h90,M1_no_solar,horizon_specific,2022,90,-9.44444444444445,1.731412300802364,-1.5158040568514872,5.4973450272457605,-2.1746915967958427,6.63678291179994,95
2022_2022-05-21_day1_018_h90,M1_no_solar,horizon_specific,2022,90,-8.333333333333329,1.4644437959994503,-1.782772561654401,5.230376522442847,-2.4416601015987567,6.369814406997026,95
2022_2022-05-21_day1_019_h90,M1_no_solar,horizon_specific,2022,90,-6.666666666666671,-1.171981159693427,-4.419197517347278,2.5939515667499693,-5.078085057291634,3.7333894513041486,95
2022_2022-05-21_day1_020_h90,M1_no_solar,horizon_specific,2022,90,-2.2222222222222214,-1.296354124816233,-4.543570482470084,2.4695786016271635,-5.20245802241444,3.6090164861813427,95
2022_2022-05-21_day1_021_h90,M1_no_solar,horizon_specific,2022,90,-2.7777777777777786,-3.238023956665856,-6.485240314319707,0.5279087697775404,-7.144127854264063,1.6673466543317197,95
2022_2022-05-21_day1_022_h90,M1_no_solar,horizon_specific,2022,90,-6.666666666666664,-5.607480407555812,-8.854696765209663,-1.8415476811124156,-9.51358430515402,-0.7021097965582364,95
2022_2022-05-21_day1_023_h90,M1_no_solar,horizon_specific,2022,90,-1.6666666666666643,-2.934610302748336,-6.181826660402187,0.8313224236950605,-6.840714200346543,1.9707603082492398,95
2022_2022-05-21_day1_024_h90,M1_no_solar,horizon_specific,2022,90,-4.444444444444446,-2.239855178905094,-5.487071536558945,1.5260775475383026,-6.145959076503301,2.665515432092482,95
2022_2022-05-21_day1_002_h120,M1_no_solar,horizon_specific,2022,120,3.333333333333332,8.293011828766733,4.621914091796246,12.238990516604623,3.679830208082307,13.598816778495108,94
2022_2022-05-21_day1_003_h120,M1_no_solar,horizon_specific,2022,120,2.2222222222222214,7.510124573068433,3.8390268360979456,11.456103260906323,2.8969429523840065,12.815929522796807,94
2022_2022-05-21_day1_004_h120,M1_no_solar,horizon_specific,2022,120,0.5555555555555571,6.3758277535710794,2.704730016600592,10.32180644140897,1.762646132886653,11.681632703299453,94
2022_2022-05-21_day1_005_h120,M1_no_solar,horizon_specific,2022,120,0.5555555555555571,5.944350061671836,2.2732523247013483,9.890328749509726,1.3311684409874092,11.25015501140021,94
2022_2022-05-21_day1_006_h120,M1_no_solar,horizon_specific,2022,120,1.1111111111111107,6.200122971671552,2.529025234701064,10.146101659509442,1.586941350987125,11.505927921399927,94
2022_2022-05-21_day1_007_h120,M1_no_solar,horizon_specific,2022,120,10.555555555555555,7.414487919269096,3.7433901822986084,11.360466607106986,2.8013062985846693,12.72029286899747,94
2022_2022-05-21_day1_008_h120,M1_no_solar,horizon_specific,2022,120,11.666666666666664,8.628852866866639,4.957755129896151,12.574831554704529,4.015671246182213,13.934657816595013,94
2022_2022-05-21_day1_009_h120,M1_no_solar,horizon_specific,2022,120,13.333333333333336,9.66751303256466,5.996415295594172,13.61349172040255,5.054331411880233,14.973317982293034,94
2022_2022-05-21_day1_010_h120,M1_no_solar,horizon_specific,2022,120,11.666666666666664,9.66751303256466,5.996415295594172,13.61349172040255,5.054331411880233,14.973317982293034,94
2022_2022-05-21_day1_011_h120,M1_no_solar,horizon_specific,2022,120,10.000000000000004,9.316103468765604,5.645005731795116,13.262082156603494,4.702921848081178,14.621908418493978,94
2022_2022-05-21_day1_012_h120,M1_no_solar,horizon_specific,2022,120,5.555555555555557,8.18180664926825,4.510708912297762,12.12778533710614,3.5686250285838232,13.487611598996624,94
2022_2022-05-21_day1_013_h120,M1_no_solar,horizon_specific,2022,120,4.444444444444443,7.574624175469476,3.903526438498989,11.520602863307367,2.96144255478505,12.88042912519785,94
2022_2022-05-21_day1_014_h120,M1_no_solar,horizon_specific,2022,120,2.2222222222222214,6.951873175971562,3.2807754390010744,10.897851863809452,2.3386915552871352,12.257678125699936,94
2022_2022-05-21_day1_015_h120,M1_no_solar,horizon_specific,2022,120,-6.666666666666671,4.858984318876383,1.1878865819058952,8.804963006714273,0.2458026981919561,10.164789268604757,94
2022_2022-05-21_day1_016_h120,M1_no_solar,horizon_specific,2022,120,-8.333333333333329,3.0374368974800694,-0.633660839490418,6.98341558531796,-1.575744723204357,8.343241847208443,94
2022_2022-05-21_day1_017_h120,M1_no_solar,horizon_specific,2022,120,-8.888888888888893,-0.34988503531285,-4.020982772283338,3.5960936525250404,-4.9630666559972765,4.955919914415524,94
2022_2022-05-21_day1_018_h120,M1_no_solar,horizon_specific,2022,120,-5.55555555555555,-1.0371356372118117,-4.708233374182299,2.9088430506260785,-5.650317257896238,4.268669312516563,94
2022_2022-05-21_day1_019_h120,M1_no_solar,horizon_specific,2022,120,-6.111111111111114,-2.6829782767085995,-6.354076013679087,1.263000411129291,-7.296159897393026,2.622826673019775,94
2022_2022-05-21_day1_020_h120,M1_no_solar,horizon_specific,2022,120,-5.555555555555557,-2.5873416229092623,-6.25843935987975,1.3586370649286281,-7.200523243593689,2.718463326819112,94
2022_2022-05-21_day1_021_h120,M1_no_solar,horizon_specific,2022,120,-5.555555555555557,-1.8044543672109636,-5.475552104181451,2.1415243206269268,-6.41763598789539,3.5013505825174107,94
2022_2022-05-21_day1_022_h120,M1_no_solar,horizon_specific,2022,120,-10.555555555555554,-2.76304640480879,-6.434144141779278,1.1829322830291003,-7.376228025493217,2.542758544919584,94
2023_2023-05-20_day1_000_h15,M1_no_solar,pooled,2023,15,0.5555555555555571,0.6383060146554185,-2.892938931177576,3.226027282076302,-4.229502672000371,4.172360285937281,515
2023_2023-05-20_day1_001_h15,M1_no_solar,pooled,2023,15,1.1111111111111107,1.071455136919198,-2.459789808913796,3.6591764043400814,-3.7963535497365912,4.605509408201061,515
2023_2023-05-20_day1_002_h15,M1_no_solar,pooled,2023,15,0.5555555555555571,0.5972146685414652,-2.934030277291529,3.184935935962349,-4.270594018114324,4.131268939823328,515
2023_2023-05-20_day1_003_h15,M1_no_solar,pooled,2023,15,1.1111111111111107,1.030363790805246,-2.500881155027748,3.6180850582261295,-3.837444895850543,4.564418062087109,515
2023_2023-05-20_day1_004_h15,M1_no_solar,pooled,2023,15,0.5555555555555536,0.556123322427512,-2.9751216234054825,3.1438445898483955,-4.3116853642282775,4.090177593709375,515
2023_2023-05-20_day1_006_h15,M1_no_solar,pooled,2023,15,1.1111111111111107,0.3712122649147225,-3.1600326809182717,2.958933532335606,-4.496596421741067,3.9052665361965855,515
2023_2023-05-20_day1_007_h15,M1_no_solar,pooled,2023,15,1.1111111111111145,1.237510509442286,-2.293734436390708,3.8252317768631694,-3.6302981772135032,4.771564780724149,515
2023_2023-05-20_day1_008_h15,M1_no_solar,pooled,2023,15,2.7777777777777786,0.3301209188007693,-3.201124027032225,2.9178421862216526,-4.53768776785502,3.864175190082632,515
2023_2023-05-20_day1_009_h15,M1_no_solar,pooled,2023,15,1.1111111111111072,0.2273925535158861,-3.303852392317108,2.8151138209367694,-4.640416133139903,3.761446824797749,515
2023_2023-05-20_day1_010_h15,M1_no_solar,pooled,2023,15,1.6666666666666714,0.1863012074019331,-3.344943738431061,2.7740224748228166,-4.681507479253856,3.7203554786837962,515
2023_2023-05-20_day1_011_h15,M1_no_solar,pooled,2023,15,1.1111111111111072,0.1246641882310031,-3.4065807576019913,2.7123854556518863,-4.743144498424786,3.658718459512866,515
2023_2023-05-20_day1_012_h15,M1_no_solar,pooled,2023,15,1.6666666666666643,0.5372676374378063,-2.9939773083951877,3.1249889048586894,-4.330541049217983,4.0713219087196695,515
2023_2023-05-20_day1_013_h15,M1_no_solar,pooled,2023,15,1.1111111111111145,-0.4112132993176592,-3.9424582451506534,2.176507968103224,-5.279021985973449,3.122840971964204,515
2023_2023-05-20_day1_014_h15,M1_no_solar,pooled,2023,15,1.1111111111111145,0.8882340674736823,-2.643010878359312,3.4759553348945658,-3.979574619182107,4.422288338755545,515
2023_2023-05-20_day1_015_h15,M1_no_solar,pooled,2023,15,1.1111111111111072,-0.019155523167833,-3.5504004690008273,2.5685657442530503,-4.886964209823622,3.51489874811403,515
2023_2023-05-20_day1_016_h15,M1_no_solar,pooled,2023,15,0.5555555555555571,-0.0602468692817861,-3.59149181511478,2.5274743981390975,-4.928055555937576,3.473807402000077,515
2023_2023-05-20_day1_017_h15,M1_no_solar,pooled,2023,15,0.0,-0.0807925423387628,-3.612037488171757,2.5069287250821204,-4.948601228994552,3.4532617289431,515
2023_2023-05-20_day1_018_h15,M1_no_solar,pooled,2023,15,1.1111111111111072,0.8265970483027524,-2.7046478975302417,3.414318315723636,-4.041211638353037,4.3606513195846155,515
2023_2023-05-20_day1_019_h15,M1_no_solar,pooled,2023,15,1.1111111111111145,-0.0807925423387627,-3.6120374881717567,2.506928725082121,-4.948601228994552,3.4532617289431005,515
2023_2023-05-20_day1_020_h15,M1_no_solar,pooled,2023,15,0.0,-0.121883888452716,-3.65312883428571,2.4658373789681676,-4.9896925751085055,3.412170382829147,515
2023_2023-05-20_day1_021_h15,M1_no_solar,pooled,2023,15,-0.5555555555555571,-0.121883888452716,-3.65312883428571,2.4658373789681676,-4.9896925751085055,3.412170382829147,515
2023_2023-05-20_day1_022_h15,M1_no_solar,pooled,2023,15,0.0,-0.1013382153957394,-3.632583161228734,2.486383052025144,-4.969146902051529,3.4327160558861234,515
2023_2023-05-20_day1_023_h15,M1_no_solar,pooled,2023,15,0.0,-0.5550330107164986,-4.086277956549493,2.0326882567043847,-5.422841697372288,2.9790212605653643,515
2023_2023-05-20_day1_024_h15,M1_no_solar,pooled,2023,15,0.5555555555555571,0.331810906868043,-3.1994340389649514,2.919532174288926,-4.535997779787746,3.865865178149906,515
2023_2023-05-20_day1_025_h15,M1_no_solar,pooled,2023,15,-0.5555555555555571,-0.121883888452716,-3.65312883428571,2.4658373789681676,-4.9896925751085055,3.412170382829147,515
2023_2023-05-20_day1_026_h15,M1_no_solar,pooled,2023,15,0.0,-0.1013382153957394,-3.632583161228734,2.486383052025144,-4.969146902051529,3.4327160558861234,515
2023_2023-05-20_day1_027_h15,M1_no_solar,pooled,2023,15,0.0,-0.1013382153957394,-3.632583161228734,2.486383052025144,-4.969146902051529,3.4327160558861234,515
2023_2023-05-20_day1_028_h15,M1_no_solar,pooled,2023,15,0.0,-0.1013382153957394,-3.632583161228734,2.486383052025144,-4.969146902051529,3.4327160558861234,515
2023_2023-05-20_day1_029_h15,M1_no_solar,pooled,2023,15,-0.5555555555555571,-0.1013382153957394,-3.632583161228734,2.486383052025144,-4.969146902051529,3.4327160558861234,515
2023_2023-05-20_day1_030_h15,M1_no_solar,pooled,2023,15,-2.2222222222222214,-0.0807925423387627,-3.6120374881717567,2.506928725082121,-4.948601228994552,3.4532617289431005,515
2023_2023-05-20_day1_031_h15,M1_no_solar,pooled,2023,15,0.0,0.0013901498891436,-3.5298547959438507,2.589111417310027,-4.866418536766646,3.5354444211710065,515
2023_2023-05-20_day1_032_h15,M1_no_solar,pooled,2023,15,-1.1111111111111072,0.4550849452098999,-3.0761600006230942,3.0428062126307833,-4.412723741445889,3.989139216491763,515
2023_2023-05-20_day1_033_h15,M1_no_solar,pooled,2023,15,-1.6666666666666714,-0.3906676262606828,-3.921912572093677,2.1970536411602004,-5.258476312916472,3.14338664502118,515
2023_2023-05-20_day1_000_h30,M1_no_solar,pooled,2023,30,1.666666666666668,1.826339502197326,-1.704905443635668,4.414060769618209,-3.041469184458463,5.360393773479189,515
2023_2023-05-20_day1_001_h30,M1_no_solar,pooled,2023,30,1.666666666666668,1.7823108719828091,-1.748934073850185,4.370032139403692,-3.08549781467298,5.316365143264672,515
2023_2023-05-20_day1_002_h30,M1_no_solar,pooled,2023,30,1.666666666666668,1.738282241768294,-1.7929627040647003,4.326003509189177,-3.129526444887495,5.272336513050157,515
2023_2023-05-20_day1_003_h30,M1_no_solar,pooled,2023,30,1.6666666666666643,1.6942536115537772,-1.836991334279217,4.28197487897466,-3.173555075102012,5.22830788283564,515
2023_2023-05-20_day1_006_h30,M1_no_solar,pooled,2023,30,2.222222222222225,1.7748059787436594,-1.7564389670893348,4.362527246164543,-3.09300270791213,5.308860250025522,515
2023_2023-05-20_day1_007_h30,M1_no_solar,pooled,2023,30,3.888888888888893,1.686748718314626,-1.8444962275183683,4.274469985735509,-3.181059968341163,5.220802989596489,515
2023_2023-05-20_day1_008_h30,M1_no_solar,pooled,2023,30,3.8888888888888857,0.6450713796445311,-2.886173566188463,3.2327926470654145,-4.222737307011258,4.1791256509263945,515
2023_2023-05-20_day1_009_h30,M1_no_solar,pooled,2023,30,2.7777777777777786,0.424928228571948,-3.106316717261046,3.0126494959928314,-4.442880458083842,3.958982499853811,515
2023_2023-05-20_day1_010_h30,M1_no_solar,pooled,2023,30,2.7777777777777786,0.3368709681429152,-3.194373977690079,2.9245922355637983,-4.530937718512874,3.8709252394247784,515
2023_2023-05-20_day1_011_h30,M1_no_solar,pooled,2023,30,2.7777777777777715,0.7256237468344098,-2.805621198998584,3.313345014255293,-4.142184939821379,4.259678018116273,515
2023_2023-05-20_day1_012_h30,M1_no_solar,pooled,2023,30,2.7777777777777786,0.1167278170703318,-3.4145171287626623,2.7044490844912152,-4.751080869585458,3.650782088352195,515
2023_2023-05-20_day1_013_h30,M1_no_solar,pooled,2023,30,2.2222222222222285,0.549509225976347,-2.981735719856647,3.1372304933972304,-4.318299460679443,4.0835634972582096,515
2023_2023-05-20_day1_014_h30,M1_no_solar,pooled,2023,30,2.2222222222222214,0.938262004667842,-2.592982941165152,3.5259832720887254,-3.929546681987947,4.472316275949705,515
2023_2023-05-20_day1_015_h30,M1_no_solar,pooled,2023,30,1.6666666666666643,-0.1034153340022514,-3.6346602798352454,2.484305933418632,-4.971224020658041,3.4306389372796118,515
2023_2023-05-20_day1_016_h30,M1_no_solar,pooled,2023,30,0.5555555555555571,-0.1914725944312845,-3.722717540264279,2.396248672989599,-5.059281281087074,3.3425816768505783,515
2023_2023-05-20_day1_017_h30,M1_no_solar,pooled,2023,30,1.1111111111111072,0.806176114024292,-2.725068831808702,3.3938973814451754,-4.061632572631497,4.340230385306155,515
2023_2023-05-20_day1_018_h30,M1_no_solar,pooled,2023,30,2.2222222222222214,0.806176114024292,-2.725068831808702,3.3938973814451754,-4.061632572631497,4.340230385306155,515
2023_2023-05-20_day1_019_h30,M1_no_solar,pooled,2023,30,1.1111111111111145,-0.2355012246458008,-3.766746170478795,2.3522200427750826,-5.10330991130159,3.298553046636062,515
2023_2023-05-20_day1_020_h30,M1_no_solar,pooled,2023,30,-0.5555555555555571,-0.3235584850748345,-3.8548034309078285,2.264162782346049,-5.191367171730624,3.2104957862070287,515
2023_2023-05-20_day1_021_h30,M1_no_solar,pooled,2023,30,-0.5555555555555571,-0.3235584850748345,-3.8548034309078285,2.264162782346049,-5.191367171730624,3.2104957862070287,515
2023_2023-05-20_day1_022_h30,M1_no_solar,pooled,2023,30,0.0,-0.8003685241953657,-4.33161347002836,1.7873527432255176,-5.668177210851155,2.733685747086497,515
2023_2023-05-20_day1_023_h30,M1_no_solar,pooled,2023,30,0.5555555555555571,-0.2795298548603175,-3.8107748006933115,2.308191412560566,-5.147338541516107,3.2545244164215457,515
2023_2023-05-20_day1_024_h30,M1_no_solar,pooled,2023,30,0.0,0.1972801842602138,-3.3339647615727803,2.7850014516810973,-4.670528502395576,3.731334455542077,515
2023_2023-05-20_day1_025_h30,M1_no_solar,pooled,2023,30,-0.5555555555555571,-0.3235584850748345,-3.8548034309078285,2.264162782346049,-5.191367171730624,3.2104957862070287,515
2023_2023-05-20_day1_026_h30,M1_no_solar,pooled,2023,30,0.0,-0.2795298548603175,-3.8107748006933115,2.308191412560566,-5.147338541516107,3.2545244164215457,515
2023_2023-05-20_day1_027_h30,M1_no_solar,pooled,2023,30,0.0,-0.2795298548603175,-3.8107748006933115,2.308191412560566,-5.147338541516107,3.2545244164215457,515
2023_2023-05-20_day1_028_h30,M1_no_solar,pooled,2023,30,-0.5555555555555571,-0.2795298548603175,-3.8107748006933115,2.308191412560566,-5.147338541516107,3.2545244164215457,515
2023_2023-05-20_day1_029_h30,M1_no_solar,pooled,2023,30,-2.7777777777777786,-0.2795298548603175,-3.8107748006933115,2.308191412560566,-5.147338541516107,3.2545244164215457,515
2023_2023-05-20_day1_030_h30,M1_no_solar,pooled,2023,30,-2.2222222222222214,-0.2355012246458008,-3.766746170478795,2.3522200427750826,-5.10330991130159,3.298553046636062,515
2023_2023-05-20_day1_031_h30,M1_no_solar,pooled,2023,30,-1.1111111111111072,0.4614519655473104,-3.069792980285684,3.0491732329681938,-4.406356721108478,3.9955062368291734,515
2023_2023-05-20_day1_032_h30,M1_no_solar,pooled,2023,30,-2.7777777777777786,-0.0593867037877344,-3.5906316496207284,2.528334563633149,-4.927195390443524,3.4746675674941288,515
2023_2023-05-20_day1_000_h60,M1_no_solar,pooled,2023,60,3.3333333333333357,4.056643952943787,0.525399007110793,6.644365220364671,-0.811164733712002,7.59069822422565,515
2023_2023-05-20_day1_001_h60,M1_no_solar,pooled,2023,60,3.333333333333332,3.964920556585513,0.4336756107525188,6.552641824006397,-0.9028881300702762,7.498974827867376,515
2023_2023-05-20_day1_006_h60,M1_no_solar,pooled,2023,60,6.111111111111111,2.8642398002862297,-0.6670051455467645,5.4519610677071135,-2.0035688863695595,6.398294071568093,515
2023_2023-05-20_day1_007_h60,M1_no_solar,pooled,2023,60,6.666666666666671,2.6807930075696818,-0.8504519382633124,5.268514274990565,-2.1870156790861075,6.214847278851545,515
2023_2023-05-20_day1_008_h60,M1_no_solar,pooled,2023,60,6.666666666666664,1.2835709352446178,-2.2476740105883763,3.8712922026655012,-3.5842377514111714,4.817625206526481,515
2023_2023-05-20_day1_009_h60,M1_no_solar,pooled,2023,60,5.55555555555555,1.5235649896157764,-2.007679956217218,4.11128625703666,-3.344243697040013,5.057619260897639,515
2023_2023-05-20_day1_010_h60,M1_no_solar,pooled,2023,60,5.555555555555557,0.6415071607367007,-2.8897377850962935,3.229228428157584,-4.226301525919089,4.175561432018563,515
2023_2023-05-20_day1_011_h60,M1_no_solar,pooled,2023,60,5.0,1.763559043986939,-1.7676859018460551,4.351280311407822,-3.10424964266885,5.297613315268802,515
2023_2023-05-20_day1_012_h60,M1_no_solar,pooled,2023,60,5.0,1.5801122512703916,-1.9511326945626026,4.167833518691275,-3.2876964353853975,5.114166522552255,515
2023_2023-05-20_day1_013_h60,M1_no_solar,pooled,2023,60,3.888888888888893,0.6980544223913152,-2.833190523441679,3.2857756898121986,-4.1697542642644745,4.232108693673178,515
2023_2023-05-20_day1_014_h60,M1_no_solar,pooled,2023,60,2.7777777777777786,1.1214952694790217,-2.4097496763539725,3.709216536899905,-3.7463134171767676,4.655549540760885,515
2023_2023-05-20_day1_015_h60,M1_no_solar,pooled,2023,60,2.7777777777777715,1.1214952694790212,-2.409749676353973,3.7092165368999046,-3.746313417176768,4.655549540760884,515
2023_2023-05-20_day1_016_h60,M1_no_solar,pooled,2023,60,2.7777777777777786,0.9380484767624736,-2.5931964690705205,3.525769744183357,-3.9297602098933155,4.472102748044336,515
2023_2023-05-20_day1_017_h60,M1_no_solar,pooled,2023,60,2.2222222222222214,0.8463250804041995,-2.6849198654287947,3.434046347825083,-4.021483606251589,4.380379351686063,515
2023_2023-05-20_day1_018_h60,M1_no_solar,pooled,2023,60,1.6666666666666643,0.8463250804041995,-2.6849198654287947,3.434046347825083,-4.021483606251589,4.380379351686063,515
2023_2023-05-20_day1_019_h60,M1_no_solar,pooled,2023,60,0.5555555555555571,-0.5508969919208608,-4.082141937753855,2.0368242755000225,-5.41870567857665,2.983157279361002,515
2023_2023-05-20_day1_020_h60,M1_no_solar,pooled,2023,60,-0.5555555555555571,-1.4329548207999423,-4.9641997666329365,1.154766446620941,-6.3007635074557315,2.1010994504819207,515
2023_2023-05-20_day1_021_h60,M1_no_solar,pooled,2023,60,0.0,-0.7343437846374101,-4.265588730470404,1.8533774827834733,-5.602152471293199,2.799710486644453,515
2023_2023-05-20_day1_022_h60,M1_no_solar,pooled,2023,60,0.0,-0.642620388279135,-4.173865334112129,1.9451008791417483,-5.510429074934924,2.891433883002728,515
2023_2023-05-20_day1_023_h60,M1_no_solar,pooled,2023,60,0.0,-0.642620388279135,-4.173865334112129,1.9451008791417483,-5.510429074934924,2.891433883002728,515
2023_2023-05-20_day1_024_h60,M1_no_solar,pooled,2023,60,0.0,-0.035732748474877,-3.5669776943078713,2.5519885189460063,-4.903541435130666,3.498321522806986,515
2023_2023-05-20_day1_025_h60,M1_no_solar,pooled,2023,60,-0.5555555555555571,-0.7343437846374101,-4.265588730470404,1.8533774827834733,-5.602152471293199,2.799710486644453,515
2023_2023-05-20_day1_026_h60,M1_no_solar,pooled,2023,60,-0.5555555555555571,-0.642620388279135,-4.173865334112129,1.9451008791417483,-5.510429074934924,2.891433883002728,515
2023_2023-05-20_day1_027_h60,M1_no_solar,pooled,2023,60,-2.7777777777777786,-0.642620388279135,-4.173865334112129,1.9451008791417483,-5.510429074934924,2.891433883002728,515
2023_2023-05-20_day1_028_h60,M1_no_solar,pooled,2023,60,-2.7777777777777786,-0.642620388279135,-4.173865334112129,1.9451008791417483,-5.510429074934924,2.891433883002728,515
2023_2023-05-20_day1_029_h60,M1_no_solar,pooled,2023,60,-3.8888888888888857,0.0559906478833931,-3.475254297949601,2.6437119153042765,-4.8118180387723966,3.590044919165256,515
2023_2023-05-20_day1_030_h60,M1_no_solar,pooled,2023,60,-5.0,-0.5508969919208608,-4.082141937753855,2.0368242755000225,-5.41870567857665,2.983157279361002,515
2023_2023-05-20_day1_004_h90,M1_no_solar,pooled,2023,90,6.666666666666664,5.706258434308881,2.175013488475887,8.293979701729764,0.8384497476530921,9.240312705590744,515
2023_2023-05-20_day1_005_h90,M1_no_solar,pooled,2023,90,7.222222222222221,5.580531353259873,2.0492864074268784,8.168252620680756,0.7127226666040833,9.114585624541736,515
2023_2023-05-20_day1_006_h90,M1_no_solar,pooled,2023,90,8.88888888888889,3.7533354301662705,0.22209048433327627,6.341056697587154,-1.1144732564895188,7.2873897014481335,515
2023_2023-05-20_day1_007_h90,M1_no_solar,pooled,2023,90,9.444444444444445,4.323260542769784,0.7920155969367899,6.910981810190668,-0.5445481438860051,7.857314814051647,515
2023_2023-05-20_day1_008_h90,M1_no_solar,pooled,2023,90,9.444444444444445,1.8591227186651813,-1.672122227167813,4.446843986086065,-3.008685967990608,5.393176989947044,515
2023_2023-05-20_day1_009_h90,M1_no_solar,pooled,2023,90,7.777777777777779,2.8732458628232047,-0.6579990830097895,5.460967130244088,-1.9945628238325845,6.407300134105068,515
2023_2023-05-20_day1_010_h90,M1_no_solar,pooled,2023,90,7.777777777777779,2.6217917007251876,-0.9094532451078066,5.209512968146071,-2.2460169859306016,6.15584597200705,515
2023_2023-05-20_day1_011_h90,M1_no_solar,pooled,2023,90,6.666666666666664,2.24461045757816,-1.2866344882548342,4.832331724999044,-2.6231982290776292,5.778664728860023,515
2023_2023-05-20_day1_012_h90,M1_no_solar,pooled,2023,90,5.555555555555557,1.993156295480143,-1.5380886503528512,4.580877562901026,-2.8746523911756463,5.527210566762006,515
2023_2023-05-20_day1_013_h90,M1_no_solar,pooled,2023,90,5.0,2.563081408083662,-0.9681635377493323,5.150802675504545,-2.3047272785721273,6.097135679365525,515
2023_2023-05-20_day1_014_h90,M1_no_solar,pooled,2023,90,5.0,3.0072794396381664,-0.5239655061948278,5.59500070705905,-1.860529247017623,6.541333710920029,515
2023_2023-05-20_day1_015_h90,M1_no_solar,pooled,2023,90,3.8888888888888857,1.3645208902350974,-2.166724055597897,3.9522421576559807,-3.503287796420692,4.898575161516961,515
2023_2023-05-20_day1_016_h90,M1_no_solar,pooled,2023,90,2.2222222222222214,1.1130667281370807,-2.4181782176959135,3.700787995557964,-3.7547419585187085,4.647120999418943,515
