pair_id,model,calibration,held_out_year,horizon_min,actual,predicted,lower80,upper80,lower90,upper90,calibration_n
2020_2020-08-15_day1_027_h15,M1_no_solar,pooled,2020,15,-2.2222222222222214,-0.8314185103316117,-4.55779936847368,1.8427592606137786,-5.721542029300519,2.860304748024254,535
2020_2020-08-15_day1_028_h15,M1_no_solar,pooled,2020,15,0.0,0.0720887717779454,-3.6542920863641233,2.746266542723336,-4.8180347471909615,3.763812030133811,535
2020_2020-08-15_day1_029_h15,M1_no_solar,pooled,2020,15,1.1111111111111145,-0.3595926847251175,-4.085973542867186,2.314585086220273,-5.249716203694025,3.332130573630748,535
2020_2020-08-15_day1_000_h30,M1_no_solar,pooled,2020,30,1.1111111111111107,2.323749210126108,-1.4026316480159609,4.997926981071498,-2.566374308842799,6.015472468481974,535
2020_2020-08-15_day1_001_h30,M1_no_solar,pooled,2020,30,1.666666666666668,2.834480307138474,-0.8919005510035949,5.508658078083864,-2.055643211830433,6.52620356549434,535
2020_2020-08-15_day1_002_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,2.834480307138477,-0.8919005510035918,5.508658078083867,-2.05564321183043,6.526203565494343,535
2020_2020-08-15_day1_003_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,1.8130181131137424,-1.9133627450283264,4.487195884059133,-3.0771054058551646,5.504741371469608,535
2020_2020-08-15_day1_006_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,1.860154560308506,-1.8662262978335629,4.534332331253896,-3.029968958660401,5.551877818664371,535
2020_2020-08-15_day1_007_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,1.349423463296137,-2.376957394845932,4.023601234241528,-3.5407000556727697,5.0411467216520025,535
2020_2020-08-15_day1_008_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,1.265133526965664,-2.4612473311764047,3.9393112979110545,-3.624989992003243,4.95685678532153,535
2020_2020-08-15_day1_009_h30,M1_no_solar,pooled,2020,30,2.7777777777777786,1.2229885588004306,-2.5033922993416384,3.8971663297458212,-3.667134960168476,4.914711817156296,535
2020_2020-08-15_day1_010_h30,M1_no_solar,pooled,2020,30,5.0,2.160160816494692,-1.5662200416473766,4.834338587440083,-2.729962702474215,5.851884074850558,535
2020_2020-08-15_day1_011_h30,M1_no_solar,pooled,2020,30,4.444444444444443,1.56513978315185,-2.161241074990219,4.239317554097241,-3.3249837358170566,5.2568630415077156,535
2020_2020-08-15_day1_012_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,0.3750977164661695,-3.351283141675899,3.0492754874115597,-4.515025802502738,4.066820974822035,535
2020_2020-08-15_day1_013_h30,M1_no_solar,pooled,2020,30,2.2222222222222214,0.2908077801356963,-3.4355730780063727,2.964985551081087,-4.59931573883321,3.9825310384915618,535
2020_2020-08-15_day1_014_h30,M1_no_solar,pooled,2020,30,1.6666666666666714,0.717248940817589,-3.0091319173244795,3.3914267117629793,-4.172874578151318,4.408972199173455,535
2020_2020-08-15_day1_015_h30,M1_no_solar,pooled,2020,30,1.6666666666666643,1.6544211985118535,-2.071959659630215,4.328598969457244,-3.2357023204570536,5.346144456867719,535
2020_2020-08-15_day1_016_h30,M1_no_solar,pooled,2020,30,2.7777777777777786,1.143690101499488,-2.582690756642581,3.8178678724448787,-3.7464334174694187,4.8354133598553535,535
2020_2020-08-15_day1_017_h30,M1_no_solar,pooled,2020,30,-1.6666666666666643,0.1222279074747503,-3.6041529506673187,2.7964056784201405,-4.767895611494157,3.8139511658306158,535
2020_2020-08-15_day1_018_h30,M1_no_solar,pooled,2020,30,-2.2222222222222214,-1.0256691910456974,-4.752050049187766,1.648508579899693,-5.915792710014604,2.666054067310168,535
2020_2020-08-15_day1_019_h30,M1_no_solar,pooled,2020,30,3.8888888888888857,-0.2620682850419089,-3.9884491431839777,2.4121094859034815,-5.1521918040108154,3.4296549733139567,535
2020_2020-08-15_day1_020_h30,M1_no_solar,pooled,2020,30,-0.5555555555555571,0.5908140363218821,-3.135566821820187,3.264991807267273,-4.299309482647025,4.282537294677748,535
2020_2020-08-15_day1_021_h30,M1_no_solar,pooled,2020,30,-3.3333333333333286,-0.0884969333514327,-3.8148777914935015,2.5856808375939577,-4.97862045232034,3.603226325004433,535
2020_2020-08-15_day1_022_h30,M1_no_solar,pooled,2020,30,0.5555555555555571,-0.3463582213723823,-4.072739079514451,2.3278195495730083,-5.236481740341289,3.3453650369834835,535
2020_2020-08-15_day1_023_h30,M1_no_solar,pooled,2020,30,2.7777777777777786,0.1643728756399864,-3.5620079825020823,2.838550646585377,-4.7257506433289205,3.856096133995852,535
2020_2020-08-15_day1_024_h30,M1_no_solar,pooled,2020,30,3.3333333333333286,1.6122762303466167,-2.1141046277954523,4.286454001292007,-3.27784728862229,5.303999488702482,535
2020_2020-08-15_day1_025_h30,M1_no_solar,pooled,2020,30,1.1111111111111072,1.9965724228632724,-1.7298084352787964,4.670750193808663,-2.8935510961056345,5.688295681219138,535
2020_2020-08-15_day1_026_h30,M1_no_solar,pooled,2020,30,-2.2222222222222214,-0.0463519651861961,-3.7727328233282647,2.6278258057591946,-4.936475484155103,3.64537129316967,535
2020_2020-08-15_day1_027_h30,M1_no_solar,pooled,2020,30,-2.2222222222222214,-0.9835242228804576,-4.7099050810225265,1.6906535480649327,-5.873647741849364,2.708199035475408,535
2020_2020-08-15_day1_028_h30,M1_no_solar,pooled,2020,30,1.1111111111111145,-0.3885031895376156,-4.114884047679684,2.285674581407775,-5.278626708506523,3.3032200688182503,535
2020_2020-08-15_day1_000_h60,M1_no_solar,pooled,2020,60,3.333333333333332,6.201243465173899,2.4748626070318305,8.87542123611929,1.3111199462049923,9.892966723529765,535
2020_2020-08-15_day1_001_h60,M1_no_solar,pooled,2020,60,3.8888888888888897,5.503710969027694,1.7773301108856256,8.177888739973085,0.6135874500587875,9.19543422738356,535
2020_2020-08-15_day1_006_h60,M1_no_solar,pooled,2020,60,4.444444444444443,3.826248862967322,0.09986800482525338,6.500426633912713,-1.0638746560015848,7.517972121323188,535
2020_2020-08-15_day1_007_h60,M1_no_solar,pooled,2020,60,5.0,3.1287163668211213,-0.5976644913209475,5.802894137766511,-1.7614071521477856,6.820439625176987,535
2020_2020-08-15_day1_008_h60,M1_no_solar,pooled,2020,60,7.222222222222221,4.345612339129133,0.619231480987064,7.019790110074523,-0.5445111798397742,8.037335597484999,535
2020_2020-08-15_day1_009_h60,M1_no_solar,pooled,2020,60,7.222222222222221,3.558995332990735,-0.16738552515133387,6.233173103936125,-1.331128185978172,7.250718591346601,535
2020_2020-08-15_day1_010_h60,M1_no_solar,pooled,2020,60,7.222222222222221,3.380826313006341,-0.3455545451357276,6.055004083951731,-1.5092972059625658,7.072549571362207,535
2020_2020-08-15_day1_011_h60,M1_no_solar,pooled,2020,60,6.666666666666664,2.5051247968757417,-1.221256061266327,5.179302567821132,-2.384998722093165,6.196848055231607,535
2020_2020-08-15_day1_012_h60,M1_no_solar,pooled,2020,60,3.888888888888893,1.4512542607607497,-2.275126597381319,4.12543203170614,-3.4388692582081575,5.142977519116616,535
2020_2020-08-15_day1_013_h60,M1_no_solar,pooled,2020,60,3.8888888888888857,2.668150233068764,-1.0582306250733047,5.3423280040141545,-2.221973285900143,6.359873491424629,535
2020_2020-08-15_day1_014_h60,M1_no_solar,pooled,2020,60,4.44444444444445,2.489981213084371,-1.236399645057698,5.164158984029761,-2.400142305884536,6.181704471440236,535
2020_2020-08-15_day1_015_h60,M1_no_solar,pooled,2020,60,0.0,2.311812193099976,-1.4145686650420926,4.985989964045366,-2.5783113258689307,6.003535451455842,535
2020_2020-08-15_day1_016_h60,M1_no_solar,pooled,2020,60,0.5555555555555571,0.2192147046613661,-3.5071661534807026,2.8933924756067566,-4.670908814307541,3.910937963017232,535
2020_2020-08-15_day1_017_h60,M1_no_solar,pooled,2020,60,2.2222222222222214,-0.4783177914848378,-4.2046986496269065,2.1958599794605527,-5.368441310453745,3.213405466871028,535
2020_2020-08-15_day1_018_h60,M1_no_solar,pooled,2020,60,-2.7777777777777786,-0.7455713214614303,-4.471952179603499,1.92860644948396,-5.635694840430338,2.9461519368944353,535
2020_2020-08-15_day1_019_h60,M1_no_solar,pooled,2020,60,0.5555555555555571,-0.2110642615082469,-3.9374451196503157,2.4631135094371435,-5.1011877804771535,3.4806589968476187,535
2020_2020-08-15_day1_020_h60,M1_no_solar,pooled,2020,60,0.0,0.1301301946691682,-3.5962506634729006,2.8043079656145586,-4.759993324299739,3.821853453025034,535
2020_2020-08-15_day1_021_h60,M1_no_solar,pooled,2020,60,-0.55555555555555,-0.2262078452996192,-3.952588703441688,2.447969925645771,-5.116331364268526,3.4655154130562464,535
2020_2020-08-15_day1_022_h60,M1_no_solar,pooled,2020,60,3.8888888888888857,1.7033642069459678,-2.0230166511961007,4.377541977891358,-3.1867593120229394,5.395087465301834,535
2020_2020-08-15_day1_023_h60,M1_no_solar,pooled,2020,60,3.8888888888888857,3.098429199238373,-0.627951658903696,5.772606970183763,-1.7916943197305342,6.790152457594239,535
2020_2020-08-15_day1_024_h60,M1_no_solar,pooled,2020,60,1.1111111111111072,2.2227276831077782,-1.5036531750342905,4.896905454053169,-2.6673958358611287,5.9144509414636435,535
2020_2020-08-15_day1_025_h60,M1_no_solar,pooled,2020,60,-1.1111111111111145,1.2579416569849822,-2.4684392011570866,3.9321194279303726,-3.632181861983925,4.949664915340848,535
2020_2020-08-15_day1_026_h60,M1_no_solar,pooled,2020,60,-1.1111111111111072,-0.8346558314536225,-4.561036689595691,1.839521939491768,-5.72477935042253,2.857067426902243,535
2020_2020-08-15_day1_004_h90,M1_no_solar,pooled,2020,90,7.222222222222221,6.105712153502021,2.3793312953599526,8.779889924447412,1.2155886345331144,9.797435411857887,535
2020_2020-08-15_day1_005_h90,M1_no_solar,pooled,2020,90,7.222222222222225,7.480512820428168,3.7541319622860994,10.154690591373559,2.590389301459261,11.172236078784033,535
2020_2020-08-15_day1_006_h90,M1_no_solar,pooled,2020,90,9.444444444444445,7.323284927551104,3.596904069409035,9.997462698496495,2.4331614085821966,11.01500818590697,535
2020_2020-08-15_day1_007_h90,M1_no_solar,pooled,2020,90,9.444444444444445,5.707161910242061,1.9807810520999927,8.381339681187452,0.8170383912731545,9.398885168597927,535
2020_2020-08-15_day1_008_h90,M1_no_solar,pooled,2020,90,9.444444444444445,5.465839559859166,1.7394587017170973,8.140017330804557,0.5757160408902591,9.157562818215032,535
2020_2020-08-15_day1_009_h90,M1_no_solar,pooled,2020,90,9.444444444444445,4.537116876013198,0.8107360178711294,7.211294646958589,-0.3530066429557088,8.228840134369063,535
2020_2020-08-15_day1_010_h90,M1_no_solar,pooled,2020,90,8.888888888888893,5.103856034284822,1.3774751761427528,7.778033805230212,0.21373251531591464,8.795579292640687,535
2020_2020-08-15_day1_011_h90,M1_no_solar,pooled,2020,90,8.333333333333329,5.67059519255645,1.9442143344143816,8.34477296350184,0.7804716735875434,9.362318450912316,535
2020_2020-08-15_day1_012_h90,M1_no_solar,pooled,2020,90,6.666666666666671,3.5718274744816165,-0.15455338366045224,6.246005245427007,-1.3182960444872904,7.263550732837482,535
2020_2020-08-15_day1_013_h90,M1_no_solar,pooled,2020,90,2.2222222222222214,3.33050512409872,-0.39587573404334897,6.004682895044111,-1.5596183948701872,7.0222283824545855,535
2020_2020-08-15_day1_014_h90,M1_no_solar,pooled,2020,90,2.2222222222222285,1.4730597564067764,-2.2533211017352923,4.147237527352167,-3.4170637625621305,5.164783014762643,535
2020_2020-08-15_day1_015_h90,M1_no_solar,pooled,2020,90,3.8888888888888857,2.0397989146784044,-1.6865819434636644,4.713976685623795,-2.8503246042905026,5.73152217303427,535
2020_2020-08-15_day1_016_h90,M1_no_solar,pooled,2020,90,0.0,1.2317374060238857,-2.494643452118183,3.905915176969276,-3.6583861129450215,4.923460664379752,535
2020_2020-08-15_day1_017_h90,M1_no_solar,pooled,2020,90,-1.1111111111111072,-0.384385611285162,-4.110766469427231,2.2897921596602284,-5.274509130254069,3.3073376470707037,535
2020_2020-08-15_day1_018_h90,M1_no_solar,pooled,2020,90,-2.2222222222222214,-1.5544306455140315,-5.2808115036561,1.119747125431359,-6.4445541644829385,2.137292612841834,535
2020_2020-08-15_day1_019_h90,M1_no_solar,pooled,2020,90,3.3333333333333357,-0.0224020857108193,-3.748782943852888,2.651775685234571,-4.912525604679726,3.6693211726450463,535
2020_2020-08-15_day1_020_h90,M1_no_solar,pooled,2020,90,3.3333333333333286,2.72719924814148,-0.9991816100005888,5.401377019086871,-2.162924270827427,6.418922506497346,535
2020_2020-08-15_day1_021_h90,M1_no_solar,pooled,2020,90,0.5555555555555571,3.0526160560302085,-0.6737648021118603,5.726793826975599,-1.8375074629386985,6.744339314386075,535
2020_2020-08-15_day1_022_h90,M1_no_solar,pooled,2020,90,1.6666666666666643,2.160460089869852,-1.5659207682722167,4.834637860815242,-2.729663429099055,5.852183348225718,535
2020_2020-08-15_day1_023_h90,M1_no_solar,pooled,2020,90,1.6666666666666643,2.160460089869852,-1.5659207682722167,4.834637860815242,-2.729663429099055,5.852183348225718,535
2020_2020-08-15_day1_024_h90,M1_no_solar,pooled,2020,90,2.2222222222222214,1.9191377394869609,-1.807243118655108,4.593315510432351,-2.9709857794819463,5.610860997842827,535
2020_2020-08-15_day1_002_h120,M1_no_solar,pooled,2020,120,9.444444444444445,9.376276386553805,5.6498955284117365,12.050454157499196,4.486152867584898,13.067999644909671,535
2020_2020-08-15_day1_003_h120,M1_no_solar,pooled,2020,120,9.444444444444446,9.376276386553805,5.6498955284117365,12.050454157499196,4.486152867584898,13.067999644909671,535
2020_2020-08-15_day1_004_h120,M1_no_solar,pooled,2020,120,9.444444444444445,8.352710222861612,4.626329364719544,11.026887993807001,3.462586703892705,12.044433481217478,535
2020_2020-08-15_day1_005_h120,M1_no_solar,pooled,2020,120,9.444444444444446,9.025590474534544,5.299209616392476,11.699768245479934,4.135466955565637,12.71731373289041,535
2020_2020-08-15_day1_006_h120,M1_no_solar,pooled,2020,120,11.666666666666664,8.090428042483188,4.3640471843411195,10.764605813428577,3.200304523514281,11.782151300839054,535
2020_2020-08-15_day1_007_h120,M1_no_solar,pooled,2020,120,11.666666666666664,6.2770863231116465,2.5507054649695777,8.951264094057038,1.3869628041427395,9.968809581467513,535
2020_2020-08-15_day1_008_h120,M1_no_solar,pooled,2020,120,11.111111111111114,6.949966574784576,3.2235857166425075,9.624144345729967,2.0598430558156693,10.641689833140441,535
2020_2020-08-15_day1_009_h120,M1_no_solar,pooled,2020,120,11.111111111111107,7.739742130463936,4.013361272321868,10.413919901409326,2.8496186114950293,11.431465388819802,535
2020_2020-08-15_day1_010_h120,M1_no_solar,pooled,2020,120,11.666666666666671,7.505951522451098,3.779570664309029,10.180129293396488,2.615828003482191,11.197674780806963,535
2020_2020-08-15_day1_011_h120,M1_no_solar,pooled,2020,120,6.666666666666664,6.3654900547524855,2.6391091966104168,9.039667825697876,1.4753665357835786,10.05721331310835,535
2020_2020-08-15_day1_012_h120,M1_no_solar,pooled,2020,120,4.44444444444445,2.2712253999837206,-1.4551554581583481,4.9454031709291115,-2.6188981189851863,5.962948658339586,535
2020_2020-08-15_day1_013_h120,M1_no_solar,pooled,2020,120,6.111111111111107,2.9441056516566553,-0.7822752064854135,5.618283422602046,-1.9460178673122517,6.6358289100125205,535
2020_2020-08-15_day1_014_h120,M1_no_solar,pooled,2020,120,1.6666666666666714,2.7103150436438175,-1.0160658144982513,5.384492814589208,-2.1798084753250895,6.402038301999683,535
2020_2020-08-15_day1_015_h120,M1_no_solar,pooled,2020,120,0.5555555555555571,2.4765244356309783,-1.2498564225110904,5.150702206576369,-2.4135990833379286,6.168247693986844,535
2020_2020-08-15_day1_016_h120,M1_no_solar,pooled,2020,120,0.5555555555555571,0.6631827162594366,-3.063198141882632,3.337360487204827,-4.22694080270947,4.354905974615303,535
2020_2020-08-15_day1_017_h120,M1_no_solar,pooled,2020,120,1.6666666666666714,-0.2434881434263358,-3.9698690015684046,2.4306896275190546,-5.133611662395243,3.44823511492953,535
2020_2020-08-15_day1_018_h120,M1_no_solar,pooled,2020,120,1.1111111111111072,1.2191676639259468,-2.507213194216122,3.893345434871337,-3.67095585504296,4.910890922281812,535
2020_2020-08-15_day1_019_h120,M1_no_solar,pooled,2020,120,4.444444444444443,3.733881207336004,0.007500349193935385,6.408058978281394,-1.1562423116329028,7.42560446569187,535
2020_2020-08-15_day1_020_h120,M1_no_solar,pooled,2020,120,1.1111111111111072,3.266299991310333,-0.46008086683173577,5.940477762255723,-1.623823527658574,6.958023249666199,535
2020_2020-08-15_day1_021_h120,M1_no_solar,pooled,2020,120,-1.6666666666666643,1.892047915598882,-1.8343329425431867,4.566225686544272,-2.998075603370025,5.583771173954748,535
2020_2020-08-15_day1_022_h120,M1_no_solar,pooled,2020,120,2.7777777777777786,1.6867488799516297,-2.039631978190439,4.36092665089702,-3.2033746390172775,5.378472138307496,535
2020_2020-08-15_day1_000_h15,M1_no_solar,horizon_specific,2020,15,0.5555555555555536,1.065791395729014,-0.3402283053185453,2.373017580170192,-0.8544213842621708,3.0043947861101246,124
2020_2020-08-15_day1_001_h15,M1_no_solar,horizon_specific,2020,15,0.5555555555555571,1.0657913957290113,-0.340228305318548,2.373017580170189,-0.8544213842621735,3.004394786110122,124
2020_2020-08-15_day1_002_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111107,1.4974728522320766,0.09145315118451736,2.8046990366732545,-0.4227399277591082,3.4360762426131872,124
2020_2020-08-15_day1_003_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111107,1.065791395729014,-0.3402283053185453,2.373017580170192,-0.8544213842621708,3.0043947861101246,124
2020_2020-08-15_day1_004_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111107,0.6140377546742338,-0.7919819463733254,1.9212639391154118,-1.3061750253169508,2.5526411450553446,124
2020_2020-08-15_day1_006_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111145,1.2766788221632186,-0.12934087888434065,2.5839050066043967,-0.6435339578279662,3.215282212544329,124
2020_2020-08-15_day1_007_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111072,0.4133159091570899,-0.9927037918904693,1.7205420935982678,-1.5068968708340948,2.3519192995382006,124
2020_2020-08-15_day1_008_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111145,0.8048529965567242,-0.6011667044908351,2.112079180997902,-1.1153597834344606,2.743456386937835,124
2020_2020-08-15_day1_009_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111072,0.3530993555019467,-1.0529203455456124,1.6603255399431247,-1.567113424489238,2.2917027458830574,124
2020_2020-08-15_day1_010_h15,M1_no_solar,horizon_specific,2020,15,1.6666666666666714,0.7446364429015837,-0.6613832581459755,2.0518626273427616,-1.175576337089601,2.6832398332826943,124
2020_2020-08-15_day1_011_h15,M1_no_solar,horizon_specific,2020,15,3.3333333333333286,1.136173530301218,-0.2698461707463413,2.443399714742396,-0.7840392496899669,3.0747769206823286,124
2020_2020-08-15_day1_012_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111145,0.1925218790882318,-1.2134978219593275,1.4997480635294096,-1.727690900902953,2.1311252694693423,124
2020_2020-08-15_day1_013_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111072,0.152377509984803,-1.2536421910627562,1.459603694425981,-1.7678352700063817,2.0909809003659134,124
2020_2020-08-15_day1_014_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111145,0.1122331408813743,-1.2937865601661849,1.4194593253225523,-1.8079796391098104,2.050836531262485,124
2020_2020-08-15_day1_015_h15,M1_no_solar,horizon_specific,2020,15,0.5555555555555571,0.5037702282810084,-0.9022494727665509,1.8109964127221863,-1.4164425517101764,2.4423736186621188,124
2020_2020-08-15_day1_016_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111072,0.9354516847840768,-0.47056801626348244,2.242677869225255,-0.984761095207108,2.874055075165187,124
2020_2020-08-15_day1_017_h15,M1_no_solar,horizon_specific,2020,15,1.6666666666666714,0.0720887717779455,-1.3339309292696138,1.3793149562191234,-1.8481240082132393,2.010692162159056,124
2020_2020-08-15_day1_018_h15,M1_no_solar,horizon_specific,2020,15,-3.3333333333333357,0.0118722181228022,-1.394147482924757,1.31909840256398,-1.9083405618683826,1.9504756085039128,124
2020_2020-08-15_day1_019_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111145,-0.7310575875730428,-2.137077288620602,0.576168596868135,-2.6512703675642277,1.2075458028080677,124
2020_2020-08-15_day1_020_h15,M1_no_solar,horizon_specific,2020,15,2.7777777777777715,0.4836980437292966,-0.9223216573182627,1.7909242281704745,-1.4365147362618882,2.422301434110407,124
2020_2020-08-15_day1_021_h15,M1_no_solar,horizon_specific,2020,15,-3.3333333333333286,-0.0282721509806265,-1.4342918520281858,1.2789540334605514,-1.9484849309718113,1.910331239400484,124
2020_2020-08-15_day1_022_h15,M1_no_solar,horizon_specific,2020,15,0.0,0.0921609563296598,-1.3138587447178995,1.3993871407708376,-1.828051823661525,2.0307643467107703,124
2020_2020-08-15_day1_023_h15,M1_no_solar,horizon_specific,2020,15,0.5555555555555571,-0.3395205001734059,-1.745540201220965,0.967705684267772,-2.259733280164591,1.5990828902077048,124
2020_2020-08-15_day1_024_h15,M1_no_solar,horizon_specific,2020,15,2.2222222222222214,0.4836980437292966,-0.9223216573182627,1.7909242281704745,-1.4365147362618882,2.422301434110407,124
2020_2020-08-15_day1_025_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111072,0.8551629465772164,-0.5508567544703429,2.1623891310183945,-1.0650498334139684,2.7937663369583268,124
2020_2020-08-15_day1_026_h15,M1_no_solar,horizon_specific,2020,15,0.0,0.8551629465772165,-0.5508567544703428,2.1623891310183945,-1.0650498334139682,2.793766336958327,124
2020_2020-08-15_day1_027_h15,M1_no_solar,horizon_specific,2020,15,-2.2222222222222214,-0.8314185103316117,-2.237438211379171,0.47580767410956615,-2.7516312903227966,1.1071848800494988,124
2020_2020-08-15_day1_028_h15,M1_no_solar,horizon_specific,2020,15,0.0,0.0720887717779454,-1.3339309292696138,1.3793149562191234,-1.8481240082132393,2.010692162159056,124
2020_2020-08-15_day1_029_h15,M1_no_solar,horizon_specific,2020,15,1.1111111111111145,-0.3595926847251175,-1.7656123857726769,0.9476334997160604,-2.2798054647163024,1.579010705655993,124
2020_2020-08-15_day1_000_h30,M1_no_solar,horizon_specific,2020,30,1.1111111111111107,2.323749210126108,-0.2625559732203864,4.546952281750102,-0.7189742883489085,4.895315854544009,117
2020_2020-08-15_day1_001_h30,M1_no_solar,horizon_specific,2020,30,1.666666666666668,2.834480307138474,0.2481751237919796,5.0576833787624675,-0.20824319133654257,5.406046951556375,117
2020_2020-08-15_day1_002_h30,M1_no_solar,horizon_specific,2020,30,2.2222222222222214,2.834480307138477,0.2481751237919827,5.057683378762471,-0.20824319133653946,5.4060469515563785,117
