pair_id,year,session_id,t0_utc,t0_local,future_utc,future_local,requested_horizon_min,actual_horizon_min,horizon_error_min,track_temp_0_c,ambient_temp_0_c,thermal_gap_0_c,track_rate_0_c_per_min,rate_lookback_min,rate_source_utc,rate_source_track_c,rate_valid,future_track_temp_c,future_ambient_temp_c,delta_track_temp_c,delta_ambient_temp_c,source_row_0,source_row_future
2020_2020-08-15_day1_004_h90,2020,2020_2020-08-15_day1,2020-08-15 13:15:00+00:00,2020-08-15 13:15:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,90,90.0,0.0,30.0,23.88888888888889,6.111111111111111,0.07407407407407404,15.0,2020-08-15 13:00:00+00:00,28.88888888888889,True,37.22222222222222,25.555555555555557,7.222222222222221,1.6666666666666679,329,331
2020_2020-08-15_day1_004_h120,2020,2020_2020-08-15_day1,2020-08-15 13:15:00+00:00,2020-08-15 13:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,120,120.0,0.0,30.0,23.88888888888889,6.111111111111111,0.07407407407407404,15.0,2020-08-15 13:00:00+00:00,28.88888888888889,True,39.44444444444444,26.666666666666668,9.444444444444443,2.7777777777777786,329,333
2020_2020-08-15_day1_005_h90,2020,2020_2020-08-15_day1,2020-08-15 13:30:00+00:00,2020-08-15 13:30:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,90,90.0,0.0,31.11111111111111,23.88888888888889,7.222222222222221,0.07407407407407404,15.0,2020-08-15 13:15:00+00:00,30.0,True,38.333333333333336,26.666666666666668,7.222222222222225,2.7777777777777786,330,332
2020_2020-08-15_day1_005_h120,2020,2020_2020-08-15_day1,2020-08-15 13:30:00+00:00,2020-08-15 13:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,120,120.0,0.0,31.11111111111111,23.88888888888889,7.222222222222221,0.07407407407407404,15.0,2020-08-15 13:15:00+00:00,30.0,True,40.55555555555556,27.22222222222222,9.444444444444446,3.333333333333332,330,334
2020_2020-08-15_day1_006_h15,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,15,15.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,38.333333333333336,26.666666666666668,1.1111111111111143,1.1111111111111107,331,332
2020_2020-08-15_day1_006_h30,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,30,30.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,39.44444444444444,26.666666666666668,2.2222222222222214,1.1111111111111107,331,333
2020_2020-08-15_day1_006_h60,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,60,60.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,41.666666666666664,27.22222222222222,4.444444444444443,1.6666666666666643,331,335
2020_2020-08-15_day1_006_h90,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,90,90.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,46.666666666666664,28.88888888888889,9.444444444444443,3.333333333333332,331,337
2020_2020-08-15_day1_006_h120,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,120,120.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,48.888888888888886,28.88888888888889,11.666666666666664,3.333333333333332,331,339
2020_2020-08-15_day1_007_h15,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,15,15.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.07407407407407428,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,39.44444444444444,26.666666666666668,1.1111111111111072,0.0,332,333
2020_2020-08-15_day1_007_h30,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,30,30.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.07407407407407428,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,40.55555555555556,27.22222222222222,2.2222222222222214,0.5555555555555536,332,334
2020_2020-08-15_day1_007_h60,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,60,60.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.07407407407407428,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,43.333333333333336,27.77777777777778,5.0,1.1111111111111107,332,336
2020_2020-08-15_day1_007_h90,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,90,90.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.07407407407407428,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,47.77777777777778,28.88888888888889,9.444444444444443,2.2222222222222214,332,338
2020_2020-08-15_day1_007_h120,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,120,120.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.07407407407407428,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,50.0,28.88888888888889,11.666666666666664,2.2222222222222214,332,340
2020_2020-08-15_day1_008_h15,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,15,15.0,0.0,39.44444444444444,26.666666666666668,12.777777777777775,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,40.55555555555556,27.22222222222222,1.1111111111111143,0.5555555555555536,333,334
2020_2020-08-15_day1_008_h30,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,30,30.0,0.0,39.44444444444444,26.666666666666668,12.777777777777775,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,41.666666666666664,27.22222222222222,2.2222222222222214,0.5555555555555536,333,335
2020_2020-08-15_day1_008_h60,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,60,60.0,0.0,39.44444444444444,26.666666666666668,12.777777777777775,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,46.666666666666664,28.88888888888889,7.222222222222221,2.2222222222222214,333,337
2020_2020-08-15_day1_008_h90,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,90,90.0,0.0,39.44444444444444,26.666666666666668,12.777777777777775,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,48.888888888888886,28.88888888888889,9.444444444444443,2.2222222222222214,333,339
2020_2020-08-15_day1_008_h120,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,120,120.0,0.0,39.44444444444444,26.666666666666668,12.777777777777775,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,50.55555555555556,29.444444444444443,11.111111111111114,2.777777777777775,333,341
2020_2020-08-15_day1_009_h15,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,15,15.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.07407407407407428,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,41.666666666666664,27.22222222222222,1.1111111111111072,0.0,334,335
2020_2020-08-15_day1_009_h30,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,30,30.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.07407407407407428,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,43.333333333333336,27.77777777777778,2.7777777777777786,0.5555555555555571,334,336
2020_2020-08-15_day1_009_h60,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,60,60.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.07407407407407428,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,47.77777777777778,28.88888888888889,7.222222222222221,1.6666666666666679,334,338
2020_2020-08-15_day1_009_h90,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,90,90.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.07407407407407428,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,50.0,28.88888888888889,9.444444444444443,1.6666666666666679,334,340
2020_2020-08-15_day1_009_h120,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,120,120.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.07407407407407428,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,51.666666666666664,30.555555555555557,11.111111111111107,3.3333333333333357,334,342
2020_2020-08-15_day1_010_h15,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,15,15.0,0.0,41.666666666666664,27.22222222222222,14.444444444444443,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,43.333333333333336,27.77777777777778,1.6666666666666714,0.5555555555555571,335,336
2020_2020-08-15_day1_010_h30,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,30,30.0,0.0,41.666666666666664,27.22222222222222,14.444444444444443,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,46.666666666666664,28.88888888888889,5.0,1.6666666666666679,335,337
2020_2020-08-15_day1_010_h60,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,60,60.0,0.0,41.666666666666664,27.22222222222222,14.444444444444443,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,48.888888888888886,28.88888888888889,7.222222222222221,1.6666666666666679,335,339
2020_2020-08-15_day1_010_h90,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,90,90.0,0.0,41.666666666666664,27.22222222222222,14.444444444444443,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,50.55555555555556,29.444444444444443,8.888888888888893,2.2222222222222214,335,341
2020_2020-08-15_day1_010_h120,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 17:45:00+00:00,2020-08-15 17:45:00+00:00,120,120.0,0.0,41.666666666666664,27.22222222222222,14.444444444444443,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,53.333333333333336,30.555555555555557,11.666666666666671,3.3333333333333357,335,343
2020_2020-08-15_day1_011_h15,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,15,15.0,0.0,43.333333333333336,27.77777777777778,15.555555555555557,0.11111111111111142,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,46.666666666666664,28.88888888888889,3.3333333333333286,1.1111111111111107,336,337
2020_2020-08-15_day1_011_h30,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,30,30.0,0.0,43.333333333333336,27.77777777777778,15.555555555555557,0.11111111111111142,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,47.77777777777778,28.88888888888889,4.444444444444443,1.1111111111111107,336,338
2020_2020-08-15_day1_011_h60,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,60,60.0,0.0,43.333333333333336,27.77777777777778,15.555555555555557,0.11111111111111142,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,50.0,28.88888888888889,6.666666666666664,1.1111111111111107,336,340
2020_2020-08-15_day1_011_h90,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,90,90.0,0.0,43.333333333333336,27.77777777777778,15.555555555555557,0.11111111111111142,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,51.666666666666664,30.555555555555557,8.333333333333329,2.7777777777777786,336,342
2020_2020-08-15_day1_011_h120,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 18:00:00+00:00,2020-08-15 18:00:00+00:00,120,120.0,0.0,43.333333333333336,27.77777777777778,15.555555555555557,0.11111111111111142,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,50.0,30.555555555555557,6.666666666666664,2.7777777777777786,336,344
2020_2020-08-15_day1_012_h15,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,15,15.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,47.77777777777778,28.88888888888889,1.1111111111111143,0.0,337,338
2020_2020-08-15_day1_012_h30,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,30,30.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,48.888888888888886,28.88888888888889,2.2222222222222214,0.0,337,339
2020_2020-08-15_day1_012_h60,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,60,60.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,50.55555555555556,29.444444444444443,3.888888888888893,0.5555555555555536,337,341
2020_2020-08-15_day1_012_h90,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 17:45:00+00:00,2020-08-15 17:45:00+00:00,90,90.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,53.333333333333336,30.555555555555557,6.666666666666671,1.6666666666666679,337,343
2020_2020-08-15_day1_012_h120,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 18:15:00+00:00,2020-08-15 18:15:00+00:00,120,120.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,51.111111111111114,29.444444444444443,4.44444444444445,0.5555555555555536,337,345
2020_2020-08-15_day1_013_h15,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,15,15.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.07407407407407428,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,48.888888888888886,28.88888888888889,1.1111111111111072,0.0,338,339
2020_2020-08-15_day1_013_h30,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,30,30.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.07407407407407428,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,50.0,28.88888888888889,2.2222222222222214,0.0,338,340
2020_2020-08-15_day1_013_h60,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,60,60.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.07407407407407428,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,51.666666666666664,30.555555555555557,3.8888888888888857,1.6666666666666679,338,342
2020_2020-08-15_day1_013_h90,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 18:00:00+00:00,2020-08-15 18:00:00+00:00,90,90.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.07407407407407428,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,50.0,30.555555555555557,2.2222222222222214,1.6666666666666679,338,344
2020_2020-08-15_day1_013_h120,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 18:30:00+00:00,2020-08-15 18:30:00+00:00,120,120.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.07407407407407428,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,53.888888888888886,30.0,6.111111111111107,1.1111111111111107,338,346
2020_2020-08-15_day1_014_h15,2020,2020_2020-08-15_day1,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,15,15.0,0.0,48.888888888888886,28.88888888888889,19.999999999999996,0.0740740740740738,15.0,2020-08-15 16:30:00+00:00,47.77777777777778,True,50.0,28.88888888888889,1.1111111111111143,0.0,339,340
2020_2020-08-15_day1_014_h30,2020,2020_2020-08-15_day1,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,30,30.0,0.0,48.888888888888886,28.88888888888889,19.999999999999996,0.0740740740740738,15.0,2020-08-15 16:30:00+00:00,47.77777777777778,True,50.55555555555556,29.444444444444443,1.6666666666666714,0.5555555555555536,339,341
2020_2020-08-15_day1_014_h60,2020,2020_2020-08-15_day1,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 17:45:00+00:00,2020-08-15 17:45:00+00:00,60,60.0,0.0,48.888888888888886,28.88888888888889,19.999999999999996,0.0740740740740738,15.0,2020-08-15 16:30:00+00:00,47.77777777777778,True,53.333333333333336,30.555555555555557,4.44444444444445,1.6666666666666679,339,343
2020_2020-08-15_day1_014_h90,2020,2020_2020-08-15_day1,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 18:15:00+00:00,2020-08-15 18:15:00+00:00,90,90.0,0.0,48.888888888888886,28.88888888888889,19.999999999999996,0.0740740740740738,15.0,2020-08-15 16:30:00+00:00,47.77777777777778,True,51.111111111111114,29.444444444444443,2.2222222222222285,0.5555555555555536,339,345
2020_2020-08-15_day1_014_h120,2020,2020_2020-08-15_day1,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 18:45:00+00:00,2020-08-15 18:45:00+00:00,120,120.0,0.0,48.888888888888886,28.88888888888889,19.999999999999996,0.0740740740740738,15.0,2020-08-15 16:30:00+00:00,47.77777777777778,True,50.55555555555556,30.0,1.6666666666666714,1.1111111111111107,339,347
2020_2020-08-15_day1_015_h15,2020,2020_2020-08-15_day1,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,15,15.0,0.0,50.0,28.88888888888889,21.11111111111111,0.07407407407407428,15.0,2020-08-15 16:45:00+00:00,48.888888888888886,True,50.55555555555556,29.444444444444443,0.5555555555555571,0.5555555555555536,340,341
2020_2020-08-15_day1_015_h30,2020,2020_2020-08-15_day1,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,30,30.0,0.0,50.0,28.88888888888889,21.11111111111111,0.07407407407407428,15.0,2020-08-15 16:45:00+00:00,48.888888888888886,True,51.666666666666664,30.555555555555557,1.6666666666666643,1.6666666666666679,340,342
2020_2020-08-15_day1_015_h60,2020,2020_2020-08-15_day1,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 18:00:00+00:00,2020-08-15 18:00:00+00:00,60,60.0,0.0,50.0,28.88888888888889,21.11111111111111,0.07407407407407428,15.0,2020-08-15 16:45:00+00:00,48.888888888888886,True,50.0,30.555555555555557,0.0,1.6666666666666679,340,344
