pair_id,held_out_year,horizon_min,model,actual,predicted,residual_c,abs_residual_c
2020_2020-08-15_day1_002_h15,2020,15,M2b_mean_solar,1.1111111111111107,1.1146150070460403,-0.003503895934929613,0.003503895934929613
2020_2020-08-15_day1_003_h15,2020,15,M2b_mean_solar,1.1111111111111107,0.7077747202510632,0.40333639086004747,0.40333639086004747
2020_2020-08-15_day1_004_h15,2020,15,M2b_mean_solar,1.1111111111111107,0.2736902606374574,0.8374208504736533,0.8374208504736533
2020_2020-08-15_day1_006_h15,2020,15,M2b_mean_solar,1.1111111111111145,1.1800235013963984,-0.06891239028528395,0.06891239028528395
2020_2020-08-15_day1_007_h15,2020,15,M2b_mean_solar,1.1111111111111072,0.3162526037970872,0.79485850731402,0.79485850731402
2020_2020-08-15_day1_008_h15,2020,15,M2b_mean_solar,1.1111111111111145,0.7567605309034072,0.35435058020770727,0.35435058020770727
2020_2020-08-15_day1_009_h15,2020,15,M2b_mean_solar,1.1111111111111072,0.316322012319833,0.7947890987912742,0.7947890987912742
2020_2020-08-15_day1_010_h15,2020,15,M2b_mean_solar,1.6666666666666714,0.7533944413318554,0.913272225334816,0.913272225334816
2020_2020-08-15_day1_011_h15,2020,15,M2b_mean_solar,3.3333333333333286,1.1881294073933937,2.145203925939935,2.145203925939935
2020_2020-08-15_day1_012_h15,2020,15,M2b_mean_solar,1.1111111111111145,0.205700275718901,0.9054108353922135,0.9054108353922135
2020_2020-08-15_day1_013_h15,2020,15,M2b_mean_solar,1.1111111111111072,0.1807954648876223,0.9303156462234848,0.9303156462234848
2020_2020-08-15_day1_014_h15,2020,15,M2b_mean_solar,1.1111111111111145,0.1517247804146166,0.9593863306964979,0.9593863306964979
2020_2020-08-15_day1_015_h15,2020,15,M2b_mean_solar,0.5555555555555571,0.5710567477194924,-0.015501192163935307,0.015501192163935307
2020_2020-08-15_day1_016_h15,2020,15,M2b_mean_solar,1.1111111111111072,1.0391671884039,0.07194392270720718,0.07194392270720718
2020_2020-08-15_day1_017_h15,2020,15,M2b_mean_solar,1.6666666666666714,0.1411531932301576,1.525513473436514,1.525513473436514
2020_2020-08-15_day1_018_h15,2020,15,M2b_mean_solar,-3.3333333333333357,0.061555697145685,-3.3948890304790207,3.3948890304790207
2020_2020-08-15_day1_019_h15,2020,15,M2b_mean_solar,1.1111111111111145,-0.6865751293360349,1.7976862404471494,1.7976862404471494
2020_2020-08-15_day1_020_h15,2020,15,M2b_mean_solar,2.7777777777777715,0.5533689431128442,2.2244088346649273,2.2244088346649273
2020_2020-08-15_day1_021_h15,2020,15,M2b_mean_solar,-3.3333333333333286,-0.0258928882400742,-3.3074404450932544,3.3074404450932544
2020_2020-08-15_day1_022_h15,2020,15,M2b_mean_solar,0.0,0.1147777514077547,-0.1147777514077547,0.1147777514077547
2020_2020-08-15_day1_023_h15,2020,15,M2b_mean_solar,0.5555555555555571,-0.3656363990077568,0.9211919545633139,0.9211919545633139
2020_2020-08-15_day1_024_h15,2020,15,M2b_mean_solar,2.2222222222222214,0.4555857150936339,1.7666365071285877,1.7666365071285877
2020_2020-08-15_day1_025_h15,2020,15,M2b_mean_solar,1.1111111111111072,0.7930896353811007,0.3180214757300065,0.3180214757300065
2020_2020-08-15_day1_026_h15,2020,15,M2b_mean_solar,0.0,0.7562383161520575,-0.7562383161520575,0.7562383161520575
2020_2020-08-15_day1_027_h15,2020,15,M2b_mean_solar,-2.2222222222222214,-1.041585731698503,-1.1806364905237183,1.1806364905237183
2020_2020-08-15_day1_028_h15,2020,15,M2b_mean_solar,0.0,-0.1213373359730921,0.1213373359730921,0.1213373359730921
2020_2020-08-15_day1_029_h15,2020,15,M2b_mean_solar,1.1111111111111145,-0.6168029454848329,1.7279140565959474,1.7279140565959474
2020_2020-08-15_day1_000_h30,2020,30,M1_no_solar,1.1111111111111107,2.323749210126108,-1.2126380990149972,1.2126380990149972
2020_2020-08-15_day1_001_h30,2020,30,M1_no_solar,1.666666666666668,2.834480307138474,-1.1678136404718058,1.1678136404718058
2020_2020-08-15_day1_002_h30,2020,30,M1_no_solar,2.2222222222222214,2.834480307138477,-0.6122580849162556,0.6122580849162556
2020_2020-08-15_day1_003_h30,2020,30,M1_no_solar,2.2222222222222214,1.8130181131137424,0.40920410910847904,0.40920410910847904
2020_2020-08-15_day1_006_h30,2020,30,M1_no_solar,2.2222222222222214,1.860154560308506,0.36206766191371553,0.36206766191371553
2020_2020-08-15_day1_007_h30,2020,30,M1_no_solar,2.2222222222222214,1.349423463296137,0.8727987589260844,0.8727987589260844
2020_2020-08-15_day1_008_h30,2020,30,M1_no_solar,2.2222222222222214,1.265133526965664,0.9570886952565574,0.9570886952565574
2020_2020-08-15_day1_009_h30,2020,30,M1_no_solar,2.7777777777777786,1.2229885588004306,1.554789218977348,1.554789218977348
2020_2020-08-15_day1_010_h30,2020,30,M1_no_solar,5.0,2.160160816494692,2.839839183505308,2.839839183505308
2020_2020-08-15_day1_011_h30,2020,30,M1_no_solar,4.444444444444443,1.56513978315185,2.8793046612925925,2.8793046612925925
2020_2020-08-15_day1_012_h30,2020,30,M1_no_solar,2.2222222222222214,0.3750977164661695,1.847124505756052,1.847124505756052
2020_2020-08-15_day1_013_h30,2020,30,M1_no_solar,2.2222222222222214,0.2908077801356963,1.9314144420865251,1.9314144420865251
2020_2020-08-15_day1_014_h30,2020,30,M1_no_solar,1.6666666666666714,0.717248940817589,0.9494177258490824,0.9494177258490824
2020_2020-08-15_day1_015_h30,2020,30,M1_no_solar,1.6666666666666643,1.6544211985118535,0.012245468154810757,0.012245468154810757
2020_2020-08-15_day1_016_h30,2020,30,M1_no_solar,2.7777777777777786,1.143690101499488,1.6340876762782905,1.6340876762782905
2020_2020-08-15_day1_017_h30,2020,30,M1_no_solar,-1.6666666666666643,0.1222279074747503,-1.7888945741414146,1.7888945741414146
2020_2020-08-15_day1_018_h30,2020,30,M1_no_solar,-2.2222222222222214,-1.0256691910456974,-1.196553031176524,1.196553031176524
2020_2020-08-15_day1_019_h30,2020,30,M1_no_solar,3.8888888888888857,-0.2620682850419089,4.150957173930794,4.150957173930794
2020_2020-08-15_day1_020_h30,2020,30,M1_no_solar,-0.5555555555555571,0.5908140363218821,-1.1463695918774393,1.1463695918774393
2020_2020-08-15_day1_021_h30,2020,30,M1_no_solar,-3.3333333333333286,-0.0884969333514327,-3.244836399981896,3.244836399981896
2020_2020-08-15_day1_022_h30,2020,30,M1_no_solar,0.5555555555555571,-0.3463582213723823,0.9019137769279395,0.9019137769279395
2020_2020-08-15_day1_023_h30,2020,30,M1_no_solar,2.7777777777777786,0.1643728756399864,2.613404902137792,2.613404902137792
2020_2020-08-15_day1_024_h30,2020,30,M1_no_solar,3.3333333333333286,1.6122762303466167,1.7210571029867119,1.7210571029867119
2020_2020-08-15_day1_025_h30,2020,30,M1_no_solar,1.1111111111111072,1.9965724228632724,-0.8854613117521652,0.8854613117521652
2020_2020-08-15_day1_026_h30,2020,30,M1_no_solar,-2.2222222222222214,-0.0463519651861961,-2.1758702570360255,2.1758702570360255
2020_2020-08-15_day1_027_h30,2020,30,M1_no_solar,-2.2222222222222214,-0.9835242228804576,-1.2386979993417637,1.2386979993417637
2020_2020-08-15_day1_028_h30,2020,30,M1_no_solar,1.1111111111111145,-0.3885031895376156,1.4996143006487301,1.4996143006487301
2020_2020-08-15_day1_000_h30,2020,30,M2b_mean_solar,1.1111111111111107,1.2961529848559528,-0.18504187374484204,0.18504187374484204
2020_2020-08-15_day1_001_h30,2020,30,M2b_mean_solar,1.666666666666668,1.9526063943289715,-0.28593972766230347,0.28593972766230347
2020_2020-08-15_day1_002_h30,2020,30,M2b_mean_solar,2.2222222222222214,2.0513525986221537,0.17086962360006774,0.17086962360006774
2020_2020-08-15_day1_003_h30,2020,30,M2b_mean_solar,2.2222222222222214,1.0343558937964883,1.1878663284257331,1.1878663284257331
2020_2020-08-15_day1_006_h30,2020,30,M2b_mean_solar,2.2222222222222214,1.653822802797526,0.5683994194246955,0.5683994194246955
2020_2020-08-15_day1_007_h30,2020,30,M2b_mean_solar,2.2222222222222214,1.1856101268146195,1.036612095407602,1.036612095407602
2020_2020-08-15_day1_008_h30,2020,30,M2b_mean_solar,2.2222222222222214,1.161250591728638,1.0609716304935835,1.0609716304935835
2020_2020-08-15_day1_009_h30,2020,30,M2b_mean_solar,2.7777777777777786,1.1887145988456431,1.5890631789321354,1.5890631789321354
2020_2020-08-15_day1_010_h30,2020,30,M2b_mean_solar,5.0,2.271841737476035,2.728158262523965,2.728158262523965
2020_2020-08-15_day1_011_h30,2020,30,M2b_mean_solar,4.444444444444443,1.6758020392467416,2.768642405197701,2.768642405197701
2020_2020-08-15_day1_012_h30,2020,30,M2b_mean_solar,2.2222222222222214,0.4040845171437106,1.8181377050785108,1.8181377050785108
2020_2020-08-15_day1_013_h30,2020,30,M2b_mean_solar,2.2222222222222214,0.3509604666116646,1.8712617556105569,1.8712617556105569
2020_2020-08-15_day1_014_h30,2020,30,M2b_mean_solar,1.6666666666666714,0.8460472185869816,0.8206194480796898,0.8206194480796898
2020_2020-08-15_day1_015_h30,2020,30,M2b_mean_solar,1.6666666666666643,1.887847282911455,-0.22118061624479068,0.22118061624479068
2020_2020-08-15_day1_016_h30,2020,30,M2b_mean_solar,2.7777777777777786,1.3545939998562706,1.423183777921508,1.423183777921508
2020_2020-08-15_day1_017_h30,2020,30,M2b_mean_solar,-1.6666666666666643,0.2499887471831106,-1.916655413849775,1.916655413849775
2020_2020-08-15_day1_018_h30,2020,30,M2b_mean_solar,-2.2222222222222214,-1.03512954765483,-1.1870926745673915,1.1870926745673915
2020_2020-08-15_day1_019_h30,2020,30,M2b_mean_solar,3.8888888888888857,-0.160874189497294,4.04976307838618,4.04976307838618
2020_2020-08-15_day1_020_h30,2020,30,M2b_mean_solar,-0.5555555555555571,0.7029592580569219,-1.258514813612479,1.258514813612479
2020_2020-08-15_day1_021_h30,2020,30,M2b_mean_solar,-3.3333333333333286,-0.1187795495151258,-3.214553783818203,3.214553783818203
2020_2020-08-15_day1_022_h30,2020,30,M2b_mean_solar,0.5555555555555571,-0.3959298644869768,0.951485420042534,0.951485420042534
2020_2020-08-15_day1_023_h30,2020,30,M2b_mean_solar,2.7777777777777786,0.1005147491586697,2.677263028619109,2.677263028619109
2020_2020-08-15_day1_024_h30,2020,30,M2b_mean_solar,3.3333333333333286,1.5940653609602755,1.739267972373053,1.739267972373053
2020_2020-08-15_day1_025_h30,2020,30,M2b_mean_solar,1.1111111111111072,1.9100950163091523,-0.7989839051980452,0.7989839051980452
2020_2020-08-15_day1_026_h30,2020,30,M2b_mean_solar,-2.2222222222222214,-0.4017933178076656,-1.8204289044145558,1.8204289044145558
2020_2020-08-15_day1_027_h30,2020,30,M2b_mean_solar,-2.2222222222222214,-1.4911144338103577,-0.7311077884118637,0.7311077884118637
2020_2020-08-15_day1_028_h30,2020,30,M2b_mean_solar,1.1111111111111145,-0.9102391512270748,2.0213502623381894,2.0213502623381894
2020_2020-08-15_day1_000_h60,2020,60,M1_no_solar,3.333333333333332,6.201243465173899,-2.867910131840567,2.867910131840567
2020_2020-08-15_day1_001_h60,2020,60,M1_no_solar,3.8888888888888897,5.503710969027694,-1.6148220801388047,1.6148220801388047
2020_2020-08-15_day1_006_h60,2020,60,M1_no_solar,4.444444444444443,3.826248862967322,0.6181955814771207,0.6181955814771207
2020_2020-08-15_day1_007_h60,2020,60,M1_no_solar,5.0,3.1287163668211213,1.8712836331788787,1.8712836331788787
2020_2020-08-15_day1_008_h60,2020,60,M1_no_solar,7.222222222222221,4.345612339129133,2.8766098830930886,2.8766098830930886
2020_2020-08-15_day1_009_h60,2020,60,M1_no_solar,7.222222222222221,3.558995332990735,3.6632268892314865,3.6632268892314865
2020_2020-08-15_day1_010_h60,2020,60,M1_no_solar,7.222222222222221,3.380826313006341,3.8413959092158803,3.8413959092158803
2020_2020-08-15_day1_011_h60,2020,60,M1_no_solar,6.666666666666664,2.5051247968757417,4.1615418697909226,4.1615418697909226
2020_2020-08-15_day1_012_h60,2020,60,M1_no_solar,3.888888888888893,1.4512542607607497,2.4376346281281434,2.4376346281281434
2020_2020-08-15_day1_013_h60,2020,60,M1_no_solar,3.8888888888888857,2.668150233068764,1.2207386558201216,1.2207386558201216
2020_2020-08-15_day1_014_h60,2020,60,M1_no_solar,4.44444444444445,2.489981213084371,1.9544632313600792,1.9544632313600792
2020_2020-08-15_day1_015_h60,2020,60,M1_no_solar,0.0,2.311812193099976,-2.311812193099976,2.311812193099976
2020_2020-08-15_day1_016_h60,2020,60,M1_no_solar,0.5555555555555571,0.2192147046613661,0.336340850894191,0.336340850894191
2020_2020-08-15_day1_017_h60,2020,60,M1_no_solar,2.2222222222222214,-0.4783177914848378,2.700540013707059,2.700540013707059
2020_2020-08-15_day1_018_h60,2020,60,M1_no_solar,-2.7777777777777786,-0.7455713214614303,-2.032206456316348,2.032206456316348
2020_2020-08-15_day1_019_h60,2020,60,M1_no_solar,0.5555555555555571,-0.2110642615082469,0.766619817063804,0.766619817063804
2020_2020-08-15_day1_020_h60,2020,60,M1_no_solar,0.0,0.1301301946691682,-0.1301301946691682,0.1301301946691682
2020_2020-08-15_day1_021_h60,2020,60,M1_no_solar,-0.55555555555555,-0.2262078452996192,-0.3293477102559308,0.3293477102559308
2020_2020-08-15_day1_022_h60,2020,60,M1_no_solar,3.8888888888888857,1.7033642069459678,2.185524681942918,2.185524681942918
2020_2020-08-15_day1_023_h60,2020,60,M1_no_solar,3.8888888888888857,3.098429199238373,0.7904596896505129,0.7904596896505129
2020_2020-08-15_day1_024_h60,2020,60,M1_no_solar,1.1111111111111072,2.2227276831077782,-1.111616571996671,1.111616571996671
2020_2020-08-15_day1_025_h60,2020,60,M1_no_solar,-1.1111111111111145,1.2579416569849822,-2.369052768096097,2.369052768096097
2020_2020-08-15_day1_026_h60,2020,60,M1_no_solar,-1.1111111111111072,-0.8346558314536225,-0.2764552796574846,0.2764552796574846
2020_2020-08-15_day1_000_h60,2020,60,M2b_mean_solar,3.333333333333332,4.106051776228884,-0.7727184428955516,0.7727184428955516
2020_2020-08-15_day1_001_h60,2020,60,M2b_mean_solar,3.8888888888888897,3.555622855665498,0.33326603322339166,0.33326603322339166
2020_2020-08-15_day1_006_h60,2020,60,M2b_mean_solar,4.444444444444443,3.3747972769293773,1.0696471675150656,1.0696471675150656
2020_2020-08-15_day1_007_h60,2020,60,M2b_mean_solar,5.0,2.7980626268221096,2.2019373731778904,2.2019373731778904
2020_2020-08-15_day1_008_h60,2020,60,M2b_mean_solar,7.222222222222221,4.2539647977055735,2.968257424516648,2.968257424516648
2020_2020-08-15_day1_009_h60,2020,60,M2b_mean_solar,7.222222222222221,3.5522973371522206,3.669924885070001,3.669924885070001
2020_2020-08-15_day1_010_h60,2020,60,M2b_mean_solar,7.222222222222221,3.4831771447154902,3.739045077506731,3.739045077506731
2020_2020-08-15_day1_011_h60,2020,60,M2b_mean_solar,6.666666666666664,2.6480377204712817,4.018628946195383,4.018628946195383
2020_2020-08-15_day1_012_h60,2020,60,M2b_mean_solar,3.888888888888893,1.581604788407478,2.307284100481415,2.307284100481415
2020_2020-08-15_day1_013_h60,2020,60,M2b_mean_solar,3.8888888888888857,2.964507793940603,0.9243810949482829,0.9243810949482829
2020_2020-08-15_day1_014_h60,2020,60,M2b_mean_solar,4.44444444444445,2.821835449453233,1.622608994991217,1.622608994991217
2020_2020-08-15_day1_015_h60,2020,60,M2b_mean_solar,0.0,2.6547096282157057,-2.6547096282157057,2.6547096282157057
2020_2020-08-15_day1_016_h60,2020,60,M2b_mean_solar,0.5555555555555571,0.4210232178037199,0.13453233775183726,0.13453233775183726
2020_2020-08-15_day1_017_h60,2020,60,M2b_mean_solar,2.2222222222222214,-0.3360243182919293,2.558246540514151,2.558246540514151
2020_2020-08-15_day1_018_h60,2020,60,M2b_mean_solar,-2.7777777777777786,-0.6892430447985993,-2.0885347329791792,2.0885347329791792
2020_2020-08-15_day1_019_h60,2020,60,M2b_mean_solar,0.5555555555555571,-0.1038090131636337,0.6593645687191908,0.6593645687191908
2020_2020-08-15_day1_020_h60,2020,60,M2b_mean_solar,0.0,0.1383867256202391,-0.1383867256202391,0.1383867256202391
2020_2020-08-15_day1_021_h60,2020,60,M2b_mean_solar,-0.55555555555555,-0.3923793783791574,-0.16317617717639266,0.16317617717639266
2020_2020-08-15_day1_022_h60,2020,60,M2b_mean_solar,3.8888888888888857,1.632611235893167,2.2562776529957187,2.2562776529957187
2020_2020-08-15_day1_023_h60,2020,60,M2b_mean_solar,3.8888888888888857,2.998914758631833,0.8899741302570527,0.8899741302570527
2020_2020-08-15_day1_024_h60,2020,60,M2b_mean_solar,1.1111111111111072,1.882721360603231,-0.7716102494921238,0.7716102494921238
2020_2020-08-15_day1_025_h60,2020,60,M2b_mean_solar,-1.1111111111111145,0.6483441730372768,-1.7594552841483913,1.7594552841483913
2020_2020-08-15_day1_026_h60,2020,60,M2b_mean_solar,-1.1111111111111072,-1.77697620998984,0.6658650988787329,0.6658650988787329
2020_2020-08-15_day1_004_h90,2020,90,M1_no_solar,7.222222222222221,6.105712153502021,1.1165100687202,1.1165100687202
2020_2020-08-15_day1_005_h90,2020,90,M1_no_solar,7.222222222222225,7.480512820428168,-0.25829059820594313,0.25829059820594313
2020_2020-08-15_day1_006_h90,2020,90,M1_no_solar,9.444444444444445,7.323284927551104,2.121159516893341,2.121159516893341
2020_2020-08-15_day1_007_h90,2020,90,M1_no_solar,9.444444444444445,5.707161910242061,3.737282534202383,3.737282534202383
2020_2020-08-15_day1_008_h90,2020,90,M1_no_solar,9.444444444444445,5.465839559859166,3.9786048845852786,3.9786048845852786
2020_2020-08-15_day1_009_h90,2020,90,M1_no_solar,9.444444444444445,4.537116876013198,4.9073275684312465,4.9073275684312465
2020_2020-08-15_day1_010_h90,2020,90,M1_no_solar,8.888888888888893,5.103856034284822,3.7850328546040712,3.7850328546040712
2020_2020-08-15_day1_011_h90,2020,90,M1_no_solar,8.333333333333329,5.67059519255645,2.662738140776878,2.662738140776878
2020_2020-08-15_day1_012_h90,2020,90,M1_no_solar,6.666666666666671,3.5718274744816165,3.094839192185055,3.094839192185055
2020_2020-08-15_day1_013_h90,2020,90,M1_no_solar,2.2222222222222214,3.33050512409872,-1.1082829018764984,1.1082829018764984
2020_2020-08-15_day1_014_h90,2020,90,M1_no_solar,2.2222222222222285,1.4730597564067764,0.7491624658154521,0.7491624658154521
2020_2020-08-15_day1_015_h90,2020,90,M1_no_solar,3.8888888888888857,2.0397989146784044,1.8490899742104814,1.8490899742104814
2020_2020-08-15_day1_016_h90,2020,90,M1_no_solar,0.0,1.2317374060238857,-1.2317374060238857,1.2317374060238857
2020_2020-08-15_day1_017_h90,2020,90,M1_no_solar,-1.1111111111111072,-0.384385611285162,-0.7267254998259451,0.7267254998259451
2020_2020-08-15_day1_018_h90,2020,90,M1_no_solar,-2.2222222222222214,-1.5544306455140315,-0.6677915767081899,0.6677915767081899
2020_2020-08-15_day1_019_h90,2020,90,M1_no_solar,3.3333333333333357,-0.0224020857108193,3.355735419044155,3.355735419044155
2020_2020-08-15_day1_020_h90,2020,90,M1_no_solar,3.3333333333333286,2.72719924814148,0.6061340851918486,0.6061340851918486
2020_2020-08-15_day1_021_h90,2020,90,M1_no_solar,0.5555555555555571,3.0526160560302085,-2.4970605004746513,2.4970605004746513
2020_2020-08-15_day1_022_h90,2020,90,M1_no_solar,1.6666666666666643,2.160460089869852,-0.49379342320318775,0.49379342320318775
2020_2020-08-15_day1_023_h90,2020,90,M1_no_solar,1.6666666666666643,2.160460089869852,-0.49379342320318775,0.49379342320318775
2020_2020-08-15_day1_024_h90,2020,90,M1_no_solar,2.2222222222222214,1.9191377394869609,0.30308448273526056,0.30308448273526056
2020_2020-08-15_day1_004_h90,2020,90,M2b_mean_solar,7.222222222222221,3.9971352862670626,3.225086935955159,3.225086935955159
2020_2020-08-15_day1_005_h90,2020,90,M2b_mean_solar,7.222222222222225,5.690998209452347,1.5312240127698784,1.5312240127698784
2020_2020-08-15_day1_006_h90,2020,90,M2b_mean_solar,9.444444444444445,6.7352697673848825,2.709174677059562,2.709174677059562
2020_2020-08-15_day1_007_h90,2020,90,M2b_mean_solar,9.444444444444445,5.2719014577278305,4.172542986716614,4.172542986716614
2020_2020-08-15_day1_008_h90,2020,90,M2b_mean_solar,9.444444444444445,5.213785361303863,4.230659083140582,4.230659083140582
2020_2020-08-15_day1_009_h90,2020,90,M2b_mean_solar,9.444444444444445,4.42757247032819,5.016871974116254,5.016871974116254
2020_2020-08-15_day1_010_h90,2020,90,M2b_mean_solar,8.888888888888893,5.175880016609195,3.7130088722796977,3.7130088722796977
2020_2020-08-15_day1_011_h90,2020,90,M2b_mean_solar,8.333333333333329,5.899633272213189,2.43370006112014,2.43370006112014
2020_2020-08-15_day1_012_h90,2020,90,M2b_mean_solar,6.666666666666671,3.787632142324582,2.8790345243420896,2.8790345243420896
2020_2020-08-15_day1_013_h90,2020,90,M2b_mean_solar,2.2222222222222214,3.6080133762470545,-1.385791154024833,1.385791154024833
2020_2020-08-15_day1_014_h90,2020,90,M2b_mean_solar,2.2222222222222285,1.7051394372730195,0.517082784949209,0.517082784949209
2020_2020-08-15_day1_015_h90,2020,90,M2b_mean_solar,3.8888888888888857,2.3062992804223024,1.5825896084665834,1.5825896084665834
2020_2020-08-15_day1_016_h90,2020,90,M2b_mean_solar,0.0,1.4538110238659143,-1.4538110238659143,1.4538110238659143
2020_2020-08-15_day1_017_h90,2020,90,M2b_mean_solar,-1.1111111111111072,-0.2776783920468562,-0.833432719064251,0.833432719064251
2020_2020-08-15_day1_018_h90,2020,90,M2b_mean_solar,-2.2222222222222214,-1.6028366340954427,-0.6193855881267787,0.6193855881267787
2020_2020-08-15_day1_019_h90,2020,90,M2b_mean_solar,3.3333333333333357,-0.0478016882621172,3.381135021595453,3.381135021595453
2020_2020-08-15_day1_020_h90,2020,90,M2b_mean_solar,3.3333333333333286,2.659394937487084,0.6739383958462444,0.6739383958462444
2020_2020-08-15_day1_021_h90,2020,90,M2b_mean_solar,0.5555555555555571,2.8031446989058653,-2.247589143350308,2.247589143350308
2020_2020-08-15_day1_022_h90,2020,90,M2b_mean_solar,1.6666666666666643,1.7423110806245026,-0.07564441395783827,0.07564441395783827
2020_2020-08-15_day1_023_h90,2020,90,M2b_mean_solar,1.6666666666666643,1.5394808625784575,0.1271858040882068,0.1271858040882068
2020_2020-08-15_day1_024_h90,2020,90,M2b_mean_solar,2.2222222222222214,1.0487710412169822,1.1734511810052393,1.1734511810052393
2020_2020-08-15_day1_002_h120,2020,120,M1_no_solar,9.444444444444445,9.376276386553805,0.06816805789063984,0.06816805789063984
2020_2020-08-15_day1_003_h120,2020,120,M1_no_solar,9.444444444444446,9.376276386553805,0.06816805789064162,0.06816805789064162
2020_2020-08-15_day1_004_h120,2020,120,M1_no_solar,9.444444444444445,8.352710222861612,1.0917342215828327,1.0917342215828327
2020_2020-08-15_day1_005_h120,2020,120,M1_no_solar,9.444444444444446,9.025590474534544,0.4188539699099021,0.4188539699099021
2020_2020-08-15_day1_006_h120,2020,120,M1_no_solar,11.666666666666664,8.090428042483188,3.5762386241834765,3.5762386241834765
2020_2020-08-15_day1_007_h120,2020,120,M1_no_solar,11.666666666666664,6.2770863231116465,5.389580343555018,5.389580343555018
2020_2020-08-15_day1_008_h120,2020,120,M1_no_solar,11.111111111111114,6.949966574784576,4.161144536326538,4.161144536326538
