pair_id,year,horizon_min,current_track_temp_c,current_ambient_temp_c,thermal_gap_0_c,delta_ambient_temp_c,solar_elevation_mean_deg,actual_delta_track_temp_c,model_expected_delta_track_temp_c,deterministic_physical_delta_speed_mph,expected_delta_speed_mph,median_delta_speed_mph,lower_80_mph,upper_80_mph,lower_90_mph,upper_90_mph,p_improve,mc_sd_mph,n_mc,track_model,track_uncertainty,coefficient_uncertainty,performance_uncertainty,ambient_input_semantic
2021_2021-05-22_day1_015_h30,2021,30,38.333333333333336,27.77777777777778,10.555555555555555,0.0,69.82615507299604,-0.5555555555555571,1.6353902381762186,-0.06384700552534837,-0.05802751074578323,-0.054892757307756286,-0.7830273429283918,0.6904827452777991,-1.2712956810346085,1.1566741711635387,0.4507,1.0458549580120575,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_015_h60,2021,60,38.333333333333336,27.77777777777778,10.555555555555555,0.0,68.3271221601231,1.1111111111111072,2.9938192783320248,-0.11688121375771757,-0.11371846439187577,-0.11331443075117018,-0.8888452673099755,0.6228808700731819,-1.3337594341418213,1.1287327309388278,0.404,1.0549405692306426,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_015_h90,2021,90,38.333333333333336,27.77777777777778,10.555555555555555,1.6666666666666643,66.24575951240682,6.111111111111107,6.374873883417859,0.08236623829762982,0.07469915943653754,0.08010030503291228,-0.7118991064364026,0.839902379702484,-1.1611724832904982,1.3250456986762185,0.56445,1.0580971442148814,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_015_h120,2021,120,38.333333333333336,27.77777777777778,10.555555555555555,1.6666666666666643,63.80963734028695,7.777777777777779,6.754543743858078,0.0675436087432501,0.0725848035095834,0.0712418195405787,-0.7215932047209485,0.8673390578102602,-1.156804861130835,1.3241220341167426,0.55755,1.051372863030912,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_016_h15,2021,15,37.77777777777778,27.22222222222222,10.555555555555555,0.5555555555555571,69.63145311760834,0.0,1.2781738565262821,0.06051457390303558,0.05984401017356945,0.06047598276636312,-0.6688515078841835,0.7806609926043289,-1.1551035992912595,1.2666360948962152,0.55435,1.0420775968267095,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_016_h30,2021,30,37.77777777777778,27.22222222222222,10.555555555555555,0.5555555555555571,68.97219929933925,0.5555555555555571,2.1916826545969794,0.02485042481106242,0.023211191479231313,0.026267675877862648,-0.6997778474987013,0.7400647041050673,-1.1936773107724703,1.238276711730231,0.5229,1.0501196750679689,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_016_h60,2021,60,37.77777777777778,27.22222222222222,10.555555555555555,1.666666666666668,67.14821566138923,5.0,5.269979814753533,0.12550222875432204,0.12434664678888158,0.12555376670112012,-0.6263808011512791,0.8784584874978395,-1.0830751661859142,1.361286745451725,0.6036,1.0542712861451204,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_016_h90,2021,90,37.77777777777778,27.22222222222222,10.555555555555555,2.7777777777777786,64.86658119657385,7.777777777777779,8.024749257271234,0.23878482594404682,0.2353235133567468,0.23678679655820134,-0.5267680508294335,1.0063673264488568,-0.999382509570325,1.4656247780414855,0.68175,1.0412984875592297,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_016_h120,2021,120,37.77777777777778,27.22222222222222,10.555555555555555,2.2222222222222214,62.3117164605362,9.444444444444445,7.589325755746624,0.1453685718693804,0.14324883859400014,0.14174734401436878,-0.6333183070665188,0.9207472497576226,-1.0975973483960866,1.3996723315100719,0.6143,1.0512975342815538,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_017_h15,2021,15,37.77777777777778,27.77777777777778,10.0,0.0,68.53018830914795,0.5555555555555571,0.824010752166354,-0.03217007037120562,-0.03566210755829363,-0.032352260001545174,-0.7658474372836466,0.7033469753021652,-1.2317622939792126,1.1694154023695011,0.46605,1.028101164889444,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_017_h30,2021,30,37.77777777777778,27.77777777777778,10.0,0.0,67.69040921454408,1.6666666666666643,1.6174545185132447,-0.06314677999770914,-0.07120417054749228,-0.06650419646010955,-0.7990471161775177,0.6762193766630847,-1.278950951806709,1.1489313773219025,0.44235,1.032996688483396,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_017_h60,2021,60,37.77777777777778,27.77777777777778,10.0,1.6666666666666643,65.6090465668278,6.666666666666664,5.267424269569416,0.12560199938012168,0.12635534498492842,0.12992955941279696,-0.6188379830540411,0.8700563081298968,-1.1146917914803607,1.3509314080050567,0.606,1.048735101655029,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_017_h90,2021,90,37.77777777777778,27.77777777777778,10.0,1.6666666666666643,63.17292439470792,8.333333333333336,6.250626991813633,0.08721694107766415,0.09063793877622046,0.09064470232530533,-0.6696196637593982,0.8516947224034396,-1.1369961502454997,1.322208403717011,0.57435,1.0418515826523793,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_017_h120,2021,120,37.77777777777778,27.77777777777778,10.0,2.2222222222222214,60.52695833544706,10.555555555555555,7.55924887064298,0.1465427986713816,0.14230805857800427,0.14481651724424965,-0.6441634099177979,0.9157344754675839,-1.0935486768924543,1.4072920572597178,0.6181,1.05716806279633,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_018_h15,2021,15,38.333333333333336,27.77777777777778,10.555555555555555,0.0,67.03115539627498,1.1111111111111072,0.7726733301236564,-0.03016581438856469,-0.03185764020888185,-0.022622295907296763,-0.7687547502819947,0.7122784495698176,-1.2718725031071545,1.1741350384653506,0.4767,1.0495899945949243,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_018_h30,2021,30,38.333333333333336,27.77777777777778,10.555555555555555,1.1111111111111107,66.04695085292883,4.444444444444443,2.6751392348735283,0.11639142723454142,0.1112000168743364,0.11375097462155122,-0.6288878941282616,0.842113186874622,-1.1018333492530301,1.326683887308594,0.59315,1.0624727340798437,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_018_h60,2021,60,38.333333333333336,27.77777777777778,10.555555555555555,2.2222222222222214,63.76531638811345,7.222222222222221,5.811283875223798,0.21478481706883917,0.22771643547481882,0.21220777729354157,-0.5134048274136985,0.9855079083359715,-1.0084628092530468,1.4751846272299491,0.67185,1.0419160124230455,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_018_h90,2021,90,38.333333333333336,27.77777777777778,10.555555555555555,1.6666666666666643,61.2104516520758,8.888888888888886,5.940220961861693,0.09933545263949448,0.099812162508115,0.09937886956398478,-0.6622672334662185,0.8389799883442742,-1.0971050881779276,1.3361260546849854,0.5829,1.0531271218884708,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_018_h120,2021,120,38.333333333333336,27.77777777777778,10.555555555555555,2.7777777777777786,58.49478799560951,10.0,8.196124718437234,0.23209418430968248,0.23306448935221538,0.23124824564282667,-0.5344321872693384,1.0085743439326564,-1.0143794799513537,1.480920875718662,0.67935,1.06025063842919,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_019_h15,2021,15,39.44444444444444,27.77777777777778,11.666666666666664,1.1111111111111107,65.20717175832496,3.3333333333333357,1.6177234888500276,0.1576738241835674,0.15674613564518003,0.15711705157811728,-0.5676854913841988,0.8633563784018797,-1.0423282562558887,1.3489494863975062,0.63745,1.0130374066553307,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_019_h30,2021,30,39.44444444444444,27.77777777777778,11.666666666666664,1.6666666666666643,64.11001365395484,5.0,3.0790160689185084,0.21103928964699714,0.20590379252881694,0.21149272158817434,-0.5157048865800539,0.9409360455532005,-1.0011274879676415,1.410422635292843,0.67395,1.046322418247824,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_019_h60,2021,60,39.44444444444444,27.77777777777778,11.666666666666664,1.6666666666666643,61.67389148183496,6.666666666666671,4.653174545951476,0.14958282339525955,0.14221239290236357,0.1399676199835006,-0.6191581566601932,0.9052621884189904,-1.0788919489580886,1.3750191269308,0.61495,1.040874436341719,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_019_h90,2021,90,39.44444444444444,27.77777777777778,11.666666666666664,2.2222222222222214,59.02792542257411,8.888888888888893,6.354280041133293,0.1935857916645241,0.19062973490576396,0.2018444119870056,-0.5954719538594577,0.9600288711090105,-1.055659779131928,1.434826205296732,0.6541,1.0567120021907477,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_019_h120,2021,120,39.44444444444444,27.77777777777778,11.666666666666664,2.2222222222222214,56.25927958531778,8.333333333333336,6.703539449349504,0.17995041165208847,0.19832640726265122,0.18858976419913728,-0.5819505072205852,0.9608152696275554,-1.0405533569155943,1.434852456675619,0.6473,1.0528103090101262,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_020_h15,2021,15,42.77777777777778,28.88888888888889,13.88888888888889,0.5555555555555536,63.12580911060868,1.6666666666666643,1.0092565676409568,0.07101333024174858,0.06767743523795293,0.06522168175784046,-0.6689513918315354,0.8008691635470763,-1.1362963760368463,1.2794958750036065,0.55845,1.042368332019065,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_020_h30,2021,30,42.77777777777778,28.88888888888889,13.88888888888889,1.1111111111111107,61.94133275016341,2.7777777777777786,2.1877680368177375,0.13541880727434497,0.13278610109375902,0.1373321502054469,-0.6247734140419189,0.8654911199545109,-1.1089962058634713,1.3489959009029489,0.6124,1.0626898823033115,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_020_h60,2021,60,42.77777777777778,28.88888888888889,13.88888888888889,0.5555555555555536,59.38646801412577,4.444444444444443,2.4747839227774753,0.013797914033016112,0.013000456727821845,0.022828909551021362,-0.7349183533312069,0.7611904504862695,-1.2131536223114725,1.233920280928708,0.51875,1.0366951558705226,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_020_h90,2021,90,42.77777777777778,28.88888888888889,13.88888888888889,1.666666666666668,56.67080435765948,5.555555555555557,4.702333706313956,0.14766360857422467,0.1486032186536075,0.14903778785623886,-0.6115905056981789,0.9245407569560613,-1.088333977527671,1.377436751074487,0.6173,1.0547650195145815,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_020_h120,2021,120,42.77777777777778,28.88888888888889,13.88888888888889,1.1111111111111107,53.862405624530936,4.444444444444443,3.9222791599681144,0.06770203932600444,0.08527616414525153,0.07890918859050784,-0.6770660369360929,0.859526061644645,-1.1458014032455601,1.3200479646554475,0.5626,1.0420128493253087,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_021_h15,2021,15,44.44444444444444,29.444444444444443,15.0,0.5555555555555571,60.8441746457933,1.1111111111111145,0.9178403346023061,0.07458229659588031,0.07402632113295904,0.07328186580331804,-0.670037480017088,0.8083020577684652,-1.1462766272183351,1.289947723770656,0.56585,1.0613505263225729,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_021_h30,2021,30,44.44444444444444,29.444444444444443,15.0,0.0,59.59252883411869,1.6666666666666714,0.8181979449051295,-0.03194313350399094,-0.039567248608078136,-0.030810839862942266,-0.7732484305535537,0.687020145182351,-1.2578614001962525,1.1702215254174195,0.4719,1.0400766422167482,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_021_h60,2021,60,44.44444444444444,29.444444444444443,15.0,0.5555555555555571,56.94656277485783,3.888888888888893,2.0786298030786168,0.029264102884375906,0.041772179046237735,0.03595614027819889,-0.7109554651571292,0.7942665633278188,-1.2024273454424215,1.2662515788938942,0.5309,1.056572924935445,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_021_h90,2021,90,44.44444444444444,29.444444444444443,15.0,0.5555555555555571,54.1779169376015,3.3333333333333357,2.436210906575877,0.015303836913722793,0.021406550831556535,0.019518598778171067,-0.7391666255262042,0.7830483416359811,-1.2069115921999332,1.254144797052842,0.51575,1.0538514244594865,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_021_h120,2021,120,44.44444444444444,29.444444444444443,15.0,0.5555555555555571,51.340412627759335,1.1111111111111145,2.40152941656327,0.01665783135050726,0.017761904592425763,0.027104414290839957,-0.7330370367673605,0.7870985288991291,-1.2121383717962793,1.243033205708891,0.5203,1.0400676682908858,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_022_h15,2021,15,45.55555555555556,30.0,15.555555555555555,-0.5555555555555571,58.40805247367342,0.5555555555555571,-0.07749778203665253,-0.10738997414242031,-0.10188918515677281,-0.11142653676617562,-0.8302563166593889,0.6424892166777805,-1.3064462973411988,1.1241927658879685,0.40435,1.0424587113160457,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_022_h30,2021,30,45.55555555555556,30.0,15.555555555555555,-0.5555555555555571,57.104833549310385,1.6666666666666643,0.08723168138486792,-0.11382115045480343,-0.12296811995205216,-0.10810355471453278,-0.838494129687023,0.6240254699608889,-1.3366012829159792,1.0984993309470832,0.40775,1.0501728337598764,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_022_h60,2021,60,45.55555555555556,30.0,15.555555555555555,0.5555555555555571,54.389169892844095,2.7777777777777786,1.7832992866174493,0.040794053764679705,0.04734605538712864,0.04190415558353826,-0.697552269760046,0.7896167080573854,-1.178465479362891,1.269837801854784,0.53305,1.0357614897418281,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_022_h90,2021,90,45.55555555555556,30.0,15.555555555555555,0.0,51.58077115971555,1.6666666666666643,1.1865555235323106,-0.046324122095522065,-0.03574159024378238,-0.04082234456703,-0.7954033316073204,0.727811865485679,-1.2505265022854417,1.2107386815195749,0.46545,1.060995619175419,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_022_h120,2021,120,45.55555555555556,30.0,15.555555555555555,0.5555555555555571,48.72289826418914,0.0,1.9988162099999274,0.032380092450252154,0.02766169201371738,0.02594289108041717,-0.728806756098158,0.7856783393518917,-1.1912967899377203,1.2635781901521974,0.52175,1.0448052788441426,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_023_h15,2021,15,46.111111111111114,29.444444444444443,16.66666666666667,0.0,55.85318773763578,1.1111111111111072,0.29142945125936376,-0.011377650025327403,-0.00460620132349634,-0.006043400726895164,-0.7343354660989478,0.72049568389125,-1.2057506853551745,1.2143887306936776,0.48875,1.044430021664447,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_023_h30,2021,30,46.111111111111114,29.444444444444443,16.66666666666667,0.5555555555555571,54.51044060273796,2.2222222222222214,1.0543107442052762,0.06925437742859682,0.06049297714662186,0.07264269256173742,-0.6937572943283504,0.7927974888238405,-1.170136250248336,1.2647768933940275,0.56305,1.0345723278626726,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_023_h60,2021,60,46.111111111111114,29.444444444444443,16.66666666666667,0.5555555555555571,51.74179476548163,1.6666666666666643,1.3720587631908097,0.0568492284615453,0.05875879914429967,0.05598173327754867,-0.6876621686839063,0.8171567372963944,-1.1633346131239766,1.2812735837443423,0.54785,1.050069068412845,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_023_h90,2021,90,46.111111111111114,29.444444444444443,16.66666666666667,0.5555555555555571,48.90429045563946,-0.5555555555555571,1.5579759476422375,0.04959086576264281,0.053333986068185506,0.05432926069352731,-0.7070503934291689,0.8027699530208195,-1.1818343023255826,1.2662320818661474,0.5449,1.0283931566688156,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_023_h120,2021,120,46.111111111111114,29.444444444444443,16.66666666666667,1.1111111111111145,46.03337381803108,-1.1111111111111145,2.4256834008929666,0.1261303920630525,0.12705006268844254,0.12241685731542021,-0.6207215619186348,0.8862555005424398,-1.0985007296369467,1.3417248855418777,0.6002,1.0450392834199842,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_024_h15,2021,15,47.22222222222222,29.444444444444443,17.77777777777778,0.5555555555555571,53.20722167837492,1.1111111111111145,0.6589250409675265,0.08469056665730139,0.09092357714176649,0.07973710866344366,-0.6450478500016076,0.8191017409012669,-1.1187234274520659,1.3064056349009792,0.5701,1.042180153185486,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_024_h30,2021,30,47.22222222222222,29.444444444444443,17.77777777777778,1.1111111111111145,51.83430515680645,1.1111111111111145,1.432194089690333,0.16491704741967703,0.16399698973407295,0.16441727370029674,-0.5864764302812419,0.8898220368329651,-1.0655149623099975,1.374393110210088,0.64,1.039643452499099,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_024_h60,2021,60,47.22222222222222,29.444444444444443,17.77777777777778,0.5555555555555571,49.02590642367791,0.0,0.9558362251535626,0.07309890518425491,0.0762615753035237,0.07398420359751905,-0.6667983087700204,0.8177795386210435,-1.1393276133358945,1.2908144529300543,0.5634,1.0357948069117133,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_024_h90,2021,90,47.22222222222222,29.444444444444443,17.77777777777778,1.1111111111111145,46.16803352815149,-1.6666666666666643,1.9242364270444643,0.14570730218676617,0.1383844767380964,0.13374518267329077,-0.60954981768915,0.8859902284830854,-1.0783925535646488,1.3612162566161052,0.60895,1.0364326587242845,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_025_h15,2021,15,48.333333333333336,30.0,18.333333333333336,0.5555555555555571,50.49155802190863,0.0,0.5884684498367615,0.08744125102499078,0.08994072531933214,0.08753118148122857,-0.6241984764761409,0.8066225273673648,-1.1064617797496876,1.2959217063184798,0.5777,1.0247861954200859,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_025_h30,2021,30,48.333333333333336,30.0,18.333333333333336,0.0,49.09582870622077,-0.5555555555555571,0.1060879596706541,-0.004141762858275867,-0.010585230310013821,-0.005996131295737911,-0.759780765861411,0.7308423013498855,-1.2347179788470248,1.2034006734816238,0.4925,1.0651798504636232,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_025_h60,2021,60,48.333333333333336,30.0,18.333333333333336,0.0,46.258324396378605,-2.7777777777777786,-0.1420737735263664,0.005546679191054081,0.0023957395521228626,0.004695165422783471,-0.7495934903381116,0.7496122035003714,-1.2231854434956306,1.2194891798615366,0.5066,1.0375353541494958,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_025_h90,2021,90,48.333333333333336,30.0,18.333333333333336,0.5555555555555571,43.38740775877022,-3.3333333333333357,0.6587428635832064,0.08469767901506882,0.08932084227415085,0.08083720091088292,-0.6604943380815338,0.852315231668823,-1.146270713961068,1.3115377980435532,0.5695,1.0617893458916738,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_026_h15,2021,15,48.333333333333336,30.555555555555557,17.77777777777778,-0.5555555555555571,47.7229121846523,-0.5555555555555571,-0.35653453546402863,-0.09649614542682218,-0.09259994210778213,-0.08756357148020516,-0.8136725604554269,0.6422633018568262,-1.314142066489691,1.1012454490744117,0.42135,1.0368512552561895,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_026_h30,2021,30,48.333333333333336,30.555555555555557,17.77777777777778,-0.5555555555555571,46.31024276721162,-1.1111111111111145,-0.5210203076821476,-0.0900744830232584,-0.11087341243111609,-0.09474298433058549,-0.8392849905107487,0.6186549120686531,-1.3397715975320652,1.0985377790763848,0.4171,1.040007236703433,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_026_h60,2021,60,48.333333333333336,30.555555555555557,17.77777777777778,0.0,43.4523698716852,-2.7777777777777786,-0.2367450305902037,0.009242724411176755,0.02485382482489658,0.009231924621727955,-0.7259874965957305,0.7748677881534135,-1.1875843785927531,1.2525825207342782,0.5101,1.037457943505032,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_027_h15,2021,15,47.77777777777778,30.0,17.77777777777778,0.0,44.91451345152376,-0.5555555555555571,0.06396913991914549,-0.0024974088352295613,0.0028736673823507998,-0.002180365196393679,-0.7198575061062543,0.7298773167694352,-1.1842551302413387,1.2210799103477714,0.49515,1.0297554610031248,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_027_h30,2021,30,47.77777777777778,30.0,17.77777777777778,0.0,43.489678559122275,-2.2222222222222214,-0.03388256533249323,0.0013228037476909348,0.008721180545581964,0.0008595076511091115,-0.7275608956037588,0.7465705720010992,-1.202166147118148,1.230076626725669,0.50145,1.0516956500968193,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2021_2021-05-22_day1_027_h60,2021,60,47.77777777777778,30.0,17.77777777777778,0.5555555555555571,40.618761921513894,-2.7777777777777786,0.34450135953873096,0.09696593069999757,0.10530896950458064,0.09191930669285904,-0.6550206080141606,0.8427424157381405,-1.1395073420986679,1.3404810230214315,0.57455,1.0576447995392477,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
