year,analysis_file,root,car_number,record_index,parent_start_ts,parent_end_ts,parent_start_utc,parent_end_utc,history_count
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,18,0,1558192863.772469,1558193078.751766,2019-05-18T15:21:03.772469+00:00,2019-05-18T15:24:38.751766+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,31,0,1558201383.85159,1558201598.852298,2019-05-18T17:43:03.851590+00:00,2019-05-18T17:46:38.852298+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,30,0,1558196288.847643,1558196503.865886,2019-05-18T16:18:08.847643+00:00,2019-05-18T16:21:43.865886+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,42,0,1558206313.9546,1558206568.962846,2019-05-18T19:05:13.954600+00:00,2019-05-18T19:09:28.962846+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,33,0,1558195748.848867,1558195958.845046,2019-05-18T16:09:08.848867+00:00,2019-05-18T16:12:38.845046+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,3,0,1558198913.854186,1558199128.848658,2019-05-18T17:01:53.854186+00:00,2019-05-18T17:05:28.848658+00:00,6
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,2,0,1558199213.849905,1558199423.853516,2019-05-18T17:06:53.849905+00:00,2019-05-18T17:10:23.853516+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,5,0,1558200078.872667,1558200173.845899,2019-05-18T17:21:18.872667+00:00,2019-05-18T17:22:53.845899+00:00,2
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,4,0,1558201993.852005,1558202203.845971,2019-05-18T17:53:13.852005+00:00,2019-05-18T17:56:43.845971+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,7,0,1558195473.843673,1558195688.846524,2019-05-18T16:04:33.843673+00:00,2019-05-18T16:08:08.846524+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,48,0,1558204688.969725,1558204933.953739,2019-05-18T18:38:08.969725+00:00,2019-05-18T18:42:13.953739+00:00,8
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,9,0,1558199803.870743,1558200013.847971,2019-05-18T17:16:43.870743+00:00,2019-05-18T17:20:13.847971+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,lap,12,0,1558194008.734003,1558194218.739481,2019-05-18T15:40:08.734003+00:00,2019-05-18T15:43:38.739481+00:00,6
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,77,0,1558199513.870232,1558207003.749112,2019-05-18T17:11:53.870232+00:00,2019-05-18T19:16:43.749112+00:00,6
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,10,0,1558203028.851053,1558207003.749112,2019-05-18T18:10:28.851053+00:00,2019-05-18T19:16:43.749112+00:00,4
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,28,0,1558202578.860761,1558202828.855847,2019-05-18T18:02:58.860761+00:00,2019-05-18T18:07:08.855847+00:00,4
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,26,0,1558203563.947785,1558203828.954039,2019-05-18T18:19:23.947785+00:00,2019-05-18T18:23:48.954039+00:00,4
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,15,0,1558201678.851655,1558201928.852922,2019-05-18T17:47:58.851655+00:00,2019-05-18T17:52:08.852922+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,60,0,1558194868.875969,1558207003.749112,2019-05-18T15:54:28.875969+00:00,2019-05-18T19:16:43.749112+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,88,0,1558203298.966911,1558207003.749112,2019-05-18T18:14:58.966911+00:00,2019-05-18T19:16:43.749112+00:00,4
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,66,0,1558197168.848399,1558203408.9512,2019-05-18T16:32:48.848399+00:00,2019-05-18T18:16:48.951200+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,59,0,1558194578.841125,1558194843.844834,2019-05-18T15:49:38.841125+00:00,2019-05-18T15:54:03.844834+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,81,0,1558194283.736784,1558205208.96189,2019-05-18T15:44:43.736784+00:00,2019-05-18T18:46:48.961890+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,81,1,1558205663.954793,1558207003.749112,2019-05-18T18:54:23.954793+00:00,2019-05-18T19:16:43.749112+00:00,8
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,32,0,1558203828.954039,1558204078.959292,2019-05-18T18:23:48.954039+00:00,2019-05-18T18:27:58.959292+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,14,0,1558193178.73482,1558193428.747589,2019-05-18T15:26:18.734820+00:00,2019-05-18T15:30:28.747589+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,25,0,1558191658.73415,1558207003.749112,2019-05-18T15:00:58.734150+00:00,2019-05-18T19:16:43.749112+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,39,0,1558196868.846786,1558207003.749112,2019-05-18T16:27:48.846786+00:00,2019-05-18T19:16:43.749112+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,27,0,1558192283.727189,1558192528.736719,2019-05-18T15:11:23.727189+00:00,2019-05-18T15:15:28.736719+00:00,6
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,20,0,1558192563.733992,1558192808.735021,2019-05-18T15:16:03.733992+00:00,2019-05-18T15:20:08.735021+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,21,0,1558191978.734024,1558192218.735167,2019-05-18T15:06:18.734024+00:00,2019-05-18T15:10:18.735167+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,22,0,1558196598.842386,1558196843.846038,2019-05-18T16:23:18.842386+00:00,2019-05-18T16:27:23.846038+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,23,0,1558193723.73575,1558193968.73434,2019-05-18T15:35:23.735750+00:00,2019-05-18T15:39:28.734340+00:00,6
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,19,0,1558195158.840667,1558195428.840331,2019-05-18T15:59:18.840667+00:00,2019-05-18T16:03:48.840331+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,18,0,1558192863.772469,1558193113.728138,2019-05-18T15:21:03.772469+00:00,2019-05-18T15:25:13.728138+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,31,0,1558201383.85159,1558205928.960134,2019-05-18T17:43:03.851590+00:00,2019-05-18T18:58:48.960134+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,42,0,1558197763.86938,1558197863.849018,2019-05-18T16:42:43.869380+00:00,2019-05-18T16:44:23.849018+00:00,1
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,42,1,1558198588.857195,1558198868.846075,2019-05-18T16:56:28.857195+00:00,2019-05-18T17:01:08.846075+00:00,16
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,33,0,1558195748.848867,1558195993.845865,2019-05-18T16:09:08.848867+00:00,2019-05-18T16:13:13.845865+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,2,0,1558199213.849905,1558199453.850182,2019-05-18T17:06:53.849905+00:00,2019-05-18T17:10:53.850182+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,4,0,1558201993.852005,1558202258.852235,2019-05-18T17:53:13.852005+00:00,2019-05-18T17:57:38.852235+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,7,0,1558195473.843673,1558207003.749112,2019-05-18T16:04:33.843673+00:00,2019-05-18T19:16:43.749112+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,48,0,1558202268.86549,1558202518.855358,2019-05-18T17:57:48.865490+00:00,2019-05-18T18:01:58.855358+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,48,1,1558204688.969725,1558207003.749112,2019-05-18T18:38:08.969725+00:00,2019-05-18T19:16:43.749112+00:00,8
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,9,0,1558199803.870743,1558200053.848145,2019-05-18T17:16:43.870743+00:00,2019-05-18T17:20:53.848145+00:00,5
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,stint,12,0,1558194008.734003,1558207003.749112,2019-05-18T15:40:08.734003+00:00,2019-05-18T19:16:43.749112+00:00,6
