year,file,page,line_no,drivers,clock_tokens,context
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,24,37,Chilton,,"29 7 Howard, Jay D/H/F 00:48.5895 171.361 0 || 30 13 Patrick, Danica D/C/F 00:48.6500 171.148 0 || 31 59 Chilton, Max D/C/F 00:48.9807 169.993 0 || 32 20 Carpenter, Ed D/C/F 00:49.4382 168.420 0 || 33 3 Castroneves, Helio D/C/F 00:49.5926 167.895 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,24,38,Carpenter,,"30 13 Patrick, Danica D/C/F 00:48.6500 171.148 0 || 31 59 Chilton, Max D/C/F 00:48.9807 169.993 0 || 32 20 Carpenter, Ed D/C/F 00:49.4382 168.420 0 || 33 3 Castroneves, Helio D/C/F 00:49.5926 167.895 0 || 34 33 Davison, James D/C/F 00:50.0808 166.259 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,24,39,Castroneves,,"31 59 Chilton, Max D/C/F 00:48.9807 169.993 0 || 32 20 Carpenter, Ed D/C/F 00:49.4382 168.420 0 || 33 3 Castroneves, Helio D/C/F 00:49.5926 167.895 0 || 34 33 Davison, James D/C/F 00:50.0808 166.259 0 || 35 4 Leist, Matheus (R) D/C/F 00:50.5687 164.654 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,24,41,Leist,,"33 3 Castroneves, Helio D/C/F 00:49.5926 167.895 0 || 34 33 Davison, James D/C/F 00:50.0808 166.259 0 || 35 4 Leist, Matheus (R) D/C/F 00:50.5687 164.654 0 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone || Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Page 24 of 30"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,7,Andretti,,"Section: SF to PI Length: 2.300095 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 98 Andretti, Marco D/H/F 00:47.0033 176.165 4 || 2 7 Howard, Jay D/H/F 00:47.8761 172.954 4 || 3 59 Chilton, Max D/C/F 00:48.3941 171.102 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,9,Chilton,,"1 98 Andretti, Marco D/H/F 00:47.0033 176.165 4 || 2 7 Howard, Jay D/H/F 00:47.8761 172.954 4 || 3 59 Chilton, Max D/C/F 00:48.3941 171.102 4 || 4 1 Newgarden, Josef D/C/F 00:48.8787 169.406 4 || 5 64 Servia, Oriol D/H/F 00:49.2682 168.067 7"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,13,Daly,,"5 64 Servia, Oriol D/H/F 00:49.2682 168.067 7 || 6 19 Claman De Melo, Zachary (R) D/H/F 00:49.3882 167.658 4 || 7 17 Daly, Conor D/H/F 00:49.5701 167.043 4 || 8 22 Pagenaud, Simon D/C/F 00:49.9849 165.657 4 || 9 32 Kaiser, Kyle (R) D/C/F 00:50.4150 164.244 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,17,Veach,,"9 32 Kaiser, Kyle (R) D/C/F 00:50.4150 164.244 4 || 10 25 Wilson, Stefan D/H/F 00:50.5640 163.760 4 || 11 26 Veach, Zach D/H/F 00:50.7271 163.233 4 || 12 21 Pigot, Spencer D/C/F 00:51.2886 161.446 4 || 13 88 Chaves, Gabby D/C/F 00:51.5832 160.524 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,22,Rossi,,"14 6 Wickens, Robert (R) D/H/F 00:51.8901 159.575 6 || 15 10 Jones, Ed D/H/F 00:52.1216 158.866 4 || 16 27 Rossi, Alexander D/H/F 00:52.7339 157.021 4 || 17 24 Karam, Sage D/C/F 00:52.9570 156.360 4 || 18 28 Hunter-Reay, Ryan D/H/F 00:52.9731 156.312 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,23,Karam,,"15 10 Jones, Ed D/H/F 00:52.1216 158.866 4 || 16 27 Rossi, Alexander D/H/F 00:52.7339 157.021 4 || 17 24 Karam, Sage D/C/F 00:52.9570 156.360 4 || 18 28 Hunter-Reay, Ryan D/H/F 00:52.9731 156.312 4 || 19 18 Bourdais, Sebastien D/H/F 00:53.0147 156.190 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,24,Hunter-Reay,,"16 27 Rossi, Alexander D/H/F 00:52.7339 157.021 4 || 17 24 Karam, Sage D/C/F 00:52.9570 156.360 4 || 18 28 Hunter-Reay, Ryan D/H/F 00:52.9731 156.312 4 || 19 18 Bourdais, Sebastien D/H/F 00:53.0147 156.190 4 || 20 14 Kanaan, Tony D/C/F 00:53.3314 155.262 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,27,Hinchcliffe,,"19 18 Bourdais, Sebastien D/H/F 00:53.0147 156.190 4 || 20 14 Kanaan, Tony D/C/F 00:53.3314 155.262 4 || 21 5 Hinchcliffe, James D/H/F 00:53.4030 155.054 4 || 22 20 Carpenter, Ed D/C/F 00:53.7865 153.948 4 || 23 33 Davison, James D/C/F 00:54.1432 152.934 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,28,Carpenter,,"20 14 Kanaan, Tony D/C/F 00:53.3314 155.262 4 || 21 5 Hinchcliffe, James D/H/F 00:53.4030 155.054 4 || 22 20 Carpenter, Ed D/C/F 00:53.7865 153.948 4 || 23 33 Davison, James D/C/F 00:54.1432 152.934 4 || 24 13 Patrick, Danica D/C/F 00:54.3233 152.427 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,31,Hildebrand,,"23 33 Davison, James D/C/F 00:54.1432 152.934 4 || 24 13 Patrick, Danica D/C/F 00:54.3233 152.427 4 || 25 66 Hildebrand, JR D/C/F 00:54.6228 151.591 4 || 26 12 Power, Will D/C/F 00:54.7500 151.239 4 || 27 4 Leist, Matheus (R) D/C/F 00:54.8162 151.056 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,32,Power,,"24 13 Patrick, Danica D/C/F 00:54.3233 152.427 4 || 25 66 Hildebrand, JR D/C/F 00:54.6228 151.591 4 || 26 12 Power, Will D/C/F 00:54.7500 151.239 4 || 27 4 Leist, Matheus (R) D/C/F 00:54.8162 151.056 4 || 28 60 Harvey, Jack D/H/F 00:56.0623 147.699 9"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,33,Leist,,"25 66 Hildebrand, JR D/C/F 00:54.6228 151.591 4 || 26 12 Power, Will D/C/F 00:54.7500 151.239 4 || 27 4 Leist, Matheus (R) D/C/F 00:54.8162 151.056 4 || 28 60 Harvey, Jack D/H/F 00:56.0623 147.699 9 || 29 15 Rahal, Graham D/H/F 00:56.4535 146.675 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,34,Harvey,,"26 12 Power, Will D/C/F 00:54.7500 151.239 4 || 27 4 Leist, Matheus (R) D/C/F 00:54.8162 151.056 4 || 28 60 Harvey, Jack D/H/F 00:56.0623 147.699 9 || 29 15 Rahal, Graham D/H/F 00:56.4535 146.675 4 || 30 63 Mann, Pippa D/H/F 00:56.6030 146.288 9"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,35,Rahal,,"27 4 Leist, Matheus (R) D/C/F 00:54.8162 151.056 4 || 28 60 Harvey, Jack D/H/F 00:56.0623 147.699 9 || 29 15 Rahal, Graham D/H/F 00:56.4535 146.675 4 || 30 63 Mann, Pippa D/H/F 00:56.6030 146.288 9 || 31 29 Munoz, Carlos D/H/F 00:56.9272 145.455 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,36,Mann,,"28 60 Harvey, Jack D/H/F 00:56.0623 147.699 9 || 29 15 Rahal, Graham D/H/F 00:56.4535 146.675 4 || 30 63 Mann, Pippa D/H/F 00:56.6030 146.288 9 || 31 29 Munoz, Carlos D/H/F 00:56.9272 145.455 4 || 32 3 Castroneves, Helio D/C/F 00:57.4664 144.090 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,38,Castroneves,,"30 63 Mann, Pippa D/H/F 00:56.6030 146.288 9 || 31 29 Munoz, Carlos D/H/F 00:56.9272 145.455 4 || 32 3 Castroneves, Helio D/C/F 00:57.4664 144.090 4 || 33 30 Sato, Takuma D/H/F 00:57.5560 143.866 4 || 34 23 Kimball, Charlie D/C/F 01:07.7605 122.200 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,39,Sato,,"31 29 Munoz, Carlos D/H/F 00:56.9272 145.455 4 || 32 3 Castroneves, Helio D/C/F 00:57.4664 144.090 4 || 33 30 Sato, Takuma D/H/F 00:57.5560 143.866 4 || 34 23 Kimball, Charlie D/C/F 01:07.7605 122.200 4 || 35 9 Dixon, Scott D/H/F 01:08.4148 121.031 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,25,41,Dixon,,"33 30 Sato, Takuma D/H/F 00:57.5560 143.866 4 || 34 23 Kimball, Charlie D/C/F 01:07.7605 122.200 4 || 35 9 Dixon, Scott D/H/F 01:08.4148 121.031 4 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone || Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Page 25 of 30"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,7,Rossi,,"Section: PO to BS Length: 0.937500 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 27 Rossi, Alexander D/H/F 00:20.4255 165.235 4 || 2 19 Claman De Melo, Zachary (R) D/H/F 00:20.6434 163.491 0 || 3 28 Hunter-Reay, Ryan D/H/F 00:20.6977 163.062 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,9,Hunter-Reay,,"1 27 Rossi, Alexander D/H/F 00:20.4255 165.235 4 || 2 19 Claman De Melo, Zachary (R) D/H/F 00:20.6434 163.491 0 || 3 28 Hunter-Reay, Ryan D/H/F 00:20.6977 163.062 4 || 4 30 Sato, Takuma D/H/F 00:20.7628 162.550 0 || 5 98 Andretti, Marco D/H/F 00:20.8201 162.103 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,10,Sato,,"2 19 Claman De Melo, Zachary (R) D/H/F 00:20.6434 163.491 0 || 3 28 Hunter-Reay, Ryan D/H/F 00:20.6977 163.062 4 || 4 30 Sato, Takuma D/H/F 00:20.7628 162.550 0 || 5 98 Andretti, Marco D/H/F 00:20.8201 162.103 0 || 6 15 Rahal, Graham D/H/F 00:21.3631 157.983 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,11,Andretti,,"3 28 Hunter-Reay, Ryan D/H/F 00:20.6977 163.062 4 || 4 30 Sato, Takuma D/H/F 00:20.7628 162.550 0 || 5 98 Andretti, Marco D/H/F 00:20.8201 162.103 0 || 6 15 Rahal, Graham D/H/F 00:21.3631 157.983 0 || 7 17 Daly, Conor D/H/F 00:21.3916 157.772 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,12,Rahal,,"4 30 Sato, Takuma D/H/F 00:20.7628 162.550 0 || 5 98 Andretti, Marco D/H/F 00:20.8201 162.103 0 || 6 15 Rahal, Graham D/H/F 00:21.3631 157.983 0 || 7 17 Daly, Conor D/H/F 00:21.3916 157.772 0 || 8 64 Servia, Oriol D/H/F 00:21.4237 157.536 3"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,13,Daly,,"5 98 Andretti, Marco D/H/F 00:20.8201 162.103 0 || 6 15 Rahal, Graham D/H/F 00:21.3631 157.983 0 || 7 17 Daly, Conor D/H/F 00:21.3916 157.772 0 || 8 64 Servia, Oriol D/H/F 00:21.4237 157.536 3 || 9 26 Veach, Zach D/H/F 00:21.4599 157.270 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,15,Veach,,"7 17 Daly, Conor D/H/F 00:21.3916 157.772 0 || 8 64 Servia, Oriol D/H/F 00:21.4237 157.536 3 || 9 26 Veach, Zach D/H/F 00:21.4599 157.270 0 || 10 5 Hinchcliffe, James D/H/F 00:21.6521 155.874 4 || 11 6 Wickens, Robert (R) D/H/F 00:21.8657 154.351 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,16,Hinchcliffe,,"8 64 Servia, Oriol D/H/F 00:21.4237 157.536 3 || 9 26 Veach, Zach D/H/F 00:21.4599 157.270 0 || 10 5 Hinchcliffe, James D/H/F 00:21.6521 155.874 4 || 11 6 Wickens, Robert (R) D/H/F 00:21.8657 154.351 0 || 12 29 Munoz, Carlos D/H/F 00:22.1728 152.214 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,19,Dixon,,"11 6 Wickens, Robert (R) D/H/F 00:21.8657 154.351 0 || 12 29 Munoz, Carlos D/H/F 00:22.1728 152.214 0 || 13 9 Dixon, Scott D/H/F 00:22.2200 151.890 4 || 14 60 Harvey, Jack D/H/F 00:22.3421 151.060 0 || 15 12 Power, Will D/C/F 00:22.4171 150.555 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,20,Harvey,,"12 29 Munoz, Carlos D/H/F 00:22.1728 152.214 0 || 13 9 Dixon, Scott D/H/F 00:22.2200 151.890 4 || 14 60 Harvey, Jack D/H/F 00:22.3421 151.060 0 || 15 12 Power, Will D/C/F 00:22.4171 150.555 0 || 16 23 Kimball, Charlie D/C/F 00:22.4900 150.067 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,21,Power,,"13 9 Dixon, Scott D/H/F 00:22.2200 151.890 4 || 14 60 Harvey, Jack D/H/F 00:22.3421 151.060 0 || 15 12 Power, Will D/C/F 00:22.4171 150.555 0 || 16 23 Kimball, Charlie D/C/F 00:22.4900 150.067 0 || 17 21 Pigot, Spencer D/C/F 00:22.8006 148.022 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,31,Hildebrand,,"23 22 Pagenaud, Simon D/C/F 00:23.3121 144.775 0 || 24 14 Kanaan, Tony D/C/F 00:23.4290 144.052 0 || 25 66 Hildebrand, JR D/C/F 00:23.4666 143.821 0 || 26 24 Karam, Sage D/C/F 00:23.6385 142.776 0 || 27 13 Patrick, Danica D/C/F 00:23.8442 141.544 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,32,Karam,,"24 14 Kanaan, Tony D/C/F 00:23.4290 144.052 0 || 25 66 Hildebrand, JR D/C/F 00:23.4666 143.821 0 || 26 24 Karam, Sage D/C/F 00:23.6385 142.776 0 || 27 13 Patrick, Danica D/C/F 00:23.8442 141.544 0 || 28 33 Davison, James D/C/F 00:23.8895 141.275 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,35,Chilton,,"27 13 Patrick, Danica D/C/F 00:23.8442 141.544 0 || 28 33 Davison, James D/C/F 00:23.8895 141.275 0 || 29 59 Chilton, Max D/C/F 00:23.9129 141.137 0 || 30 32 Kaiser, Kyle (R) D/C/F 00:24.0557 140.299 0 || 31 10 Jones, Ed D/H/F 00:24.3774 138.448 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,38,Mann,,"30 32 Kaiser, Kyle (R) D/C/F 00:24.0557 140.299 0 || 31 10 Jones, Ed D/H/F 00:24.3774 138.448 0 || 32 63 Mann, Pippa D/H/F 00:24.5099 137.699 4 || 33 20 Carpenter, Ed D/C/F 00:24.8403 135.868 0 || 34 4 Leist, Matheus (R) D/C/F 00:25.1818 134.025 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,39,Carpenter,,"31 10 Jones, Ed D/H/F 00:24.3774 138.448 0 || 32 63 Mann, Pippa D/H/F 00:24.5099 137.699 4 || 33 20 Carpenter, Ed D/C/F 00:24.8403 135.868 0 || 34 4 Leist, Matheus (R) D/C/F 00:25.1818 134.025 0 || 35 3 Castroneves, Helio D/C/F 00:25.2332 133.752 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,40,Leist,,"32 63 Mann, Pippa D/H/F 00:24.5099 137.699 4 || 33 20 Carpenter, Ed D/C/F 00:24.8403 135.868 0 || 34 4 Leist, Matheus (R) D/C/F 00:25.1818 134.025 0 || 35 3 Castroneves, Helio D/C/F 00:25.2332 133.752 0 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,26,41,Castroneves,,"33 20 Carpenter, Ed D/C/F 00:24.8403 135.868 0 || 34 4 Leist, Matheus (R) D/C/F 00:25.1818 134.025 0 || 35 3 Castroneves, Helio D/C/F 00:25.2332 133.752 0 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone || Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Page 26 of 30"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,7,Chilton,,"Section: BS to PI Length: 1.121212 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 59 Chilton, Max D/C/F 00:26.1967 154.079 4 || 2 98 Andretti, Marco D/H/F 00:26.2485 153.775 4 || 3 7 Howard, Jay D/H/F 00:26.5182 152.211 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,8,Andretti,,"Rank Car Driver C/E/T Time Speed Lap || 1 59 Chilton, Max D/C/F 00:26.1967 154.079 4 || 2 98 Andretti, Marco D/H/F 00:26.2485 153.775 4 || 3 7 Howard, Jay D/H/F 00:26.5182 152.211 4 || 4 22 Pagenaud, Simon D/C/F 00:27.0206 149.381 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,11,Daly,,"3 7 Howard, Jay D/H/F 00:26.5182 152.211 4 || 4 22 Pagenaud, Simon D/C/F 00:27.0206 149.381 4 || 5 17 Daly, Conor D/H/F 00:28.2960 142.648 4 || 6 6 Wickens, Robert (R) D/H/F 00:28.7108 140.587 6 || 7 1 Newgarden, Josef D/C/F 00:28.8496 139.911 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,15,Veach,,"7 1 Newgarden, Josef D/C/F 00:28.8496 139.911 4 || 8 19 Claman De Melo, Zachary (R) D/H/F 00:29.5197 136.735 4 || 9 26 Veach, Zach D/H/F 00:29.9032 134.981 4 || 10 64 Servia, Oriol D/H/F 00:29.9190 134.910 7 || 11 88 Chaves, Gabby D/C/F 00:29.9746 134.659 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,21,Karam,,"13 25 Wilson, Stefan D/H/F 00:30.4371 132.613 4 || 14 10 Jones, Ed D/H/F 00:30.5096 132.298 4 || 15 24 Karam, Sage D/C/F 00:31.2763 129.055 4 || 16 27 Rossi, Alexander D/H/F 00:31.2881 129.006 4 || 17 18 Bourdais, Sebastien D/H/F 00:31.3437 128.778 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,22,Rossi,,"14 10 Jones, Ed D/H/F 00:30.5096 132.298 4 || 15 24 Karam, Sage D/C/F 00:31.2763 129.055 4 || 16 27 Rossi, Alexander D/H/F 00:31.2881 129.006 4 || 17 18 Bourdais, Sebastien D/H/F 00:31.3437 128.778 4 || 18 32 Kaiser, Kyle (R) D/C/F 00:31.3640 128.694 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,25,Hinchcliffe,,"17 18 Bourdais, Sebastien D/H/F 00:31.3437 128.778 4 || 18 32 Kaiser, Kyle (R) D/C/F 00:31.3640 128.694 4 || 19 5 Hinchcliffe, James D/H/F 00:31.6953 127.349 4 || 20 28 Hunter-Reay, Ryan D/H/F 00:32.1432 125.574 9 || 21 20 Carpenter, Ed D/C/F 00:32.2778 125.051 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,26,Hunter-Reay,,"18 32 Kaiser, Kyle (R) D/C/F 00:31.3640 128.694 4 || 19 5 Hinchcliffe, James D/H/F 00:31.6953 127.349 4 || 20 28 Hunter-Reay, Ryan D/H/F 00:32.1432 125.574 9 || 21 20 Carpenter, Ed D/C/F 00:32.2778 125.051 4 || 22 33 Davison, James D/C/F 00:32.6841 123.496 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,27,Carpenter,,"19 5 Hinchcliffe, James D/H/F 00:31.6953 127.349 4 || 20 28 Hunter-Reay, Ryan D/H/F 00:32.1432 125.574 9 || 21 20 Carpenter, Ed D/C/F 00:32.2778 125.051 4 || 22 33 Davison, James D/C/F 00:32.6841 123.496 4 || 23 66 Hildebrand, JR D/C/F 00:32.8028 123.049 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,29,Hildebrand,,"21 20 Carpenter, Ed D/C/F 00:32.2778 125.051 4 || 22 33 Davison, James D/C/F 00:32.6841 123.496 4 || 23 66 Hildebrand, JR D/C/F 00:32.8028 123.049 4 || 24 14 Kanaan, Tony D/C/F 00:32.9800 122.388 4 || 25 15 Rahal, Graham D/H/F 00:33.1956 121.593 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,31,Rahal,,"23 66 Hildebrand, JR D/C/F 00:32.8028 123.049 4 || 24 14 Kanaan, Tony D/C/F 00:32.9800 122.388 4 || 25 15 Rahal, Graham D/H/F 00:33.1956 121.593 4 || 26 4 Leist, Matheus (R) D/C/F 00:33.4874 120.534 4 || 27 13 Patrick, Danica D/C/F 00:33.6749 119.863 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,32,Leist,,"24 14 Kanaan, Tony D/C/F 00:32.9800 122.388 4 || 25 15 Rahal, Graham D/H/F 00:33.1956 121.593 4 || 26 4 Leist, Matheus (R) D/C/F 00:33.4874 120.534 4 || 27 13 Patrick, Danica D/C/F 00:33.6749 119.863 4 || 28 12 Power, Will D/C/F 00:33.8697 119.173 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,34,Power,,"26 4 Leist, Matheus (R) D/C/F 00:33.4874 120.534 4 || 27 13 Patrick, Danica D/C/F 00:33.6749 119.863 4 || 28 12 Power, Will D/C/F 00:33.8697 119.173 4 || 29 60 Harvey, Jack D/H/F 00:34.1316 118.259 9 || 30 29 Munoz, Carlos D/H/F 00:34.3610 117.469 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,35,Harvey,,"27 13 Patrick, Danica D/C/F 00:33.6749 119.863 4 || 28 12 Power, Will D/C/F 00:33.8697 119.173 4 || 29 60 Harvey, Jack D/H/F 00:34.1316 118.259 9 || 30 29 Munoz, Carlos D/H/F 00:34.3610 117.469 4 || 31 30 Sato, Takuma D/H/F 00:35.3405 114.214 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,37,Sato,,"29 60 Harvey, Jack D/H/F 00:34.1316 118.259 9 || 30 29 Munoz, Carlos D/H/F 00:34.3610 117.469 4 || 31 30 Sato, Takuma D/H/F 00:35.3405 114.214 4 || 32 3 Castroneves, Helio D/C/F 00:35.6992 113.066 4 || 33 63 Mann, Pippa D/H/F 00:36.2734 111.276 9"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,38,Castroneves,,"30 29 Munoz, Carlos D/H/F 00:34.3610 117.469 4 || 31 30 Sato, Takuma D/H/F 00:35.3405 114.214 4 || 32 3 Castroneves, Helio D/C/F 00:35.6992 113.066 4 || 33 63 Mann, Pippa D/H/F 00:36.2734 111.276 9 || 34 23 Kimball, Charlie D/C/F 00:44.6003 90.501 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,39,Mann,,"31 30 Sato, Takuma D/H/F 00:35.3405 114.214 4 || 32 3 Castroneves, Helio D/C/F 00:35.6992 113.066 4 || 33 63 Mann, Pippa D/H/F 00:36.2734 111.276 9 || 34 23 Kimball, Charlie D/C/F 00:44.6003 90.501 4 || 35 9 Dixon, Scott D/H/F 00:45.9523 87.838 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,27,41,Dixon,,"33 63 Mann, Pippa D/H/F 00:36.2734 111.276 9 || 34 23 Kimball, Charlie D/C/F 00:44.6003 90.501 4 || 35 9 Dixon, Scott D/H/F 00:45.9523 87.838 4 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone || Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Page 27 of 30"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,7,Hinchcliffe,,"Section: PO to PI Length: 2.058712 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 5 Hinchcliffe, James D/H/F 01:48.2190 68.485 4 || 2 6 Wickens, Robert (R) D/H/F 03:01.0890 40.927 0 || 3 64 Servia, Oriol D/H/F 04:16.2888 28.918 3"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,10,Andretti,,"2 6 Wickens, Robert (R) D/H/F 03:01.0890 40.927 0 || 3 64 Servia, Oriol D/H/F 04:16.2888 28.918 3 || 4 98 Andretti, Marco D/H/F 04:50.3527 25.525 0 || 5 19 Claman De Melo, Zachary (R) D/H/F 04:52.8119 25.311 0 || 6 22 Pagenaud, Simon D/C/F 04:53.9621 25.212 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,14,Hunter-Reay,,"6 22 Pagenaud, Simon D/C/F 04:53.9621 25.212 0 || 7 1 Newgarden, Josef D/C/F 04:54.0120 25.208 0 || 8 28 Hunter-Reay, Ryan D/H/F 04:54.9221 25.130 0 || 9 26 Veach, Zach D/H/F 04:55.7320 25.061 0 || 10 27 Rossi, Alexander D/H/F 04:55.9384 25.044 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,15,Veach,,"7 1 Newgarden, Josef D/C/F 04:54.0120 25.208 0 || 8 28 Hunter-Reay, Ryan D/H/F 04:54.9221 25.130 0 || 9 26 Veach, Zach D/H/F 04:55.7320 25.061 0 || 10 27 Rossi, Alexander D/H/F 04:55.9384 25.044 0 || 11 17 Daly, Conor D/H/F 04:56.3966 25.005 4"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,16,Rossi,,"8 28 Hunter-Reay, Ryan D/H/F 04:54.9221 25.130 0 || 9 26 Veach, Zach D/H/F 04:55.7320 25.061 0 || 10 27 Rossi, Alexander D/H/F 04:55.9384 25.044 0 || 11 17 Daly, Conor D/H/F 04:56.3966 25.005 4 || 12 21 Pigot, Spencer D/C/F 04:57.0953 24.946 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,17,Daly,,"9 26 Veach, Zach D/H/F 04:55.7320 25.061 0 || 10 27 Rossi, Alexander D/H/F 04:55.9384 25.044 0 || 11 17 Daly, Conor D/H/F 04:56.3966 25.005 4 || 12 21 Pigot, Spencer D/C/F 04:57.0953 24.946 0 || 13 59 Chilton, Max D/C/F 04:57.5710 24.906 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,19,Chilton,,"11 17 Daly, Conor D/H/F 04:56.3966 25.005 4 || 12 21 Pigot, Spencer D/C/F 04:57.0953 24.946 0 || 13 59 Chilton, Max D/C/F 04:57.5710 24.906 0 || 14 32 Kaiser, Kyle (R) D/C/F 04:58.0954 24.862 0 || 15 25 Wilson, Stefan D/H/F 04:58.2086 24.853 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,28,25,Power,,"17 18 Bourdais, Sebastien D/H/F 04:59.2969 24.763 0 || 18 88 Chaves, Gabby D/C/F 04:59.4045 24.754 0 || 19 12 Power, Will D/C/F 04:59.4391 24.751 0 || 20 10 Jones, Ed D/H/F 04:59.5421 24.742 0 || 21 15 Rahal, Graham D/H/F 05:00.0834 24.698 0"
