category,path,sha256
application_api,v3_point_in_time/api/routes/scenario.py,448446f30b9a65b437ba14733933b8597628688aefe6822f5c1ab0c7c3860ab9
application_api,v3_point_in_time/api/routes/system.py,48d667686638411c516c6e8fbca970d35f70f5efaebdbae31c40c665a0b1fc63
application_api,v3_point_in_time/api/routes/validation.py,267f9dcb9a8704a31af5f284ea4e5667b2f22113188e5de455ad7ed4433b5993
frontend_src,v3_point_in_time/frontend/src/hooks/useAsync.ts,e0c1cb6bc015fba497fe74320ec38cf16d1b03e1a5f2f942e4097671b8508b89
frontend_src,v3_point_in_time/frontend/src/services/api.ts,a742b5794fa20cf73ae5e331941e33e93785577fc6918790fb7fc053a3597d51
frontend_src,v3_point_in_time/frontend/src/test/fixtures.ts,90f051316672af45d30f7828f382b7c4ed797cc0bcc58b9ca3ed9d9ccee71a8c
frontend_src,v3_point_in_time/frontend/src/test/setup.ts,9b328c4843431fa76d8de00008fc159e95f99a840211085ff3b8f25e53d14409
frontend_src,v3_point_in_time/frontend/src/types/api.ts,460865ebafc86c3ab537b93863e04ded97857054aa8d6c21c0f0309583388ca6
frontend_src,v3_point_in_time/frontend/src/App.test.tsx,edd49b88b4abbea35f0b15bb3c7e8ee72a22036699d86f881d73d9675165b39f
frontend_src,v3_point_in_time/frontend/src/App.tsx,4007e61c07b38b01936c8c798e417c021942b3eb59aaae6f08535acf4c7a62ef
frontend_src,v3_point_in_time/frontend/src/components/AbstentionBarChart.tsx,fc8e41441d366fdcea98d9781cf11d7d4f1d7e421b36621fc1a57b54ade94ba4
frontend_src,v3_point_in_time/frontend/src/components/CaseSelector.tsx,da0aff59a9ac148db7f6d7328bf20b6267ce8eb2cc4b948e14fbaf3fac538a49
frontend_src,v3_point_in_time/frontend/src/components/EventTimeline.tsx,78792d16067d6b4fa0bba2e9bcb3a3d5ff3c6e8f211bc0b32b134f0743a8e101
frontend_src,v3_point_in_time/frontend/src/components/ExplanationPanel.tsx,ad2d0f33771233e58b97cd96f579decd926aee447b77f5dca20f59ea2c2eb1d9
frontend_src,v3_point_in_time/frontend/src/components/InformationCutoffBanner.tsx,2b8bb14639ed114bd30342f936bcf74b9c43e55d00f96b14aebc684037b0c0e2
frontend_src,v3_point_in_time/frontend/src/components/LoadingError.tsx,06a5122e5cd20e67b108cc0570b6df98fb9c938c3cd2742a841bf33a71e54f51
frontend_src,v3_point_in_time/frontend/src/components/OutlookCurveChart.tsx,57bffb79de20d23442ebaa99c4968f4db5cdf097610acd39649bba2632e945cd
frontend_src,v3_point_in_time/frontend/src/components/OutlookTable.tsx,2752bca054486d6a4a9ea6756b2626465b5690de354bc5e902502d2817874450
frontend_src,v3_point_in_time/frontend/src/components/ProvenancePanel.tsx,1253359f65c4e50658d03f306f71f8951b5d84929ae628c8166cd9ff1ebd42cf
frontend_src,v3_point_in_time/frontend/src/components/ScientificBoundaryCard.tsx,09913d75c26fea59064f10c985a7e4edc31e2037c95aa4c02ce239ced5b0bef1
frontend_src,v3_point_in_time/frontend/src/components/StatusBadge.tsx,a4e0ac720f5165ef5133643b9e88c769210b5dd1fc5e3952f8f2fb6e61f8ab01
frontend_src,v3_point_in_time/frontend/src/main.tsx,525f0802ef08be2869cec123731c5f88eb83b8819863f27010edf0824ce7e5c5
frontend_src,v3_point_in_time/frontend/src/pages/EvidenceExplanation.tsx,deb998987317d92c0b2c00de3654eb0924b86fdc0c13b65d6cd7f21272330ef1
frontend_src,v3_point_in_time/frontend/src/pages/HistoricalReplay.tsx,9177a05fc84fcad92d4b9b76a88a42dc1980462f22c08fc1630a588ca77fdb79
frontend_src,v3_point_in_time/frontend/src/pages/PitWallOutlook.tsx,38697bd61fd25f7e68a61b92711f180d6c689b0875d747409aece7fbc9142261
frontend_src,v3_point_in_time/frontend/src/pages/ScenarioMode.tsx,c2a2f2bd4d414fccda7986a9b507c48cbf4fa546672a6604be81b847161941b4
frontend_src,v3_point_in_time/frontend/src/pages/ValidationAbstention.tsx,58166ddbf15e305f9cd3d9ff12ce92fa40c0e4565d16724d77a32cfcb73e2268
docker,v3_point_in_time/docker/Dockerfile.api,c9a96f459837cd91b2cd6b30ccde88e278e404f531d5c27c811ae7944d7a3028
docker,v3_point_in_time/docker/Dockerfile.frontend,a58332ab90f5b35082792c7309c4adb328f39f112b3912ab17c0b29f0db82242
docker,v3_point_in_time/docker/nginx.conf,414455c644a48ec1a5151b351363521ab2a9c92bf1b99dcc11e5b35891dbed26
docker,v3_point_in_time/docker-compose.yml,3367de9ad546e1d99484882ce2d444b76424f9f08b42d52721c870a221ba09a0
documentation,v3_point_in_time/output/final_documentation/FINAL_V3_MODEL_CARD.md,9cb8b26579d3892509b10962a11a1e11988593af074ac815c50baddc0faa7353
documentation,v3_point_in_time/output/final_documentation/FINAL_V3_SYSTEM_SPECIFICATION.md,f2f13b41a2f61c9d8e96e202ce26c77c2bdb10a621af0bccf0a569bf34462882
documentation,v3_point_in_time/output/final_documentation/final_v3_architecture.md,4063f91b02947137a77c613153a7166243883ae9214f24efefc843531cbf3c07
documentation,v3_point_in_time/output/final_documentation/scientific_limitations.md,fce51e331456d6be145cb039a3620ac3c354d8193a6ad75807f59bed9d6b3ad7
documentation,v3_point_in_time/output/qa/final_v3_qa_report.md,7c00de5dfac4d87ba5999485317b776682c28aa4fdf9e5442d204e45815536f2
config,v3_point_in_time/config/v3_config.yaml,598aa72e2982719153f6ae6128b3544e55394c966750c468e70e30a9d41215ed
config,v3_point_in_time/requirements.txt,bff057cd0c96cdac57597011f3c218bda3213bc874c0550de22110356c88c673
frozen_final_v2_dependency,r5_2/manual/probabilistic_physics_coefficient_bootstrap_v1.csv,adbe04c05a2cc2147b5b46ccc490457fb3e8d0277447563a71a0ea572f1edc9f
frozen_final_v2_dependency,r5_2/manual/probabilistic_physics_loyo_residuals_v1.csv,04ddb1f4e605451c4d30ff1b4fb8809acc8e02290bad34e719f37e5cea224086
frozen_final_v2_dependency,weather/output/v2_future_track/v2a_full_sample_track_model_coefficients_v1.csv,6f37876ff30c8fbc47aeb83900c23b377a99f0a620125a4eb247d0f3c01316c8
frozen_final_v2_dependency,weather/output/v2_future_track/future_track_residuals_v1.csv,592bdcfcd4b545194408bba429ffe309d48dcaf3f51020f17cfc6f1c24e5d5ec
frozen_final_v2_dependency,weather/output/v2_future_track/future_track_samples_with_solar_v1.csv,8cbd0bf4061a81653a4ef082f3ae787b781434cc94bfeef8c5119139b7126b0d
frozen_final_v2_dependency,weather/output/v2_future_track/v2a_freeze_manifest_v1.json,ed81d2148b3f9ef2e00b4d63b01793b53fd90d1e0a8692e97809fbeb20be7e69
frozen_final_v2_dependency,weather/output/v2_future_track/v2a_final_results_table_v1.csv,c0b4e30b5452c4f01aa92570069a78b8e417cefaa020fdea8dcbf5d3a043efb4
frozen_final_v2_dependency,weather/output/v2_future_track/v2a_operational_scenario_outlook_v1.csv,8ba250a63cea731d82192d7ed8ae2398071d435dc09d21694a6efd04503461ef
frozen_final_v2_dependency,weather/output/v2_future_track/v2a_performance_mc_integration_v1.csv,45824fad8660775c1c52ff32ddc5db0dccfb2341eaecd7acfd0f31d4073f21c7
frozen_final_v2_dependency,weather/output/v2b_section_mechanism/v2b_freeze_manifest_v1.json,7257a7d0eb0b5cdb4a22c5d530e2f7f445e25e0951c8a9a1ce100e3b7cf22171
frozen_final_v2_dependency,weather/output/v2c_wind_diagnostic/v2c_freeze_manifest_v1.json,8050d9e9dbd1cf54bdd57dc4b07e19e0be524a71090131aed6fdb08a7a156160
frozen_final_v2_dependency,weather/output/v2d_uncertainty_ablation/v2d_freeze_manifest_v1.json,998de3e1f313367a59878b42d6bb5c7f45fa0614fcc885b39acf86a9bcf01863
frozen_final_v2_dependency,weather/output/v2e_scenario_stress_test/v2e_freeze_manifest_v1.json,c7159461938db8c292f9f2c3e37326ca3aec91ff488780949b1217e69cc8a837
frozen_final_v2_dependency,weather/output/final_integration/indy500_final_v2_freeze_manifest.json,fe4c35e8c01610757c96e219153820d108c7063c542ed65a09e38dd77e32cf87
frozen_final_v2_dependency,weather/output/final_integration/indy500_final_v2_system_specification.md,2cb5ce48585938131c91ad0bf9782255c55fa7808b14451a58a7414b4ab8f00d
frozen_final_v2_dependency,weather/output/final_integration/indy500_final_project_freeze_manifest_v1.json,7c2b1bb2d8c83cd892b6c7429065132a59255542e01ff6cff4872ac349ebd5ba
frozen_final_v2_dependency,weather/output/final_integration/applicability_gate_v2.md,97bafa3d5e93415cfaee1e791d9c8f19ec331993b035dfd4ce772d08f96223e1
frozen_final_v2_dependency,weather/output/final_integration/future_prospective_event_ledger_schema_v2.csv,6d0a9d54b5e5a088f17126502ab09efb5eb823ad8dc57564210031f2d26345bd
frozen_final_v2_dependency,weather/output/operational_curve_v2/operational_performance_curve_v2.csv,c78dcb30310e213e5f2a6148de7901c5fcb38f241bd1e6d7a773f4874b6c7309
frozen_final_v2_dependency,weather/output/operational_curve_v2/operational_curve_metadata_v2.json,19c1bf9f8bf29775bab8f1d698d0a34443df5bfbcc5334431164bcd66a43d431
frozen_final_v2_dependency,weather/output/operational_curve_v2/freeze/operational_curve_v2_freeze_manifest.json,790c159c33c38f5adeb9245827421f5036f9183337f52ba87ec30b2df29b0a7a
frozen_final_v2_dependency,weather/output/hrrr_ims_2020_2024_features.csv,79607d49c617dd8582bd5568c5fdb001b02171a5709100e9c4abc00896623ef3
frozen_final_v2_dependency,weather/scripts/v2_integrate_track_to_performance_mc.py,18ddcbb25539e1c27a562f061c00d09231d545d9f7d6fccac845b61ed3f58e57
frozen_final_v2_dependency,weather/scripts/v2_add_solar_features.py,253ce5f57a548c0c5143006ceb13c9be3556c7bfa43880e2087b584e332b5271
frozen_final_v2_dependency,weather/scripts/v2_build_future_track_samples.py,815b8254899d6d6e6f265ee07c5b09734df7dd261c2bee40ed648fff5032a32f
frozen_final_v2_dependency,weather/scripts/v2_future_track_conformal_calibration.py,93a01f1245ea974877472e5b853f8869f4b9e46c93961c83249fecd6c6d0f5b0
frozen_final_v2_dependency,weather/scripts/build_operational_curve_v2.py,57ff6fb907d4dae296142c16d673f25463499731f9eddf1dca81515479b32bca
frozen_final_v2_dependency,weather/scripts/freeze_operational_curve_v2.py,035827374c377000a3c722f3decb4480b8ef6973c3d4fec186d2799b8d58bcee
frozen_final_v2_dependency,weather/scripts/final_v2_freeze.py,471ddf0e58c4874a325a5378f024b52a8f16ca0b473234e8d96271e11c011080
frozen_final_v2_dependency,weather/scripts/final_project_freeze.py,be99f0b9813163ab5ea8f7214f4d20ce62d08c71be57229e59642b78a01c0621
frozen_final_v2_dependency,docs/final_v2_system_specification.md,d8dae50abd20374c4749be21ed88393524fe60d78bb05a62233610d89d0d598a
frozen_final_v2_dependency,results/final_v2/freeze_manifest.json,e20ab31f3bb9223b89d217bc3db5571b9b169353afc7ebccf2f4911b6808940c
