year,source_line_no,source_rank,car_number,driver_name,cet,lap1_s,lap2_s,lap3_s,lap4_s,total_time,average_speed_mph,status,tail_raw,raw_line,timed_lap_count,complete_four_lap,zero_lap,partial_attempt,car_key,driver_key,entrant_key,record_index_for_entrant,records_for_entrant,complete_attempts_for_entrant,has_repeat_complete_attempt,chronology_verified,source_order_semantics
2025,70,65,98,"Andretti, Marco",D/H/F,39.1535,39.2334,39.2525,39.2402,02:36.8796,229.475,Failed Attempt,Day 1 Failed Attempt,"65 98 Andretti, Marco D/H/F 39.1535 39.2334 39.2525 39.2402 02:36.8796 229.475 Day 1 Failed Attempt",4,True,False,False,98,andrettimarco,andrettimarco__98,3,4,4,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,71,66,98,"Andretti, Marco",D/H/F,39.1984,39.2576,39.2774,39.2278,02:36.9612,229.356,Failed Attempt,Day 1 Failed Attempt,"66 98 Andretti, Marco D/H/F 39.1984 39.2576 39.2774 39.2278 02:36.9612 229.356 Day 1 Failed Attempt",4,True,False,False,98,andrettimarco,andrettimarco__98,4,4,4,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,21,16,33,"Carpenter, Ed",D/C/F,38.7904,38.8833,38.8448,38.8995,02:35.4180,231.633,VALID_OR_UNLABELED,Day 1,"16 33 Carpenter, Ed D/C/F 38.7904 38.8833 38.8448 38.8995 02:35.4180 231.633 Day 1",4,True,False,False,33,carpentered,carpentered__33,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,49,44,33,"Carpenter, Ed",D/C/F,38.7285,38.9669,38.9237,38.961,02:35.5801,231.392,Retired,Day 1 Retired,"44 33 Carpenter, Ed D/C/F 38.7285 38.9669 38.9237 38.9610 02:35.5801 231.392 Day 1 Retired",4,True,False,False,33,carpentered,carpentered__33,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,29,24,06,"Castroneves, Helio",D/H/F,38.9097,38.9394,39.0034,39.0067,02:35.8592,230.978,VALID_OR_UNLABELED,Day 1,"24 06 Castroneves, Helio D/H/F 38.9097 38.9394 39.0034 39.0067 02:35.8592 230.978 Day 1",4,True,False,False,06,castroneveshelio,castroneveshelio__06,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,68,63,06,"Castroneves, Helio",D/H/F,39.2006,39.0314,39.2578,39.2812,02:36.7710,229.634,Retired,Day 1 Retired,"63 06 Castroneves, Helio D/H/F 39.2006 39.0314 39.2578 39.2812 02:36.7710 229.634 Day 1 Retired",4,True,False,False,06,castroneveshelio,castroneveshelio__06,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,18,13,76,"Daly, Conor",D/C/F,38.8318,38.814,38.8147,38.8963,02:35.3568,231.725,VALID_OR_UNLABELED,Day 1,"13 76 Daly, Conor D/C/F 38.8318 38.8140 38.8147 38.8963 02:35.3568 231.725 Day 1",4,True,False,False,76,dalyconor,dalyconor__76,1,3,3,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,44,39,76,"Daly, Conor",D/C/F,38.8295,38.8616,38.8684,38.8833,02:35.4428,231.596,Failed Attempt,Day 1 Failed Attempt,"39 76 Daly, Conor D/C/F 38.8295 38.8616 38.8684 38.8833 02:35.4428 231.596 Day 1 Failed Attempt",4,True,False,False,76,dalyconor,dalyconor__76,2,3,3,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,51,46,76,"Daly, Conor",D/C/F,38.8996,38.8977,38.9319,38.966,02:35.6952,231.221,Retired,Day 1 Retired,"46 76 Daly, Conor D/C/F 38.8996 38.8977 38.9319 38.9660 02:35.6952 231.221 Day 1 Retired",4,True,False,False,76,dalyconor,dalyconor__76,3,3,3,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,23,18,30,"DeFrancesco, Devlin",D/H/F,38.7468,38.8389,38.8811,38.9907,02:35.4575,231.575,VALID_OR_UNLABELED,Day 1,"18 30 DeFrancesco, Devlin D/H/F 38.7468 38.8389 38.8811 38.9907 02:35.4575 231.575 Day 1",4,True,False,False,30,defrancescodevlin,defrancescodevlin__30,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,58,53,30,"DeFrancesco, Devlin",D/H/F,38.7916,39.2063,39.1234,39.1183,02:36.2396,230.415,Retired,Day 1 Retired,"53 30 DeFrancesco, Devlin D/H/F 38.7916 39.2063 39.1234 39.1183 02:36.2396 230.415 Day 1 Retired",4,True,False,False,30,defrancescodevlin,defrancescodevlin__30,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,22,17,14,"Ferrucci, Santino",D/C/F,38.8371,38.8373,38.8351,38.9358,02:35.4453,231.593,VALID_OR_UNLABELED,Day 1,"17 14 Ferrucci, Santino D/C/F 38.8371 38.8373 38.8351 38.9358 02:35.4453 231.593 Day 1",4,True,False,False,14,ferruccisantino,ferruccisantino__14,1,3,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,55,50,14,"Ferrucci, Santino",D/C/F,38.8551,39.1399,38.9947,38.9647,02:35.9544,230.837,Retired,Day 1 Retired,"50 14 Ferrucci, Santino D/C/F 38.8551 39.1399 38.9947 38.9647 02:35.9544 230.837 Day 1 Retired",4,True,False,False,14,ferruccisantino,ferruccisantino__14,2,3,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,60,55,14,"Ferrucci, Santino",D/C/F,38.7043,39.4455,0.0,0.0,01:18.1498,230.327,Waved Off,Day 1 Waved Off,"55 14 Ferrucci, Santino D/C/F 38.7043 39.4455 0.0000 0.0000 01:18.1498 230.327 Day 1 Waved Off",2,False,False,True,14,ferruccisantino,ferruccisantino__14,3,3,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,27,22,45,"Foster, Louis",D/H/F,38.8669,38.9154,39.012,39.0106,02:35.8049,231.058,VALID_OR_UNLABELED,Day 1,"22 45 Foster, Louis D/H/F 38.8669 38.9154 39.0120 39.0106 02:35.8049 231.058 Day 1",4,True,False,False,45,fosterlouis,fosterlouis__45,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,57,52,45,"Foster, Louis",D/H/F,38.953,38.9981,39.0988,39.0877,02:36.1376,230.566,Retired,Day 1 Retired,"52 45 Foster, Louis D/H/F 38.9530 38.9981 39.0988 39.0877 02:36.1376 230.566 Day 1 Retired",4,True,False,False,45,fosterlouis,fosterlouis__45,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,33,28,24,"Harvey, Jack",D/C/F,38.9101,39.0487,39.2036,39.1229,02:36.2853,230.348,VALID_OR_UNLABELED,Day 1,"28 24 Harvey, Jack D/C/F 38.9101 39.0487 39.2036 39.1229 02:36.2853 230.348 Day 1",4,True,False,False,24,harveyjack,harveyjack__24,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,65,60,24,"Harvey, Jack",D/C/F,39.0065,39.0799,39.177,39.2503,02:36.5137,230.012,Failed Attempt,Day 1 Failed Attempt,"60 24 Harvey, Jack D/C/F 39.0065 39.0799 39.1770 39.2503 02:36.5137 230.012 Day 1 Failed Attempt",4,True,False,False,24,harveyjack,harveyjack__24,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,32,27,23,"Hunter-Reay, Ryan",D/C/F,39.0208,39.0438,39.1288,39.0818,02:36.2752,230.363,VALID_OR_UNLABELED,Day 1,"27 23 Hunter-Reay, Ryan D/C/F 39.0208 39.0438 39.1288 39.0818 02:36.2752 230.363 Day 1",4,True,False,False,23,hunterreayryan,hunterreayryan__23,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,62,57,23,"Hunter-Reay, Ryan",D/C/F,39.073,39.0746,39.074,39.1398,02:36.3614,230.236,Retired,Day 1 Retired,"57 23 Hunter-Reay, Ryan D/C/F 39.0730 39.0746 39.0740 39.1398 02:36.3614 230.236 Day 1 Retired",4,True,False,False,23,hunterreayryan,hunterreayryan__23,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,28,23,90,"Ilott, Callum",D/C/F,38.9142,38.9637,38.9931,38.9779,02:35.8489,230.993,VALID_OR_UNLABELED,Day 1,"23 90 Ilott, Callum D/C/F 38.9142 38.9637 38.9931 38.9779 02:35.8489 230.993 Day 1",4,True,False,False,90,ilottcallum,ilottcallum__90,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,56,51,90,"Ilott, Callum",D/C/F,38.9275,38.9392,39.0905,39.0871,02:36.0443,230.704,Retired,Day 1 Retired,"51 90 Ilott, Callum D/C/F 38.9275 38.9392 39.0905 39.0871 02:36.0443 230.704 Day 1 Retired",4,True,False,False,90,ilottcallum,ilottcallum__90,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,30,25,27,"Kirkwood, Kyle",D/H/F,38.8022,38.9161,38.9177,39.2639,02:35.8999,230.917,VALID_OR_UNLABELED,Day 1,"25 27 Kirkwood, Kyle D/H/F 38.8022 38.9161 38.9177 39.2639 02:35.8999 230.917 Day 1",4,True,False,False,27,kirkwoodkyle,kirkwoodkyle__27,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,54,49,27,"Kirkwood, Kyle",D/H/F,39.0036,39.0055,38.9944,38.93,02:35.9335,230.868,Failed Attempt,Day 1 Failed Attempt,"49 27 Kirkwood, Kyle D/H/F 39.0036 39.0055 38.9944 38.9300 02:35.9335 230.868 Day 1 Failed Attempt",4,True,False,False,27,kirkwoodkyle,kirkwoodkyle__27,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,26,21,17,"Larson, Kyle",D/C/F,38.8021,38.8883,38.9354,38.9984,02:35.6242,231.326,VALID_OR_UNLABELED,Day 1,"21 17 Larson, Kyle D/C/F 38.8021 38.8883 38.9354 38.9984 02:35.6242 231.326 Day 1",4,True,False,False,17,larsonkyle,larsonkyle__17,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,64,59,17,"Larson, Kyle",D/C/F,39.0386,39.0349,39.1709,39.2411,02:36.4855,230.053,Retired,Day 1 Retired,"59 17 Larson, Kyle D/C/F 39.0386 39.0349 39.1709 39.2411 02:36.4855 230.053 Day 1 Retired",4,True,False,False,17,larsonkyle,larsonkyle__17,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,17,12,7,"Lundgaard, Christian",D/C/F,38.8304,38.7789,38.8518,38.8393,02:35.3004,231.809,VALID_OR_UNLABELED,Day 1,"12 7 Lundgaard, Christian D/C/F 38.8304 38.7789 38.8518 38.8393 02:35.3004 231.809 Day 1",4,True,False,False,7,lundgaardchristian,lundgaardchristian__7,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,61,56,7,"Lundgaard, Christian",D/C/F,39.389,39.0007,39.0994,38.8263,02:36.3154,230.304,Retired,Day 1 Retired,"56 7 Lundgaard, Christian D/C/F 39.3890 39.0007 39.0994 38.8263 02:36.3154 230.304 Day 1 Retired",4,True,False,False,7,lundgaardchristian,lundgaardchristian__7,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,12,7,4,"Malukas, David",D/C/F,38.6251,38.6378,38.7685,38.7766,02:34.8080,232.546,VALID_OR_UNLABELED,Day 1,"7 4 Malukas, David D/C/F 38.6251 38.6378 38.7685 38.7766 02:34.8080 232.546 Day 1",4,True,False,False,4,malukasdavid,malukasdavid__4,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,38,33,4,"Malukas, David",D/C/F,38.8124,38.813,38.7028,38.7144,02:35.0426,232.194,Retired,Day 1 Retired,"33 4 Malukas, David D/C/F 38.8124 38.8130 38.7028 38.7144 02:35.0426 232.194 Day 1 Retired",4,True,False,False,4,malukasdavid,malukasdavid__4,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,15,10,12,"Power, Will",D/C/F,38.7638,38.7848,38.7879,38.7395,02:35.0760,232.144,VALID_OR_UNLABELED,Day 1,"10 12 Power, Will D/C/F 38.7638 38.7848 38.7879 38.7395 02:35.0760 232.144 Day 1",4,True,False,False,12,powerwill,powerwill__12,1,3,3,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,41,36,12,"Power, Will",D/C/F,38.6818,38.6933,38.7225,39.1554,02:35.2530,231.88,Retired,Day 1 Retired,"36 12 Power, Will D/C/F 38.6818 38.6933 38.7225 39.1554 02:35.2530 231.880 Day 1 Retired",4,True,False,False,12,powerwill,powerwill__12,2,3,3,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,43,38,12,"Power, Will",D/C/F,38.7421,38.7966,38.8589,39.0297,02:35.4273,231.62,Failed Attempt,Day 1 Failed Attempt,"38 12 Power, Will D/C/F 38.7421 38.7966 38.8589 39.0297 02:35.4273 231.620 Day 1 Failed Attempt",4,True,False,False,12,powerwill,powerwill__12,3,3,3,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,35,30,15,"Rahal, Graham",D/H/F,39.0302,39.1385,39.2382,39.2083,02:36.6152,229.863,VALID_OR_UNLABELED,Day 1,"30 15 Rahal, Graham D/H/F 39.0302 39.1385 39.2382 39.2083 02:36.6152 229.863 Day 1",4,True,False,False,15,rahalgraham,rahalgraham__15,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,74,69,15,"Rahal, Graham",D/H/F,39.1342,39.1119,39.5575,39.6174,02:37.4210,228.686,Bumped,Day 1 Bumped,"69 15 Rahal, Graham D/H/F 39.1342 39.1119 39.5575 39.6174 02:37.4210 228.686 Day 1 Bumped",4,True,False,False,15,rahalgraham,rahalgraham__15,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,25,20,21,"Rasmussen, Christian",D/C/F,38.7646,38.9281,38.9435,38.9127,02:35.5489,231.438,VALID_OR_UNLABELED,Day 1,"20 21 Rasmussen, Christian D/C/F 38.7646 38.9281 38.9435 38.9127 02:35.5489 231.438 Day 1",4,True,False,False,21,rasmussenchristian,rasmussenchristian__21,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,52,47,21,"Rasmussen, Christian",D/C/F,38.8525,38.9401,38.9435,38.9694,02:35.7055,231.206,Failed Attempt,Day 1 Failed Attempt,"47 21 Rasmussen, Christian D/C/F 38.8525 38.9401 38.9435 38.9694 02:35.7055 231.206 Day 1 Failed Attempt",4,True,False,False,21,rasmussenchristian,rasmussenchristian__21,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,24,19,77,"Robb, Sting Ray",D/C/F,38.7773,38.8971,38.9527,38.9065,02:35.5336,231.461,VALID_OR_UNLABELED,Day 1,"19 77 Robb, Sting Ray D/C/F 38.7773 38.8971 38.9527 38.9065 02:35.5336 231.461 Day 1",4,True,False,False,77,robbstingray,robbstingray__77,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,59,54,77,"Robb, Sting Ray",D/C/F,39.117,39.016,38.9078,39.2536,02:36.2944,230.335,Retired,Day 1 Retired,"54 77 Robb, Sting Ray D/C/F 39.1170 39.0160 38.9078 39.2536 02:36.2944 230.335 Day 1 Retired",4,True,False,False,77,robbstingray,robbstingray__77,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,19,14,20,"Rossi, Alexander",D/C/F,38.671,38.8792,38.8304,38.9919,02:35.3725,231.701,VALID_OR_UNLABELED,Day 1,"14 20 Rossi, Alexander D/C/F 38.6710 38.8792 38.8304 38.9919 02:35.3725 231.701 Day 1",4,True,False,False,20,rossialexander,rossialexander__20,1,4,4,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,42,37,20,"Rossi, Alexander",D/C/F,38.7909,38.8244,38.8711,38.9052,02:35.3916,231.673,Failed Attempt,Day 1 Failed Attempt,"37 20 Rossi, Alexander D/C/F 38.7909 38.8244 38.8711 38.9052 02:35.3916 231.673 Day 1 Failed Attempt",4,True,False,False,20,rossialexander,rossialexander__20,2,4,4,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,45,40,20,"Rossi, Alexander",D/C/F,38.6972,38.8683,38.8927,39.0424,02:35.5006,231.51,Retired,Day 1 Retired,"40 20 Rossi, Alexander D/C/F 38.6972 38.8683 38.8927 39.0424 02:35.5006 231.510 Day 1 Retired",4,True,False,False,20,rossialexander,rossialexander__20,3,4,4,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,50,45,20,"Rossi, Alexander",D/C/F,38.8206,38.8893,38.8778,39.0213,02:35.6090,231.349,Failed Attempt,Day 1 Failed Attempt,"45 20 Rossi, Alexander D/C/F 38.8206 38.8893 38.8778 39.0213 02:35.6090 231.349 Day 1 Failed Attempt",4,True,False,False,20,rossialexander,rossialexander__20,4,4,4,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,14,9,75,"Sato, Takuma",D/H/F,38.6448,38.6533,38.8416,38.7554,02:34.8951,232.415,VALID_OR_UNLABELED,Day 1,"9 75 Sato, Takuma D/H/F 38.6448 38.6533 38.8416 38.7554 02:34.8951 232.415 Day 1",4,True,False,False,75,satotakuma,satotakuma__75,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,39,34,75,"Sato, Takuma",D/H/F,38.7201,38.7659,38.7847,38.7889,02:35.0596,232.169,Retired,Day 1 Retired,"34 75 Sato, Takuma D/H/F 38.7201 38.7659 38.7847 38.7889 02:35.0596 232.169 Day 1 Retired",4,True,False,False,75,satotakuma,satotakuma__75,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,31,26,6,"Siegel, Nolan",D/C/F,38.9652,38.9952,39.0642,39.1096,02:36.1342,230.571,VALID_OR_UNLABELED,Day 1,"26 6 Siegel, Nolan D/C/F 38.9652 38.9952 39.0642 39.1096 02:36.1342 230.571 Day 1",4,True,False,False,6,siegelnolan,siegelnolan__6,1,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,63,58,6,"Siegel, Nolan",D/C/F,39.0525,39.1262,39.1257,39.15,02:36.4544,230.099,Failed Attempt,Day 1 Failed Attempt,"58 6 Siegel, Nolan D/C/F 39.0525 39.1262 39.1257 39.1500 02:36.4544 230.099 Day 1 Failed Attempt",4,True,False,False,6,siegelnolan,siegelnolan__6,2,2,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,69,64,18,"Veekay, Rinus",D/H/F,39.1007,39.0825,39.1754,39.4915,02:36.8501,229.519,Failed Attempt,Day 1 Failed Attempt,"64 18 Veekay, Rinus D/H/F 39.1007 39.0825 39.1754 39.4915 02:36.8501 229.519 Day 1 Failed Attempt",4,True,False,False,18,veekayrinus,veekayrinus__18,1,3,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,72,67,18,"Veekay, Rinus",D/H/F,39.2308,39.2621,39.2902,39.266,02:37.0491,229.228,Bumped,Day 1 Bumped,"67 18 Veekay, Rinus D/H/F 39.2308 39.2621 39.2902 39.2660 02:37.0491 229.228 Day 1 Bumped",4,True,False,False,18,veekayrinus,veekayrinus__18,2,3,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
2025,73,68,18,"Veekay, Rinus",D/H/F,39.184,39.2878,39.3557,0.0,01:57.8275,229.149,Waved Off,Day 1 Waved Off,"68 18 Veekay, Rinus D/H/F 39.1840 39.2878 39.3557 0.0000 01:57.8275 229.149 Day 1 Waved Off",3,False,False,True,18,veekayrinus,veekayrinus__18,3,3,2,True,False,RESULT_REPORT_ORDER_NOT_VERIFIED_CHRONOLOGY
