json_path,value,endpoint
$[7278].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-16 23-12 2024 VAILO Adelaide 500 - 2024 Tyrepower V8 SuperUte Series - Race 4.json,/replays
$[7278].series,2024 VAILO Adelaide 500,/replays
$[7288].series,IndyCar,/replays
$[7288].description,Honda Indy 200 at Mid-Ohio - Race,/replays
$[7295].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-31 22-02 IndyCar - Hy-Vee Milwaukee Mile 250s - Race 1.zip,/replays
$[7295].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-31 22-02 IndyCar - Hy-Vee Milwaukee Mile 250s - Race 1.json,/replays
$[7295].series,IndyCar,/replays
$[7301].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-06-03 15-57 IndyCar - INDY NXT by Firestone Detroit - Race.zip,/replays
$[7301].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-06-03 15-57 IndyCar - INDY NXT by Firestone Detroit - Race.json,/replays
$[7301].series,IndyCar,/replays
$[7301].description,INDY NXT by Firestone Detroit - Race,/replays
$[7306].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-28 14-32 IndyCar - Firestone Grand Prix of St Petersburg - Practice 2.zip,/replays
$[7306].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-28 14-32 IndyCar - Firestone Grand Prix of St Petersburg - Practice 2.json,/replays
$[7306].series,IndyCar,/replays
$[7312].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-08-30 17-57 IndyCar - Borchetta Bourbon Music City Grand Prix - Qualifications.zip,/replays
$[7312].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-08-30 17-57 IndyCar - Borchetta Bourbon Music City Grand Prix - Qualifications.json,/replays
$[7312].series,IndyCar,/replays
$[7339].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-23 18-57 NASCAR Cup Series - GEICO 500 - Race.zip,/replays
$[7339].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-23 18-57 NASCAR Cup Series - GEICO 500 - Race.json,/replays
$[7339].description,GEICO 500 - Race,/replays
$[7344].id,7c4249cc21a0408f80a500af7b4fc551,/replays
$[7344].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/7c4249cc21a0408f80a500af7b4fc551.zip,/replays
$[7344].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/7c4249cc21a0408f80a500af7b4fc551.json,/replays
$[7345].series,IndyCar,/replays
$[7351].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-04 18-32 IndyCar - The Honda Indy 200 at Mid-Ohio - Qualifications - Segment 1 _ Group 1.zip,/replays
$[7351].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-04 18-32 IndyCar - The Honda Indy 200 at Mid-Ohio - Qualifications - Segment 1 _ Group 1.json,/replays
$[7351].series,IndyCar,/replays
$[7351].description,The Honda Indy 200 at Mid-Ohio - Qualifications - Segment 1 / Group 1,/replays
$[7359].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-23 10-42 CTCRC Pre 83 Group 1 Touring Cars - Brands Hatch Indy - Race 8.zip,/replays
$[7359].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-23 10-42 CTCRC Pre 83 Group 1 Touring Cars - Brands Hatch Indy - Race 8.json,/replays
$[7359].description,Brands Hatch Indy - Race 8,/replays
$[7390].series,IndyCar,/replays
$[7390].description,ABC Supply 500 - Final Practice,/replays
$[7402].startTime,1770500558,/replays
$[7403].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-03-11 04-17 2023 Thrifty Newcastle 500 - 2023 Repco Supercars Championship - Race 1.zip,/replays
$[7403].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-03-11 04-17 2023 Thrifty Newcastle 500 - 2023 Repco Supercars Championship - Race 1.json,/replays
$[7403].series,2023 Thrifty Newcastle 500,/replays
$[7425].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-25 10-57 DMV NES 500 - 19. DMV Goodyear Racing Days   DEKRA Lausitzring - Rennen.zip,/replays
$[7425].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-25 10-57 DMV NES 500 - 19. DMV Goodyear Racing Days   DEKRA Lausitzring - Rennen.json,/replays
$[7425].series,DMV NES 500,/replays
$[7438].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-25 22-07 2025 Boost Mobile Gold Coast 500 - 2025 Porsche Paynter Dixon Carrera Cup Aust. - Race 2.zip,/replays
$[7438].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-25 22-07 2025 Boost Mobile Gold Coast 500 - 2025 Porsche Paynter Dixon Carrera Cup Aust. - Race 2.json,/replays
$[7438].series,2025 Boost Mobile Gold Coast 500,/replays
$[7444].series,IndyCar,/replays
$[7461].series,IndyCar,/replays
$[7461].description,105th Running of the Indianapolis 500 - Practice 6,/replays
$[7470].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-25 00-12 IndyCar - BitNile.com Grand Prix of Portland - Practice Final.zip,/replays
$[7470].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-25 00-12 IndyCar - BitNile.com Grand Prix of Portland - Practice Final.json,/replays
$[7470].series,IndyCar,/replays
$[7472].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-16 02-42 2025 Penrite Oil Sandown 500 - 2025 Touring Car Masters - Race 3.zip,/replays
$[7472].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-16 02-42 2025 Penrite Oil Sandown 500 - 2025 Touring Car Masters - Race 3.json,/replays
$[7472].series,2025 Penrite Oil Sandown 500,/replays
$[7498].series,IndyCar,/replays
$[7516].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-21 23-57 2026 Dunlop Sydney 500 - BushRanger 2026 Touring Car Masters - Race 3.zip,/replays
$[7516].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-21 23-57 2026 Dunlop Sydney 500 - BushRanger 2026 Touring Car Masters - Race 3.json,/replays
$[7516].series,2026 Dunlop Sydney 500,/replays
$[7521].startTime,1780150037,/replays
$[7525].id,7f2d55003bda49a8a3e07cf25b898f02,/replays
$[7525].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/7f2d55003bda49a8a3e07cf25b898f02.zip,/replays
$[7525].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/7f2d55003bda49a8a3e07cf25b898f02.json,/replays
$[7532].series,IndyCar,/replays
$[7532].description,104th Indianapolis 500 - Practice 5,/replays
$[7534].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-15 16-14 IndyCar - Java House Grand Prix of Arlington - Race.zip,/replays
$[7534].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-15 16-14 IndyCar - Java House Grand Prix of Arlington - Race.json,/replays
$[7534].series,IndyCar,/replays
$[7568].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-28 18-37 IndyCar - Indy NXT by Firestone GP of Alabama - Practice 1.zip,/replays
$[7568].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-28 18-37 IndyCar - Indy NXT by Firestone GP of Alabama - Practice 1.json,/replays
$[7568].series,IndyCar,/replays
$[7568].description,Indy NXT by Firestone GP of Alabama - Practice 1,/replays
$[7589].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-21 13-57 IndyCar - INDY NXT at Road America - Practice 2.zip,/replays
$[7589].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-21 13-57 IndyCar - INDY NXT at Road America - Practice 2.json,/replays
$[7589].series,IndyCar,/replays
$[7589].description,INDY NXT at Road America - Practice 2,/replays
$[7591].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-05 23-57 IndyCar - Mission Foods Grand Prix of Monterey - Practice Final.zip,/replays
$[7591].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-05 23-57 IndyCar - Mission Foods Grand Prix of Monterey - Practice Final.json,/replays
$[7591].series,IndyCar,/replays
$[7616].series,IndyCar iRacing Series,/replays
$[7620].series,IndyCar,/replays
$[7621].series,IndyCar,/replays
$[7637].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-16 06-17 2023 Penrite Oil Sandown 500 - Dunlop Super2 & Super3 Series - Race 1.zip,/replays
$[7637].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-16 06-17 2023 Penrite Oil Sandown 500 - Dunlop Super2 & Super3 Series - Race 1.json,/replays
$[7637].series,2023 Penrite Oil Sandown 500,/replays
$[7640].series,Lionheart IndyCar Series S10,/replays
$[7641].series,Lionheart IndyCar Series S10,/replays
$[7648].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-27 02-52 2024 Boost Mobile Gold Coast 500 - 2024 Porsche Paynter Dixon Carrera Cup Aust - Race 3.zip,/replays
$[7648].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-27 02-52 2024 Boost Mobile Gold Coast 500 - 2024 Porsche Paynter Dixon Carrera Cup Aust - Race 3.json,/replays
$[7648].series,2024 Boost Mobile Gold Coast 500,/replays
$[7656].series,IndyCar,/replays
$[7660].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-20 14-57 IndyCar - ROP - Practice 2.zip,/replays
$[7660].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-20 14-57 IndyCar - ROP - Practice 2.json,/replays
$[7660].series,IndyCar,/replays
$[7666].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-16 18-57 IndyCar - Indianapolis 500 - Practice 1.zip,/replays
$[7666].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-16 18-57 IndyCar - Indianapolis 500 - Practice 1.json,/replays
$[7666].series,IndyCar,/replays
$[7666].description,Indianapolis 500 - Practice 1,/replays
$[7667].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-06-23 18-57 IndyCar - Firestone Grand Prix of Monterey - Warm-up.zip,/replays
$[7667].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-06-23 18-57 IndyCar - Firestone Grand Prix of Monterey - Warm-up.json,/replays
$[7667].series,IndyCar,/replays
$[7674].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-28 13-47 Trofeo Pirelli - Indianapolis Motor Speedway - Ferrari Challenge North America - Qualifying 1 - P_AM.zip,/replays
$[7674].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-28 13-47 Trofeo Pirelli - Indianapolis Motor Speedway - Ferrari Challenge North America - Qualifying 1 - P_AM.json,/replays
$[7674].description,Indianapolis Motor Speedway - Ferrari Challenge North America - Qualifying 1 - P/AM,/replays
$[7675].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/57460-10-09 08-22 Trofeo Pirelli - Indianapolis Motor Speedway - Ferrari Challenge North America - Qualifying 1 - P .zip,/replays
$[7675].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/57460-10-09 08-22 Trofeo Pirelli - Indianapolis Motor Speedway - Ferrari Challenge North America - Qualifying 1 - P .json,/replays
$[7675].description,Indianapolis Motor Speedway - Ferrari Challenge North America - Qualifying 1 - P ,/replays
$[7683].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-28 13-57 IndyCar - INDY NXT by Firestone Grand Prix of Alabama - Qualifications.zip,/replays
$[7683].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-28 13-57 IndyCar - INDY NXT by Firestone Grand Prix of Alabama - Qualifications.json,/replays
$[7683].series,IndyCar,/replays
$[7683].description,INDY NXT by Firestone Grand Prix of Alabama - Qualifications,/replays
$[7700].series,IndyCar,/replays
$[7700].description,Honda Indy Toronto - Practice 3,/replays
$[7720].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-01 16-49 IndyCar - Chevrolet Detroit Grand Prix - Race.zip,/replays
$[7720].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-01 16-49 IndyCar - Chevrolet Detroit Grand Prix - Race.json,/replays
$[7720].series,IndyCar,/replays
$[7748].series,IndyCar,/replays
$[7749].series,IndyCar,/replays
$[7750].series,IndyCar,/replays
$[7751].series,IndyCar,/replays
$[7754].startTime,1776500839,/replays
$[7756].id,835aef9d735143e88ccae9500a029506,/replays
$[7756].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/835aef9d735143e88ccae9500a029506.zip,/replays
$[7756].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/835aef9d735143e88ccae9500a029506.json,/replays
$[7779].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-08-05 15-37 IndyCar - Big Machine Music City Grand Prix - Practice 2.zip,/replays
$[7779].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-08-05 15-37 IndyCar - Big Machine Music City Grand Prix - Practice 2.json,/replays
$[7779].series,IndyCar,/replays
$[7783].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-07-21 13-57 IndyCar - Ontario Honda Dealers Indy Toronto - Warm-up.zip,/replays
$[7783].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-07-21 13-57 IndyCar - Ontario Honda Dealers Indy Toronto - Warm-up.json,/replays
$[7783].series,IndyCar,/replays
$[7783].description,Ontario Honda Dealers Indy Toronto - Warm-up,/replays
$[7784].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-18 12-47 TGRNA GR Cup North America - Indy - Race 1.zip,/replays
$[7784].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-18 12-47 TGRNA GR Cup North America - Indy - Race 1.json,/replays
$[7784].description,Indy - Race 1,/replays
$[7798].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-10 05-34 2026 NTI Townsville 500 - 2026 Repco Supercars Championship - Race 20.zip,/replays
$[7798].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-10 05-34 2026 NTI Townsville 500 - 2026 Repco Supercars Championship - Race 20.json,/replays
$[7798].series,2026 NTI Townsville 500,/replays
$[7804].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 06-50 2026 AIRTOUCH 500 AT THE BEND - 2026 Touring Car Masters - Race 1.zip,/replays
$[7804].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 06-50 2026 AIRTOUCH 500 AT THE BEND - 2026 Touring Car Masters - Race 1.json,/replays
$[7804].series,2026 AIRTOUCH 500 AT THE BEND,/replays
$[7828].series,Lionheart IndyCar Series,/replays
$[7829].series,Lionheart IndyCar Series,/replays
$[7830].series,Lionheart IndyCar Series,/replays
$[7831].series,Lionheart IndyCar Series S10,/replays
$[7863].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-12 18-17 IndyCar - Indy NXT by Firestone Grand Prix - Qualifying - Group ..zip,/replays
$[7863].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-12 18-17 IndyCar - Indy NXT by Firestone Grand Prix - Qualifying - Group ..json,/replays
$[7863].series,IndyCar,/replays
$[7863].description,Indy NXT by Firestone Grand Prix - Qualifying - Group .,/replays
$[7896].series,IndyCar,/replays
$[7896].description,104th Indianapolis 500 - Practice 1,/replays
$[7897].series,IndyCar,/replays
$[7898].series,IndyCar,/replays
$[7898].description,104th Indianapolis 500 - Practice 1,/replays
$[7908].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-03-10 04-12 2023 Thrifty Newcastle 500 - 2023 Repco Supercars Championship - Practice 3.zip,/replays
$[7908].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-03-10 04-12 2023 Thrifty Newcastle 500 - 2023 Repco Supercars Championship - Practice 3.json,/replays
$[7908].series,2023 Thrifty Newcastle 500,/replays
$[7910].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-06-21 22-37 IndyCar - INDY NXT by Firestone GP of Monterey - Practice 2.zip,/replays
$[7910].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-06-21 22-37 IndyCar - INDY NXT by Firestone GP of Monterey - Practice 2.json,/replays
$[7910].series,IndyCar,/replays
$[7910].description,INDY NXT by Firestone GP of Monterey - Practice 2,/replays
$[7929].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-13 01-11 2026 AIRTOUCH 500 AT THE BEND - 2026 Touring Car Masters - Race 3.zip,/replays
$[7929].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-13 01-11 2026 AIRTOUCH 500 AT THE BEND - 2026 Touring Car Masters - Race 3.json,/replays
$[7929].series,2026 AIRTOUCH 500 AT THE BEND,/replays
$[7930].startTime,1724500676,/replays
$[7934].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-03-02 14-57 IndyCar - INDY NXT by Firestone GP of St. Petersburg - Race.zip,/replays
$[7934].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-03-02 14-57 IndyCar - INDY NXT by Firestone GP of St. Petersburg - Race.json,/replays
$[7934].series,IndyCar,/replays
$[7934].description,INDY NXT by Firestone GP of St. Petersburg - Race,/replays
$[7935].series,2022 Open-Wheels 500,/replays
$[7953].series,iRacing IndyCar Open,/replays
$[7958].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-16 01-07 2025 Penrite Oil Sandown 500 - 2025 Repco Supercars Championship -Top Ten Shoot Out Race 31.zip,/replays
$[7958].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-16 01-07 2025 Penrite Oil Sandown 500 - 2025 Repco Supercars Championship -Top Ten Shoot Out Race 31.json,/replays
$[7958].series,2025 Penrite Oil Sandown 500,/replays
$[7965].series,IndyCar,/replays
$[7966].series,IndyCar,/replays
$[7966].description,105th Running of the Indianapolis 500 - Practice 3,/replays
$[7985].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-09-14 13-57 IndyCar - INDY NXT by Firestone Music City Grand Prix - Practice 1.zip,/replays
$[7985].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-09-14 13-57 IndyCar - INDY NXT by Firestone Music City Grand Prix - Practice 1.json,/replays
$[7985].series,IndyCar,/replays
$[7985].description,INDY NXT by Firestone Music City Grand Prix - Practice 1,/replays
$[7986].description,Xfinity 500 - Race,/replays
$[8009].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-15 13-57 IndyCar - 108th Running of the Indianapolis 500 - Practice 3.zip,/replays
$[8009].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-15 13-57 IndyCar - 108th Running of the Indianapolis 500 - Practice 3.json,/replays
$[8009].series,IndyCar,/replays
$[8009].description,108th Running of the Indianapolis 500 - Practice 3,/replays
$[8011].series,IndyCar,/replays
$[8022].description,Indianapolis Motor Speedway Hybrid RC - Qualifying 1,/replays
$[8023].description,Indianapolis Motor Speedway Hybrid RC - Qualifying 2,/replays
$[8024].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-18 17-27 NASCAR Cup Series - YellaWood 500 Busch Pole Qualifying - Final Round - Qualifying.zip,/replays
$[8024].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-18 17-27 NASCAR Cup Series - YellaWood 500 Busch Pole Qualifying - Final Round - Qualifying.json,/replays
$[8024].description,YellaWood 500 Busch Pole Qualifying - Final Round - Qualifying,/replays
$[8025].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-28 15-57 IndyCar - Indianapolis 500 OPEN TEST - Test Session 2.zip,/replays
$[8025].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-28 15-57 IndyCar - Indianapolis 500 OPEN TEST - Test Session 2.json,/replays
$[8025].series,IndyCar,/replays
$[8025].description,Indianapolis 500 OPEN TEST - Test Session 2,/replays
$[8041].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-02-23 02-57 2025 Thrifty Sydney 500 Opening Round - 2025 Porsche Paynter Dixon Carrera Cup Australia - Race 3.zip,/replays
$[8041].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-02-23 02-57 2025 Thrifty Sydney 500 Opening Round - 2025 Porsche Paynter Dixon Carrera Cup Australia - Race 3.json,/replays
$[8041].series,2025 Thrifty Sydney 500 Opening Round,/replays
$[8042].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/57117-04-27 19-47 2025 Thrifty Sydney 500 Opening Round - 2025 Dunlop Super 2 Series - Race 2.zip,/replays
$[8042].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/57117-04-27 19-47 2025 Thrifty Sydney 500 Opening Round - 2025 Dunlop Super 2 Series - Race 2.json,/replays
$[8042].series,2025 Thrifty Sydney 500 Opening Round,/replays
$[8043].series,IndyCar,/replays
$[8068].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-27 18-32 IndyCar - Firestone Grand Prix of St Petersburg - Practice 1.zip,/replays
$[8068].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-27 18-32 IndyCar - Firestone Grand Prix of St Petersburg - Practice 1.json,/replays
$[8068].series,IndyCar,/replays
$[8074].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-05 14-32 IndyCar - Honda Indy 200 at Mid-Ohio - Practice 2.zip,/replays
$[8074].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-05 14-32 IndyCar - Honda Indy 200 at Mid-Ohio - Practice 2.json,/replays
$[8074].series,IndyCar,/replays
$[8074].description,Honda Indy 200 at Mid-Ohio - Practice 2,/replays
$[8080].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-15 22-47 2025 Penrite Oil Sandown 500 - 2025 TOYOTA GAZOO Racing Australia GR Cup - Race 2.zip,/replays
$[8080].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-15 22-47 2025 Penrite Oil Sandown 500 - 2025 TOYOTA GAZOO Racing Australia GR Cup - Race 2.json,/replays
$[8080].series,2025 Penrite Oil Sandown 500,/replays
$[8082].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-23 13-12 IndyCar - Freedom 250 Grand Prix of Washington DC - Warmup.zip,/replays
$[8082].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-23 13-12 IndyCar - Freedom 250 Grand Prix of Washington DC - Warmup.json,/replays
$[8082].series,IndyCar,/replays
$[8087].series,IndyCar,/replays
$[8087].description,105th Running of the Indianapolis 500 - Practice 1,/replays
$[8090].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-07 16-57 NASCAR Cup Series - Straight Talk Wireless 500 Busch Pole Qualifying - Qualifying.zip,/replays
$[8090].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-07 16-57 NASCAR Cup Series - Straight Talk Wireless 500 Busch Pole Qualifying - Qualifying.json,/replays
$[8090].description,Straight Talk Wireless 500 Busch Pole Qualifying - Qualifying,/replays
$[8091].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-21 01-37 2026 Dunlop Sydney 500 - BushRanger 2026 Touring Car Masters - Trophy Race.zip,/replays
$[8091].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-21 01-37 2026 Dunlop Sydney 500 - BushRanger 2026 Touring Car Masters - Trophy Race.json,/replays
$[8091].series,2026 Dunlop Sydney 500,/replays
$[8099].series,IndyCar,/replays
$[8100].series,IndyCar,/replays
$[8104].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-04 17-05 IndyCar - INDY NXT by Firestone Grand Prix at Mid-Ohio - Race 1.zip,/replays
$[8104].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-04 17-05 IndyCar - INDY NXT by Firestone Grand Prix at Mid-Ohio - Race 1.json,/replays
$[8104].series,IndyCar,/replays
$[8104].description,INDY NXT by Firestone Grand Prix at Mid-Ohio - Race 1,/replays
$[8107].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-25 19-57 IndyCar - INDY NXT by Firestone GP of Monterey Doubleheader - Practice 1.zip,/replays
$[8107].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-25 19-57 IndyCar - INDY NXT by Firestone GP of Monterey Doubleheader - Practice 1.json,/replays
$[8107].series,IndyCar,/replays
$[8107].description,INDY NXT by Firestone GP of Monterey Doubleheader - Practice 1,/replays
$[8109].series,2022 iRacing Indy 500,/replays
$[8109].description,Indianapolis Motor Speedway - Race,/replays
$[8117].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-07-07 22-07 2023 NTI Townsville 500 - 2023 Toyota GAZOO Racing Australia 86 Series - Race 1.zip,/replays
$[8117].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-07-07 22-07 2023 NTI Townsville 500 - 2023 Toyota GAZOO Racing Australia 86 Series - Race 1.json,/replays
$[8117].series,2023 NTI Townsville 500,/replays
$[8142].series,Indy Pro 2000,/replays
$[8142].description,Indy Pro 2000 Grand Prix of Alabama - Race,/replays
$[8143].series,IndyCar,/replays
$[8143].description,Honda Indy Grand Prix of Alabama - Final Practice,/replays
$[8157].startTime,1746250058,/replays
$[8165].id,89b50091-920a-4176-bf11-f074eb53c8e0,/replays
$[8173].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-11 02-02 2026 NTI Townsville 500 - 2026 Repco Supercars Championship- Top Ten Shoot Out Race 21.zip,/replays
$[8173].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-11 02-02 2026 NTI Townsville 500 - 2026 Repco Supercars Championship- Top Ten Shoot Out Race 21.json,/replays
$[8173].series,2026 NTI Townsville 500,/replays
$[8182].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-06-16 19-57 IndyCar - Sonsio Grand Prix at Road America - Practice 1.zip,/replays
$[8182].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-06-16 19-57 IndyCar - Sonsio Grand Prix at Road America - Practice 1.json,/replays
$[8182].series,IndyCar,/replays
$[8183].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-16 02-02 2024 VAILO Adelaide 500 - 2024 Repco Supercars Championship - Top Ten - Race 23.zip,/replays
$[8183].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-16 02-02 2024 VAILO Adelaide 500 - 2024 Repco Supercars Championship - Top Ten - Race 23.json,/replays
$[8183].series,2024 VAILO Adelaide 500,/replays
$[8213].series,IndyCar,/replays
$[8220].id,8a94f902c6c84df1befad60500870fa4,/replays
$[8220].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/8a94f902c6c84df1befad60500870fa4.zip,/replays
$[8220].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/8a94f902c6c84df1befad60500870fa4.json,/replays
$[8225].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-26 22-02 2024 Boost Mobile Gold Coast 500 - 2024 TOYOTA GAZOO Racing Australia GR Cup - Race 2.zip,/replays
$[8225].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-26 22-02 2024 Boost Mobile Gold Coast 500 - 2024 TOYOTA GAZOO Racing Australia GR Cup - Race 2.json,/replays
$[8225].series,2024 Boost Mobile Gold Coast 500,/replays
