pair_id,year,horizon_min,variant,track_uncertainty_on,coefficient_uncertainty_on,performance_residual_on,point_delta_track_c,delta_ambient_temp_c,mc_mean_mph,mc_median_mph,mc_sd_mph,pi80_low_mph,pi80_high_mph,pi90_low_mph,pi90_high_mph,pi80_width_mph,pi90_width_mph,n_mc
2020_2020-08-15_day1_000_h30,2020,30,RESIDUAL_ONLY,False,False,True,1.450332551138456,1.1111111111111107,0.16867496339722768,0.16420890668282612,1.0480658541146388,-0.5557508845724894,0.9329636569647317,-1.0059991123676562,1.3344169257333083,1.4887145415372212,2.3404160381009644,20000
2020_2020-08-15_day1_000_h30,2020,30,NO_TRACK,False,True,True,1.450332551138456,1.1111111111111107,0.16878546348859869,0.16176394683119907,1.049862385051054,-0.568467060120889,0.9003572495496404,-1.0508421960765952,1.3828323770615418,1.4688243096705293,2.433674573138137,20000
2020_2020-08-15_day1_000_h30,2020,30,NO_COEFFICIENT,True,False,True,1.450332551138456,1.1111111111111107,0.1682116572669705,0.16116251791626812,1.0504028160741006,-0.5603807950293086,0.9121975392631815,-1.044765615873748,1.378932378781232,1.47257833429249,2.42369799465498,20000
2020_2020-08-15_day1_000_h30,2020,30,NO_RESIDUAL,True,True,False,1.450332551138456,1.1111111111111107,0.16431652598743984,0.14435975811159735,0.10741866247571741,0.06701872372153887,0.2964245576839598,0.03792461658625131,0.36478732105092754,0.22940583396242092,0.32686270446467625,20000
2020_2020-08-15_day1_000_h60,2020,60,FULL,True,True,True,4.361439367799629,2.7777777777777786,0.38863010968114786,0.3792514548564507,1.038560730408909,-0.3439266721420187,1.1748130794840665,-0.8287168707321815,1.6082841412863835,1.5187397516260852,2.4370010120185652,20000
2020_2020-08-15_day1_000_h60,2020,60,TRACK_ONLY,True,False,False,4.361439367799629,2.7777777777777786,0.382527526384274,0.38358911779868965,0.10269841203569915,0.2613046634198133,0.5023023651068882,0.217205243935973,0.5464017845907285,0.2409977016870749,0.3291965406547555,20000
2020_2020-08-15_day1_000_h60,2020,60,COEFFICIENT_ONLY,False,True,False,4.361439367799629,2.7777777777777786,0.3831330891967776,0.3584429138558328,0.13300335833332,0.2407902085275928,0.5625373215808811,0.21078812019615858,0.6288344728923724,0.3217471130532883,0.4180463526962138,20000
2020_2020-08-15_day1_000_h60,2020,60,RESIDUAL_ONLY,False,False,True,4.361439367799629,2.7777777777777786,0.38685773512901317,0.38180351426335074,1.0217540941579495,-0.3381562769919649,1.1017633055186664,-0.7884045047871315,1.552011533313833,1.4399195825106312,2.3404160381009644,20000
2020_2020-08-15_day1_000_h60,2020,60,NO_TRACK,False,True,True,4.361439367799629,2.7777777777777786,0.38818731006244006,0.38262120289272794,1.0299410797641402,-0.32208279772074166,1.1210808973968454,-0.8219952406571412,1.5924087614439906,1.443163695117587,2.414404002101132,20000
2020_2020-08-15_day1_000_h60,2020,60,NO_COEFFICIENT,True,False,True,4.361439367799629,2.7777777777777786,0.3875817472499365,0.37999270693435594,1.027543216318355,-0.3301361884811482,1.1140282523192973,-0.8024790589924653,1.5836623994940653,1.4441644408004455,2.386141458486531,20000
2020_2020-08-15_day1_000_h60,2020,60,NO_RESIDUAL,True,True,False,4.361439367799629,2.7777777777777786,0.3835758888154854,0.3520806751584979,0.18440900705544394,0.19892717634144746,0.6162457100434661,0.156603913126061,0.7386322186787401,0.4173185337020186,0.582028305552679,20000
2020_2020-08-15_day1_001_h15,2020,15,FULL,True,True,True,0.7170889143859098,0.5555555555555536,0.09018911712254737,0.08110354509129833,1.0485955845267798,-0.6610024265374184,0.8265406038042096,-1.1425730552046898,1.312122537776381,1.487543030341628,2.4546955929810705,20000
2020_2020-08-15_day1_001_h15,2020,15,TRACK_ONLY,True,False,False,0.7170889143859098,0.5555555555555536,0.08255186970808058,0.08255659532560596,0.05058659169579202,0.02391806217810713,0.14162534674452948,0.008153142872446506,0.15668645771090836,0.11770728456642235,0.14853331483846186,20000
2020_2020-08-15_day1_001_h15,2020,15,COEFFICIENT_ONLY,False,True,False,0.7170889143859098,0.5555555555555536,0.08266492965900232,0.07627202258142532,0.030109387250081394,0.05090954533201539,0.12411079597070701,0.04429367549594137,0.14037561853252895,0.07320125063869162,0.09608194303658757,20000
2020_2020-08-15_day1_001_h15,2020,15,RESIDUAL_ONLY,False,False,True,0.7170889143859098,0.5555555555555536,0.08996689187512136,0.08241980029167742,1.0455095074370133,-0.6375399909636382,0.851174550573583,-1.1898338365821142,1.354673437165469,1.4887145415372212,2.544507273747583,20000
2020_2020-08-15_day1_001_h15,2020,15,NO_TRACK,False,True,True,0.7170889143859098,0.5555555555555536,0.09021202124244627,0.08071317303092782,1.0458264486037308,-0.6554915088107502,0.8285408662805568,-1.1300326939743963,1.3164513823446997,1.484032375091307,2.446484076319096,20000
2020_2020-08-15_day1_001_h15,2020,15,NO_COEFFICIENT,True,False,True,0.7170889143859098,0.5555555555555536,0.0900989612915245,0.08207105378526816,1.0476318198156775,-0.6515259459431122,0.8296430242305395,-1.1471991143269686,1.3075093615376692,1.4811689701736517,2.4547084758646376,20000
2020_2020-08-15_day1_001_h15,2020,15,NO_RESIDUAL,True,True,False,0.7170889143859098,0.5555555555555536,0.08264202553910344,0.07297941434652377,0.06863928184711901,0.023890416069047342,0.1598411622233292,5.4688413934541004e-05,0.20173876959450046,0.13595074615428185,0.2016840811805659,20000
2020_2020-08-15_day1_001_h30,2020,30,FULL,True,True,True,2.1376443549248174,1.6666666666666643,0.24688794194972274,0.24069984918566073,1.0503021511587498,-0.48314614437867875,0.9817571595118775,-0.9871041027289144,1.4559882008340326,1.4649033038905563,2.443092303562947,20000
2020_2020-08-15_day1_001_h30,2020,30,TRACK_ONLY,True,False,False,2.1376443549248174,1.6666666666666643,0.2476641301664108,0.24755401041529818,0.07375910605602572,0.16273781317132138,0.33284464748592396,0.13970111041968636,0.355881350237559,0.17010683431460258,0.21618023981787265,20000
2020_2020-08-15_day1_001_h30,2020,30,COEFFICIENT_ONLY,False,True,False,2.1376443549248174,1.6666666666666643,0.24717810350465771,0.2291169775931361,0.08906251864532934,0.15232541234762367,0.37058082423870925,0.1335382209475323,0.4172864289935405,0.21825541189108558,0.2837482080460082,20000
2020_2020-08-15_day1_001_h30,2020,30,RESIDUAL_ONLY,False,False,True,2.1376443549248174,1.6666666666666643,0.24772353434122368,0.24779123032862266,1.0420079568035412,-0.47216856092669296,0.9677510215839382,-0.9224167887218595,1.417999249379105,1.4399195825106312,2.3404160381009644,20000
2020_2020-08-15_day1_001_h30,2020,30,NO_TRACK,False,True,True,2.1376443549248174,1.6666666666666643,0.24711040751725874,0.24194305464717256,1.0458721508358182,-0.4834650956005013,0.9635795593503558,-0.9742216737494146,1.4490611343820639,1.447044654950857,2.4232828081314786,20000
2020_2020-08-15_day1_001_h30,2020,30,NO_COEFFICIENT,True,False,True,2.1376443549248174,1.6666666666666643,0.24759643417901184,0.24644392457301836,1.0451143789056756,-0.46975472417107733,0.960897072985562,-0.9736853169112613,1.4502609817737548,1.4306517971566395,2.423946298685016,20000
2020_2020-08-15_day1_001_h30,2020,30,NO_RESIDUAL,True,True,False,2.1376443549248174,1.6666666666666643,0.24695563793712166,0.2228875175486842,0.12645017838301115,0.12455206601812024,0.4033701279669934,0.09986894143562651,0.48782618315432497,0.27881806194887315,0.38795724171869844,20000
2020_2020-08-15_day1_001_h60,2020,60,FULL,True,True,True,3.782765912363508,2.2222222222222214,0.2921075053260754,0.2832505880822923,1.0621975894265914,-0.492523313830513,1.0970354488062337,-0.975098610878922,1.5435630723050071,1.5895587626367467,2.5186616831839292,20000
2020_2020-08-15_day1_001_h60,2020,60,TRACK_ONLY,True,False,False,3.782765912363508,2.2222222222222214,0.29382812614584,0.2921942549123969,0.10352061074394107,0.17348100760419843,0.41447870929127334,0.1293815881203581,0.45857812877511367,0.2409977016870749,0.32919654065475557,20000
2020_2020-08-15_day1_001_h60,2020,60,COEFFICIENT_ONLY,False,True,False,3.782765912363508,2.2222222222222214,0.2940811575721324,0.27640548917455776,0.1016865136383755,0.18544179899484076,0.42626794587407907,0.1611579530446077,0.482501456306946,0.2408261468792383,0.3213435032623383,20000
2020_2020-08-15_day1_001_h60,2020,60,RESIDUAL_ONLY,False,False,True,3.782765912363508,2.2222222222222214,0.2929960832923726,0.2939798584477359,1.0522924497036013,-0.47477489183416977,1.018819145605817,-0.9782737784260557,1.5662334953215273,1.493594037439987,2.544507273747583,20000
2020_2020-08-15_day1_001_h60,2020,60,NO_TRACK,False,True,True,3.782765912363508,2.2222222222222214,0.293097382416769,0.286993113544202,1.0562925472477078,-0.4805425932033368,1.0512779967340249,-0.9550106427378023,1.5240796083958064,1.5318205899373618,2.479090251133609,20000
2020_2020-08-15_day1_001_h60,2020,60,NO_COEFFICIENT,True,False,True,3.782765912363508,2.2222222222222214,0.2928443509904767,0.29127799098962226,1.05653456383475,-0.47150578479986854,1.0500867823565525,-0.9535224915071921,1.5349151829647525,1.521592567156421,2.4884376744719447,20000
2020_2020-08-15_day1_001_h60,2020,60,NO_RESIDUAL,True,True,False,3.782765912363508,2.2222222222222214,0.2930912804814386,0.26887612005019024,0.15966266341788193,0.13595156292054317,0.48775677157647707,0.08971044223177634,0.5872851023079347,0.3518052086559339,0.4975746600761584,20000
2020_2020-08-15_day1_002_h15,2020,15,FULL,True,True,True,1.2269323428125871,1.1111111111111107,0.17480160989153307,0.17460950304248002,1.021863557003243,-0.5496746824383913,0.8983408886389307,-1.0411212200683868,1.3951733841418208,1.4480155710773222,2.4362946042102074,20000
2020_2020-08-15_day1_002_h15,2020,15,TRACK_ONLY,True,False,False,1.2269323428125871,1.1111111111111107,0.173289387507165,0.17314795779205472,0.050416327176905744,0.11574264570955942,0.2314323761620259,0.09866398062922464,0.2471972954676865,0.11568973045246647,0.14853331483846188,20000
2020_2020-08-15_day1_002_h15,2020,15,COEFFICIENT_ONLY,False,True,False,1.2269323428125871,1.1111111111111107,0.1732389638867919,0.16037168005950903,0.06407816132021862,0.10481689397835085,0.2627118373532923,0.09144109909022707,0.29607799648232536,0.15789494337494142,0.20463689739209828,20000
2020_2020-08-15_day1_002_h15,2020,15,RESIDUAL_ONLY,False,False,True,1.2269323428125871,1.1111111111111107,0.1742953225484385,0.17293063804845557,1.0181844237610846,-0.5470291532068601,0.8928904293037712,-0.9972773810020267,1.3431386570989379,1.4399195825106312,2.3404160381009644,20000
2020_2020-08-15_day1_002_h15,2020,15,NO_TRACK,False,True,True,1.2269323428125871,1.1111111111111107,0.17460364838677483,0.17458961729539102,1.0200663027035248,-0.5539196823611493,0.8956677011628185,-1.0349629883470575,1.3903428096991757,1.4495873835239679,2.4253057980462334,20000
2020_2020-08-15_day1_002_h15,2020,15,NO_COEFFICIENT,True,False,True,1.2269323428125871,1.1111111111111107,0.1746540720071479,0.17638881863048855,1.0193662168277942,-0.5553311054493634,0.8977051625844185,-1.0345852411164875,1.3951258626691019,1.4530362680337818,2.429711103785589,20000
2020_2020-08-15_day1_002_h15,2020,15,NO_RESIDUAL,True,True,False,1.2269323428125871,1.1111111111111107,0.17343692539155012,0.15519086457406575,0.08873576320334638,0.08827477362548357,0.2848845285693963,0.07013376484471448,0.3435613080370583,0.1966097549439127,0.27342754319234386,20000
2020_2020-08-15_day1_002_h30,2020,30,FULL,True,True,True,2.2387947286830383,1.666666666666668,0.2349191594527997,0.23980534650337004,1.0302807341588958,-0.49797055349299274,0.9720338993461484,-0.9905910002675598,1.4282022072531466,1.4700044528391412,2.4187932075207064,20000
2020_2020-08-15_day1_002_h30,2020,30,TRACK_ONLY,True,False,False,2.2387947286830383,1.666666666666668,0.24469717472638303,0.244539689515049,0.07503811595578484,0.1618713463733854,0.32889565211988026,0.13575211505364265,0.3557810608374208,0.16702430574649485,0.22002894578377813,20000
2020_2020-08-15_day1_002_h30,2020,30,COEFFICIENT_ONLY,False,True,False,2.2387947286830383,1.666666666666668,0.24261465644046776,0.22487470175010452,0.0876935514541841,0.14941013124479557,0.35973804909859625,0.1309857670428261,0.4077147624491819,0.21032791785380067,0.2767289954063558,20000
2020_2020-08-15_day1_002_h30,2020,30,RESIDUAL_ONLY,False,False,True,2.2387947286830383,1.666666666666668,0.23533109568568908,0.24384223496257895,1.0229462067143373,-0.47611755629273667,0.9638020262178946,-1.0284114019112125,1.4140502540130613,1.4399195825106312,2.4424616559242738,20000
2020_2020-08-15_day1_002_h30,2020,30,NO_TRACK,False,True,True,2.2387947286830383,1.666666666666668,0.23410351716357786,0.24037013965922494,1.0265163259844945,-0.5008694729618248,0.9484880901488509,-0.98778241943454,1.4224418721497432,1.4493575631106759,2.4102242915842833,20000
2020_2020-08-15_day1_002_h30,2020,30,NO_COEFFICIENT,True,False,True,2.2387947286830383,1.666666666666668,0.23618603544949318,0.2454747820329129,1.0251410897470827,-0.4894531556134673,0.9447790713744729,-0.9783294308786511,1.430794564363477,1.4342322269879402,2.409123995242128,20000
2020_2020-08-15_day1_002_h30,2020,30,NO_RESIDUAL,True,True,False,2.2387947286830383,1.666666666666668,0.24343029872968955,0.2194560483022886,0.1262614724616523,0.1216484815905717,0.4003111704985952,0.09590928080832836,0.4852681807024829,0.2786626889080235,0.3893588998941545,20000
2020_2020-08-15_day1_002_h120,2020,120,FULL,True,True,True,7.76358241611908,3.3333333333333357,0.3520433985732615,0.3538849909228057,1.055386709580609,-0.4278241637060958,1.1514368474125007,-0.8974826988458652,1.5951996277820395,1.5792610111185965,2.4926823266279046,20000
2020_2020-08-15_day1_002_h120,2020,120,TRACK_ONLY,True,False,False,7.76358241611908,3.3333333333333357,0.35924579728908185,0.3589984964959008,0.1359704559015511,0.20213352269389717,0.5166595789299071,0.13856284036730504,0.5802302612564992,0.31452605623600993,0.4416674208891942,20000
2020_2020-08-15_day1_002_h120,2020,120,COEFFICIENT_ONLY,False,True,False,7.76358241611908,3.3333333333333357,0.3580149449406363,0.3398436770127822,0.12252167957242809,0.22237467711346937,0.511663167597601,0.19665639864472217,0.5792492602890569,0.28928849048413163,0.3825928616443347,20000
2020_2020-08-15_day1_002_h120,2020,120,RESIDUAL_ONLY,False,False,True,7.76358241611908,3.3333333333333357,0.3535568542922221,0.35939655081190214,1.0364898644294853,-0.3605632404434135,1.0793563420672179,-0.8108114682385801,1.5296045698623844,1.4399195825106315,2.3404160381009644,20000
2020_2020-08-15_day1_002_h120,2020,120,NO_TRACK,False,True,True,7.76358241611908,3.3333333333333357,0.3521752484209564,0.3571359580790555,1.0431787595332485,-0.3629958311901866,1.0893906287622641,-0.8724975810900452,1.5641511597602957,1.4523864599524507,2.436648740850341,20000
2020_2020-08-15_day1_002_h120,2020,120,NO_COEFFICIENT,True,False,True,7.76358241611908,3.3333333333333357,0.3534061007694018,0.35922575442722143,1.0452896506280573,-0.38773443388024326,1.0858273967184708,-0.8792066121917071,1.5772042728166817,1.4735618305987142,2.456410885008389,20000
2020_2020-08-15_day1_002_h120,2020,120,NO_RESIDUAL,True,True,False,7.76358241611908,3.3333333333333357,0.3578830950929415,0.3416445355231329,0.20705120327983575,0.1423621693106027,0.5966115064916211,0.0718967584046804,0.7146427522232652,0.4542493371810184,0.6427459938185849,20000
2020_2020-08-15_day1_003_h15,2020,15,FULL,True,True,True,0.8075353392305424,0.5555555555555571,0.0753962089115107,0.07573654100974478,1.0442521924321773,-0.6772530886909681,0.8111208965697206,-1.1464847050166806,1.307246923113181,1.4883739852606888,2.4537316281298613,20000
2020_2020-08-15_day1_003_h15,2020,15,TRACK_ONLY,True,False,False,0.8075353392305424,0.5555555555555571,0.07851012764483693,0.07875190102831306,0.0512845015861329,0.01968314960938955,0.1373904341758119,0.0030031352997490907,0.15315535348147252,0.11770728456642235,0.15015221818172342,20000
2020_2020-08-15_day1_003_h15,2020,15,COEFFICIENT_ONLY,False,True,False,0.8075353392305424,0.5555555555555571,0.07905904778524497,0.07354691075118136,0.027914227875540227,0.049191880960724126,0.11652852620874475,0.04355158900549984,0.13185057220292604,0.06733664524802063,0.0882989831974262,20000
2020_2020-08-15_day1_003_h15,2020,15,RESIDUAL_ONLY,False,False,True,0.8075353392305424,0.5555555555555571,0.07566084848185581,0.07888869606224158,1.0417837750696317,-0.6898660542196641,0.7988484873175572,-1.1933649408115499,1.3511423329360333,1.4887145415372212,2.544507273747583,20000
2020_2020-08-15_day1_003_h15,2020,15,NO_TRACK,False,True,True,0.8075353392305424,0.5555555555555571,0.0758312002048592,0.076871553522788,1.0422199335722155,-0.6670847631367358,0.8158274919016115,-1.1323224365551539,1.3190662551406473,1.4829122550383473,2.451388691695801,20000
2020_2020-08-15_day1_003_h15,2020,15,NO_COEFFICIENT,True,False,True,0.8075353392305424,0.5555555555555571,0.07528228006445115,0.07635669432823103,1.0427701707460206,-0.6730310138890315,0.808462986531205,-1.149969706929633,1.2988853739362214,1.4814940004202364,2.4488550808658545,20000
2020_2020-08-15_day1_003_h15,2020,15,NO_RESIDUAL,True,True,False,0.8075353392305424,0.5555555555555571,0.0786240564918965,0.07023520268719627,0.0686040480137709,0.01919412568962684,0.15193112666799183,-0.00692478863375795,0.1954513467469883,0.132737000978365,0.20237613538074625,20000
2020_2020-08-15_day1_003_h30,2020,30,FULL,True,True,True,1.1672857456810533,0.5555555555555571,0.05676918448966432,0.06555829141892958,1.059233671988593,-0.6982454061127994,0.7976492917434806,-1.1766428863428144,1.288395142109493,1.4958946978562802,2.4650380284523075,20000
2020_2020-08-15_day1_003_h30,2020,30,TRACK_ONLY,True,False,False,1.1672857456810533,0.5555555555555571,0.06514609720924032,0.06460651877286783,0.07340143517031848,-0.017127149903001265,0.1498971558434936,-0.04320427536539495,0.1729338585951286,0.16702430574649488,0.21613813396052356,20000
2020_2020-08-15_day1_003_h30,2020,30,COEFFICIENT_ONLY,False,True,False,1.1672857456810533,0.5555555555555571,0.06460701286381962,0.061349973719071096,0.021347157108172997,0.040847517841741954,0.09132953105640673,0.03649435761802487,0.10320181474807769,0.05048201321466478,0.06670745713005281,20000
2020_2020-08-15_day1_003_h30,2020,30,RESIDUAL_ONLY,False,False,True,1.1672857456810533,0.5555555555555571,0.057636595686898114,0.06484373868619231,1.0551483370995336,-0.7039110115957133,0.7848035299415079,-1.2074098981875991,1.2350517577366746,1.4887145415372212,2.4424616559242738,20000
2020_2020-08-15_day1_003_h30,2020,30,NO_TRACK,False,True,True,1.1672857456810533,0.5555555555555571,0.05739986986452543,0.0660972086679679,1.0556026363195083,-0.6909519242498662,0.8011197404002985,-1.1645799577680607,1.2833125251058204,1.4920716646501648,2.447892482873881,20000
2020_2020-08-15_day1_003_h30,2020,30,NO_COEFFICIENT,True,False,True,1.1672857456810533,0.5555555555555571,0.05793895420994611,0.06817853576778271,1.0577479644175063,-0.6927633265063977,0.7962315456868454,-1.1632284689325818,1.2825579019971811,1.4889948721932431,2.445786370929763,20000
2020_2020-08-15_day1_003_h30,2020,30,NO_RESIDUAL,True,True,False,1.1672857456810533,0.5555555555555571,0.06397632748895853,0.060349729463445155,0.09239354253193122,-0.02524248939027011,0.15878418247853987,-0.06622278846425554,0.20948573575523372,0.18402667186880997,0.27570852421948927,20000
2020_2020-08-15_day1_003_h120,2020,120,FULL,True,True,True,8.037240696644222,3.3333333333333357,0.347215037897782,0.3498721650782431,1.0570988826716043,-0.42025221730617784,1.1467967988840577,-0.9038636148149183,1.5818684167111419,1.5670490161902355,2.48573203152606,20000
2020_2020-08-15_day1_003_h120,2020,120,TRACK_ONLY,True,False,False,8.037240696644222,3.3333333333333357,0.3484851808614663,0.34831464787012506,0.13772610392747953,0.19112932194530186,0.5076595713697868,0.12787899174152928,0.5695464126307235,0.31653024942448493,0.4416674208891942,20000
2020_2020-08-15_day1_003_h120,2020,120,COEFFICIENT_ONLY,False,True,False,8.037240696644222,3.3333333333333357,0.34905146532976317,0.332199726220251,0.12108142274514629,0.21421571300456851,0.5001273481358783,0.18794292044049676,0.5639068136199953,0.2859116351313098,0.3759638931794985,20000
2020_2020-08-15_day1_003_h120,2020,120,RESIDUAL_ONLY,False,False,True,8.037240696644222,3.3333333333333357,0.34862521317244854,0.3487127021861264,1.0368104561282137,-0.37124708906918924,1.068672493441442,-0.8214953168643558,1.5189207212366087,1.4399195825106312,2.3404160381009644,20000
2020_2020-08-15_day1_003_h120,2020,120,NO_TRACK,False,True,True,8.037240696644222,3.3333333333333357,0.3489639763160852,0.34783605942869306,1.0435773774744574,-0.3680904235188096,1.0963494004561087,-0.872521784323933,1.565373383865118,1.4644398239749183,2.4378951681890513,20000
2020_2020-08-15_day1_003_h120,2020,120,NO_COEFFICIENT,True,False,True,8.037240696644222,3.3333333333333357,0.3483976918477884,0.3529490672045578,1.0466275890979182,-0.3780158797687784,1.0751587013006627,-0.8860954867480274,1.5559701624437174,1.4531745810694412,2.4420656491917447,20000
2020_2020-08-15_day1_003_h120,2020,120,NO_RESIDUAL,True,True,False,8.037240696644222,3.3333333333333357,0.3473025269114599,0.3343407218363907,0.2045647793338496,0.12843341522800447,0.5842912783111223,0.05632828622208477,0.6985354356137131,0.4558578630831178,0.6422071493916284,20000
2020_2020-08-15_day1_004_h15,2020,15,FULL,True,True,True,0.3603114862297383,0.0,-0.005315514974959952,-0.009176298231075845,1.0234679133481748,-0.7153521615512245,0.7093590110219453,-1.1901379397699492,1.1713459361041303,1.4247111725731698,2.3614838758740797,20000
2020_2020-08-15_day1_004_h15,2020,15,TRACK_ONLY,True,False,False,0.3603114862297383,0.0,-0.0138331339003371,-0.013849542657274339,0.04967862690434406,-0.07125485473976963,0.044434875712696824,-0.08833351982010443,0.06019979501835745,0.11568973045246644,0.14853331483846188,20000
2020_2020-08-15_day1_004_h15,2020,15,COEFFICIENT_ONLY,False,True,False,0.3603114862297383,0.0,-0.014099221395894094,-0.012566842859794298,0.009922169159853762,-0.028567576217324777,-0.0017528010225165817,-0.03332942754082714,-1.1725789326352547e-12,0.026814775194808196,0.033329427539654566,20000
2020_2020-08-15_day1_004_h15,2020,15,RESIDUAL_ONLY,False,False,True,0.3603114862297383,0.0,-0.0055739093615009925,-0.014066862400873485,1.0215082205957993,-0.7340266536561891,0.7058929288544421,-1.1842748814513557,1.1561411566496087,1.4399195825106312,2.3404160381009644,20000
2020_2020-08-15_day1_004_h15,2020,15,NO_TRACK,False,True,True,0.3603114862297383,0.0,-0.005606268356521611,-0.012323605513182196,1.0215284231051416,-0.7266271173060225,0.7068701757935282,-1.1825221976273854,1.1636100666300873,1.4334972930995507,2.3461322642574727,20000
2020_2020-08-15_day1_004_h15,2020,15,NO_COEFFICIENT,True,False,True,0.3603114862297383,0.0,-0.0053401808609646155,-0.012578733975502245,1.0229699988591345,-0.7029947113566289,0.7012108353803619,-1.1896357324227504,1.178476987501566,1.404205546736991,2.3681127199243166,20000
2020_2020-08-15_day1_004_h15,2020,15,NO_RESIDUAL,True,True,False,0.3603114862297383,0.0,-0.013808468014332437,-0.006685244964854609,0.062165123794360254,-0.07672477567807226,0.03935952811146173,-0.11260991203094363,0.06827816344611996,0.116084303789534,0.1808880754770636,20000
2020_2020-08-15_day1_004_h90,2020,90,FULL,True,True,True,4.691383627767852,1.666666666666668,0.1626080461979116,0.15686584619700528,1.0528766386817454,-0.6082611189754473,0.9442278290984727,-1.0815361466307707,1.4209901622867753,1.5524889480739201,2.5025263089175462,20000
2020_2020-08-15_day1_004_h90,2020,90,TRACK_ONLY,True,False,False,4.691383627767852,1.666666666666668,0.14861461933725395,0.14859937130560577,0.12288153324768944,0.0037277949357213402,0.29245442270021504,-0.035012481333884016,0.3311946989698204,0.2887266277644937,0.3662071803037044,20000
2020_2020-08-15_day1_004_h90,2020,90,COEFFICIENT_ONLY,False,True,False,4.691383627767852,1.666666666666668,0.14813077650910436,0.1419117978210638,0.05802062114884477,0.08021205459699057,0.2202075783305343,0.0665055812910269,0.2490564919935745,0.13999552373354374,0.1825509107025476,20000
2020_2020-08-15_day1_004_h90,2020,90,RESIDUAL_ONLY,False,False,True,4.691383627767852,1.666666666666668,0.16205395128414693,0.1480911088179682,1.0402863735386239,-0.5718686824373475,0.9168458590998738,-1.022116910232514,1.4203447456917597,1.4887145415372212,2.4424616559242738,20000
2020_2020-08-15_day1_004_h90,2020,90,NO_TRACK,False,True,True,4.691383627767852,1.666666666666668,0.1620936189752831,0.15344757528923225,1.041916537787214,-0.5759291517483708,0.8991016548018305,-1.0629201115885563,1.3803331812419706,1.4750308065502011,2.443253292830527,20000
2020_2020-08-15_day1_004_h90,2020,90,NO_COEFFICIENT,True,False,True,4.691383627767852,1.666666666666668,0.1625774618034327,0.15935344363725956,1.047429025361786,-0.5828876376650712,0.9349379628015146,-1.0695752072434963,1.4060468917380897,1.517825600466586,2.475622098981586,20000
