wait_minutes,target_time_utc,forecast_ambient_c,delta_ambient_c,expected_delta_track_c,track_uncertainty_sd_c,expected_physical_delta_speed_mph,median_total_delta_speed_mph,q10_delta_speed_mph,q90_delta_speed_mph,q05_delta_speed_mph,q95_delta_speed_mph,p_improve,expected_future_speed_mph,median_future_speed_mph
0.0,2025-05-17 17:32:39.563000+00:00,22.22222222222222,0.0,0.0,0.0,0.0,0.0,-0.7199597912553156,0.7199597912553156,-1.1702080190504822,1.1702080190504822,0.48485,230.415,230.415
1.0,2025-05-17 17:33:39.563000+00:00,22.22222222222222,0.0,0.006695635721234886,0.09709999999999999,-0.0002599366635428387,-0.00046946070608115377,-0.7199501762816475,0.723822624397583,-1.1744319539975094,1.1719026835708843,0.4953,230.41474006333644,230.4145305392939
2.0,2025-05-17 17:34:39.563000+00:00,22.22222222222222,0.0,0.013391271442469772,0.19419999999999998,-0.0005659765654036897,-0.0006972924044569627,-0.7198100347442373,0.7267747859878241,-1.177709998653679,1.173339490629299,0.4956,230.41443402343458,230.41430270759554
3.0,2025-05-17 17:35:39.563000+00:00,22.22222222222222,0.0,0.02008690716370466,0.2913,-0.000669586463132321,-0.0005776766338834872,-0.7194951802843216,0.7285832831872832,-1.1803795537896709,1.175358768578149,0.49705,230.41433041353687,230.4144223233661
4.0,2025-05-17 17:36:39.563000+00:00,22.22222222222222,0.0,0.026782542884939545,0.38839999999999997,-0.0009155599168653375,-0.0008524099051638611,-0.7187300508318372,0.728317110676405,-1.1862496063978643,1.1761526783033236,0.4973,230.41408444008312,230.41414759009484
5.0,2025-05-17 17:37:39.563000+00:00,22.22222222222222,0.0,0.03347817860617443,0.48549999999999993,-0.000886606311505059,-0.0008595744791899662,-0.7198992342457241,0.7333177895197631,-1.1905334452631706,1.1769701607442105,0.49635,230.4141133936885,230.4141404255208
6.0,2025-05-17 17:38:39.563000+00:00,22.22222222222222,0.0,0.04017381432740932,0.5826,-0.001284308718878594,-0.0009109285589837974,-0.7199253930615117,0.7292293507036464,-1.1889940323816373,1.1807264814625025,0.49635,230.4137156912811,230.414089071441
7.0,2025-05-17 17:39:39.563000+00:00,22.22222222222222,0.0,0.0468694500486442,0.6797,-0.0014491977140322404,-0.0009182091816954037,-0.7118612049311874,0.7286372942175374,-1.1920053052239434,1.1809496190242859,0.4961,230.41355080228595,230.4140817908183
8.0,2025-05-17 17:40:39.563000+00:00,22.22222222222222,0.0,0.05356508576987909,0.7767999999999999,-0.0016687813268832096,-0.00126538414747671,-0.7160141531272453,0.7329866360931798,-1.1949356105878364,1.1822960596082803,0.49565,230.4133312186731,230.41373461585252
9.0,2025-05-17 17:41:39.563000+00:00,22.22222222222222,0.0,0.06026072149111397,0.8738999999999999,-0.0022468749588459495,-0.0019294526202707331,-0.7149244652847799,0.7336347605931833,-1.2012021583696137,1.1871499821724922,0.49545,230.41275312504115,230.41307054737973
10.0,2025-05-17 17:42:39.563000+00:00,22.22222222222222,0.0,0.06695635721234885,0.9709999999999999,-0.0023418506982353046,-0.0008595076540245908,-0.7185592763025265,0.7341985774742048,-1.1959373908100965,1.1844360285607962,0.4976,230.41265814930176,230.41414049234598
11.0,2025-05-17 17:43:39.563000+00:00,22.22222222222222,0.0,0.07365199293358374,1.0680999999999998,-0.0030963014407864716,-0.003662748792726481,-0.7127606227897847,0.7321439883896157,-1.208200467496286,1.1845170222607717,0.49405,230.4119036985592,230.41133725120727
12.0,2025-05-17 17:44:39.563000+00:00,22.22222222222222,0.0,0.08034762865481863,1.1652,-0.002102260529564931,-0.001586870986854054,-0.708814766154754,0.7326779449188484,-1.2002134538713847,1.1832547945962792,0.496,230.41289773947042,230.41341312901315
13.0,2025-05-17 17:45:39.563000+00:00,22.19780061728395,-0.024421604938272168,0.045776427122929106,1.2623,-0.00593027759786749,-0.0050376234979344955,-0.7076680261611278,0.7288157503015725,-1.199307032864737,1.1808213675775636,0.49155,230.40906972240214,230.40996237650205
14.0,2025-05-17 17:46:39.563000+00:00,22.160763580246915,-0.061458641975306705,-0.010111923081757707,1.3594,-0.011143136406991263,-0.011229803275570608,-0.7235719992302645,0.7258122676983357,-1.2140228806498825,1.1804694068240629,0.48455,230.403856863593,230.40377019672442
15.0,2025-05-17 17:47:39.563000+00:00,22.123726543209877,-0.0984956790123448,-0.06600027328645054,1.4565,-0.016471541246195064,-0.015624623461819476,-0.722381727064194,0.7250721917641824,-1.2189625121018959,1.1765728508503064,0.48095,230.3985284587538,230.39937537653816
16.0,2025-05-17 17:48:39.563000+00:00,22.08668950617284,-0.13553271604938288,-0.12188862349114335,1.4894399999999999,-0.021313754516434125,-0.021631097916755753,-0.7318450585322752,0.7191336333097014,-1.2360871687651498,1.1754444155263033,0.4755,230.39368624548356,230.39336890208324
17.0,2025-05-17 17:49:39.563000+00:00,22.049652469135804,-0.17256975308641742,-0.17777697369583018,1.5223799999999998,-0.026973104374932996,-0.025611165111219428,-0.732908977892017,0.7081595730324984,-1.2351448549986996,1.167041557254298,0.4712,230.38802689562505,230.38938883488876
18.0,2025-05-17 17:50:39.563000+00:00,22.012615432098766,-0.2096067901234555,-0.23366532390052297,1.5553199999999998,-0.03233925603787938,-0.03289354403806365,-0.736479766331659,0.706305002483105,-1.2476993000359422,1.1675007564383681,0.4667,230.3826607439621,230.38210645596192
