scenario,horizon_min,support_status,independently_calibrated_horizon,extrapolated,current_track_c,current_ambient_c,future_ambient_c,delta_ambient_c,thermal_gap_0_c,solar_elevation_mean_deg,expected_delta_track_c,expected_future_track_c,expected_delta_speed_mph,median_delta_speed_mph,p_improve,lower_80_mph,upper_80_mph,lower_90_mph,upper_90_mph,mc_sd_mph,n_mc_source
cooling,46,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.233333333333334,-0.7666666666666666,16.0,63.06904160971234,0.22508638453057608,40.22508638453058,-0.15612288806768876,-0.15525334704642132,0.37227866666666665,-0.9163345009021732,0.5997246406483124,-1.3741512548025376,1.0762581634353334,1.0501309083931363,50000
cooling,47,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.216666666666665,-0.7833333333333333,16.0,63.122996520725074,0.22168541784826234,40.22168541784826,-0.15947611159100383,-0.1583380479331388,0.37005733333333335,-0.9214656280594463,0.5962446009190966,-1.377462894922202,1.0735468580421792,1.0499905007718193,50000
cooling,48,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.2,-0.8,16.0,63.176951431737805,0.2182844511659486,40.21828445116595,-0.16282933511431893,-0.16142274881985627,0.367836,-0.9265967552167196,0.5927645611898806,-1.3807745350418668,1.070835552649025,1.0498500931505024,50000
cooling,49,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.183333333333334,-0.8166666666666667,16.0,63.23090634275054,0.21488348448363487,40.214883484483636,-0.16618255863763404,-0.16450744970657372,0.36561466666666664,-0.9317278823739927,0.5892845214606647,-1.3840861751615314,1.0681242472558707,1.0497096855291854,50000
cooling,50,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.166666666666668,-0.8333333333333334,16.0,63.28486125376326,0.21148251780132113,40.21148251780132,-0.16953578216094914,-0.1675921505932912,0.36339333333333335,-0.9368590095312659,0.5858044817314487,-1.3873978152811959,1.0654129418627165,1.0495692779078685,50000
cooling,51,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.15,-0.85,16.0,63.33881616477599,0.20808155111900736,40.20808155111901,-0.17288900568426424,-0.17067685148000866,0.361172,-0.941990136688539,0.5823244420022329,-1.3907094554008606,1.0627016364695623,1.0494288702865515,50000
cooling,52,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.133333333333333,-0.8666666666666667,16.0,63.39277107578872,0.20468058443669362,40.204680584436694,-0.17624222920757932,-0.17376155236672614,0.35895066666666664,-0.9471212638458122,0.5788444022730169,-1.3940210955205252,1.059990331076408,1.0492884626652348,50000
cooling,53,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.116666666666667,-0.8833333333333333,16.0,63.446725986801454,0.20127961775437989,40.20127961775438,-0.17959545273089442,-0.1768462532534436,0.35672933333333334,-0.9522523910030855,0.575364362543801,-1.3973327356401897,1.0572790256832538,1.0491480550439178,50000
cooling,54,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.1,-0.9,16.0,63.50068089781418,0.19787865107206615,40.19787865107207,-0.18294867625420952,-0.17993095414016108,0.354508,-0.9573835181603586,0.571884322814585,-1.4006443757598543,1.0545677202900996,1.0490076474226009,50000
cooling,55,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.083333333333332,-0.9166666666666666,16.0,63.55463580882691,0.1944776843897524,40.19447768438975,-0.18630189977752462,-0.18301565502687855,0.35228666666666664,-0.9625146453176318,0.5684042830853692,-1.403956015879519,1.0518564148969454,1.048867239801284,50000
cooling,56,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.066666666666666,-0.9333333333333333,16.0,63.60859071983964,0.19107671770743867,40.19107671770744,-0.18965512330083972,-0.18610035591359603,0.35006533333333334,-0.9676457724749049,0.5649242433561532,-1.4072676559991835,1.0491451095037914,1.048726832179967,50000
cooling,57,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.05,-0.95,16.0,63.66254563085237,0.1876757510251249,40.187675751025125,-0.1930083468241548,-0.1891850568003135,0.347844,-0.9727768996321781,0.5614442036269373,-1.4105792961188481,1.0464338041106371,1.04858642455865,50000
cooling,58,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.033333333333335,-0.9666666666666667,16.0,63.716500541865095,0.18427478434281117,40.18427478434281,-0.1963615703474699,-0.19226975768703095,0.34562266666666663,-0.9779080267894513,0.5579641638977213,-1.4138909362385128,1.043722498717483,1.0484460169373333,50000
cooling,59,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,23.016666666666666,-0.9833333333333333,16.0,63.770455452877826,0.18087381766049743,40.1808738176605,-0.199714793870785,-0.19535445857374842,0.34340133333333334,-0.9830391539467245,0.5544841241685055,-1.4172025763581773,1.0410111933243287,1.0483056093160164,50000
cooling,60,CALIBRATED_ANCHOR,True,False,40.0,24.0,23.0,-1.0,16.0,63.82441036389056,0.1774728509781837,40.177472850978184,-0.2030680173941001,-0.1984391594604659,0.34118,-0.9881702811039976,0.5510040844392895,-1.420514216477842,1.0382998879311744,1.0481652016946994,50000
cooling,61,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.983333333333334,-1.0166666666666666,16.0,63.85243585015116,0.1653957515053385,40.165395751505336,-0.20603166515843488,-0.20124752373274551,0.3393313333333333,-0.992201604901652,0.5478471399662966,-1.4244162845524098,1.0358766139967,1.0484286785947776,50000
cooling,62,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.966666666666665,-1.0333333333333334,16.0,63.88046133641177,0.1533186520324933,40.153318652032496,-0.20899531292276963,-0.2040558880050251,0.33748266666666665,-0.9962329286993065,0.5446901954933038,-1.4283183526269776,1.0334533400622257,1.048692155494856,50000
cooling,63,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.95,-1.05,16.0,63.90848682267237,0.14124155255964813,40.14124155255965,-0.2119589606871044,-0.20686425227730473,0.335634,-1.0002642524969607,0.5415332510203109,-1.4322204207015452,1.0310300661277512,1.0489556323949343,50000
cooling,64,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.933333333333334,-1.0666666666666667,16.0,63.93651230893298,0.12916445308680297,40.1291644530868,-0.21492260845143915,-0.20967261654958436,0.3337853333333333,-1.0042955762946153,0.538376306547318,-1.436122488776113,1.0286067921932769,1.0492191092950125,50000
cooling,65,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.916666666666668,-1.0833333333333333,16.0,63.964537795193586,0.11708735361395776,40.11708735361396,-0.21788625621577393,-0.21248098082186395,0.33193666666666666,-1.0083269000922697,0.5352193620743253,-1.4400245568506809,1.0261835182588024,1.049482586195091,50000
cooling,66,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.9,-1.1,16.0,63.992563281454196,0.10501025414111259,40.10501025414111,-0.22084990398010867,-0.21528934509414357,0.330088,-1.012358223889924,0.5320624176013324,-1.4439266249252487,1.0237602443243279,1.0497460630951692,50000
cooling,67,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.883333333333333,-1.1166666666666667,16.0,64.0205887677148,0.0929331546682674,40.092933154668266,-0.22381355174444345,-0.21809770936642317,0.3282393333333333,-1.0163895476875784,0.5289054731283396,-1.4478286929998165,1.0213369703898536,1.0500095399952474,50000
cooling,68,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.866666666666667,-1.1333333333333333,16.0,64.0486142539754,0.08085605519542222,40.08085605519542,-0.22677719950877823,-0.2209060736387028,0.32639066666666666,-1.0204208714852327,0.5257485286553467,-1.4517307610743841,1.018913696455379,1.0502730168953258,50000
cooling,69,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.85,-1.15,16.0,64.076639740236,0.06877895572257703,40.06877895572258,-0.22974084727311297,-0.22371443791098242,0.324542,-1.0244521952828871,0.5225915841823539,-1.455632829148952,1.0164904225209048,1.050536493795404,50000
cooling,70,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.833333333333332,-1.1666666666666667,16.0,64.10466522649662,0.05670185624973185,40.05670185624973,-0.23270449503744775,-0.226522802183262,0.32269333333333333,-1.0284835190805415,0.519434639709361,-1.4595348972235198,1.0140671485864303,1.0507999706954823,50000
cooling,71,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.816666666666666,-1.1833333333333333,16.0,64.13269071275722,0.04462475677688667,40.044624756776884,-0.2356681428017825,-0.22933116645554164,0.32084466666666667,-1.0325148428781958,0.5162776952363681,-1.4634369652980876,1.011643874651956,1.0510634475955607,50000
cooling,72,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.8,-1.2,16.0,64.16071619901783,0.03254765730404148,40.03254765730404,-0.23863179056611727,-0.23213953072782126,0.318996,-1.0365461666758504,0.5131207507633753,-1.4673390333726555,1.0092206007174815,1.051326924495639,50000
cooling,73,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.783333333333335,-1.2166666666666666,16.0,64.18874168527843,0.020470557831196296,40.020470557831196,-0.24159543833045202,-0.23494789500010085,0.31714733333333334,-1.0405774904735048,0.5099638062903824,-1.471241101447223,1.006797326783007,1.0515904013957171,50000
cooling,74,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.766666666666666,-1.2333333333333334,16.0,64.21676717153905,0.008393458358351112,40.00839345835835,-0.2445590860947868,-0.23775625927238048,0.31529866666666667,-1.0446088142711591,0.5068068618173895,-1.475143169521791,1.0043740528485328,1.0518538782957956,50000
cooling,75,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.75,-1.25,16.0,64.24479265779965,-0.003683641114494072,39.99631635888551,-0.24752273385912155,-0.2405646235446601,0.31344999999999995,-1.0486401380688135,0.5036499173443968,-1.4790452375963588,1.0019507789140583,1.0521173551958738,50000
cooling,76,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.733333333333334,-1.2666666666666666,16.0,64.27281814406025,-0.015760740587339256,39.98423925941266,-0.2504863816234563,-0.2433729878169397,0.3116013333333333,-1.0526714618664679,0.5004929728714039,-1.4829473056709266,0.9995275049795839,1.052380832095952,50000
cooling,77,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.716666666666665,-1.2833333333333334,16.0,64.30084363032086,-0.02783784006018444,39.97216215993981,-0.2534500293877911,-0.24618135208921932,0.3097526666666666,-1.0567027856641222,0.497336028398411,-1.4868493737454944,0.9971042310451095,1.0526443089960305,50000
cooling,78,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.7,-1.3,16.0,64.32886911658146,-0.039914939533029624,39.960085060466966,-0.2564136771521259,-0.24898971636149894,0.30790399999999996,-1.0607341094617766,0.4941790839254182,-1.490751441820062,0.9946809571106351,1.0529077858961087,50000
cooling,79,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.683333333333334,-1.3166666666666667,16.0,64.35689460284208,-0.051992039005874804,39.948007960994126,-0.2593773249164606,-0.25179808063377856,0.3060553333333333,-1.0647654332594312,0.49102213945242534,-1.4946535098946299,0.9922576831761607,1.053171262796187,50000
cooling,80,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.666666666666668,-1.3333333333333333,16.0,64.38492008910268,-0.06406913847871999,39.93593086152128,-0.26234097268079537,-0.25460644490605816,0.3042066666666666,-1.0687967570570855,0.4878651949794325,-1.4985555779691977,0.9898344092416863,1.0534347396962653,50000
cooling,81,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.65,-1.35,16.0,64.41294557536328,-0.07614623795156518,39.92385376204843,-0.26530462044513015,-0.25741480917833776,0.30235799999999996,-1.07282808085474,0.4847082505064396,-1.5024576460437655,0.9874111353072118,1.0536982165963436,50000
cooling,82,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.633333333333333,-1.3666666666666667,16.0,64.44097106162388,-0.08822333742441035,39.91177666257559,-0.2682682682094649,-0.2602231734506174,0.3005093333333333,-1.0768594046523943,0.48155130603344676,-1.5063597141183334,0.9849878613727374,1.0539616934964218,50000
cooling,83,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.616666666666667,-1.3833333333333333,16.0,64.46899654788449,-0.10030043689725554,39.89969956310274,-0.27123191597379964,-0.263031537722897,0.29866066666666663,-1.0808907284500486,0.47839436156045395,-1.510261782192901,0.982564587438263,1.0542251703965002,50000
cooling,84,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.6,-1.4,16.0,64.4970220341451,-0.11237753637010073,39.887622463629896,-0.2741955637381344,-0.2658399019951766,0.29681199999999996,-1.084922052247703,0.4752374170874611,-1.5141638502674688,0.9801413135037886,1.0544886472965784,50000
cooling,85,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.583333333333332,-1.4166666666666667,16.0,64.5250475204057,-0.12445463584294592,39.875545364157055,-0.2771592115024692,-0.26864826626745625,0.2949633333333333,-1.0889533760453574,0.4720804726144682,-1.5180659183420366,0.9777180395693142,1.0547521241966566,50000
cooling,86,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.566666666666666,-1.4333333333333333,16.0,64.55307300666631,-0.1365317353157911,39.86346826468421,-0.28012285926680397,-0.27145663053973584,0.29311466666666663,-1.0929846998430117,0.46892352814147537,-1.5219679864166045,0.9752947656348399,1.055015601096735,50000
cooling,87,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.55,-1.45,16.0,64.58109849292691,-0.1486088347886363,39.85139116521136,-0.28308650703113875,-0.27426499481201544,0.29126599999999997,-1.0970160236406663,0.4657665836684825,-1.5258700544911723,0.9728714917003654,1.0552790779968133,50000
cooling,88,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.533333333333335,-1.4666666666666666,16.0,64.60912397918753,-0.16068593426148148,39.83931406573851,-0.28605015479547347,-0.27707335908429503,0.2894173333333333,-1.1010473474383207,0.4626096391954897,-1.52977212256574,0.970448217765891,1.0555425548968915,50000
cooling,89,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.516666666666666,-1.4833333333333334,16.0,64.63714946544813,-0.17276303373432664,39.82723696626567,-0.28901380255980824,-0.2798817233565747,0.28756866666666664,-1.105078671235975,0.45945269472249683,-1.5336741906403077,0.9680249438314166,1.05580603179697,50000
cooling,90,CALIBRATED_ANCHOR,True,False,40.0,24.0,22.5,-1.5,16.0,64.66517495170874,-0.1848401332071718,39.815159866792825,-0.291977450324143,-0.2826900876288543,0.28572,-1.1091099950336294,0.456295750249504,-1.5375762587148756,0.9656016698969422,1.0560695086970482,50000
cooling,91,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.483333333333334,-1.5166666666666666,16.0,64.66086038983049,-0.21468949908112211,39.785310500918875,-0.29422067157063564,-0.2848106987650834,0.28448866666666667,-1.1121740611904458,0.4542746474560762,-1.5403382207090073,0.9637063486068956,1.056559641664152,50000
cooling,92,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.466666666666665,-1.5333333333333334,16.0,64.65654582795224,-0.24453886495507243,39.755461135044925,-0.2964638928171283,-0.28693130990131255,0.2832573333333333,-1.1152381273472622,0.4522535446626485,-1.543100182703139,0.9618110273168491,1.0570497746312562,50000
cooling,93,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.45,-1.55,16.0,64.652231266074,-0.27438823082902275,39.725611769170975,-0.29870711406362094,-0.2890519210375417,0.282026,-1.1183021935040787,0.45023244186922073,-1.5458621446972707,0.9599157060268025,1.05753990759836,50000
cooling,94,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.433333333333334,-1.5666666666666667,16.0,64.64791670419575,-0.30423759670297307,39.695762403297024,-0.30095033531011356,-0.2911725321737708,0.28079466666666664,-1.121366259660895,0.448211339075793,-1.5486241066914024,0.958020384736756,1.0580300405654641,50000
cooling,95,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.416666666666668,-1.5833333333333333,16.0,64.6436021423175,-0.3340869625769234,39.665913037423074,-0.3031935565566062,-0.29329314330999995,0.27956333333333333,-1.1244303258177115,0.44619023628236526,-1.551386068685534,0.9561250634467094,1.058520173532568,50000
cooling,96,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.4,-1.6,16.0,64.63928758043926,-0.3639363284508737,39.636063671549124,-0.30543677780309886,-0.2954137544462291,0.27833199999999997,-1.127494391974528,0.4441691334889375,-1.5541480306796658,0.9542297421566629,1.0590103064996719,50000
cooling,97,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.383333333333333,-1.6166666666666667,16.0,64.63497301856101,-0.393785694324824,39.606214305675174,-0.3076799990495915,-0.2975343655824582,0.27710066666666666,-1.1305584581313444,0.4421480306955098,-1.5569099926737975,0.9523344208666163,1.059500439466776,50000
cooling,98,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.366666666666667,-1.6333333333333333,16.0,64.63065845668275,-0.4236350601987744,39.57636493980122,-0.3099232202960841,-0.29965497671868735,0.2758693333333333,-1.1336225242881608,0.440126927902082,-1.5596719546679292,0.9504390995765698,1.0599905724338798,50000
cooling,99,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.35,-1.65,16.0,64.6263438948045,-0.4534844260727247,39.54651557392727,-0.3121664415425767,-0.3017755878549165,0.274638,-1.1366865904449772,0.4381058251086543,-1.5624339166620609,0.9485437782865233,1.060480705400984,50000
cooling,100,INTERPOLATED_OPERATIONAL,False,False,40.0,24.0,22.333333333333332,-1.6666666666666667,16.0,64.62202933292626,-0.48333379194667503,39.51666620805332,-0.3144096627890694,-0.3038961989911456,0.27340666666666663,-1.1397506566017936,0.43608472231522655,-1.5651958786561926,0.9466484569964767,1.0609708383680878,50000
