year,datetime_local,ambient_f,track_f,humidity_raw,wind_raw,wind_direction,pressure_raw,source_sheet,ambient_c,track_c,datetime_indianapolis,datetime_utc,observation_index
2025,2025-05-17 14:30:00,71,107,0.47,3,NW,28.94,2025 Temp Archive,21.666666666666668,41.666666666666664,2025-05-17 14:30:00-04:00,2025-05-17 18:30:00+00:00,22
2025,2025-05-17 14:45:00,71,107,0.49,1,SW,28.94,2025 Temp Archive,21.666666666666668,41.666666666666664,2025-05-17 14:45:00-04:00,2025-05-17 18:45:00+00:00,23
2025,2025-05-17 15:00:00,72,111,0.47,5,WSW,28.95,2025 Temp Archive,22.22222222222222,43.888888888888886,2025-05-17 15:00:00-04:00,2025-05-17 19:00:00+00:00,24
2025,2025-05-17 15:15:00,72,109,0.47,0,SSW,28.95,2025 Temp Archive,22.22222222222222,42.77777777777778,2025-05-17 15:15:00-04:00,2025-05-17 19:15:00+00:00,25
2025,2025-05-17 15:30:00,72,108,0.47,1,SSW,28.96,2025 Temp Archive,22.22222222222222,42.22222222222222,2025-05-17 15:30:00-04:00,2025-05-17 19:30:00+00:00,26
2025,2025-05-17 15:45:00,72,108,0.47,0,SW,28.95,2025 Temp Archive,22.22222222222222,42.22222222222222,2025-05-17 15:45:00-04:00,2025-05-17 19:45:00+00:00,27
2025,2025-05-17 16:00:00,74,108,0.46,0,W,28.96,2025 Temp Archive,23.333333333333332,42.22222222222222,2025-05-17 16:00:00-04:00,2025-05-17 20:00:00+00:00,28
2025,2025-05-17 16:15:00,73,106,0.46,0,SW,28.95,2025 Temp Archive,22.77777777777778,41.111111111111114,2025-05-17 16:15:00-04:00,2025-05-17 20:15:00+00:00,29
2025,2025-05-17 16:30:00,72,105,0.48,2,NW,28.96,2025 Temp Archive,22.22222222222222,40.55555555555556,2025-05-17 16:30:00-04:00,2025-05-17 20:30:00+00:00,30
2025,2025-05-17 16:45:00,73,105,0.48,0,SW,28.95,2025 Temp Archive,22.77777777777778,40.55555555555556,2025-05-17 16:45:00-04:00,2025-05-17 20:45:00+00:00,31
2025,2025-05-17 17:00:00,73,104,0.48,0,SSW,28.96,2025 Temp Archive,22.77777777777778,40.0,2025-05-17 17:00:00-04:00,2025-05-17 21:00:00+00:00,32
2025,2025-05-17 17:15:00,73,102,0.48,0,WNW,28.96,2025 Temp Archive,22.77777777777778,38.888888888888886,2025-05-17 17:15:00-04:00,2025-05-17 21:15:00+00:00,33
2025,2025-05-17 17:30:00,73,101,0.47,5,WSW,28.97,2025 Temp Archive,22.77777777777778,38.333333333333336,2025-05-17 17:30:00-04:00,2025-05-17 21:30:00+00:00,34
2025,2025-05-17 17:45:00,72,100,0.48,0,SW,28.97,2025 Temp Archive,22.22222222222222,37.77777777777778,2025-05-17 17:45:00-04:00,2025-05-17 21:45:00+00:00,35
