year,session_id,file,page,keyword,context
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,11,section," 183.980  161.446 Page 11 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 21 - Pigot, Spencer Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,12,section,"5264 49.9849 S  200.780  167.898  167.224  182.003  180.439  160.142  149.474  165.657 Page 12 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 22 - Pagenaud, Simon Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,12,section,"149.474  165.657 Page 12 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 22 - Pagenaud, Simon Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,13,section,"5 T 3.1860 6.3357 6.6607 6.9778 67.7605 S  211.436  177.565  168.901  161.226  122.200 Page 13 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 23 - Kimball, Charlie Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,13,section,"61.226  122.200 Page 13 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 23 - Kimball, Charlie Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,14,section,"5 T 3.2035 6.2757 6.1942 6.0073 52.9570 S  210.281  179.263  181.622  187.272  156.360 Page 14 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 24 - Karam, Sage Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,14,section,"22  187.272  156.360 Page 14 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 24 - Karam, Sage Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,15,section,"5 T 2.9523 5.6799 5.8851 5.6096 50.5640 S  228.173  198.067  191.161  200.549  163.760 Page 15 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 25 - Wilson, Stefan Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,15,section," 200.549  163.760 Page 15 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 25 - Wilson, Stefan Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,16,section,"7 6.0411 6.0374 6.5291 50.7271 S  218.592  198.633  186.224  186.338  172.306  163.233 Page 16 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 26 - Veach, Zach Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,16,section,"38  172.306  163.233 Page 16 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 26 - Veach, Zach Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,17,section,"0 T 3.1529 6.8280 8.0263 6.7135 59.3964 S  213.656  164.763  140.164  167.573  139.408 Page 17 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 27 - Rossi, Alexander Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,17,section,"67.573  139.408 Page 17 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 27 - Rossi, Alexander Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
2018,5320,2018_5320_indycar-sectionresults-quals-day1.pdf,18,section,"0 T 3.0745 6.2897 6.6286 6.1303 54.2663 S  219.104  178.864  169.719  183.515  152.587 Page 18 of 36Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Section Data for Car 28 - Hunter-Reay, Ryan Indianapolis Motor Speedway Section Data Report May 19, 2018 102nd Indianapolis 500Event: Track: Report: QualificationsSession: Verizon IndyCar Series 2.5 mile(s) Round 6 "
