year,file,page,line_no,keyword_hits,raw_line
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,27,27,speed,(R) toT2500 Speedway T2 5.0022 5.4243 5.0016 5.0217 5.0278 5.0356 6.8406 to 224.901 207.400 224.928 224.028 223.756 223.409 164.459 Robert
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,27,31,car | section,2.9321 229.745 3.1638 212.920 2.9315 229.792 2.9347 229.542 2.9375 229.323 2.9381 229.276 3.0860 218.288 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,27,34,lap,Lap 1 2 3 4 5 6 7
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,27,35,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,8,car,May SF IndyCar to 45.7518 181.990 46.3456 179.658
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,11,car,39.9106 225.504 39.9438 225.317 39.9739 225.147 40.0065 224.963 40.3058 223.293 39.7996 226.133 39.8525 225.833 39.9158 225.475 39.9215 225.442 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,28,speed,"T2500 Speedway T2 5.0642 5.0661 5.0730 5.0743 5.1365 5.0130 5.0274 5.0416 5.0503 6.3986 to 222.148 222.064 221.762 221.705 219.021 224.417 223.774 223.143 222.759 175.820 Jack SS1 Motor Report SS1 5.0120 224.461 5.0079 224.645 5.0185 224.171 5.0232 223.961 5.2153 215.711 4.9717 226.281 4.9842 225.713 4.9905 225.428 4.9912 225.397 6.0246 186.734 Harvey, to"
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,30,car | section,2.9551 227.957 2.9526 228.150 2.9578 227.749 2.9603 227.557 2.9972 224.755 2.9345 229.557 2.9385 229.245 2.9408 229.066 2.9448 228.755 3.0879 218.154 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,33,lap,Lap 1 2 3 4 5 6 7 8 9 10
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,28,34,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,8,car,May SF IndyCar to 48.3420 172.239 47.5691 175.037 48.1539 172.912
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,11,car,40.0303 224.830 40.0467 224.738 40.1535 224.140 40.2260 223.736 40.2648 223.520 40.1200 224.327 40.1771 224.008 40.2679 223.503 40.3967 222.790 40.3750 222.910 40.1929 223.920 40.3275 223.173 40.3347 223.133 40.3320 223.148 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,28,speed,T2500 Speedway T2 5.0558 5.0630 5.0756 5.0840 5.1157 5.0698 5.0851 5.0897 5.0982 5.1324 5.0740 5.0951 5.0986 5.1018 5.6892 to 222.517 222.200 221.649 221.282 219.911 221.902 221.235 221.035 220.666 219.196 221.719 220.800 220.649 220.510 197.743
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,32,car | section,2.9538 228.058 2.9493 228.406 2.9507 228.297 2.9579 227.741 2.9775 226.242 2.9525 228.158 2.9603 227.557 2.9554 227.934 2.9623 227.403 3.0057 224.120 2.9618 227.442 2.9684 226.936 2.9688 226.905 2.9653 227.173 2.9931 225.063 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,29,36,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,8,car,May SF IndyCar to 44.6767 186.369 43.9861 189.295 44.2476 188.177
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,11,car,44.6739 201.460 45.8510 196.288 46.2987 194.390 40.3439 223.082 40.5583 221.903 40.8462 220.339 41.2861 217.991 40.3142 223.246 39.9216 225.442 39.9581 225.236 39.9219 225.440 40.1937 223.916 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,28,speed,T2500 Speedway T2 5.7866 5.8960 5.9835 5.1189 5.1377 5.1854 5.2017 5.1347 5.0515 5.0522 5.0458 5.0988 5.9982 to 194.415 190.807 188.017 219.774 218.970 216.955 216.275 219.098 222.706 222.675 222.958 220.640 187.556
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,32,car | section,2.9748 226.448 3.2490 207.337 3.2413 207.829 2.9564 227.857 2.9690 226.890 2.9746 226.463 2.9841 225.742 2.9862 225.583 2.9441 228.809 2.9405 229.089 2.9399 229.136 2.9383 229.261 3.0970 217.513 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,30,36,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,7,car,May PI IndyCar 54.6228 151.591
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,11,car,39.6965 226.720 39.6848 226.787 39.7542 226.391 39.8054 226.100 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,29,speed,JR T2500 Speedway 4.9939 4.9944 5.0105 5.0200 6.3974 to 225.275 225.252 224.528 224.104 175.853
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,32,car | section,2.9114 231.379 2.9188 230.792 2.9104 231.458 2.9118 231.347 3.1203 215.888 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,35,lap,Lap 1 2 3 4 5
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,31,36,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,7,car,May PI IndyCar 47.8761 172.954
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,11,car,39.7591 226.363 39.7870 226.205 39.8063 226.095 39.8709 225.729 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,28,speed,T2500 Speedway T2 5.0336 5.0407 5.0439 5.0527 6.2563 to 223.498 223.183 223.042 222.653 179.819
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,32,car | section,2.9689 226.898 2.9571 227.803 2.9541 228.034 2.9544 228.011 3.0868 218.231 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,35,lap,Lap 1 2 3 4 5
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,32,36,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,7,car,May PI IndyCar 51.5832 160.524
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,11,car,39.7941 226.164 39.8300 225.960 39.8761 225.699 39.9271 225.411 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,28,speed,T2500 Speedway T2 5.0229 5.0290 5.0337 5.0357 6.3156 to 223.974 223.703 223.494 223.405 178.130 Gabby
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,31,car | section,2.9286 230.020 2.9377 229.307 2.9397 229.151 2.9392 229.190 3.1173 216.096 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,34,lap,Lap 1 2 3 4 5
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,33,35,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,8,car,May SF IndyCar to 45.0168 184.961 45.1190 184.542
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,11,car,39.5344 227.650 39.5292 227.680 39.5404 227.615 39.5747 227.418 39.9733 225.150 39.4394 228.198 39.4830 227.946 39.5551 227.531 39.5682 227.455 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,28,speed,T2500 Speedway T2 4.9908 5.0032 5.0075 5.0118 5.1118 4.9752 4.9843 4.9927 5.0038 6.9331 to 225.415 224.856 224.663 224.470 220.079 226.122 225.709 225.329 224.829 162.265
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,32,car | section,2.9326 229.706 2.9346 229.550 2.9364 229.409 2.9392 229.190 2.9534 228.088 2.9086 231.602 2.9082 231.633 2.9093 231.546 2.9109 231.419 3.0383 221.715 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,35,lap,Lap 1 2 3 4 5 6 7 8 9 10
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,34,36,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,7,car,May PI IndyCar 47.0033 176.165
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,11,car,39.7218 226.576 39.8197 226.019 39.7832 226.226 39.8590 225.796 INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,12,lap,Lap
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,28,speed,T2500 Speedway T2 4.9928 5.0445 5.0258 5.0417 6.1318 to 225.324 223.015 223.845 223.139 183.470 Marco
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,31,car | section,2.9133 231.228 2.9104 231.458 2.9083 231.625 2.9082 231.633 3.0903 217.984 Car T1to102nd Indianapolis Section Qualifications for
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,34,lap,Lap 1 2 3 4 5
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,35,35,session | section,Event: Track: Report: Session: Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,7,car,May IndyCar
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,9,car,INDYCAR
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,17,lap | time | speed,Legend Lap Under Under Time Speed Information
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,18,section,Color Fastest Section Section Section Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,19,speed,T S500 Speedway
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,22,car | section,DataIndianapolis Length Legend Car 0.187121 0.312500 0.312500 0.312500 0.312500 0.312500 0.312500 0.200000 0.237879 0.625000 0.625000 0.625000 0.437879 2.500000 0.441951 2.312879 2.300095 0.937500 1.121212 2.058712102nd Indianapolis Section Qualifications for Section
2018,2018_5320_indycar-sectionresults-quals-day1.pdf,36,24,session | lap | section,to to to to to to to to to to to to to Lap to to to to to to Name PI PO SF PO BS PO SF T1 SS1 T2 BS T3 SS2 T4 FS T1 T2 T3 T4Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,7,car,May SF IndyCar to 46.7726 178.018 47.7105 174.518 46.9780 177.240
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,10,car,41.7908 215.358 39.5616 227.493 39.7418 226.462 39.7241 226.563 39.7456 226.440 1.778 41.6588 216.041 39.4707 228.017 39.6126 227.200 39.6845 226.789 39.6841 226.791 1.459 41.6398 216.139 39.5183 227.743 39.5561 227.525 39.6150 227.187 39.6940 226.735 INDYCAR 5062.1552 6169.2609
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,11,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,27,speed,1 Felix T2500 Speedway 5.5908 5.0183 5.0338 5.0278 5.0364 6.7336 5.5571 5.0003 5.0273 5.0359 5.0365 6.6702 5.5330 5.0008 5.0136 5.0284 5.0384 8.3718 to 201.223 224.180 223.489 223.756 223.374 167.073 202.444 224.987 223.778 223.396 223.369 168.661 203.326 224.964 224.390 223.729 223.285 134.380
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,31,car | section,3.3155 203.178 2.9414 229.019 2.9459 228.669 2.9442 228.801 2.9445 228.778 3.1459 214.132 3.2912 204.678 2.9351 229.511 2.9437 228.840 2.9487 228.452 2.9365 229.401 3.1731 212.296 3.2843 205.108 2.9304 229.879 2.9429 228.902 2.9428 228.910 2.9399 229.136 3.1290 215.288 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,1,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,7,car,May PI IndyCar 62.0373 130.325
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,11,car,40.8360 220.394 39.0569 230.433 39.0969 230.197 39.1544 229.859 39.1584 229.836 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,29,speed,1 T2500 Speedway 5.3746 4.9561 4.9706 4.9733 4.9804 6.8407 to 209.318 226.993 226.331 226.208 225.885 164.457
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,34,car | section,3.2783 205.483 2.9076 231.681 2.8987 232.393 2.9003 232.264 2.9075 231.689 2.9801 226.045 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,37,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,2,38,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,7,car,May PI IndyCar 56.9708 141.915
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,11,car,41.5325 216.698 39.3649 228.630 39.4391 228.200 39.4943 227.881 39.5133 227.771 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,29,speed,1 T2500 Speedway 5.5468 4.9714 4.9870 4.9937 5.0021 7.0710 to 202.820 226.294 225.587 225.284 224.906 159.101 Tony Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,32,car | section,3.2661 206.251 2.9084 231.618 2.9096 231.522 2.9113 231.387 2.9118 231.347 3.0097 223.822 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,35,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,3,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,8,car,May SF IndyCar to 48.7543 170.782 48.1745 172.838 47.7901 174.228
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,11,car,41.7591 215.522 39.6161 227.180 39.6358 227.067 39.6115 227.207 39.6605 226.926 1.186 41.6076 216.307 39.3793 228.546 39.6078 227.228 39.5751 227.416 39.7530 226.398 1.420 41.3107 217.861 39.3761 228.565 39.4162 228.333 39.4298 228.254 39.6005 227.270 INDYCAR 7590.8086 6340.0747
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,29,speed,1 T2500 Speedway 5.5900 5.0338 5.0250 5.0229 5.0325 6.8381 5.5724 5.0015 4.9962 5.0208 5.0305 6.7960 5.5196 4.9731 4.9854 4.9932 4.9943 7.5100 to 201.252 223.489 223.881 223.974 223.547 164.519 201.888 224.933 225.171 224.068 223.636 165.539 203.819 226.217 225.659 225.306 225.257 149.800 Day Graham SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,33,car | section,3.3387 201.766 2.9251 230.295 2.9197 230.721 2.9212 230.603 3.0988 217.386 3.3031 203.941 2.9224 230.508 2.9264 230.193 2.9542 228.027 2.9388 229.222 3.1306 215.178 3.2734 205.791 2.9178 230.871 2.9210 230.618 2.9263 230.201 2.9238 230.398 3.1128 216.408 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,36,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,4,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,7,car,May PI IndyCar 57.4580 140.711
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,11,car,43.2298 208.190 39.1771 229.726 39.1713 229.760 39.6865 226.777 39.3078 228.962 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,29,speed,1 T2500 Speedway 5.9187 4.9564 4.9508 5.0783 4.9729 6.7058 Sebastien to 190.076 226.979 227.236 221.531 226.226 167.765
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,33,car | section,3.4492 195.302 2.9087 231.594 2.9016 232.160 2.9020 232.128 2.9077 231.673 3.0221 222.903 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,5,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,7,car,May PI IndyCar 49.4200 163.598
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,11,car,42.5007 211.761 39.4230 228.293 39.4593 228.083 39.5772 227.404 39.6220 227.147 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,29,speed,1 T2500 Speedway 5.7391 4.9796 4.9954 5.0109 5.0403 6.4649 to 196.024 225.922 225.207 224.511 223.201 174.017 Santino
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,33,car | section,3.4097 197.565 2.9243 230.358 2.9217 230.563 2.9292 229.973 2.9286 230.020 3.0719 219.290 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,6,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,7,car,May PI IndyCar 52.2015 154.881
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,11,car,40.5748 221.813 39.1083 230.130 39.1758 229.734 39.1681 229.779 39.2402 229.357 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,29,speed,1 Josef T2500 Speedway 5.2851 4.9311 4.9381 4.9492 4.9581 5.8132 to 212.863 228.144 227.820 227.309 226.901 193.525
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,33,car | section,3.2599 206.643 2.8877 233.278 2.8948 232.706 2.8979 232.457 3.0195 223.095 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,7,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,7,car,May PI IndyCar 53.7341 150.463
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,11,car,40.5715 221.831 39.1257 230.028 39.2107 229.529 39.2890 229.072 39.3404 228.772 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,28,speed,T2500 Speedway 1 Ed T2 5.2748 4.9391 4.9591 4.9779 4.9840 5.9605 to 213.278 227.774 226.856 225.999 225.722 188.743
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,30,car,"- Motor Report SS1 5.4723 205.581 4.9016 229.517 4.9115 229.054 4.9341 228.005 4.9342 228.000 5.5522 202.622 Carpenter, to"
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,32,car | section,3.2613 206.555 2.9003 232.264 2.9036 232.000 2.9143 231.149 2.9127 231.276 2.9937 225.018 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,35,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,8,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,7,car,May PI IndyCar 53.7370 150.455
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,11,car,40.4822 222.320 38.9948 230.800 39.1172 230.078 39.1649 229.798 39.1886 229.659 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,29,speed,1 T2500 Speedway 5.2818 4.9342 4.9533 4.9593 4.9680 6.5572 to 212.996 228.000 227.121 226.847 226.449 171.567 Day Spencer SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,32,car | section,3.2551 206.948 2.8884 233.221 2.8936 232.802 2.9012 232.192 2.8996 232.320 3.1484 213.961 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,35,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,9,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,7,car,May PI IndyCar 55.4840 145.718
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,11,car,40.5805 221.781 39.0420 230.521 39.1539 229.862 39.1768 229.728 39.2483 229.309 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,29,speed,1 T2500 Speedway Simon 5.3318 4.9360 4.9550 4.9597 4.9697 6.6344 to 210.998 227.917 227.043 226.828 226.372 169.571
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,33,car | section,3.2661 206.251 2.9023 232.104 2.9068 231.745 2.9044 231.936 2.9086 231.602 3.1224 215.743 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,10,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,7,car,May PI IndyCar 59.7877 135.228
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,11,car,40.9610 219.721 39.4210 228.305 39.4892 227.910 39.4822 227.951 39.5611 227.496 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,29,speed,1 T2500 Speedway to 209.470 225.324 224.641 224.059 223.480 166.855 Charlie 5.3707 4.9928 5.0080 5.0210 5.0340 6.7424 Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,32,car | section,3.2703 205.986 2.9059 231.817 2.9134 231.220 2.9172 230.919 2.9188 230.792 3.1332 214.999 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,35,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,11,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,8,car,May SF IndyCar to 48.7159 170.917 49.3126 168.849 49.1521 169.400 54.8637 151.765
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,11,car,40.9169 219.958 39.8961 225.586 39.7744 226.276 41.0345 219.328 46.1755 194.909 1.226 41.0532 219.228 39.8197 226.019 39.8402 225.902 39.8712 225.727 40.2099 223.825 3.590 41.0405 219.296 39.5567 227.522 39.7184 226.595 39.9054 225.533 40.2065 223.844 1.674 42.1047 213.753 INDYCAR 7341.2936 2506.7969 5377.4053
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,29,speed,1 T2500 Speedway 5.3155 5.1921 5.0324 5.1008 5.8834 7.0374 5.3090 5.0584 5.0650 5.0598 5.0650 7.0086 5.3617 5.0135 5.0361 5.0874 5.0826 8.2959 5.6230 to 211.645 216.675 223.551 220.554 191.216 159.860 211.904 222.402 222.113 222.341 222.113 160.517 209.822 224.394 223.387 221.135 221.343 135.609 200.071 Sage Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,32,car | section,3.2597 206.656 2.9033 232.024 2.9151 231.085 2.9216 230.571 3.1335 214.979 3.7797 178.225 3.2790 205.440 2.9301 229.902 2.9361 229.432 2.9402 229.112 2.9581 227.726 3.6703 183.537 3.2883 204.859 2.9254 230.272 2.9350 229.518 2.9438 228.832 2.9441 228.809 3.2145 209.562 3.4847 193.313 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,12,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,8,car,May SF IndyCar to 54.4433 152.936
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,11,car,39.4393 228.199 39.6974 226.715 39.7884 226.197 39.7551 226.386 4.511 42.2543 212.996 39.4864 227.927 39.6450 227.015 39.7297 226.531 39.7637 226.337 INDYCAR 1995.0073
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,29,speed,1 T2500 Speedway 4.9981 5.0160 5.0384 5.0430 8.1907 5.6443 4.9986 5.0289 5.0294 5.0356 7.1596 to 225.086 224.282 223.285 223.081 137.351 199.316 225.063 223.707 223.685 223.409 157.132 Sage Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,32,car | section,2.9188 230.792 2.9375 229.323 2.9449 228.747 2.9413 229.027 3.1587 213.264 3.4513 195.183 2.9203 230.674 2.9296 229.941 2.9250 230.303 2.9280 230.067 3.1338 214.958 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,35,lap,Lap 20 21 22 23 24 25 26 27 28 29 30
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,13,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,14,8,car,May SF IndyCar to 47.8305 174.081 47.9809 173.535
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,14,11,lap | car,42.0969 213.792 39.4065 228.389 39.4404 228.192 39.5280 227.687 39.5745 227.419 0.519 42.3469 212.530 39.2626 229.226 39.3879 228.497 39.4040 228.403 39.4143 228.344 INDYCAR Lap 17340.3538
