year,file,page,line_no,keyword_hits,raw_line
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,14,28,speed,1 T2500 Speedway 5.6791 4.9867 4.9888 5.0030 5.0116 6.7839 5.7564 4.9816 5.0068 5.0160 5.0177 6.5149 to 198.095 225.600 225.505 224.865 224.479 165.834 195.435 225.831 224.694 224.282 224.206 172.681
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,14,31,car | section,3.3506 201.049 2.9235 230.421 2.9185 230.816 2.9235 230.421 2.9236 230.413 3.1123 216.443 3.3962 198.350 2.9192 230.761 2.9245 230.342 2.9274 230.114 2.9305 229.871 3.0446 221.256 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,14,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,14,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,8,car,May SF IndyCar to 47.9297 173.720 47.8903 173.863
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,11,car,41.4186 217.294 39.4136 228.348 39.5770 227.405 39.6792 226.819 39.6825 226.800 1.435 41.5203 216.761 39.4838 227.942 39.6490 226.992 39.6460 227.009 39.6705 226.869 INDYCAR 6273.6338
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,29,speed,1 T2500 Speedway 5.4601 4.9760 5.0129 5.0319 5.0390 6.7944 5.5163 4.9916 5.0170 5.0263 5.0293 5.9652 to 206.040 226.085 224.421 223.574 223.259 165.578 203.941 225.379 224.238 223.823 223.689 188.594
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,34,car | section,3.3653 200.171 2.9385 229.245 2.9483 228.483 2.9513 228.251 3.1527 213.670 3.3589 200.553 2.9216 230.571 2.9370 229.362 2.9388 229.222 2.9391 229.198 3.1556 213.473 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,37,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,15,38,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,16,8,car,May SF IndyCar to 48.0301 173.357 47.1287 176.673
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,16,11,lap | car,41.8280 215.167 39.2116 229.524 39.2801 229.124 39.3881 228.495 39.4518 228.126 0.602 41.6844 215.908 39.1713 229.760 39.2488 229.306 39.2778 229.137 39.3238 228.869 INDYCAR Lap 14938.8840
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,16,28,speed,1 T2500 Speedway 5.5791 4.9529 4.9611 4.9716 4.9836 6.7300 5.5775 4.9616 4.9791 4.9893 4.9862 6.0235 to 201.645 227.140 226.764 226.285 225.740 167.162 201.703 226.741 225.944 225.483 225.623 186.768 Day Alexander SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,16,31,car | section,3.3044 203.860 2.9107 231.434 2.9063 231.785 2.9104 231.458 2.9191 230.769 3.0441 221.292 3.3160 203.147 2.9157 231.038 2.9258 230.240 2.9235 230.421 2.9154 231.061 3.0665 219.676 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,16,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,16,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,7,car,May PI IndyCar 55.6328 145.328
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,11,car,42.2229 213.154 39.3605 228.656 39.4598 228.080 39.5725 227.431 39.5871 227.347 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,29,speed,1 T2500 Speedway 5.6887 4.9656 4.9862 5.0009 5.0165 6.3522 to 197.760 226.559 225.623 224.960 224.260 177.104
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,33,car | section,3.3462 201.314 2.9211 230.611 2.9198 230.713 2.9243 230.358 2.9388 229.222 3.0949 217.660 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,17,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,18,8,car,May SF IndyCar to 49.5254 168.123 48.5108 171.639
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,18,11,lap | car,40.7521 220.848 39.2083 229.543 39.3775 228.557 39.4600 228.079 39.4879 227.918 0.746 40.8443 220.349 39.3339 228.810 39.4492 228.142 39.4705 228.018 39.5304 227.673 INDYCAR Lap 12060.2201
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,18,27,speed,1 Helio T2T2500 Speedway 5.3079 4.9505 4.9762 4.9995 5.0104 6.9168 5.3283 4.9963 5.0171 5.0226 5.0385 6.2002 to 211.948 227.250 226.076 225.023 224.533 162.647 211.137 225.167 224.233 223.988 223.281 181.446
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,18,31,car | section,3.2822 205.239 2.9030 232.048 2.9050 231.889 2.9149 231.101 2.9165 230.974 2.9681 226.959 3.2818 205.264 2.9130 231.252 2.9230 230.461 2.9339 229.604 2.9302 229.894 2.9718 226.676 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,18,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,18,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,7,car,May PI IndyCar 61.5852 131.282
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,11,car,41.7447 215.596 39.3392 228.779 39.4293 228.257 39.4969 227.866 39.4220 228.299 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,29,speed,1 T2500 Speedway 5.5442 4.9710 4.9864 5.0046 4.9913 7.3113 to 202.915 226.313 225.614 224.793 225.392 153.871
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,33,car | section,3.3501 201.079 2.9258 230.240 2.9298 229.926 2.9298 229.926 2.9272 230.130 3.0473 221.060 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,19,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,20,8,car,May SF IndyCar to 49.0437 169.774 48.6881 171.014 49.3699 168.653
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,20,11,lap | car,41.3561 217.622 39.7380 226.483 39.7721 226.289 39.8650 225.762 40.1098 224.384 0.887 41.1792 218.557 39.5351 227.646 39.6360 227.066 39.6156 227.183 39.7585 226.367 5.489 41.7264 215.691 39.6065 227.235 39.6441 227.020 39.6835 226.795 39.7279 226.541 INDYCAR Lap 10143.6057 1639.7671
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,20,28,speed,1 T2500 Speedway 5.4295 5.0311 5.0310 5.0458 5.0900 6.9936 5.3720 5.0407 5.0569 5.0433 5.0469 6.9939 5.5043 5.0138 5.0157 5.0234 5.0414 8.1203 to 207.201 223.609 223.614 222.958 221.022 160.861 209.419 223.183 222.468 223.068 222.909 160.854 204.386 224.381 224.296 223.952 223.152 138.542 Patricio Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,20,31,car | section,3.2800 205.377 2.9248 230.319 2.9322 229.738 2.9360 229.440 2.9422 228.957 3.1222 215.757 3.2109 209.797 2.9492 228.413 2.9511 228.266 2.9472 228.568 2.9450 228.739 3.1369 214.746 3.3254 202.573 2.9411 229.042 2.9367 229.385 2.9453 228.716 2.9475 228.545 3.1013 217.211 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,20,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,20,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,8,car,May SF IndyCar to 48.6662 171.091 48.1360 172.976 48.6093 171.292
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,11,car,40.9739 219.652 39.6294 227.104 39.7515 226.407 39.8126 226.059 40.1565 224.123 1.434 41.0744 219.115 39.7532 226.397 39.8687 225.741 39.9364 225.358 2.017 41.2028 218.432 39.7538 226.393 39.7301 226.529 39.8555 225.816 INDYCAR 6277.7820 4463.0682
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,29,speed,1 T2500 Speedway 5.3702 5.0184 5.0357 5.0532 5.1137 6.9550 5.3625 5.0239 5.0535 5.0605 6.9950 5.3905 5.0362 5.0385 5.0486 5.1773 to 209.489 224.175 223.405 222.631 219.997 161.754 209.790 223.930 222.618 222.310 160.829 208.700 223.383 223.281 222.834 217.295
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,34,car | section,3.2662 206.245 2.9187 230.800 2.9328 229.691 2.9396 229.159 2.9375 229.323 3.1336 214.972 3.2857 205.021 2.9428 228.910 2.9506 228.305 2.9500 228.351 2.9562 227.872 3.2974 204.293 2.9403 229.105 2.9420 228.972 2.9396 229.159 2.9454 228.708 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,37,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,21,38,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,7,car,May PI IndyCar 54.0281 149.644
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,11,car,42.6162 211.187 39.2590 229.247 39.4561 228.102 39.4936 227.885 39.4970 227.865 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,29,speed,1 T2500 Speedway to 194.758 226.176 224.726 224.336 224.291 187.863 James 5.7764 4.9740 5.0061 5.0148 5.0158 5.9884
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,33,car | section,3.4379 195.944 2.9231 230.453 2.9206 230.650 2.9270 230.146 2.9254 230.272 3.0128 223.591 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,36,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,22,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,7,car,May PI IndyCar 54.5300 148.267
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,11,car,41.7153 215.748 39.4099 228.369 39.5814 227.380 39.7379 226.484 39.6911 226.751 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,29,speed,1 T2500 Speedway 5.5255 4.9736 5.0022 5.0591 5.0292 6.1653 to 203.601 226.194 224.901 222.372 223.694 182.473
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,34,car | section,3.2848 205.077 2.9172 230.919 2.9269 230.154 2.9262 230.209 2.9275 230.106 3.0982 217.428 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,37,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,23,38,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,8,car,May SF IndyCar to 49.4851 168.260 50.1662 165.976
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,11,car,41.5190 216.768 39.5514 227.552 39.5246 227.706 39.6225 227.144 40.0829 224.535 1.821 41.7508 215.565 39.4579 228.091 39.5109 227.785 39.5662 227.467 39.5561 227.525 INDYCAR 4941.2863
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,29,speed,1 T2500 Speedway 5.5176 5.0355 5.0154 5.0228 5.1145 7.2426 5.5566 4.9985 5.0075 5.0175 5.0256 6.6623 to 203.893 223.414 224.309 223.979 219.963 155.331 202.462 225.068 224.663 224.215 223.854 168.861
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,32,car | section,3.2858 205.014 2.9212 230.603 2.9196 230.729 2.9202 230.682 2.9274 230.114 3.2342 208.285 3.2902 204.740 2.9399 229.136 2.9395 229.167 2.9365 229.401 2.9465 228.623 3.1659 212.779 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,24,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,8,car,May SF IndyCar to 46.5271 178.957 49.3036 168.879 49.0518 169.746 47.9662 173.588
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,10,car,43.3439 207.642 808.9187 11.126 41.6156 216.265 39.7900 226.187 39.4961 227.871 39.8554 225.816 39.6850 226.786 1.196 41.5825 216.437 39.5432 227.599 39.6040 227.250 39.6720 226.860 39.6980 226.712 1.423 42.0602 213.979 39.5103 227.789 39.5254 227.702 39.5701 227.444 39.6344 227.075 INDYCAR 7524.7453 6326.1640
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,11,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,28,speed,1 T2500 Speedway (R) 5.5007 6.8510 5.4900 4.9978 4.9905 5.1045 5.0340 6.8916 5.5104 5.0002 4.9987 5.0110 5.0292 6.7342 5.5192 4.9788 4.9908 5.0033 5.0130 to 204.519 164.210 204.918 225.099 225.428 220.394 223.480 163.242 204.159 224.991 225.059 224.506 223.694 167.058 203.834 225.958 225.415 224.852 224.417
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,32,car | section,3.2724 205.854 4.9347 136.510 3.2603 206.618 2.9201 230.689 2.9389 229.214 2.9270 230.146 2.9299 229.918 3.0804 218.685 3.2834 205.164 2.9284 230.036 2.9296 229.941 2.9371 229.354 2.9371 229.354 3.0607 220.092 3.2965 204.349 2.9533 228.096 2.9384 229.253 2.9424 228.941 2.9455 228.700 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,25,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,8,car,May SF IndyCar
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,13,car,INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,14,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,34,speed,1 T2500 Speedway (R) 6.4300 to 174.961
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,38,car | section,3.1157 216.207 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,41,lap,Lap 20
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,26,42,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,27,8,car,May SF IndyCar to 48.3272 172.291 49.1863 169.282 48.1371 172.972
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,27,11,lap | car,40.7517 220.850 39.2651 229.211 39.6658 226.896 39.6522 226.974 40.1247 224.301 4.005 41.0270 219.368 39.3756 228.568 39.4908 227.901 39.8213 226.010 39.7751 226.272 0.832 40.9090 220.000 39.3381 228.786 39.4374 228.210 39.5441 227.594 39.6388 227.050 INDYCAR 2247.1585 10822.4295 Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,27,28,speed,1 JR T2500 Speedway 5.3027 4.9717 5.0267 5.0508 5.1476 7.0586 5.3701 4.9846 5.0072 5.0363 5.0892 6.8386 5.3043 4.9652 4.9935 5.0090 5.0201 6.2374 to 212.156 226.281 223.805 222.737 218.548 159.380 209.493 225.695 224.676 223.378 221.056 164.507 212.092 226.577 225.293 224.596 224.099 180.364
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,27,32,car | section,3.2623 206.491 2.8986 232.401 2.9097 231.514 2.9134 231.220 2.9163 230.990 3.1699 212.510 3.2703 205.986 2.9053 231.865 2.9110 231.411 2.9129 231.260 2.9210 230.618 3.1306 215.178 3.2846 205.089 2.9068 231.745 2.9117 231.355 2.9245 230.342 3.1373 214.719 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,27,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,27,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,7,car,May IndyCar
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,10,car,40.4506 222.494 39.4461 228.159 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,11,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,28,speed,1 T2500 Speedway James to 5.1409 218.833 4.9719 226.272 5.2556 214.057
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,32,car | section,3.3037 203.904 2.9166 230.966 2.9222 230.524 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,35,lap,Lap 1 2 3
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,28,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,29,8,car,May SF IndyCar to 49.0522 169.745 49.2121 169.193 48.5586 171.470
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,29,11,lap | car,41.0061 219.480 39.5426 227.603 39.6306 227.097 39.7471 226.432 39.7160 226.609 0.559 41.0666 219.156 39.6466 227.006 39.7373 226.487 39.7990 226.136 39.8600 225.790 3.239 41.1812 218.546 39.6954 226.727 39.7075 226.657 39.7335 226.509 39.9297 225.396 INDYCAR Lap 16088.4340 2778.3829
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,29,28,speed,1 T2500 Speedway 5.3151 5.0095 5.0158 5.0495 5.0282 7.0242 5.3221 5.0288 5.0424 5.0517 5.0548 6.9177 5.3474 5.0238 5.0320 5.0360 5.0494 6.2276 to 211.661 224.573 224.291 222.794 223.738 160.161 211.383 223.711 223.108 222.697 222.561 162.626 210.383 223.934 223.569 223.392 222.799 180.647 Max Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,29,31,car | section,3.3039 203.891 2.9379 229.292 2.9414 229.019 2.9503 228.328 2.9441 228.809 3.3114 203.429 3.3250 202.597 2.9549 227.973 2.9601 227.572 2.9589 227.664 2.9514 228.243 3.1231 215.695 3.3191 202.958 2.9513 228.251 2.9618 227.442 2.9545 228.004 2.9534 228.088 3.1303 215.199 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,29,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,29,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,8,car,May SF IndyCar to 47.4876 175.338 47.0717 176.887 47.2643 176.166
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,11,car,40.6552 221.374 39.7604 226.356 39.7930 226.170 39.9814 225.105 51.5065 174.735 3.435 40.7163 221.042 39.6008 227.268 39.6904 226.755 39.6559 226.952 39.9725 225.155 3.719 40.6285 221.519 39.5843 227.363 39.6441 227.020 39.6938 226.736 39.6990 226.706 INDYCAR 2619.8681 2419.8022
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,29,speed,1 James T2500 Speedway 5.1839 5.0230 5.0475 5.0673 6.1212 6.6707 5.2079 4.9993 5.0225 5.0276 5.0629 6.6716 5.1742 4.9986 5.0154 5.0277 5.0307 6.4757 to 217.018 223.970 222.883 222.012 183.787 168.648 216.018 225.032 223.992 223.765 222.205 168.625 217.425 225.063 224.309 223.760 223.627 173.726
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,33,car | section,3.3132 203.319 2.9368 229.378 2.9452 228.723 2.9492 228.413 3.1338 214.958 4.5105 149.348 3.3230 202.719 2.9342 229.581 2.9423 228.949 2.9448 228.755 2.9494 228.398 3.1632 212.960 3.3181 203.019 2.9315 229.792 2.9392 229.190 2.9365 229.401 2.9367 229.385 3.1090 216.673 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,36,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,30,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,7,car,May PI IndyCar 55.5112 145.646
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,11,car,41.1760 218.574 39.3759 228.566 39.4859 227.929 39.5400 227.618 39.7045 226.675 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,29,speed,1 T2500 Speedway 5.3988 4.9808 4.9892 5.0125 5.0299 6.5155 to 208.380 225.867 225.487 224.439 223.662 172.665 Jack Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,32,car | section,3.3699 199.898 2.9239 230.390 2.9260 230.224 2.9315 229.792 2.9328 229.691 3.1347 214.897 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,35,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,31,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,7,car,May PI IndyCar 53.6154 150.796
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,11,car,40.8649 220.238 38.9585 231.015 39.1186 230.070 39.2825 229.110 39.5439 227.595 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,29,speed,1 T2500 Speedway 5.3980 4.9273 4.9535 4.9654 5.0449 6.9996 to 208.411 228.320 227.112 226.568 222.997 160.723
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,34,car | section,3.3018 204.021 2.9035 232.008 2.9243 230.358 2.9222 230.524 2.9192 230.761 3.2004 210.485 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,37,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,32,38,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,33,8,car,May SF IndyCar to 48.6873 171.017 50.6426 164.414 49.8933 166.883 51.1725 162.712
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,33,11,lap | car,41.8546 215.030 39.6527 226.971 39.9934 225.037 40.0639 224.641 40.2100 223.825 0.781 41.9747 214.415 39.3935 228.464 39.7859 226.211 40.2490 223.608 5.920 42.2195 213.172 39.5100 227.790 39.5596 227.505 39.7772 226.260 39.7435 226.452 7.311 41.6688 215.989 39.6191 227.163 INDYCAR Lap 11518.7536 1520.2305 1231.0057
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,33,28,speed,1 T2500 Speedway 5.6260 5.0198 5.0912 5.1252 5.0746 6.9767 5.7072 4.9843 5.0728 5.0546 6.9178 5.7008 5.0003 5.0171 5.0179 5.0472 7.2741 5.5907 5.0219 to 199.964 224.113 220.970 219.504 221.692 161.251 197.119 225.709 221.771 222.570 162.624 197.341 224.987 224.233 224.197 222.896 154.658 201.227 224.019 Fernando Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,33,31,car | section,3.3249 202.603 2.9210 230.618 2.9346 229.550 2.9383 229.261 2.9447 228.762 2.9956 224.875 3.3978 198.257 2.9183 230.832 2.9339 229.604 2.9424 228.941 2.9640 227.273 3.3891 198.766 2.9381 229.276 2.9409 229.058 2.9351 229.511 2.9442 228.801 3.0145 223.465 3.3856 198.971 2.9506 228.305 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,33,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,33,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,8,car,May SF IndyCar to 49.4039 168.537
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,11,car,39.6813 226.807 39.7358 226.496 41.3816 217.488 4.115 41.2839 218.003 39.4738 227.999 39.6072 227.231 39.6613 226.921 39.6916 226.748 INDYCAR 2186.8957
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,29,speed,1 T2500 Speedway 5.0411 5.0412 5.0569 6.9446 5.4655 5.0009 5.0201 5.0289 5.0320 6.5236 to 223.166 223.161 222.468 161.996 205.837 224.960 224.099 223.707 223.569 172.451 Fernando Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,32,car | section,2.9598 227.595 2.9541 228.034 2.9466 228.615 3.3158 203.160 3.3211 202.835 2.9278 230.083 2.9272 230.130 2.9310 229.832 2.9361 229.432 3.0536 220.604 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,35,lap,Lap 20 21 22 23 24 25 26 27 28 29
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,34,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,7,car,May PI IndyCar 60.4977 133.641
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,11,car,40.7725 220.737 39.2987 229.015 39.4361 228.217 39.3971 228.443 39.4096 228.371 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,28,speed,1 T2500 Speedway to 213.008 226.253 225.663 225.514 225.288 178.447 Marcus 5.2815 4.9723 4.9853 4.9886 4.9936 6.3044 Day SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,31,car | section,3.2929 204.572 2.9184 230.824 2.9182 230.840 2.9224 230.508 2.9240 230.382 3.0672 219.626 Car T1to103rd Indianapolis Section Qualifications for
