event_id,event_year,event_time,event_type,car_or_entry_id,decision_snapshot_id,prediction_id,information_cutoff,payload,provenance_ids,input_hash,event_hash,evaluation_status,abstention_reason_codes
21:2021:SHADOW_INFERENCE_ABSTAINED:000056,2021,2021-05-22T18:49:55Z,SHADOW_INFERENCE_ABSTAINED,21,phase3:2021_car21,,2021-05-22T18:49:55Z,"{""note"": ""Realised horizon 126.7 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 126.65, ""scope"": ""HISTORICAL_SCORING""}",,,45fd2bf0634b6eace2d16221fcd9e9b11595f31b4bb812d103334981973870ec,ABSTAINED,HORIZON_OUT_OF_SUPPORT
60:2021:FUTURE_ATTEMPT_OBSERVED:000111,2021,2021-05-22T19:02:24Z,FUTURE_ATTEMPT_OBSERVED,60,,,2021-05-22T19:02:24Z,"{""observed_delta_v"": 4.695, ""realised_horizon_minutes"": 64.13333333333334}",,,6e8db78d623e52d0e0d03c4c9bcb0f2b42b36922a653c7b55a13eb18cb974f8d,OK,
60:2021:PREDICTION_SCORED:000112,2021,2021-05-22T19:02:24Z,PREDICTION_SCORED,60,phase3:2021_car60,phase3:2021_car60:h60,2021-05-22T19:02:24Z,"{""absolute_error"": 4.671425951686441, ""anchor_horizon_minutes"": 60, ""counts_toward_aggregate_validation"": false, ""expected_delta_v"": 0.023574048313559002, ""note"": ""Approved ONLY as an illustrative diagnostic (realised horizon ~64.1 min vs. the 60-min calibrated anchor, ~4.1-min mismatch). NOT approved as POINT_IN_TIME_EXTERNAL_VALIDATION and must not contribute to aggregate validation metrics."", ""observed_delta_v"": 4.695, ""provenance"": {""decision_snapshot_id"": ""phase3:2021_car60"", ""final_v2_model_hash"": ""008900eb428ad820bea907f91fe7c77a7e5965b56e20993b5acf9aed7627099d"", ""forecast_issue_time"": ""2021-05-22T17:00:00Z"", ""forecast_model"": ""HRRR"", ""forecast_run"": ""2"", ""forecast_source"": ""NOAA"", ""historical_scoring_support"": ""ILLUSTRATIVE_ONLY"", ""information_cutoff"": ""2021-05-22T17:58:16Z"", ""input_hash"": ""c8cbd705c20b847d8bdca90a25f5c6dbfc78c3897aa9c0a5222212a69ec150ed"", ""prediction_hash"": ""4d6dc9af169b40955e41f7d8a3a3dbcf7ad0b80960262064bb2b1144e8ea7a89"", ""scientific_support"": ""SUPPORTED""}, ""realised_horizon_minutes"": 64.13333333333334}",HRRR:20210522:2:2021-05-22 17:00:00+00:00:2021-05-22 19:00:00+00:00;008900eb428ad820bea907f91fe7c77a7e5965b56e20993b5acf9aed7627099d,c8cbd705c20b847d8bdca90a25f5c6dbfc78c3897aa9c0a5222212a69ec150ed,442546115025aee4cf7a614965e0a7bb4dd1267f28cb8f2971b1c1187660dbec,ILLUSTRATIVE_ONLY,NON_ANCHOR_EVALUATION_NOT_APPROVED
47:2021:FUTURE_ATTEMPT_OBSERVED:000097,2021,2021-05-22T19:55:55Z,FUTURE_ATTEMPT_OBSERVED,47,,,2021-05-22T19:55:55Z,"{""observed_delta_v"": -0.154, ""realised_horizon_minutes"": 126.81666666666666}",,,67caf1962315b9a2c7a52d4cf1fda59fbde97589df6a28bd88049516d8c45ad3,OK,
47:2021:SHADOW_INFERENCE_ABSTAINED:000098,2021,2021-05-22T19:55:55Z,SHADOW_INFERENCE_ABSTAINED,47,phase3:2021_car47,,2021-05-22T19:55:55Z,"{""note"": ""Realised horizon 126.8 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 126.81666666666666, ""scope"": ""HISTORICAL_SCORING""}",,,a18da64c986b665d0385f44934cf854972360c34cad12d1f9db4401a8cd66483,ABSTAINED,HORIZON_OUT_OF_SUPPORT
26:2021:FUTURE_ATTEMPT_OBSERVED:000069,2021,2021-05-22T20:25:16Z,FUTURE_ATTEMPT_OBSERVED,26,,,2021-05-22T20:25:16Z,"{""observed_delta_v"": -1.419, ""realised_horizon_minutes"": 132.81666666666666}",,,c8f904d45957c85f62da8ed16dfc33a76782091d09a35d4e71e76a633389d599,OK,
26:2021:SHADOW_INFERENCE_ABSTAINED:000070,2021,2021-05-22T20:25:16Z,SHADOW_INFERENCE_ABSTAINED,26,phase3:2021_car26,,2021-05-22T20:25:16Z,"{""note"": ""Realised horizon 132.8 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 132.81666666666666, ""scope"": ""HISTORICAL_SCORING""}",,,0e5d9ab4560d2bd6e769aa5a3519073b1b4cbce772331f0f5114606eae38ee10,ABSTAINED,HORIZON_OUT_OF_SUPPORT
86:2021:FUTURE_ATTEMPT_OBSERVED:000139,2021,2021-05-22T21:02:45Z,FUTURE_ATTEMPT_OBSERVED,86,,,2021-05-22T21:02:45Z,"{""observed_delta_v"": -0.154, ""realised_horizon_minutes"": 231.15}",,,c5e1e24fec5d18a034816437e2e58917f27110898e7cbc3927db0480afa23c0e,OK,
86:2021:SHADOW_INFERENCE_ABSTAINED:000140,2021,2021-05-22T21:02:45Z,SHADOW_INFERENCE_ABSTAINED,86,phase3:2021_car86,,2021-05-22T21:02:45Z,"{""note"": ""Realised horizon 231.2 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 231.15, ""scope"": ""HISTORICAL_SCORING""}",,,ec8e2c35fac0d762f5013379b5314e4bec79e825f9e72c64163e35d30b994aee,ABSTAINED,HORIZON_OUT_OF_SUPPORT
18:2021:FUTURE_ATTEMPT_OBSERVED:000027,2021,2021-05-22T21:07:57Z,FUTURE_ATTEMPT_OBSERVED,18,,,2021-05-22T21:07:57Z,"{""observed_delta_v"": 0.798, ""realised_horizon_minutes"": 288.01666666666665}",,,3a8f287da5fc60711c3df88371915117125b3370030b6ccc879d515cb883e0f8,OK,
18:2021:SHADOW_INFERENCE_ABSTAINED:000028,2021,2021-05-22T21:07:57Z,SHADOW_INFERENCE_ABSTAINED,18,phase3:2021_car18,,2021-05-22T21:07:57Z,"{""note"": ""Realised horizon 288.0 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 288.01666666666665, ""scope"": ""HISTORICAL_SCORING""}",,,be9df089be8526943c18d9b47a341c0fc02bde1fd8011a25acf78a325e0b535a,ABSTAINED,HORIZON_OUT_OF_SUPPORT
7:2021:FUTURE_ATTEMPT_OBSERVED:000125,2021,2021-05-22T21:21:31Z,FUTURE_ATTEMPT_OBSERVED,7,,,2021-05-22T21:21:31Z,"{""observed_delta_v"": 0.246, ""realised_horizon_minutes"": 225.75}",,,9a67d0d8a2e7c3d81fd5efe690ac6c769822f837473f73494741c6750a8771b0,OK,
7:2021:SHADOW_INFERENCE_ABSTAINED:000126,2021,2021-05-22T21:21:31Z,SHADOW_INFERENCE_ABSTAINED,7,phase3:2021_car7,,2021-05-22T21:21:31Z,"{""note"": ""Realised horizon 225.8 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 225.75, ""scope"": ""HISTORICAL_SCORING""}",,,7d5c3bb99b8cd6c57cd4214c57b9dfc9e00ceeae40c9f6240f9f92dab425c1fc,ABSTAINED,HORIZON_OUT_OF_SUPPORT
12:2021:FUTURE_ATTEMPT_OBSERVED:000013,2021,2021-05-22T21:33:54Z,FUTURE_ATTEMPT_OBSERVED,12,,,2021-05-22T21:33:54Z,"{""observed_delta_v"": 0.176, ""realised_horizon_minutes"": 252.3}",,,9a0221056a72a7b9537966724411839be58c12f2322738847a2878b331d71d71,OK,
12:2021:SHADOW_INFERENCE_ABSTAINED:000014,2021,2021-05-22T21:33:54Z,SHADOW_INFERENCE_ABSTAINED,12,phase3:2021_car12,,2021-05-22T21:33:54Z,"{""note"": ""Realised horizon 252.3 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 252.3, ""scope"": ""HISTORICAL_SCORING""}",,,984b6303f47b81e5e1d8d91b0cba7aedb94e88a7765b09e6d8402a08adca902e,ABSTAINED,HORIZON_OUT_OF_SUPPORT
4:2021:FUTURE_ATTEMPT_OBSERVED:000083,2021,2021-05-22T21:46:39Z,FUTURE_ATTEMPT_OBSERVED,4,,,2021-05-22T21:46:39Z,"{""observed_delta_v"": -0.927, ""realised_horizon_minutes"": 241.71666666666667}",,,d537159264a1f52aadaf959b9e1a68b9dcfe857106c85eca9a943dfc8fac2d3b,OK,
4:2021:SHADOW_INFERENCE_ABSTAINED:000084,2021,2021-05-22T21:46:39Z,SHADOW_INFERENCE_ABSTAINED,4,phase3:2021_car4,,2021-05-22T21:46:39Z,"{""note"": ""Realised horizon 241.7 min does not exactly match any calibrated anchor (15, 30, 60, 90, 120) and is not the pre-approved illustrative exception; historical scoring abstained rather than extrapolated or nearest-anchor-substituted."", ""realised_horizon_minutes"": 241.71666666666667, ""scope"": ""HISTORICAL_SCORING""}",,,43c53543631711149b758000f91568af0af2a5a2dd7d748febb0e038ed784f6f,ABSTAINED,HORIZON_OUT_OF_SUPPORT
