method,coverage_80,coverage_90,median_absolute_point_error,brier_score,mean_p_improve
MEDIAN_CENTERED,0.8292682926829268,0.9024390243902439,0.3036742914131096,0.19841756042682923,0.6139548780487806
MEAN_CENTERED,0.8292682926829268,0.9024390243902439,0.34887360841745596,0.2751203359756098,0.4347439024390244
SYMMETRIC_EMPIRICAL,0.7804878048780488,0.9024390243902439,0.29997971828450787,0.19856547237804875,0.5948426829268293
