year,current_time_utc,future_time_utc,requested_horizon_min,actual_horizon_min,target_time_error_min,current_track_temp_c,future_track_temp_c,delta_track_temp_c,current_ambient_temp_c,future_ambient_temp_c,delta_ambient_temp_c,current_shortwave_wm2,future_shortwave_wm2,delta_shortwave_wm2,current_cloud_pct,future_cloud_pct,delta_cloud_pct,current_wind_ms,future_wind_ms,delta_wind_ms,current_gust_ms,future_gust_ms,delta_gust_ms
2020,2020-08-15 12:15:00+00:00,2020-08-15 12:30:00+00:00,15,15.0,0.0,26.666666666666668,27.22222222222222,0.5555555555555536,19.094506835937523,19.094506835937523,0.0,138.1,138.1,0.0,1.375,1.375,0.0,0.673767997843418,0.673767997843418,0.0,0.908822864294052,0.908822864294052,0.0
2020,2020-08-15 12:15:00+00:00,2020-08-15 12:45:00+00:00,30,30.0,0.0,26.666666666666668,27.77777777777778,1.1111111111111107,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:15:00+00:00,2020-08-15 13:00:00+00:00,45,45.0,0.0,26.666666666666668,28.88888888888889,2.2222222222222214,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:15:00+00:00,2020-08-15 13:15:00+00:00,60,60.0,0.0,26.666666666666668,30.0,3.333333333333332,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:30:00+00:00,2020-08-15 12:45:00+00:00,15,15.0,0.0,27.22222222222222,27.77777777777778,0.5555555555555571,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:30:00+00:00,2020-08-15 13:00:00+00:00,30,30.0,0.0,27.22222222222222,28.88888888888889,1.6666666666666679,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:30:00+00:00,2020-08-15 13:15:00+00:00,45,45.0,0.0,27.22222222222222,30.0,2.7777777777777786,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:30:00+00:00,2020-08-15 13:30:00+00:00,60,60.0,0.0,27.22222222222222,31.11111111111111,3.8888888888888893,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,197.10000000000005,1.375,0.0,-1.375,0.673767997843418,1.3135441473597769,0.6397761495163589,0.908822864294052,1.4195531122386456,0.5107302479445935
2020,2020-08-15 12:45:00+00:00,2020-08-15 13:00:00+00:00,15,15.0,0.0,27.77777777777778,28.88888888888889,1.1111111111111107,21.178826904296898,21.178826904296898,0.0,335.20000000000005,335.20000000000005,0.0,0.0,0.0,0.0,1.3135441473597769,1.3135441473597769,0.0,1.4195531122386456,1.4195531122386456,0.0
2020,2020-08-15 12:45:00+00:00,2020-08-15 13:15:00+00:00,30,30.0,0.0,27.77777777777778,30.0,2.2222222222222214,21.178826904296898,21.178826904296898,0.0,335.20000000000005,335.20000000000005,0.0,0.0,0.0,0.0,1.3135441473597769,1.3135441473597769,0.0,1.4195531122386456,1.4195531122386456,0.0
2020,2020-08-15 12:45:00+00:00,2020-08-15 13:30:00+00:00,45,45.0,0.0,27.77777777777778,31.11111111111111,3.333333333333332,21.178826904296898,21.178826904296898,0.0,335.20000000000005,335.20000000000005,0.0,0.0,0.0,0.0,1.3135441473597769,1.3135441473597769,0.0,1.4195531122386456,1.4195531122386456,0.0
2020,2020-08-15 13:00:00+00:00,2020-08-15 13:15:00+00:00,15,15.0,0.0,28.88888888888889,30.0,1.1111111111111107,21.178826904296898,21.178826904296898,0.0,335.20000000000005,335.20000000000005,0.0,0.0,0.0,0.0,1.3135441473597769,1.3135441473597769,0.0,1.4195531122386456,1.4195531122386456,0.0
2020,2020-08-15 13:00:00+00:00,2020-08-15 13:30:00+00:00,30,30.0,0.0,28.88888888888889,31.11111111111111,2.2222222222222214,21.178826904296898,21.178826904296898,0.0,335.20000000000005,335.20000000000005,0.0,0.0,0.0,0.0,1.3135441473597769,1.3135441473597769,0.0,1.4195531122386456,1.4195531122386456,0.0
2020,2020-08-15 13:15:00+00:00,2020-08-15 13:30:00+00:00,15,15.0,0.0,30.0,31.11111111111111,1.1111111111111107,21.178826904296898,21.178826904296898,0.0,335.20000000000005,335.20000000000005,0.0,0.0,0.0,0.0,1.3135441473597769,1.3135441473597769,0.0,1.4195531122386456,1.4195531122386456,0.0
2020,2020-08-15 14:45:00+00:00,2020-08-15 15:00:00+00:00,15,15.0,0.0,37.22222222222222,38.333333333333336,1.1111111111111143,25.113610839843773,25.113610839843773,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.4815214243127341,0.4815214243127341,0.0,2.9325572177767754,2.9325572177767754,0.0
2020,2020-08-15 14:45:00+00:00,2020-08-15 15:15:00+00:00,30,30.0,0.0,37.22222222222222,39.44444444444444,2.2222222222222214,25.113610839843773,25.113610839843773,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.4815214243127341,0.4815214243127341,0.0,2.9325572177767754,2.9325572177767754,0.0
2020,2020-08-15 14:45:00+00:00,2020-08-15 15:30:00+00:00,45,45.0,0.0,37.22222222222222,40.55555555555556,3.3333333333333357,25.113610839843773,25.113610839843773,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.4815214243127341,0.4815214243127341,0.0,2.9325572177767754,2.9325572177767754,0.0
2020,2020-08-15 14:45:00+00:00,2020-08-15 15:45:00+00:00,60,60.0,0.0,37.22222222222222,41.666666666666664,4.444444444444443,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:00:00+00:00,2020-08-15 15:15:00+00:00,15,15.0,0.0,38.333333333333336,39.44444444444444,1.1111111111111072,25.113610839843773,25.113610839843773,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.4815214243127341,0.4815214243127341,0.0,2.9325572177767754,2.9325572177767754,0.0
2020,2020-08-15 15:00:00+00:00,2020-08-15 15:30:00+00:00,30,30.0,0.0,38.333333333333336,40.55555555555556,2.2222222222222214,25.113610839843773,25.113610839843773,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.4815214243127341,0.4815214243127341,0.0,2.9325572177767754,2.9325572177767754,0.0
2020,2020-08-15 15:00:00+00:00,2020-08-15 15:45:00+00:00,45,45.0,0.0,38.333333333333336,41.666666666666664,3.3333333333333286,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:00:00+00:00,2020-08-15 16:00:00+00:00,60,60.0,0.0,38.333333333333336,43.333333333333336,5.0,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:15:00+00:00,2020-08-15 15:30:00+00:00,15,15.0,0.0,39.44444444444444,40.55555555555556,1.1111111111111143,25.113610839843773,25.113610839843773,0.0,697.5,697.5,0.0,0.0,0.0,0.0,0.4815214243127341,0.4815214243127341,0.0,2.9325572177767754,2.9325572177767754,0.0
2020,2020-08-15 15:15:00+00:00,2020-08-15 15:45:00+00:00,30,30.0,0.0,39.44444444444444,41.666666666666664,2.2222222222222214,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:15:00+00:00,2020-08-15 16:00:00+00:00,45,45.0,0.0,39.44444444444444,43.333333333333336,3.888888888888893,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:15:00+00:00,2020-08-15 16:15:00+00:00,60,60.0,0.0,39.44444444444444,46.666666666666664,7.222222222222221,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:30:00+00:00,2020-08-15 15:45:00+00:00,15,15.0,0.0,40.55555555555556,41.666666666666664,1.1111111111111072,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:30:00+00:00,2020-08-15 16:00:00+00:00,30,30.0,0.0,40.55555555555556,43.333333333333336,2.7777777777777786,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:30:00+00:00,2020-08-15 16:15:00+00:00,45,45.0,0.0,40.55555555555556,46.666666666666664,6.111111111111107,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:30:00+00:00,2020-08-15 16:30:00+00:00,60,60.0,0.0,40.55555555555556,47.77777777777778,7.222222222222221,25.113610839843773,26.437951660156273,1.3243408203125,697.5,827.3000000000001,129.80000000000007,0.0,0.0,0.0,0.4815214243127341,0.6330890744471747,0.15156765013444057,2.9325572177767754,1.8355552405118944,-1.097001977264881
2020,2020-08-15 15:45:00+00:00,2020-08-15 16:00:00+00:00,15,15.0,0.0,41.666666666666664,43.333333333333336,1.6666666666666714,26.437951660156273,26.437951660156273,0.0,827.3000000000001,827.3000000000001,0.0,0.0,0.0,0.0,0.6330890744471747,0.6330890744471747,0.0,1.8355552405118944,1.8355552405118944,0.0
2020,2020-08-15 15:45:00+00:00,2020-08-15 16:15:00+00:00,30,30.0,0.0,41.666666666666664,46.666666666666664,5.0,26.437951660156273,26.437951660156273,0.0,827.3000000000001,827.3000000000001,0.0,0.0,0.0,0.0,0.6330890744471747,0.6330890744471747,0.0,1.8355552405118944,1.8355552405118944,0.0
2020,2020-08-15 15:45:00+00:00,2020-08-15 16:30:00+00:00,45,45.0,0.0,41.666666666666664,47.77777777777778,6.111111111111114,26.437951660156273,26.437951660156273,0.0,827.3000000000001,827.3000000000001,0.0,0.0,0.0,0.0,0.6330890744471747,0.6330890744471747,0.0,1.8355552405118944,1.8355552405118944,0.0
2020,2020-08-15 15:45:00+00:00,2020-08-15 16:45:00+00:00,60,60.0,0.0,41.666666666666664,48.888888888888886,7.222222222222221,26.437951660156273,27.686303710937523,1.24835205078125,827.3000000000001,555.0,-272.30000000000007,0.0,8.625,8.625,0.6330890744471747,1.0142571245011491,0.38116805005397447,1.8355552405118944,1.15544743090868,-0.6801078096032145
