year,session_date,local_time,timezone_name,local_datetime,utc_datetime,utc_offset_hours,source_sheet,source_row_index,source_block_occurrence,ambient_f,ambient_c,track_f,track_c,humidity,wind_raw,wind,wind_direction,pressure_raw,pressure,pressure_quality,sensor_1_name,sensor_1_f,sensor_2_name,sensor_2_f,sensor_3_name,sensor_3_f,sensor_4_name,sensor_4_f,sensor_avg_f,time_utc,hrrr_match_time_utc,hrrr_offset_min,hrrr_temp_c,hrrr_dewpoint_c,hrrr_relative_humidity_pct,hrrr_wind_speed_10m_ms,hrrr_gust_ms,hrrr_cloud_cover_pct,hrrr_shortwave_radiation_wm2,hrrr_pressure_hpa
2022,2022-05-21,12:00:00,America/Indiana/Indianapolis,2022-05-21 12:00:00-04:00,2022-05-21 16:00:00+00:00,-4.0,2022 Temp Archive,389,1,78.0,25.555555555555557,92.0,33.333333333333336,0.66,1.0,1.0,SE,29.15,29.15,VALID,I2,93.9,I3T,87.4,I5,93.4,I6,92.7,91.85,2022-05-21 16:00:00+00:00,2022-05-21 16:00:00+00:00,0.0,25.723565673828148,17.591607666015648,60.81802038809261,1.726534244321843,1.784188747406006,69.0,815.0,987.2
2022,2022-05-21,12:15:00,America/Indiana/Indianapolis,2022-05-21 12:15:00-04:00,2022-05-21 16:15:00+00:00,-4.0,2022 Temp Archive,390,1,78.0,25.555555555555557,99.0,37.22222222222222,0.65,8.0,8.0,S,29.14,29.14,VALID,I2,102.6,I3T,93.7,I5,101.1,I6,100.8,99.55,2022-05-21 16:15:00+00:00,2022-05-21 16:00:00+00:00,15.0,25.723565673828148,17.591607666015648,60.81802038809261,1.726534244321843,1.784188747406006,69.0,815.0,987.2
2022,2022-05-21,12:30:00,America/Indiana/Indianapolis,2022-05-21 12:30:00-04:00,2022-05-21 16:30:00+00:00,-4.0,2022 Temp Archive,391,1,79.0,26.11111111111111,105.0,40.55555555555556,0.6,5.0,5.0,S,29.15,29.15,VALID,I2,108.1,I3T,100.0,I5,106.9,I6,106.2,105.3,2022-05-21 16:30:00+00:00,2022-05-21 17:00:00+00:00,30.0,27.6061950683594,19.01007995605471,59.50047492404806,4.703741447220912,5.943898856639862,82.0,912.0,988.2
2022,2022-05-21,12:45:00,America/Indiana/Indianapolis,2022-05-21 12:45:00-04:00,2022-05-21 16:45:00+00:00,-4.0,2022 Temp Archive,392,1,81.0,27.22222222222222,107.0,41.666666666666664,0.55,3.0,3.0,S,29.16,29.16,VALID,I2,109.6,I3T,102.0,I5,109.0,I6,108.3,107.225,2022-05-21 16:45:00+00:00,2022-05-21 17:00:00+00:00,15.0,27.6061950683594,19.01007995605471,59.50047492404806,4.703741447220912,5.943898856639862,82.0,912.0,988.2
2022,2022-05-21,13:00:00,America/Indiana/Indianapolis,2022-05-21 13:00:00-04:00,2022-05-21 17:00:00+00:00,-4.0,2022 Temp Archive,393,1,82.0,27.77777777777778,110.0,43.333333333333336,0.51,10.0,10.0,S,29.18,29.18,VALID,I2,112.8,I3T,105.1,I5,111.4,I6,111.0,110.075,2022-05-21 17:00:00+00:00,2022-05-21 17:00:00+00:00,0.0,27.6061950683594,19.01007995605471,59.50047492404806,4.703741447220912,5.943898856639862,82.0,912.0,988.2
2022,2022-05-21,13:15:00,America/Indiana/Indianapolis,2022-05-21 13:15:00-04:00,2022-05-21 17:15:00+00:00,-4.0,2022 Temp Archive,394,1,82.0,27.77777777777778,107.0,41.666666666666664,0.53,1.0,1.0,S,29.19,29.19,VALID,I2,109.6,I3T,101.3,I5,107.87,I6,107.8,106.6425,2022-05-21 17:15:00+00:00,2022-05-21 17:00:00+00:00,15.0,27.6061950683594,19.01007995605471,59.50047492404806,4.703741447220912,5.943898856639862,82.0,912.0,988.2
2022,2022-05-21,13:30:00,America/Indiana/Indianapolis,2022-05-21 13:30:00-04:00,2022-05-21 17:30:00+00:00,-4.0,2022 Temp Archive,395,1,82.0,27.77777777777778,106.0,41.111111111111114,0.53,1.0,1.0,SSW,29.2,29.2,VALID,I2,108.7,I3T,100.8,I5,106.2,I6,107.2,105.725,2022-05-21 17:30:00+00:00,2022-05-21 18:00:00+00:00,30.0,27.205224609375023,17.292153930664085,54.68546561398277,5.812465712048518,9.068944826722143,100.0,413.0,989.3
2022,2022-05-21,13:45:00,America/Indiana/Indianapolis,2022-05-21 13:45:00-04:00,2022-05-21 17:45:00+00:00,-4.0,2022 Temp Archive,396,1,81.0,27.22222222222222,101.0,38.333333333333336,0.57,0.0,0.0,S,29.21,29.21,VALID,I2,104.0,I3T,96.6,I5,101.7,I6,103.3,101.4,2022-05-21 17:45:00+00:00,2022-05-21 18:00:00+00:00,15.0,27.205224609375023,17.292153930664085,54.68546561398277,5.812465712048518,9.068944826722143,100.0,413.0,989.3
2022,2022-05-21,14:00:00,America/Indiana/Indianapolis,2022-05-21 14:00:00-04:00,2022-05-21 18:00:00+00:00,-4.0,2022 Temp Archive,397,1,81.0,27.22222222222222,100.0,37.77777777777778,0.6,2.0,2.0,SSW,29.21,29.21,VALID,I2,104.7,I3T,97.0,I5,102.4,I6,103.6,101.925,2022-05-21 18:00:00+00:00,2022-05-21 18:00:00+00:00,0.0,27.205224609375023,17.292153930664085,54.68546561398277,5.812465712048518,9.068944826722143,100.0,413.0,989.3
2022,2022-05-21,14:15:00,America/Indiana/Indianapolis,2022-05-21 14:15:00-04:00,2022-05-21 18:15:00+00:00,-4.0,2022 Temp Archive,398,1,82.0,27.77777777777778,103.0,39.44444444444444,0.61,0.0,0.0,S,29.2,29.2,VALID,I2,105.3,I3T,97.3,I5,102.9,I6,103.5,102.25,2022-05-21 18:15:00+00:00,2022-05-21 18:00:00+00:00,15.0,27.205224609375023,17.292153930664085,54.68546561398277,5.812465712048518,9.068944826722143,100.0,413.0,989.3
2022,2022-05-21,14:30:00,America/Indiana/Indianapolis,2022-05-21 14:30:00-04:00,2022-05-21 18:30:00+00:00,-4.0,2022 Temp Archive,399,1,81.0,27.22222222222222,93.0,33.888888888888886,0.67,3.0,3.0,N,29.19,29.19,VALID,I2,95.5,I3T,86.7,I5,91.9,I6,98.1,93.05,2022-05-21 18:30:00+00:00,2022-05-21 18:00:00+00:00,30.0,27.205224609375023,17.292153930664085,54.68546561398277,5.812465712048518,9.068944826722143,100.0,413.0,989.3
2022,2022-05-21,14:45:00,America/Indiana/Indianapolis,2022-05-21 14:45:00-04:00,2022-05-21 18:45:00+00:00,-4.0,2022 Temp Archive,400,1,80.0,26.666666666666668,92.0,33.333333333333336,0.67,1.0,1.0,W,29.18,29.18,VALID,I2,96.8,I3T,87.3,I5,89.1,I6,93.4,91.65,2022-05-21 18:45:00+00:00,2022-05-21 19:00:00+00:00,15.0,25.336389160156273,17.54291687011721,62.04180427210552,5.7451972658594235,7.723746120929718,100.0,587.0,989.1
2022,2022-05-21,15:00:00,America/Indiana/Indianapolis,2022-05-21 15:00:00-04:00,2022-05-21 19:00:00+00:00,-4.0,2022 Temp Archive,401,1,76.0,24.444444444444443,94.0,34.44444444444444,0.69,12.0,12.0,NW,29.19,29.19,VALID,I2,97.2,I3T,90.5,I5,90.7,I6,96.4,93.7,2022-05-21 19:00:00+00:00,2022-05-21 19:00:00+00:00,0.0,25.336389160156273,17.54291687011721,62.04180427210552,5.7451972658594235,7.723746120929718,100.0,587.0,989.1
2022,2022-05-21,15:15:00,America/Indiana/Indianapolis,2022-05-21 15:15:00-04:00,2022-05-21 19:15:00+00:00,-4.0,2022 Temp Archive,402,1,74.0,23.333333333333332,97.0,36.111111111111114,0.69,5.0,5.0,NNW,29.21,29.21,VALID,I2,100.4,I3T,93.7,I5,94.3,I6,98.8,96.8,2022-05-21 19:15:00+00:00,2022-05-21 19:00:00+00:00,15.0,25.336389160156273,17.54291687011721,62.04180427210552,5.7451972658594235,7.723746120929718,100.0,587.0,989.1
2022,2022-05-21,15:30:00,America/Indiana/Indianapolis,2022-05-21 15:30:00-04:00,2022-05-21 19:30:00+00:00,-4.0,2022 Temp Archive,403,1,71.0,21.666666666666668,95.0,35.0,0.72,11.0,11.0,NW,29.21,29.21,VALID,I2,99.0,I3T,90.7,I5,92.7,I6,97.9,95.075,2022-05-21 19:30:00+00:00,2022-05-21 19:00:00+00:00,30.0,25.336389160156273,17.54291687011721,62.04180427210552,5.7451972658594235,7.723746120929718,100.0,587.0,989.1
2022,2022-05-21,15:45:00,America/Indiana/Indianapolis,2022-05-21 15:45:00-04:00,2022-05-21 19:45:00+00:00,-4.0,2022 Temp Archive,404,1,69.0,20.555555555555557,91.0,32.77777777777778,0.75,5.0,5.0,NNW,29.22,29.22,VALID,I2,94.6,I3T,87.6,I5,89.2,I6,93.9,91.325,2022-05-21 19:45:00+00:00,2022-05-21 20:00:00+00:00,15.0,21.303735351562523,16.694863891601585,75.01046057579492,4.922506373676366,7.67110387980938,100.0,147.0,989.6
2022,2022-05-21,16:00:00,America/Indiana/Indianapolis,2022-05-21 16:00:00-04:00,2022-05-21 20:00:00+00:00,-4.0,2022 Temp Archive,405,1,70.0,21.11111111111111,90.0,32.22222222222222,0.74,0.0,0.0,WNW,29.23,29.23,VALID,I2,93.4,I3T,86.2,I5,88.2,I6,91.9,89.92500000000001,2022-05-21 20:00:00+00:00,2022-05-21 20:00:00+00:00,0.0,21.303735351562523,16.694863891601585,75.01046057579492,4.922506373676366,7.67110387980938,100.0,147.0,989.6
2022,2022-05-21,16:15:00,America/Indiana/Indianapolis,2022-05-21 16:15:00-04:00,2022-05-21 20:15:00+00:00,-4.0,2022 Temp Archive,406,1,70.0,21.11111111111111,84.0,28.88888888888889,0.76,3.0,3.0,NNE,29.2,29.2,VALID,I2,86.5,I3T,81.5,I5,83.3,I6,86.4,84.42500000000001,2022-05-21 20:15:00+00:00,2022-05-21 20:00:00+00:00,15.0,21.303735351562523,16.694863891601585,75.01046057579492,4.922506373676366,7.67110387980938,100.0,147.0,989.6
2023,2023-05-20,08:15:00,America/Indiana/Indianapolis,2023-05-20 08:15:00-04:00,2023-05-20 12:15:00+00:00,-4.0,2023 Temp Archive,466,1,55.0,12.77777777777778,65.0,18.333333333333332,0.76,4.0,4.0,N,29.29,29.29,VALID,SF,67.1,I3,58.6,I5,61.7,I6,70.9,64.57499999999999,2023-05-20 12:15:00+00:00,2023-05-20 12:00:00+00:00,15.0,12.182092285156273,8.846124267578148,80.06887364092118,2.5791746798676085,6.614184711128473,10.0,230.6,991.6
2023,2023-05-20,08:30:00,America/Indiana/Indianapolis,2023-05-20 08:30:00-04:00,2023-05-20 12:30:00+00:00,-4.0,2023 Temp Archive,467,1,55.0,12.77777777777778,66.0,18.88888888888889,0.75,5.0,5.0,NNE,29.29,29.29,VALID,SF,68.5,I3,58.5,I5,63.7,I6,72.9,65.9,2023-05-20 12:30:00+00:00,2023-05-20 12:00:00+00:00,30.0,12.182092285156273,8.846124267578148,80.06887364092118,2.5791746798676085,6.614184711128473,10.0,230.6,991.6
2023,2023-05-20,08:45:00,America/Indiana/Indianapolis,2023-05-20 08:45:00-04:00,2023-05-20 12:45:00+00:00,-4.0,2023 Temp Archive,468,1,56.0,13.333333333333334,68.0,20.0,0.73,6.0,6.0,N,29.3,29.3,VALID,SF,71.1,I3,58.6,I5,65.7,I6,75.0,67.6,2023-05-20 12:45:00+00:00,2023-05-20 13:00:00+00:00,15.0,13.145440673828148,8.631524658203148,74.08946769749156,4.365809711156459,6.854688849300146,4.0,441.3,992.4
2023,2023-05-20,09:00:00,America/Indiana/Indianapolis,2023-05-20 09:00:00-04:00,2023-05-20 13:00:00+00:00,-4.0,2023 Temp Archive,469,1,56.0,13.333333333333334,69.0,20.555555555555557,0.71,9.0,9.0,NNE,29.3,29.3,VALID,SF,72.9,I3,58.8,I5,67.6,I6,77.0,69.07499999999999,2023-05-20 13:00:00+00:00,2023-05-20 13:00:00+00:00,0.0,13.145440673828148,8.631524658203148,74.08946769749156,4.365809711156459,6.854688849300146,4.0,441.3,992.4
2023,2023-05-20,09:15:00,America/Indiana/Indianapolis,2023-05-20 09:15:00-04:00,2023-05-20 13:15:00+00:00,-4.0,2023 Temp Archive,470,1,57.0,13.88888888888889,71.0,21.666666666666668,0.7,9.0,9.0,NNE,29.31,29.31,VALID,SF,75.0,I3,59.2,I5,69.4,I6,79.5,70.775,2023-05-20 13:15:00+00:00,2023-05-20 13:00:00+00:00,15.0,13.145440673828148,8.631524658203148,74.08946769749156,4.365809711156459,6.854688849300146,4.0,441.3,992.4
2023,2023-05-20,09:30:00,America/Indiana/Indianapolis,2023-05-20 09:30:00-04:00,2023-05-20 13:30:00+00:00,-4.0,2023 Temp Archive,471,1,57.0,13.88888888888889,72.0,22.22222222222222,0.68,8.0,8.0,NNE,29.31,29.31,VALID,SF,77.4,I3,59.4,I5,70.7,I6,82.0,72.375,2023-05-20 13:30:00+00:00,2023-05-20 13:00:00+00:00,30.0,13.145440673828148,8.631524658203148,74.08946769749156,4.365809711156459,6.854688849300146,4.0,441.3,992.4
2023,2023-05-20,10:45:00,America/Indiana/Indianapolis,2023-05-20 10:45:00-04:00,2023-05-20 14:45:00+00:00,-4.0,2023 Temp Archive,472,1,60.0,15.555555555555555,83.0,28.333333333333332,0.59,3.0,3.0,NNW,29.32,29.32,VALID,SF,90.7,I3,61.0,I5,84.9,I6,95.5,83.025,2023-05-20 14:45:00+00:00,2023-05-20 15:00:00+00:00,15.0,16.258721923828148,7.560784912109398,56.36188286941687,3.510731284058481,6.3230841383337975,5.0,799.5,992.8
2023,2023-05-20,11:00:00,America/Indiana/Indianapolis,2023-05-20 11:00:00-04:00,2023-05-20 15:00:00+00:00,-4.0,2023 Temp Archive,473,1,60.0,15.555555555555555,85.0,29.444444444444443,0.55,6.0,6.0,N,29.32,29.32,VALID,SF,93.2,I3,61.3,I5,87.6,I6,98.4,85.125,2023-05-20 15:00:00+00:00,2023-05-20 15:00:00+00:00,0.0,16.258721923828148,7.560784912109398,56.36188286941687,3.510731284058481,6.3230841383337975,5.0,799.5,992.8
2023,2023-05-20,11:15:00,America/Indiana/Indianapolis,2023-05-20 11:15:00-04:00,2023-05-20 15:15:00+00:00,-4.0,2023 Temp Archive,474,1,62.0,16.666666666666668,87.0,30.555555555555557,0.54,3.0,3.0,N,29.31,29.31,VALID,SF,96.6,I3,61.9,I5,90.0,I6,100.6,87.275,2023-05-20 15:15:00+00:00,2023-05-20 15:00:00+00:00,15.0,16.258721923828148,7.560784912109398,56.36188286941687,3.510731284058481,6.3230841383337975,5.0,799.5,992.8
2023,2023-05-20,11:30:00,America/Indiana/Indianapolis,2023-05-20 11:30:00-04:00,2023-05-20 15:30:00+00:00,-4.0,2023 Temp Archive,475,1,62.0,16.666666666666668,92.0,33.333333333333336,0.53,8.0,8.0,NNE,29.32,29.32,VALID,SF,99.1,I3,72.3,I5,92.7,I6,103.5,91.9,2023-05-20 15:30:00+00:00,2023-05-20 16:00:00+00:00,30.0,17.260858154296898,6.92743835449221,50.64718172617272,4.107239820140483,5.809485495090485,2.0,923.7,993.0
2023,2023-05-20,11:45:00,America/Indiana/Indianapolis,2023-05-20 11:45:00-04:00,2023-05-20 15:45:00+00:00,-4.0,2023 Temp Archive,476,1,62.0,16.666666666666668,94.0,34.44444444444444,0.53,14.0,14.0,N,29.32,29.32,VALID,SF,101.7,I3,75.9,I5,94.6,I6,105.3,94.375,2023-05-20 15:45:00+00:00,2023-05-20 16:00:00+00:00,15.0,17.260858154296898,6.92743835449221,50.64718172617272,4.107239820140483,5.809485495090485,2.0,923.7,993.0
2023,2023-05-20,12:00:00,America/Indiana/Indianapolis,2023-05-20 12:00:00-04:00,2023-05-20 16:00:00+00:00,-4.0,2023 Temp Archive,477,1,62.0,16.666666666666668,97.0,36.111111111111114,0.55,9.0,9.0,N,29.32,29.32,VALID,SF,103.6,I3,79.7,I5,96.1,I6,107.4,96.7,2023-05-20 16:00:00+00:00,2023-05-20 16:00:00+00:00,0.0,17.260858154296898,6.92743835449221,50.64718172617272,4.107239820140483,5.809485495090485,2.0,923.7,993.0
2023,2023-05-20,12:15:00,America/Indiana/Indianapolis,2023-05-20 12:15:00-04:00,2023-05-20 16:15:00+00:00,-4.0,2023 Temp Archive,478,1,62.0,16.666666666666668,99.0,37.22222222222222,0.53,10.0,10.0,NNE,29.32,29.32,VALID,SF,106.0,I3,82.4,I5,96.8,I6,109.6,98.7,2023-05-20 16:15:00+00:00,2023-05-20 16:00:00+00:00,15.0,17.260858154296898,6.92743835449221,50.64718172617272,4.107239820140483,5.809485495090485,2.0,923.7,993.0
2023,2023-05-20,12:30:00,America/Indiana/Indianapolis,2023-05-20 12:30:00-04:00,2023-05-20 16:30:00+00:00,-4.0,2023 Temp Archive,479,1,63.0,17.22222222222222,102.0,38.888888888888886,0.53,4.0,4.0,N,29.32,29.32,VALID,SF,107.8,I3,87.1,I5,100.4,I6,111.2,101.625,2023-05-20 16:30:00+00:00,2023-05-20 17:00:00+00:00,30.0,18.246881103515648,7.289605712890648,48.79241145419125,4.135855124459339,5.243177875876427,4.0,985.0,993.3
2023,2023-05-20,12:45:00,America/Indiana/Indianapolis,2023-05-20 12:45:00-04:00,2023-05-20 16:45:00+00:00,-4.0,2023 Temp Archive,480,1,62.0,16.666666666666668,104.0,40.0,0.56,7.0,7.0,NNE,29.32,29.32,VALID,SF,108.7,I3,90.5,I5,103.1,I6,112.3,103.65,2023-05-20 16:45:00+00:00,2023-05-20 17:00:00+00:00,15.0,18.246881103515648,7.289605712890648,48.79241145419125,4.135855124459339,5.243177875876427,4.0,985.0,993.3
2023,2023-05-20,13:00:00,America/Indiana/Indianapolis,2023-05-20 13:00:00-04:00,2023-05-20 17:00:00+00:00,-4.0,2023 Temp Archive,481,1,64.0,17.77777777777778,106.0,41.111111111111114,0.53,6.0,6.0,NNW,29.32,29.32,VALID,SF,110.3,I3,93.6,I5,105.4,I6,113.7,105.75,2023-05-20 17:00:00+00:00,2023-05-20 17:00:00+00:00,0.0,18.246881103515648,7.289605712890648,48.79241145419125,4.135855124459339,5.243177875876427,4.0,985.0,993.3
2023,2023-05-20,13:15:00,America/Indiana/Indianapolis,2023-05-20 13:15:00-04:00,2023-05-20 17:15:00+00:00,-4.0,2023 Temp Archive,482,1,64.0,17.77777777777778,108.0,42.22222222222222,0.53,5.0,5.0,NNW,29.32,29.32,VALID,SF,113.2,I3,96.6,I5,107.4,I6,115.0,108.05,2023-05-20 17:15:00+00:00,2023-05-20 17:00:00+00:00,15.0,18.246881103515648,7.289605712890648,48.79241145419125,4.135855124459339,5.243177875876427,4.0,985.0,993.3
2023,2023-05-20,13:30:00,America/Indiana/Indianapolis,2023-05-20 13:30:00-04:00,2023-05-20 17:30:00+00:00,-4.0,2023 Temp Archive,483,1,64.0,17.77777777777778,109.0,42.77777777777778,0.54,5.0,5.0,N,29.32,29.32,VALID,SF,112.5,I3,96.8,I5,109.8,I6,116.1,108.8,2023-05-20 17:30:00+00:00,2023-05-20 18:00:00+00:00,30.0,18.920373535156273,7.163903808593773,46.378174521862626,5.21353789210369,6.920341573655605,13.0,997.0,993.2
2023,2023-05-20,13:45:00,America/Indiana/Indianapolis,2023-05-20 13:45:00-04:00,2023-05-20 17:45:00+00:00,-4.0,2023 Temp Archive,484,1,64.0,17.77777777777778,109.0,42.77777777777778,0.54,5.0,5.0,N,29.32,29.32,VALID,SF,112.5,I3,96.8,I5,109.8,I6,116.1,108.8,2023-05-20 17:45:00+00:00,2023-05-20 18:00:00+00:00,15.0,18.920373535156273,7.163903808593773,46.378174521862626,5.21353789210369,6.920341573655605,13.0,997.0,993.2
2023,2023-05-20,14:00:00,America/Indiana/Indianapolis,2023-05-20 14:00:00-04:00,2023-05-20 18:00:00+00:00,-4.0,2023 Temp Archive,485,1,66.0,18.88888888888889,111.0,43.888888888888886,0.51,3.0,3.0,N,29.32,29.32,VALID,SF,117.5,I3,102.9,I5,107.4,I6,117.7,111.375,2023-05-20 18:00:00+00:00,2023-05-20 18:00:00+00:00,0.0,18.920373535156273,7.163903808593773,46.378174521862626,5.21353789210369,6.920341573655605,13.0,997.0,993.2
2023,2023-05-20,14:15:00,America/Indiana/Indianapolis,2023-05-20 14:15:00-04:00,2023-05-20 18:15:00+00:00,-4.0,2023 Temp Archive,486,1,66.0,18.88888888888889,113.0,45.0,0.5,6.0,6.0,NNE,29.32,29.32,VALID,SF,118.9,I3,103.8,I5,109.8,I6,118.6,112.775,2023-05-20 18:15:00+00:00,2023-05-20 18:00:00+00:00,15.0,18.920373535156273,7.163903808593773,46.378174521862626,5.21353789210369,6.920341573655605,13.0,997.0,993.2
2023,2023-05-20,14:30:00,America/Indiana/Indianapolis,2023-05-20 14:30:00-04:00,2023-05-20 18:30:00+00:00,-4.0,2023 Temp Archive,487,1,66.0,18.88888888888889,113.0,45.0,0.51,5.0,5.0,N,29.32,29.32,VALID,SF,116.1,I3,103.8,I5,113.0,I6,118.0,112.725,2023-05-20 18:30:00+00:00,2023-05-20 19:00:00+00:00,30.0,19.332421875000023,7.756677246093773,47.06895349887948,5.100390975370445,6.585857167840004,100.0,357.0,993.0
2023,2023-05-20,14:45:00,America/Indiana/Indianapolis,2023-05-20 14:45:00-04:00,2023-05-20 18:45:00+00:00,-4.0,2023 Temp Archive,488,1,66.0,18.88888888888889,112.0,44.44444444444444,0.5,6.0,6.0,NNE,29.32,29.32,VALID,SF,116.8,I3,102.9,I5,111.2,I6,116.8,111.925,2023-05-20 18:45:00+00:00,2023-05-20 19:00:00+00:00,15.0,19.332421875000023,7.756677246093773,47.06895349887948,5.100390975370445,6.585857167840004,100.0,357.0,993.0
2023,2023-05-20,15:00:00,America/Indiana/Indianapolis,2023-05-20 15:00:00-04:00,2023-05-20 19:00:00+00:00,-4.0,2023 Temp Archive,489,1,66.0,18.88888888888889,112.0,44.44444444444444,0.5,10.0,10.0,NNW,29.32,29.32,VALID,SF,115.5,I3,103.8,I5,112.6,I6,115.0,111.725,2023-05-20 19:00:00+00:00,2023-05-20 19:00:00+00:00,0.0,19.332421875000023,7.756677246093773,47.06895349887948,5.100390975370445,6.585857167840004,100.0,357.0,993.0
2023,2023-05-20,15:15:00,America/Indiana/Indianapolis,2023-05-20 15:15:00-04:00,2023-05-20 19:15:00+00:00,-4.0,2023 Temp Archive,490,1,65.0,18.333333333333332,112.0,44.44444444444444,0.52,7.0,7.0,NNE,29.32,29.32,VALID,SF,114.3,I3,106.2,I5,114.6,I6,114.8,112.475,2023-05-20 19:15:00+00:00,2023-05-20 19:00:00+00:00,15.0,19.332421875000023,7.756677246093773,47.06895349887948,5.100390975370445,6.585857167840004,100.0,357.0,993.0
2023,2023-05-20,15:30:00,America/Indiana/Indianapolis,2023-05-20 15:30:00-04:00,2023-05-20 19:30:00+00:00,-4.0,2023 Temp Archive,491,1,66.0,18.88888888888889,113.0,45.0,0.51,10.0,10.0,N,29.32,29.32,VALID,SF,116.1,I3,106.3,I5,113.4,I6,114.8,112.65,2023-05-20 19:30:00+00:00,2023-05-20 20:00:00+00:00,30.0,19.179254150390648,7.903283691406273,47.9965250229427,4.968757351961313,6.348734959959984,15.0,844.0,993.3
2023,2023-05-20,15:45:00,America/Indiana/Indianapolis,2023-05-20 15:45:00-04:00,2023-05-20 19:45:00+00:00,-4.0,2023 Temp Archive,492,1,66.0,18.88888888888889,112.0,44.44444444444444,0.51,8.0,8.0,N,29.32,29.32,VALID,SF,114.3,I3,108.0,I5,114.3,I6,109.8,111.6,2023-05-20 19:45:00+00:00,2023-05-20 20:00:00+00:00,15.0,19.179254150390648,7.903283691406273,47.9965250229427,4.968757351961313,6.348734959959984,15.0,844.0,993.3
2023,2023-05-20,16:00:00,America/Indiana/Indianapolis,2023-05-20 16:00:00-04:00,2023-05-20 20:00:00+00:00,-4.0,2023 Temp Archive,493,1,66.0,18.88888888888889,112.0,44.44444444444444,0.53,3.0,3.0,NNE,29.32,29.32,VALID,SF,114.1,I3,109.2,I5,114.4,I6,111.0,112.175,2023-05-20 20:00:00+00:00,2023-05-20 20:00:00+00:00,0.0,19.179254150390648,7.903283691406273,47.9965250229427,4.968757351961313,6.348734959959984,15.0,844.0,993.3
2023,2023-05-20,16:15:00,America/Indiana/Indianapolis,2023-05-20 16:15:00-04:00,2023-05-20 20:15:00+00:00,-4.0,2023 Temp Archive,494,1,66.0,18.88888888888889,112.0,44.44444444444444,0.52,9.0,9.0,NNE,29.32,29.32,VALID,SF,112.8,I3,109.4,I5,113.9,I6,111.6,111.925,2023-05-20 20:15:00+00:00,2023-05-20 20:00:00+00:00,15.0,19.179254150390648,7.903283691406273,47.9965250229427,4.968757351961313,6.348734959959984,15.0,844.0,993.3
2023,2023-05-20,16:30:00,America/Indiana/Indianapolis,2023-05-20 16:30:00-04:00,2023-05-20 20:30:00+00:00,-4.0,2023 Temp Archive,495,1,66.0,18.88888888888889,112.0,44.44444444444444,0.52,6.0,6.0,N,29.32,29.32,VALID,SF,113.4,I3,110.1,I5,113.9,I6,110.5,111.975,2023-05-20 20:30:00+00:00,2023-05-20 21:00:00+00:00,30.0,19.191979980468773,8.282952880859398,49.21129005989362,4.78668373021887,8.249429404735565,40.0,691.0,993.1
2023,2023-05-20,16:45:00,America/Indiana/Indianapolis,2023-05-20 16:45:00-04:00,2023-05-20 20:45:00+00:00,-4.0,2023 Temp Archive,496,1,66.0,18.88888888888889,111.0,43.888888888888886,0.51,10.0,10.0,NNE,29.32,29.32,VALID,SF,111.9,I3,106.7,I5,114.3,I6,110.5,110.85,2023-05-20 20:45:00+00:00,2023-05-20 21:00:00+00:00,15.0,19.191979980468773,8.282952880859398,49.21129005989362,4.78668373021887,8.249429404735565,40.0,691.0,993.1
2023,2023-05-20,17:00:00,America/Indiana/Indianapolis,2023-05-20 17:00:00-04:00,2023-05-20 21:00:00+00:00,-4.0,2023 Temp Archive,497,1,66.0,18.88888888888889,107.0,41.666666666666664,0.52,8.0,8.0,N,29.32,29.32,VALID,SF,104.5,I3,104.2,I5,111.0,I6,107.8,106.875,2023-05-20 21:00:00+00:00,2023-05-20 21:00:00+00:00,0.0,19.191979980468773,8.282952880859398,49.21129005989362,4.78668373021887,8.249429404735565,40.0,691.0,993.1
2023,2023-05-20,17:15:00,America/Indiana/Indianapolis,2023-05-20 17:15:00-04:00,2023-05-20 21:15:00+00:00,-4.0,2023 Temp Archive,498,1,66.0,18.88888888888889,107.0,41.666666666666664,0.52,6.0,6.0,N,29.32,29.32,VALID,SF,104.0,I3,104.5,I5,109.9,I6,108.0,106.6,2023-05-20 21:15:00+00:00,2023-05-20 21:00:00+00:00,15.0,19.191979980468773,8.282952880859398,49.21129005989362,4.78668373021887,8.249429404735565,40.0,691.0,993.1
2023,2023-05-20,17:30:00,America/Indiana/Indianapolis,2023-05-20 17:30:00-04:00,2023-05-20 21:30:00+00:00,-4.0,2023 Temp Archive,499,1,67.0,19.444444444444443,105.0,40.55555555555556,0.5,3.0,3.0,NE,29.32,29.32,VALID,SF,100.0,I3,104.7,I5,107.6,I6,106.2,104.625,2023-05-20 21:30:00+00:00,2023-05-20 22:00:00+00:00,30.0,18.981561279296898,8.149987792968773,49.41326683920408,5.133723125007749,8.481694549322128,27.0,501.7000000000001,993.4
2023,2023-05-20,17:45:00,America/Indiana/Indianapolis,2023-05-20 17:45:00-04:00,2023-05-20 21:45:00+00:00,-4.0,2023 Temp Archive,500,1,66.0,18.88888888888889,102.0,38.888888888888886,0.51,9.0,9.0,N,29.32,29.32,VALID,SF,96.6,I3,100.9,I5,107.1,I6,104.5,102.275,2023-05-20 21:45:00+00:00,2023-05-20 22:00:00+00:00,15.0,18.981561279296898,8.149987792968773,49.41326683920408,5.133723125007749,8.481694549322128,27.0,501.7000000000001,993.4
