model,n,mae,rmse,bias,no_change_mae,no_change_rmse,beats_no_change_mae,beats_no_change_rmse
TRACK_ONLY,41,0.6204361343367344,1.0767249041958094,-0.24400537185669943,0.6037560975609756,1.0956770264733415,False,True
TRACK_STATE_INTERACTION,41,0.6274217072218545,1.0808035310650752,-0.28812375168431675,0.6037560975609756,1.0956770264733415,False,True
