year,car_number,driver_name,actual_delta_speed_mph,predicted_median_mph,predicted_mean_mph,p_improve,lower_80,upper_80,lower_90,upper_90,inside_80,inside_90
2020,20,Ed Carpenter,0.4,0.4122223916556269,0.6451038189609766,0.8332,-0.1081787233462563,1.5092701965951933,-0.2902891197944705,2.31497213169688,True,True
2020,3,Helio Castroneves,0.258,0.2412234820224332,0.4860491582724116,0.72265,-0.2466240722562475,1.3577665834661414,-0.4394637992966974,3.5188915419424482,True,True
2020,47,Conor Daly,0.071,0.35909364833034957,0.5928483996149598,0.79785,-0.15866461830646172,1.4528922513937514,-0.3135242638688619,2.3019541150192437,True,True
2020,5,Pato O'Ward,0.311,0.5244814412237242,0.7505183380361165,0.88785,-0.029741902020922615,1.594857879569773,-0.21655468816608775,2.554657935039267,True,True
2020,59,Max Chilton,1.484,0.20791433173835702,0.4363218707061153,0.696,-0.27271768429086296,1.3147121549321807,-0.6242837248476358,1.8848542130216008,False,True
2020,60,Jack Harvey,-0.104,0.23595015247231899,0.46022172985819854,0.6942,-0.3093161519396844,1.3298942155977838,-0.5474347688259432,2.0937443890045957,True,True
2020,8,Marcus Ericsson,0.094,0.23559616282682894,0.4691370765468431,0.70895,-0.2580520307652255,1.3333331433630375,-0.48243357267353487,2.069848416884878,True,True
2020,81,Ben Hanley,1.971,0.2840534000152621,0.5228866932760393,0.7467,-0.20980699166589858,1.3890891103386518,-0.4225958387233945,3.5597365432994033,False,True
2020,88,Colton Herta,0.215,0.33637217336964376,0.5597454553131075,0.7825,-0.18868371165864684,1.419272099887662,-0.3488725646800185,2.087471536820615,True,True
2020,9,Scott Dixon,-0.041,0.3555334786238936,0.5823500779901544,0.7989,-0.16918875185407628,1.463940358135019,-0.36409591907624894,2.142540384613873,True,True
2020,9,Scott Dixon,0.102,0.18623477125489393,0.42040995680530885,0.67,-0.2989213788686368,1.2922170558382842,-0.42500283176203446,1.942308179387557,True,True
2021,12,Will Power,0.176,0.07415231584367166,0.30004535669744475,0.56795,-0.4224035252015595,1.1675371572838809,-0.6052670342250669,1.7562377383951069,True,True
2021,16,Simona De Silvestro,0.222,-0.14604416553951502,0.06351557333889987,0.38765,-0.7057438003604825,0.9385030768997733,-0.9703313409574765,1.594101743653497,True,True
2021,18,Ed Jones,0.798,0.23488747441910718,0.4547982304706061,0.69945,-0.3085884984086738,1.315044025329955,-0.5501897423581699,2.0434908224836907,True,True
2021,2,Josef Newgarden,0.022,0.3931074642276613,0.6244556842363481,0.81955,-0.12886645588538437,1.4811838404587605,-0.29572384631554255,2.2179627962500277,True,True
2021,21,Rinus VeeKay,0.642,0.3313578965933765,0.5662667048293398,0.78155,-0.17147154383200636,1.431989041059828,-0.32697184029397813,2.3100170619084506,True,True
2021,25,Stefan Wilson,-0.02,0.31559609284170154,0.541325712139107,0.7659,-0.19091725155868705,1.412473627172674,-0.4510704564976404,2.046752345373474,True,True
2021,25,Stefan Wilson,-0.062,-0.14466196294714467,0.07499971080733236,0.39005,-0.6558287217739097,0.9602934305958647,-0.9461443306849416,1.5692162003029655,True,True
2021,26,Colton Herta,-1.419,-0.2258560564689811,-0.013984239673241913,0.34095,-0.8513476655375793,0.8629175184522321,-1.1071171081577913,1.679456850356535,False,False
2021,4,Dalton Kellett,-0.927,-0.04146134962277742,0.18714300875094658,0.46295,-0.5530582892136735,1.0516266148202167,-0.7913515384921297,1.7073653188076026,False,False
2021,47,Conor Daly,-0.154,-0.116506193018506,0.10770960111312418,0.41375,-0.6488695734056957,0.9933164123066109,-0.8949612296608915,1.674477122667994,True,True
2021,60,Jack Harvey,4.695,0.009065387233552137,0.2439144179148421,0.5081,-0.4718619243991228,1.1221485468143109,-0.6183414565025863,1.6906757984039849,False,False
2021,7,Felix Rosenqvist,0.246,-0.028710270133917984,0.2014056817527106,0.4789,-0.5435261711752517,1.0763049810581127,-0.7589032374019681,1.7176718075323911,True,True
2021,86,Juan Pablo Montoya,-0.154,0.005072511131761492,0.2226466339919175,0.5042,-0.5446251931915098,1.0873313618993459,-0.7851393841398332,1.785268307263822,True,True
2021,98,Marco Andretti,0.611,0.6200677287673757,0.8444681563009128,0.917,0.04351914854604855,1.7121781091230548,-0.14926022834683172,2.561417176667602,True,True
2021,98,Marco Andretti,-0.002,-0.20573929131029678,0.005140499045071569,0.3484,-0.7728972248919814,0.8730507756060655,-1.0368636608117472,1.562240624877483,True,True
2023,11,Takuma Sato,0.465,0.009629142323581079,0.23831310507618608,0.5086,-0.46135930227544175,1.1109882048741238,-0.5992423186654108,1.6461280412576944,True,True
2023,27,Kyle Kirkwood,0.227,0.06311739858037263,0.29067257891941156,0.5509,-0.41710545608560834,1.1599160587088726,-0.4961595920750541,1.6702110200914981,True,True
2023,27,Kyle Kirkwood,0.045,-0.04461021768673342,0.18327127201660046,0.44865,-0.5245809710029579,1.0397604039721482,-0.6109988742002334,1.5498161158718375,True,True
2023,29,Devlin DeFrancesco,0.08,0.18862425084131404,0.4208678927876662,0.6786,-0.28607972787958547,1.2841237287860026,-0.417169105836467,1.8678965634794478,True,True
2023,33,Ed Carpenter,-0.109,0.2031989307012632,0.4397495022147531,0.67845,-0.2990593139327169,1.3077310672303133,-0.4668463330342959,2.0671334172864193,True,True
2023,33,Ed Carpenter,0.178,-0.06827082949177132,0.15514650393170804,0.43765,-0.551602152949827,1.0174468143935456,-0.6528150731850676,1.5258151207431683,True,True
2023,66,Tony Kanaan,0.174,0.20006024753941778,0.43648340226449545,0.68285,-0.29625049072492815,1.30143081068589,-0.4661140871247801,2.036081129841724,True,True
2023,66,Tony Kanaan,0.727,-0.11400363889528245,0.11854342302674313,0.40615,-0.5893543422024294,0.9944872930101963,-1.0131860251271645,1.5339763858347655,True,True
2023,77,Callum Ilott,3.462,0.022015720590833496,0.24953246462491707,0.5204,-0.4584368121784463,1.1133369236293478,-0.6242053289563331,1.702029322807861,False,False
2023,8,Marcus Ericsson,-0.314,0.1550869502617036,0.3740061171164188,0.63135,-0.38548579856715537,1.2306067165756263,-0.5998821905446061,1.9330610856705694,True,True
2023,8,Marcus Ericsson,0.609,0.05183935840726718,0.27374136313785297,0.54685,-0.43110394294919585,1.1284266750353091,-0.5089619621578705,1.6490854847590892,True,True
2023,9,Scott Dixon,0.461,0.1986476502641381,0.4272045242369999,0.674,-0.3141736100354202,1.2984609788477939,-0.5586748940271977,1.925863344885143,True,True
2023,6,Felix Rosenqvist,0.848,0.08746683348927645,0.32575958410556616,0.5819,-0.408915368691755,1.2003959292771689,-0.6209345981725254,3.323938528392766,True,True
2024,21,Rinus VeeKay,1.253,0.12926704223241448,0.3725505229225588,0.6245,-0.34603644195270916,1.2419586324952665,-0.5042668131306163,3.417621748759631,False,True
2024,5,Pato O'Ward,0.601,0.05945461651445755,0.29223340572773343,0.5446,-0.4196012025412744,1.146081428826981,-0.4868949192844971,1.6679105107028214,True,True
