year,current_time_utc,future_time_utc,requested_horizon_min,actual_horizon_min,target_error_min,current_track_temp_c,future_track_temp_c,delta_track_temp_c,current_ambient_temp_c,future_ambient_temp_c,delta_ambient_temp_c,current_shortwave_wm2,future_shortwave_wm2,current_wind_ms,future_wind_ms
2020,2020-08-15 12:15:00+00:00,2020-08-15 12:30:00+00:00,15,15.0,0.0,26.666666666666668,27.22222222222222,0.5555555555555536,19.094506835937523,19.094506835937523,0.0,138.1,138.1,0.673767997843418,0.673767997843418
2020,2020-08-15 12:15:00+00:00,2020-08-15 12:45:00+00:00,30,30.0,0.0,26.666666666666668,27.77777777777778,1.1111111111111107,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
2020,2020-08-15 12:15:00+00:00,2020-08-15 13:00:00+00:00,45,45.0,0.0,26.666666666666668,28.88888888888889,2.2222222222222214,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
2020,2020-08-15 12:15:00+00:00,2020-08-15 13:15:00+00:00,60,60.0,0.0,26.666666666666668,30.0,3.333333333333332,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
2020,2020-08-15 12:15:00+00:00,2020-08-15 14:45:00+00:00,150,150.0,0.0,26.666666666666668,37.22222222222222,10.555555555555554,19.094506835937523,25.113610839843773,6.01910400390625,138.1,697.5,0.673767997843418,0.4815214243127341
2020,2020-08-15 12:15:00+00:00,2020-08-15 15:15:00+00:00,180,180.0,0.0,26.666666666666668,39.44444444444444,12.777777777777775,19.094506835937523,25.113610839843773,6.01910400390625,138.1,697.5,0.673767997843418,0.4815214243127341
2020,2020-08-15 12:30:00+00:00,2020-08-15 12:45:00+00:00,15,15.0,0.0,27.22222222222222,27.77777777777778,0.5555555555555571,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
2020,2020-08-15 12:30:00+00:00,2020-08-15 13:00:00+00:00,30,30.0,0.0,27.22222222222222,28.88888888888889,1.6666666666666679,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
2020,2020-08-15 12:30:00+00:00,2020-08-15 13:15:00+00:00,45,45.0,0.0,27.22222222222222,30.0,2.7777777777777786,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
2020,2020-08-15 12:30:00+00:00,2020-08-15 13:30:00+00:00,60,60.0,0.0,27.22222222222222,31.11111111111111,3.8888888888888893,19.094506835937523,21.178826904296898,2.084320068359375,138.1,335.20000000000005,0.673767997843418,1.3135441473597769
