year,car_number,driver_name,before_run_index,after_run_index,before_speed_mph,after_speed_mph,delta_speed_mph,before_time_utc,after_time_utc,elapsed_between_attempt_points_min,before_environment_status,after_environment_status,before_track_temp_c,after_track_temp_c,delta_track_temp_c,before_air_temp_c,after_air_temp_c,delta_air_temp_c,before_dewpoint_c,after_dewpoint_c,delta_dewpoint_c,before_relative_humidity_pct,after_relative_humidity_pct,delta_relative_humidity_pct,before_pressure_hpa,after_pressure_hpa,delta_pressure_hpa,before_air_density_kg_m3,after_air_density_kg_m3,delta_air_density_kg_m3,before_wind_speed_ms,after_wind_speed_ms,delta_wind_speed_ms,before_gust_ms,after_gust_ms,delta_gust_ms,before_cloud_cover_pct,after_cloud_cover_pct,delta_cloud_cover_pct,before_shortwave_radiation_wm2,after_shortwave_radiation_wm2,delta_shortwave_radiation_wm2
2023,6,Felix Rosenqvist,1.0,2.0,233.099,233.947,0.8480000000000132,2023-05-20T15:55:00+00:00,2023-05-20T20:42:00+00:00,287.0,FULL_ENV_READY,FULL_ENV_READY,36.111111111111114,43.888888888888886,7.7777777777777715,17.260858154296898,19.191979980468773,1.931121826171875,6.92743835449221,8.282952880859398,1.3555145263671875,50.64718172617272,49.21129005989362,-1.4358916662790975,993.0,993.1,0.10000000000002274,1.1866655777347888,1.1785110030657864,-0.008154574669002379,4.107239820140483,4.78668373021887,0.6794439100783869,5.809485495090485,8.249429404735565,2.4399439096450806,2.0,40.0,38.0,923.7,691.0,-232.70000000000005
2024,21,Rinus VeeKay,3.0,4.0,231.166,232.419,1.2530000000000143,2024-05-18T19:51:00+00:00,2024-05-18T21:49:55+00:00,118.91666666666667,FULL_ENV_READY,FULL_ENV_READY,49.44444444444444,47.22222222222222,-2.2222222222222214,27.312432861328148,27.526544189453148,0.214111328125,15.415277099609398,15.093240356445335,-0.3220367431640625,48.22236637968853,46.646960151060334,-1.5754062286281965,985.8,985.1,-0.6999999999999318,1.135316015479207,1.1338535178824436,-0.0014624975967634235,1.5877071763691506,1.813446678491815,0.22573950212266447,1.8900528699159624,1.992172822356224,0.10211995244026162,8.0,0.0,-8.0,815.0,482.0,-333.0
