model,fit,n,mae,rmse,bias,zero_change_baseline_mae,zero_change_baseline_rmse,beats_zero_baseline_mae,beats_zero_baseline_rmse
HORIZON_ONLY_INVARIANT,OLS,563,1.8609008372422169,2.495629001354071,0.005457684369446143,2.167949477008092,2.795875522886823,True,True
HORIZON_ONLY_INVARIANT,HUBER,563,1.8404497006163154,2.496977851624252,0.13788411473274728,2.167949477008092,2.795875522886823,True,True
HORIZON_STATE_INVARIANT,OLS,563,1.779498900464282,2.407348788360078,-0.007759688411123625,2.167949477008092,2.795875522886823,True,True
HORIZON_STATE_INVARIANT,HUBER,563,1.7638047907557606,2.3870607548817246,0.08287227202144606,2.167949477008092,2.795875522886823,True,True
THERMAL_CORE_INVARIANT,OLS,563,1.5770230021250047,2.07497923792119,0.050924732664692954,2.167949477008092,2.795875522886823,True,True
THERMAL_CORE_INVARIANT,HUBER,563,1.5728386220396338,2.0667975428464866,0.04770834429223424,2.167949477008092,2.795875522886823,True,True
THERMAL_SOLAR_INVARIANT,OLS,563,1.5822390955726837,2.080105924549857,0.05611904365891479,2.167949477008092,2.795875522886823,True,True
THERMAL_SOLAR_INVARIANT,HUBER,563,1.5781368308794244,2.0708163465867293,0.05171539653156451,2.167949477008092,2.795875522886823,True,True
