year,driver_name,wait_min,before_speed_mph,after_speed_mph,actual_delta_speed_mph,actual_delta_track_temp_c,model_expected_delta_track_temp_c,track_temp_model_error_c,model_expected_delta_speed_mph,model_median_delta_speed_mph,lower_80_mph,upper_80_mph,lower_90_mph,upper_90_mph,p_improve,inside_80,inside_90
2024,Rinus VeeKay,118.91666666666669,231.166,232.419,1.2530000000000143,-2.2222222222222214,0.2543915762951128,2.4766137985173344,0.03338408810424179,0.02935252267975904,-0.7255707805417593,0.807769211920106,-1.201611627507394,1.2757520701663585,0.52636,False,True
2024,Pato O'Ward,52.0,231.833,232.434,0.6009999999999991,1.1111111111111143,0.8056519909782982,-0.30545912013281606,0.0691766000033583,0.06768862716658217,-0.6671827614987555,0.8066535317481691,-1.15734089403321,1.2822763700220106,0.55887,True,True
