held_out_year,train_n,test_n,train_beta_density,test_mae,test_rmse,baseline_mae,baseline_rmse,beats_baseline_mae,beats_baseline_rmse
2020,31,11,-33.15327456661671,0.43718816174462466,0.6751983897113143,0.4591818181818182,0.7683148620668009,True,True
2021,27,15,-35.844595684638435,0.6599360459369495,1.3034956465326741,0.6766666666666669,1.3299409510701343,True,True
2023,29,13,-33.74293152694026,0.602066938658222,1.0055001176314158,0.5922307692307693,1.0475280425840638,False,True
2024,39,3,-33.34395901794734,0.6192127883969828,0.7647426745559813,0.6536666666666666,0.8047067788952693,True,True
