core_row,year,car_number,driver_name,delta_four_lap_average_speed_mph,residual_loyo_centered,before_attempt_id,after_attempt_id,section_name,before_mean_section_speed_mph,after_mean_section_speed_mph,delta_section_speed_mph
9,2020,9,Scott Dixon,-0.041,-0.5253020699355216,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,33a57398-b346-53e3-b5e5-369a3ca71efc,T2 to BS,230.421,230.7285,0.30750000000000455
9,2020,9,Scott Dixon,-0.041,-0.5253020699355216,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,33a57398-b346-53e3-b5e5-369a3ca71efc,T3 to SS2,230.1435,229.44025,-0.703249999999997
9,2020,9,Scott Dixon,-0.041,-0.5253020699355216,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,33a57398-b346-53e3-b5e5-369a3ca71efc,T4 to FS,230.12275,230.5225,0.3997500000000116
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,BS to T3,233.92225000000002,235.369,1.4467499999999802
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,FS to SF,233.97775000000001,233.4015,-0.5762500000000159
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,SS1 to T2,228.2985,227.81575,-0.4827499999999816
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,SS2 to T4,226.961,226.99824999999998,0.037249999999971806
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,T/SSF to T1,236.56725,236.21125,-0.35599999999999454
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,T1 to SS1,232.0475,231.47575,-0.5717500000000086
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,T2 to BS,230.7285,230.88325,0.15475000000000705
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,T3 to SS2,229.44025,230.8825,1.4422500000000014
10,2020,9,Scott Dixon,0.102,-0.1684248066023559,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,T4 to FS,230.5225,229.709,-0.8135000000000048
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,BS to T3,233.0585,233.30575,0.24724999999997976
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,FS to SF,231.8185,231.05325,-0.7652500000000089
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,SS1 to T2,226.20725000000002,226.62825,0.42099999999999227
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,SS2 to T4,224.9665,225.34825,0.3817500000000109
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,T/SSF to T1,233.74325,233.34050000000002,-0.4027499999999691
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,T1 to SS1,228.61775,229.06275,0.4449999999999932
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,T2 to BS,229.6965,229.90775,0.21125000000000682
