catalogue_index,id,series,description,startTime,start_utc,start_indianapolis,filename,analysisFilename,indy_keyword,qual_keyword,500_keyword,inferred_year
10500,af3be483c7244697887abec429db7dd5,IndyCar,105th Running of the Indianapolis 500 - Final Practice,1622223558,2021-05-28T17:39:18+00:00,2021-05-28T13:39:18-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/af3be483c7244697887abec429db7dd5.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/af3be483c7244697887abec429db7dd5.json,True,False,True,2021
10590,b09a5832-6df5-425e-9e52-b99abb3d2891,IndyCar,110th Running of the Indianapolis 500 - Qualifications - Day One,1779033437,2026-05-17T15:57:17+00:00,2026-05-17T11:57:17-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 15-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Day One.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 15-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Day One.json,True,True,True,2026
10668,b21fe8d3-e413-4bd3-a5ee-1428f3f623d1,IndyCar,110th Running of the Indianapolis 500 - Practice Final,1779472671,2026-05-22T17:57:51+00:00,2026-05-22T13:57:51-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-22 17-57 IndyCar - 110th Running of the Indianapolis 500 - Practice Final.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-22 17-57 IndyCar - 110th Running of the Indianapolis 500 - Practice Final.json,True,False,True,2026
10746,b3429df0-2b3c-477a-9567-27205f49f2f4,IndyCar,110th Running of the Indianapolis 500 - Practice 3,1778774271,2026-05-14T15:57:51+00:00,2026-05-14T11:57:51-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-14 15-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-14 15-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 3.json,True,False,True,2026
10895,b58fc21c-1be0-46c6-ae31-04940d6b01ef,IndyCar,Indianapolis 500 - Practice 5,1684511864,2023-05-19T15:57:44+00:00,2023-05-19T11:57:44-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-19 15-57 IndyCar - Indianapolis 500 - Practice 5.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-19 15-57 IndyCar - Indianapolis 500 - Practice 5.json,True,False,True,2023
11006,b765b1f3-21e8-4f34-af0b-d874ffd2ed5e,IndyCar,Indianapolis 500 OPEN TEST - Test Session 4,1777486635,2026-04-29T18:17:15+00:00,2026-04-29T14:17:15-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-29 18-17 IndyCar - Indianapolis 500 OPEN TEST - Test Session 4.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-29 18-17 IndyCar - Indianapolis 500 OPEN TEST - Test Session 4.json,True,False,True,2026
11097,b8e2a6c1-df1d-40f7-89fc-e185bcea068d,IndyCar,110th Running of the Indianapolis 500 - Practice 4,1778860634,2026-05-15T15:57:14+00:00,2026-05-15T11:57:14-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-15 15-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 4.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-15 15-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 4.json,True,False,True,2026
11277,bc2c9f21-9ca3-4c5c-b003-c497211b597c,IndyCar,110th Running of the Indianapolis 500 - Qualifications - Firestone Fast 6,1779055062,2026-05-17T21:57:42+00:00,2026-05-17T17:57:42-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 21-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Firestone Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 21-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Firestone Fast 6.json,True,True,True,2026
11300,bc77d2cd1d104378b6bde7c3d8b980d3,IndyCar,105th Running of the Indianapolis 500 - Practice 7,1621781713,2021-05-23T14:55:13+00:00,2021-05-23T10:55:13-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/bc77d2cd1d104378b6bde7c3d8b980d3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/bc77d2cd1d104378b6bde7c3d8b980d3.json,True,False,True,2021
11507,bfda10da-cb78-46a8-b336-76ff94523cb6,IndyCar,108th Running of the Indianapolis 500 - Practice 5,1715979536,2024-05-17T20:58:56+00:00,2024-05-17T16:58:56-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-17 20-58 IndyCar - 108th Running of the Indianapolis 500 - Practice 5.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-17 20-58 IndyCar - 108th Running of the Indianapolis 500 - Practice 5.json,True,False,True,2024
11512,bff394403c124302affda084d6d338d6:1,IndyCar,103rd Indianapolis 500 - Final Practice,1558710612,2019-05-24T15:10:12+00:00,2019-05-24T11:10:12-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/bff394403c124302affda084d6d338d6_1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/bff394403c124302affda084d6d338d6_1.json,True,False,True,2019
11574,c1654a67-dde5-480a-929a-bb8307d5fa18,IndyCar,Indianapolis 500 - Practice 7,1684682829,2023-05-21T15:27:09+00:00,2023-05-21T11:27:09-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 15-27 IndyCar - Indianapolis 500 - Practice 7.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 15-27 IndyCar - Indianapolis 500 - Practice 7.json,True,False,True,2023
11591,c1a9335c-8ae0-4e41-af89-f82cb8bdac25,IndyCar,109th Running of the Indianapolis 500 - Qualifications - Fast 6,1747606929,2025-05-18T22:22:09+00:00,2025-05-18T18:22:09-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 22-22 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 22-22 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Fast 6.json,True,True,True,2025
12093,ca6ccfa649b248f6a911397acb755081,IndyCar,105th Running of the Indianapolis 500 - Practice 8,1622213701,2021-05-28T14:55:01+00:00,2021-05-28T10:55:01-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/ca6ccfa649b248f6a911397acb755081.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/ca6ccfa649b248f6a911397acb755081.json,True,False,True,2021
12129,cb0a5ab58997430683c2aade1e1e4209,IndyCar,104th Indianapolis 500 - Practice 6,1597605915,2020-08-16T19:25:15+00:00,2020-08-16T15:25:15-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/cb0a5ab58997430683c2aade1e1e4209.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/cb0a5ab58997430683c2aade1e1e4209.json,True,False,True,2020
12132,cb100469-8536-4dd6-9428-4370c1f02c79,IndyCar,109th Running of the Indianapolis 500 - Qualifications - Last Chance,1747598525,2025-05-18T20:02:05+00:00,2025-05-18T16:02:05-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 20-02 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Last Chance.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 20-02 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Last Chance.json,True,True,True,2025
12154,cb66f1d0-d909-4d38-9062-3f66a514cad8,IndyCar,110th Running of the Indianapolis 500 - Practice 7,1779123439,2026-05-18T16:57:19+00:00,2026-05-18T12:57:19-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-18 16-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 7.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-18 16-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 7.json,True,False,True,2026
12352,ceb845a6-cc87-48c3-838a-01e851f0b415,IndyCar,Indianapolis 500 - Qualifying,1684594638,2023-05-20T14:57:18+00:00,2023-05-20T10:57:18-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-20 14-57 IndyCar - Indianapolis 500 - Qualifying.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-20 14-57 IndyCar - Indianapolis 500 - Qualifying.json,True,True,True,2023
12382,cf2bb67da88646ad8c574b344d2f94a1,IndyCar,102nd Indianapolis 500 - Practice 7,1526831708,2018-05-20T15:55:08+00:00,2018-05-20T11:55:08-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/cf2bb67da88646ad8c574b344d2f94a1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/cf2bb67da88646ad8c574b344d2f94a1.json,True,False,True,2018
12508,d16190c5cfa34bdb889a8b83258f69cf,IndyCar,103rd Indianapolis 500 - Practice 4,1558104903,2019-05-17T14:55:03+00:00,2019-05-17T10:55:03-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/d16190c5cfa34bdb889a8b83258f69cf.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/d16190c5cfa34bdb889a8b83258f69cf.json,True,False,True,2019
12669,d3e1dd00-2602-4d00-8e10-474dd1069c4a,IndyCar,Indianapolis 500 OPEN TEST - Practice ROP and Refreshers,1777384924,2026-04-28T14:02:04+00:00,2026-04-28T10:02:04-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-28 14-02 IndyCar - Indianapolis 500 OPEN TEST - Practice ROP and Refreshers.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-28 14-02 IndyCar - Indianapolis 500 OPEN TEST - Practice ROP and Refreshers.json,True,False,True,2026
12690,d44edbc0-eed3-4c8d-b90a-c3b37f2baba7,IndyCar,Indianapolis 500 - Practice 3,1684339059,2023-05-17T15:57:39+00:00,2023-05-17T11:57:39-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-17 15-57 IndyCar - Indianapolis 500 - Practice 3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-17 15-57 IndyCar - Indianapolis 500 - Practice 3.json,True,False,True,2023
12699,d48af4c3-0bf4-48c1-b35e-be18a931be0d,IndyCar,Indianapolis 500 - Practice 3,1684331861,2023-05-17T13:57:41+00:00,2023-05-17T09:57:41-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-17 13-57 IndyCar - Indianapolis 500 - Practice 3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-17 13-57 IndyCar - Indianapolis 500 - Practice 3.json,True,False,True,2023
12820,d68de57785fb470aafef66da6c9bf572:1,IndyCar,103rd Indianapolis 500 - Qualifying,1558296688,2019-05-19T20:11:28+00:00,2019-05-19T16:11:28-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/d68de57785fb470aafef66da6c9bf572_1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/d68de57785fb470aafef66da6c9bf572_1.json,True,True,True,2019
13193,dda5e326-aac2-4fff-8830-84feba09414a,IndyCar,Indianapolis 500 - Practice 6,1684587068,2023-05-20T12:51:08+00:00,2023-05-20T08:51:08-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-20 12-51 IndyCar - Indianapolis 500 - Practice 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-20 12-51 IndyCar - Indianapolis 500 - Practice 6.json,True,False,True,2023
13435,e1ea2a15-b4ea-4ce4-8724-c33892be9b14,IndyCar,INDIANAPOLIS 500 OPEN TEST - Practice 3,1745438279,2025-04-23T19:57:59+00:00,2025-04-23T15:57:59-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-04-23 19-57 IndyCar - INDIANAPOLIS 500 OPEN TEST - Practice 3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-04-23 19-57 IndyCar - INDIANAPOLIS 500 OPEN TEST - Practice 3.json,True,False,True,2025
13520,e3070055-d9ba-4616-9118-18a4ddf7bdf3,IndyCar,Indianapolis 500 - Practice 7,1684681029,2023-05-21T14:57:09+00:00,2023-05-21T10:57:09-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 14-57 IndyCar - Indianapolis 500 - Practice 7.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 14-57 IndyCar - Indianapolis 500 - Practice 7.json,True,False,True,2023
13559,e383a3c60876495b9b6a63ae3dac2f55,IndyCar,102nd Indianapolis 500 - Practice 1,1526396104,2018-05-15T14:55:04+00:00,2018-05-15T10:55:04-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/e383a3c60876495b9b6a63ae3dac2f55.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/e383a3c60876495b9b6a63ae3dac2f55.json,True,False,True,2018
13594,e4477909-8573-4ed4-940d-88688cb7f184,IndyCar,108th Running of the Indianapolis 500 - Practice 1,1715692323,2024-05-14T13:12:03+00:00,2024-05-14T09:12:03-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-14 13-12 IndyCar - 108th Running of the Indianapolis 500 - Practice 1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-14 13-12 IndyCar - 108th Running of the Indianapolis 500 - Practice 1.json,True,False,True,2024
13665,e56a6d62-3bc9-481b-8bc0-3916c7780b97,IndyCar,Indianapolis 500 - Qualifying,1684702636,2023-05-21T20:57:16+00:00,2023-05-21T16:57:16-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 20-57 IndyCar - Indianapolis 500 - Qualifying.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 20-57 IndyCar - Indianapolis 500 - Qualifying.json,True,True,True,2023
13754,e6c88ad3-b5b2-495a-91d2-e7ff8e334f53,IndyCar,109th Running of the Indianapolis 500 - Practice 1,1747166231,2025-05-13T19:57:11+00:00,2025-05-13T15:57:11-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-13 19-57 IndyCar - 109th Running of the Indianapolis 500 - Practice 1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-13 19-57 IndyCar - 109th Running of the Indianapolis 500 - Practice 1.json,True,False,True,2025
13786,e758f642bdec479b9696d4ed4910502d,IndyCar,103rd Indianapolis 500 - Practice 8,1558368005,2019-05-20T16:00:05+00:00,2019-05-20T12:00:05-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/e758f642bdec479b9696d4ed4910502d.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/e758f642bdec479b9696d4ed4910502d.json,True,False,True,2019
14030,eb7f6a300bbb4401916a9ef0dc3927b7,IndyCar,102nd Indianapolis 500 - Final Practice,1527260108,2018-05-25T14:55:08+00:00,2018-05-25T10:55:08-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/eb7f6a300bbb4401916a9ef0dc3927b7.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/eb7f6a300bbb4401916a9ef0dc3927b7.json,True,False,True,2018
14209,ee78f0f9-82af-4391-93cb-7543cd0527c2,IndyCar,110th Running of the Indianapolis 500 - Practice Final,1779546450,2026-05-23T14:27:30+00:00,2026-05-23T10:27:30-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-23 14-27 IndyCar - 110th Running of the Indianapolis 500 - Practice Final.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-23 14-27 IndyCar - 110th Running of the Indianapolis 500 - Practice Final.json,True,False,True,2026
14258,ef4ae689-9672-4f23-9c55-25eef9e064ca,IndyCar,108th Running of the Indianapolis 500 - Qualifications - Fast 6,1716149562,2024-05-19T20:12:42+00:00,2024-05-19T16:12:42-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-19 20-12 IndyCar - 108th Running of the Indianapolis 500 - Qualifications - Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-19 20-12 IndyCar - 108th Running of the Indianapolis 500 - Qualifications - Fast 6.json,True,True,True,2024
14265,ef6a65d3-5a1d-4f45-8898-80d2a0b0f930,IndyCar,108th Running of the Indianapolis 500 - Practice Final,1716575238,2024-05-24T18:27:18+00:00,2024-05-24T14:27:18-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-24 18-27 IndyCar - 108th Running of the Indianapolis 500 - Practice Final.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-24 18-27 IndyCar - 108th Running of the Indianapolis 500 - Practice Final.json,True,False,True,2024
14304,f02f1658-a992-4710-a9e1-52f5142f84f3,IndyCar,Indianapolis 500 OPEN TEST - Test Session 2,1777399032,2026-04-28T17:57:12+00:00,2026-04-28T13:57:12-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-28 17-57 IndyCar - Indianapolis 500 OPEN TEST - Test Session 2.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-04-28 17-57 IndyCar - Indianapolis 500 OPEN TEST - Test Session 2.json,True,False,True,2026
15044,fd006d74-35b8-4734-a437-8016621f7606,IndyCar,108th Running of the Indianapolis 500 - Practice 6,1716035273,2024-05-18T12:27:53+00:00,2024-05-18T08:27:53-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-18 12-27 IndyCar - 108th Running of the Indianapolis 500 - Practice 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-18 12-27 IndyCar - 108th Running of the Indianapolis 500 - Practice 6.json,True,False,True,2024
