year,car_number,driver_name,from_source_rank,to_source_rank,from_timestamp_utc,to_timestamp_utc,delta_minutes,from_speed_mph,to_speed_mph,delta_speed_mph
2025,06,"Castroneves, Helio",63,24,2025-05-17T18:12:24.046000+00:00,2025-05-17T19:49:43.787000+00:00,97.32901666666666,229.634,230.978,1.3440000000000225
2025,12,"Power, Will",10,38,2025-05-17T19:05:40.844000+00:00,2025-05-17T21:22:24.844000+00:00,136.73333333333332,232.144,231.62,-0.5240000000000009
2025,14,"Ferrucci, Santino",50,17,2025-05-17T16:30:20.544000+00:00,2025-05-17T19:24:51.900000+00:00,174.5226,230.837,231.593,0.7560000000000002
2025,17,"Larson, Kyle",59,21,2025-05-17T16:39:27.091000+00:00,2025-05-17T19:14:29.666000+00:00,155.04291666666666,230.053,231.326,1.2729999999999961
2025,18,"Veekay, Rinus",67,64,2025-05-17T17:41:15.054000+00:00,2025-05-17T20:24:03.159000+00:00,162.80175,229.228,229.519,0.2909999999999968
2025,20,"Rossi, Alexander",40,45,2025-05-17T15:24:40.985000+00:00,2025-05-17T18:16:52.386000+00:00,172.19001666666668,231.51,231.349,-0.16100000000000136
2025,20,"Rossi, Alexander",45,14,2025-05-17T18:16:52.386000+00:00,2025-05-17T19:38:21.328000+00:00,81.48236666666666,231.349,231.701,0.35200000000000387
2025,20,"Rossi, Alexander",14,37,2025-05-17T19:38:21.328000+00:00,2025-05-17T21:09:09.149000+00:00,90.79701666666666,231.701,231.673,-0.027999999999991587
2025,21,"Rasmussen, Christian",20,47,2025-05-17T20:03:38.625000+00:00,2025-05-17T20:03:38.625000+00:00,0.0,231.438,231.206,-0.23199999999999932
2025,23,"Hunter-Reay, Ryan",57,27,2025-05-17T15:29:26.584000+00:00,2025-05-17T20:37:08.891000+00:00,307.70511666666664,230.236,230.363,0.12700000000000955
2025,24,"Harvey, Jack",28,60,2025-05-17T15:34:01.442000+00:00,2025-05-17T20:51:56.349000+00:00,317.9151166666667,230.348,230.012,-0.33600000000001273
2025,27,"Kirkwood, Kyle",25,49,2025-05-17T17:26:59.314000+00:00,2025-05-17T19:45:05.117000+00:00,138.09671666666668,230.917,230.868,-0.049000000000006594
2025,30,"DeFrancesco, Devlin",53,18,2025-05-17T17:31:41.191000+00:00,2025-05-17T20:15:59.327000+00:00,164.30226666666667,230.415,231.575,1.1599999999999966
2025,33,"Carpenter, Ed",44,16,2025-05-17T16:48:38.665000+00:00,2025-05-17T20:42:29.095000+00:00,233.8405,231.392,231.633,0.24100000000001387
2025,4,"Malukas, David",33,7,2025-05-17T16:25:52.396000+00:00,2025-05-17T21:18:07.503000+00:00,292.2517833333333,232.194,232.546,0.35200000000000387
2025,45,"Foster, Louis",52,22,2025-05-17T17:08:11.494000+00:00,2025-05-17T21:13:41.995000+00:00,245.50835,230.566,231.058,0.4919999999999902
2025,6,"Siegel, Nolan",26,58,2025-05-17T15:48:01.961000+00:00,2025-05-17T19:10:06.035000+00:00,202.0679,230.571,230.099,-0.4720000000000084
2025,7,"Lundgaard, Christian",56,12,2025-05-17T15:39:10.104000+00:00,2025-05-17T19:54:09.157000+00:00,254.98421666666667,230.304,231.809,1.5049999999999955
2025,75,"Sato, Takuma",34,9,2025-05-17T16:43:58.703000+00:00,2025-05-17T21:00:47.031000+00:00,256.8054666666667,232.169,232.415,0.2459999999999809
2025,76,"Daly, Conor",39,46,2025-05-17T15:52:30.816000+00:00,2025-05-17T18:27:08.223000+00:00,154.62345,231.596,231.221,-0.375
2025,76,"Daly, Conor",46,13,2025-05-17T18:27:08.223000+00:00,2025-05-17T21:48:21.424000+00:00,201.22001666666668,231.221,231.725,0.5039999999999907
2025,77,"Robb, Sting Ray",54,19,2025-05-17T17:17:32.165000+00:00,2025-05-17T19:33:56.076000+00:00,136.39851666666667,230.335,231.461,1.1260000000000048
2025,90,"Ilott, Callum",51,23,2025-05-17T17:36:36.335000+00:00,2025-05-17T20:28:38.394000+00:00,172.03431666666665,230.704,230.993,0.28899999999998727
2025,98,"Andretti, Marco",62,66,2025-05-17T16:53:40.358000+00:00,2025-05-17T19:01:07.244000+00:00,127.4481,229.857,229.356,-0.5010000000000048
2025,98,"Andretti, Marco",66,65,2025-05-17T19:01:07.244000+00:00,2025-05-17T20:56:23.362000+00:00,115.26863333333333,229.356,229.475,0.11899999999999977
2025,98,"Andretti, Marco",65,61,2025-05-17T20:56:23.362000+00:00,2025-05-17T21:35:23.929000+00:00,39.00945,229.475,229.859,0.38400000000001455
