year,car_number,driver_name,from_source_rank,to_source_rank,from_timestamp_utc,to_timestamp_utc,delta_minutes,from_speed_mph,to_speed_mph,delta_speed_mph
2019,10,"Rosenqvist, Felix",42,29,2019-05-18T19:40:24.734137+00:00,2019-05-18T21:26:35.454112+00:00,106.17866624991099,227.198,227.297,0.09899999999998954
2019,15,"Rahal, Graham",45,39,2019-05-18T17:50:09.589574+00:00,2019-05-18T20:00:04.798286+00:00,129.92014519373575,227.095,227.394,0.2990000000000066
2019,15,"Rahal, Graham",39,17,2019-05-18T20:00:04.798286+00:00,2019-05-18T21:49:05.246877+00:00,109.00747652053833,227.394,228.104,0.710000000000008
2019,24,"Karam, Sage",49,52,2019-05-18T21:39:32.492802+00:00,2019-05-18T21:40:10.838342+00:00,0.6390923341115315,226.951,226.871,-0.07999999999998408
2019,25,"Daly, Conor",37,11,2019-05-18T15:03:14.761916+00:00,2019-05-18T19:55:40.225780+00:00,292.42439773480095,227.921,228.617,0.695999999999998
2019,31,"O'Ward, Patricio",68,51,2019-05-18T17:45:19.109848+00:00,2019-05-18T21:07:09.810100+00:00,201.84500420093536,225.727,226.897,1.1699999999999875
2019,4,"Leist, Matheus",55,24,2019-05-18T17:55:24.455271+00:00,2019-05-18T19:21:09.917636+00:00,85.75770608186721,226.727,227.717,0.9900000000000091
2019,48,"Hildebrand, JR",53,43,2019-05-18T18:00:39.501458+00:00,2019-05-18T18:40:54.722339+00:00,40.25368134975433,226.832,227.183,0.3509999999999991
2019,48,"Hildebrand, JR",43,21,2019-05-18T18:40:54.722339+00:00,2019-05-18T21:44:36.195218+00:00,183.69121464888255,227.183,227.908,0.7249999999999943
2019,59,"Chilton, Max",50,60,2019-05-18T15:51:54.526018+00:00,2019-05-18T21:11:59.687933+00:00,320.0860319137573,226.934,226.321,-0.6129999999999995
2019,59,"Chilton, Max",60,59,2019-05-18T21:11:59.687933+00:00,2019-05-18T21:12:39.666439+00:00,0.6663084348042806,226.321,226.354,0.03300000000001546
2019,66,"Alonso, Fernando",69,70,2019-05-18T16:35:03.887257+00:00,2019-05-18T20:42:18.680326+00:00,247.24655115207037,225.113,224.414,-0.6990000000000123
2019,81,"Hanley, Ben",63,56,2019-05-18T18:45:29.298140+00:00,2019-05-18T19:14:44.460462+00:00,29.25270536740621,225.95,226.692,0.7420000000000186
2019,9,"Dixon, Scott",38,18,2019-05-18T17:18:54.861021+00:00,2019-05-18T17:19:34.861195+00:00,0.6666695674260458,227.886,228.1,0.21399999999999864
