year,car_number,driver_name,team_name,source_path,source_type,qualifying_simulation_indicator,four_lap_average_mph,lap1,lap2,lap3,lap4,single_lap_speed_if_present,no_tow_indicator_if_present,timestamp_or_order,weather_linkage_if_present,existing_baseline_reference,reference_speed_mph,reference_type,baseline_quality,ambiguity_reason,source_quality,source_url,provenance_note
2021,2,Josef Newgarden,Team Penske,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.479,False,22,UNAVAILABLE,True,230.479,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,20,Ed Carpenter,ECR,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.901,False,15,UNAVAILABLE,True,230.901,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,21,Rinus VeeKay,ECR,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,231.325,False,12,UNAVAILABLE,True,231.325,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,22,Simon Pagenaud,Team Penske,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.792,False,30,UNAVAILABLE,True,229.792,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,24,Sage Karam,Dreyer & Reinbold Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.536,False,31,UNAVAILABLE,True,229.536,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,24,"Karam, Sage",,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.536,False,31,UNAVAILABLE,True,229.536,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,25,Stefan Wilson,Andretti Autosport,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.977,False,13,UNAVAILABLE,True,230.977,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,26,Colton Herta,Andretti Global w/ Curb-Agajanian,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,232.784,False,2,UNAVAILABLE,True,232.784,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,27,Alexander Rossi,Andretti Autosport,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,OFFICIAL_EDITORIAL_HTML,False,,,,,,231.598,True,,UNAVAILABLE,True,231.598,NO_TOW_SINGLE_LAP,VERY_HIGH_NO_TOW_SINGLE_LAP,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.indycar.com/News/2021/05/05-21-Practice,Official Fast Friday recap explicitly identifies driver's no-tow speed.
2021,27,Alexander Rossi,Andretti Autosport,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,231.863,False,7,UNAVAILABLE,False,231.863,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,28,Ryan Hunter-Reay,Andretti Autosport,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,231.539,False,10,UNAVAILABLE,True,231.539,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,29,James Hinchcliffe,Andretti Steinbrenner Autosport,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.817,False,17,UNAVAILABLE,True,230.817,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,3,Scott McLaughlin,Team Penske,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.415,False,24,UNAVAILABLE,True,230.415,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,30,Takuma Sato,Rahal Letterman Lanigan Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,231.598,False,8,UNAVAILABLE,True,231.598,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,4,Dalton Kellett,A.J. Foyt Enterprises,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.197,False,27,UNAVAILABLE,True,230.197,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,45,Santino Ferrucci,Rahal Letterman Lanigan Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.924,False,14,UNAVAILABLE,True,230.924,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,47,Conor Daly,ECR,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.627,False,19,UNAVAILABLE,True,230.627,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,48,Tony Kanaan,Chip Ganassi Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,232.69,False,3,UNAVAILABLE,True,232.69,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,5,Pato O'Ward,Arrow McLaren,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,OFFICIAL_EDITORIAL_HTML,False,,,,,,231.51,True,,UNAVAILABLE,True,231.51,NO_TOW_SINGLE_LAP,VERY_HIGH_NO_TOW_SINGLE_LAP,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.indycar.com/News/2021/05/05-21-Practice,Official Fast Friday recap explicitly identifies driver's no-tow speed.
2021,5,Pato O'Ward,Arrow McLaren,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,232.034,False,6,UNAVAILABLE,False,232.034,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,51,Pietro Fittipaldi,Dale Coyne Racing with RWR,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.666,False,18,UNAVAILABLE,True,230.666,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,59,Max Chilton,Carlin,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.473,False,23,UNAVAILABLE,True,230.473,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,60,Jack Harvey,Meyer Shank Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.84,False,16,UNAVAILABLE,True,230.84,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,7,Felix Rosenqvist,Arrow McLaren,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.587,False,20,UNAVAILABLE,True,230.587,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,75,RC Enerson,Top Gun Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,226.055,False,35,UNAVAILABLE,True,226.055,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,8,Marcus Ericsson,Chip Ganassi Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,232.531,False,4,UNAVAILABLE,True,232.531,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,86,Juan Pablo Montoya,Arrow McLaren,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.366,False,25,UNAVAILABLE,True,230.366,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,9,Scott Dixon,Chip Ganassi Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,233.302,False,1,UNAVAILABLE,True,233.302,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.335,False,26,UNAVAILABLE,True,230.335,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2022,06,Helio Castroneves,Meyer Shank w/ Curb-Agajanian,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,229.677,False,19,UNAVAILABLE,True,229.677,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,1,Tony Kanaan,Chip Ganassi Racing,r4/evidence/fast_friday/r4f6j/2022_fast_friday_official_editorial.html,OFFICIAL_EDITORIAL_HTML,True,230.517,,,,,,False,,UNAVAILABLE,True,230.517,FOUR_LAP_QUALIFYING_SIM,VERY_HIGH_FOUR_LAP_QUAL_SIM,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.indycar.com/news/2022/05/05-20-practice,Official editorial explicitly reports a four-lap qualifying-simulation average of 230.517 mph.
2022,1,Tony Kanaan,Chip Ganassi Racing,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.392,False,8,UNAVAILABLE,False,231.392,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,10,Alex Palou,Chip Ganassi Racing,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.085,False,12,UNAVAILABLE,True,231.085,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,11,JR Hildebrand,A.J. Foyt Enterprises,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,226.198,False,28,UNAVAILABLE,True,226.198,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,12,Will Power,Team Penske,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.146,False,11,UNAVAILABLE,True,231.146,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,14,Kyle Kirkwood,A.J. Foyt Enterprises,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,226.064,False,29,UNAVAILABLE,True,226.064,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,15,Graham Rahal,Rahal Letterman Lanigan Racing,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,226.819,False,24,UNAVAILABLE,True,226.819,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,18,David Malukas,Dale Coyne Racing with HMD Motorsports,r4/evidence/fast_friday/r4f6j/2022_fast_friday_official_editorial.html,OFFICIAL_EDITORIAL_HTML,True,230.287,,,,,,False,,UNAVAILABLE,True,230.287,FOUR_LAP_QUALIFYING_SIM,VERY_HIGH_FOUR_LAP_QUAL_SIM,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.indycar.com/news/2022/05/05-20-practice,Official editorial explicitly reports 230.287 mph on the qualifying-simulation chart.
2022,18,David Malukas,Dale Coyne Racing with HMD Motorsports,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.414,False,7,UNAVAILABLE,False,231.414,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,2,Josef Newgarden,Team Penske,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.18,False,10,UNAVAILABLE,True,231.18,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,20,Conor Daly,ECR,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,230.589,False,14,UNAVAILABLE,True,230.589,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,21,Rinus VeeKay,ECR,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,229.635,False,20,UNAVAILABLE,True,229.635,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,23,Santino Ferrucci,Dreyer & Reinbold Racing,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,226.627,False,26,UNAVAILABLE,True,226.627,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,24,Sage Karam,Dreyer & Reinbold Racing,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,230.826,False,13,UNAVAILABLE,True,230.826,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,25,Stefan Wilson,DragonSpeed / Cusick Motorsports,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,226.233,False,27,UNAVAILABLE,True,226.233,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,26,Colton Herta,Andretti Global w/ Curb-Agajanian,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,220.64,False,33,UNAVAILABLE,True,220.64,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2022,27,Alexander Rossi,Andretti Autosport,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.883,False,2,UNAVAILABLE,True,231.883,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
