year,car_number,driver_name,team_name,attempt_id,car_attempt_index,lap1_s,lap2_s,lap3_s,lap4_s,lap1_speed_mph,lap2_speed_mph,lap3_speed_mph,lap4_speed_mph,four_lap_average_speed_mph,lap2_minus_lap1,lap3_minus_lap2,lap4_minus_lap3,lap4_minus_lap1,mean_laps_3_4_minus_mean_laps_1_2,four_lap_slope_mph_per_lap,track_temperature_c_assembled,forecast_temp_c,forecast_dewpoint_c,forecast_relative_humidity_pct,forecast_pressure_hpa,air_density_kg_m3,forecast_wind_speed_10m_ms,forecast_gust_ms,forecast_wind_direction_deg,wind_u_ms,wind_v_ms,solar_elevation_deg_assembled,solar_zenith_deg_assembled,solar_azimuth_deg_assembled,forecast_shortwave_radiation_wm2,forecast_cloud_cover_pct,physical_link_quality,thermal_degradation_interpretation
2020,8,Marcus Ericsson,Chip Ganassi Racing,518373d9-25de-58cf-8315-f6c215b6f672,1,38.95075326,39.03268337,39.07963126,39.13826244,231.061,230.576,230.299,229.954,230.472,-0.485,-0.277,-0.345,-1.107,-0.692,-0.3598,43.33333333,27.4609876,19.55552317,62.18621359,986.8441667,1.133673138,0.9362099434,1.796980523,33.87108683,-0.5217743198,-0.7773291564,56.61034452,33.38965548,133.9745576,831.7445833,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,8,Marcus Ericsson,Chip Ganassi Racing,25ddda12-052a-5d71-ac52-6e96cf8edab9,2,38.9143754,39.04504497,39.05063566,39.12737264,231.277,230.503,230.47,230.018,230.566,-0.774,-0.033,-0.452,-1.259,-0.646,-0.381,51.11111111,30.14985428,18.26007576,49.04551507,987.4065278,1.125036123,0.6757844024,1.59147312,52.08055685,-0.5331098148,-0.4153052899,63.44096863,26.55903137,194.7951526,901.2055556,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,81,Ben Hanley,DragonSpeed / Cusick Motorsports,a3016f3b-449e-576c-bf0f-284c71eddb34,1,40.42817934,40.58368356,40.91597223,41.00806948,222.617,221.764,219.963,219.469,220.946,-0.853,-1.801,-0.494,-3.148,-2.4745,-1.1245,47.77777778,28.24343893,19.0970125,57.76860102,987.5,1.13176771,0.7652868167,1.485156488,47.55705607,-0.5647432035,-0.5164581551,59.57725669,30.42274331,143.1155358,870.4559722,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,81,Ben Hanley,DragonSpeed / Cusick Motorsports,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,2,40.19220807,40.43817004,40.51407864,40.35042099,223.924,222.562,222.145,223.046,222.917,-1.362,-0.417,0.901,-0.878,-0.6475,-0.3051,53.33333333,30.73566081,18.84756008,49.20791641,986.8625,1.121903054,0.6662215467,2.078262427,53.52060001,-0.5356892054,-0.396091182,55.88094473,34.11905527,227.7454691,782.1666667,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,88,Colton Herta,Andretti Steinbrenner Autosport,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,1,38.93828282,39.01880707,39.07708607,39.10765033,231.135,230.658,230.314,230.134,230.56,-0.477,-0.344,-0.18,-1.001,-0.6725,-0.3347,50.55555556,29.30069059,18.58638552,52.58042103,987.3795833,1.127975013,0.6349212184,0.9847908306,63.28718433,-0.5671566255,-0.2854090323,63.52540222,26.47459778,166.0171482,905.6194444,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,88,Colton Herta,Andretti Steinbrenner Autosport,0817e595-17c0-5e20-94bc-6778006bf613,2,38.83746521,38.99649032,39.05605846,39.10612098,231.735,230.79,230.438,230.143,230.775,-0.945,-0.352,-0.295,-1.592,-0.972,-0.5128,50.55555556,30.91746631,18.4906036,47.58265857,986.8902778,1.121472245,0.4897691095,1.353879173,1.503899483,-0.01285398231,-0.4896004041,59.16426167,30.83573833,218.2237598,856.6805556,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,9,Scott Dixon,Chip Ganassi Racing,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,1,38.82875226,38.93407164,38.97605571,39.04216554,231.787,231.16,230.911,230.52,231.094,-0.627,-0.249,-0.391,-1.267,-0.758,-0.405,39.44444444,26.08356819,19.1249204,65.64559834,987.585,1.140018835,0.6552458024,1.739203873,342.4547056,0.1975301725,-0.6247630691,49.27345675,40.72654325,119.1341432,741.3975,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,9,Scott Dixon,Chip Ganassi Racing,33a57398-b346-53e3-b5e5-369a3ca71efc,2,38.85725141,38.92464189,39.00510967,39.02151386,231.617,231.216,230.739,230.642,231.053,-0.401,-0.477,-0.097,-0.975,-0.726,-0.3402,50,29.89255295,18.45642204,50.3426897,987.59125,1.12609076,0.6517202647,1.368391869,64.2902584,-0.5872020937,-0.2827242553,63.99946971,26.00053029,186.201162,919.15,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,9,Scott Dixon,Chip Ganassi Racing,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,3,38.76252783,38.90613247,38.99564549,39.0752198,232.183,231.326,230.795,230.325,231.155,-0.857,-0.531,-0.47,-1.858,-1.1945,-0.6105,51.11111111,31.0238205,18.40072403,47.04299854,986.875,1.12111438,0.5029536912,1.469119951,352.4393375,0.06617654522,-0.498581067,58.02892363,31.97107637,221.8969454,846.75,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2020,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,1,38.76352955,38.86698422,38.96643691,39.01085802,232.177,231.559,230.968,230.705,231.351,-0.618,-0.591,-0.263,-1.472,-1.0315,-0.5007,50,29.10209745,18.6761784,53.46880913,987.4295833,1.128721204,0.6523553384,0.9937763736,65.40824526,-0.5931841033,-0.2714776366,62.97804338,27.02195662,160.7620781,903.2861111,0,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,06,Helio Castroneves,Meyer Shank w/ Curb-Agajanian,c52b77d3-be73-50d2-86d6-940d8843fb36,1,38.9269989,38.89638004,38.92363183,38.98635478,231.202,231.384,231.222,230.85,231.164,0.182,-0.162,-0.372,-0.352,-0.257,-0.1218,34.44444444,24.97795776,14.29471361,51.76431924,1001.299556,1.16285645,2.225857233,4.583474911,203.9227555,0.9025954752,2.034640467,63.11223575,26.88776425,130.256754,502.1466667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,1,JR Hildebrand,A.J. Foyt Enterprises,f31f214f-a151-5b1d-afaf-bb7103c2d514,1,39.03454557,39.11070938,39.26564518,39.12448106,230.565,230.116,229.208,230.035,229.98,-0.449,-0.908,0.827,-0.53,-0.719,-0.2498,38.33333333,26.87899445,12.24921478,40.29537557,1001.506333,1.156621495,3.314067971,5.376008883,224.4561456,2.321051034,2.365537701,69.77152422,20.22847578,163.0462771,750.05,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,10,Alex Palou,Chip Ganassi Racing,68ce6e9c-b7e9-5fc3-8a4d-70642e974eaf,1,38.82824971,38.92009704,38.9817955,39.01593151,231.79,231.243,230.877,230.675,231.145,-0.547,-0.366,-0.202,-1.115,-0.7405,-0.3711,,,,,,,,,,,,,,,,,UNAVAILABLE,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,11,Charlie Kimball,A.J. Foyt Enterprises,c150c8f9-470c-58e6-8766-44b6b751369f,1,39.30113842,39.38317201,39.43615068,39.49672397,229.001,228.524,228.217,227.867,228.401,-0.477,-0.307,-0.35,-1.134,-0.7205,-0.3709,38.33333333,28.33093397,11.52048155,35.42870976,1000.489556,1.150168352,3.221883741,5.088315575,265.6524858,3.212613132,0.2442369794,67.79118077,22.20881923,212.1286963,925.1383333,62.99222222,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,12,Will Power,Team Penske,6992580a-0371-5eda-b01d-2adaca099ff4,1,39.20868167,39.27798338,39.36198594,39.32105643,229.541,229.136,228.647,228.885,229.052,-0.405,-0.489,0.238,-0.656,-0.5725,-0.2457,38.33333333,26.96614502,12.2397467,40.0677664,1001.448,1.156221805,3.327090728,5.288500539,227.4470445,2.450910067,2.250016124,70.02549706,19.97450294,166.3773943,758.8,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,12,Will Power,Team Penske,5aa71106-e201-5143-bb9a-21ccf4063a9e,2,39.2341494,39.24886396,39.25810898,39.3081761,229.392,229.306,229.252,228.96,229.228,-0.086,-0.054,-0.292,-0.432,-0.243,-0.135,45.55555556,28.6901123,12.18204132,36.0727395,998.526,1.146269106,2.956265092,4.016198785,272.6541087,2.953093861,-0.1368939088,37.03846979,52.96153021,266.4011964,567.995,45.76,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,14,Sebastien Bourdais,A.J. Foyt Enterprises,da571070-dc03-5eb8-ac88-efd026c446d8,1,39.09236222,39.1742077,39.19792338,39.23175505,230.224,229.743,229.604,229.406,229.744,-0.481,-0.139,-0.198,-0.818,-0.4785,-0.2593,38.33333333,28.40095011,11.32764628,34.83333532,1000.422667,1.149899248,3.180240717,5.043285001,264.4304146,3.165226992,0.3086569432,67.25986605,22.74013395,214.8746091,919.62,69.34666667,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,15,Graham Rahal,Rahal Letterman Lanigan Racing,696a641a-81d7-5a8c-842f-4f3170a4b8e4,1,38.99496965,39.04385927,39.05826191,39.07097895,230.799,230.51,230.425,230.35,230.521,-0.289,-0.085,-0.075,-0.449,-0.267,-0.1432,38.33333333,27.78592821,11.89698793,37.34111221,1000.978556,1.152667789,3.233828523,5.205405271,259.5878622,3.180577737,0.5844417626,70.31201297,19.68798703,188.3680452,829.4688889,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,16,Simona De Silvestro,Paretta Autosport,8f660bff-74bd-551e-9007-95b730f87e7d,1,39.28072626,39.37076764,39.43424996,39.68918955,229.12,228.596,228.228,226.762,228.173,-0.524,-0.368,-1.466,-2.358,-1.363,-0.7442,37.77777778,28.01189321,11.30211599,35.43871833,1000.9,1.151946816,3.527704939,5.0904424,261.2699805,3.486834712,0.5354305057,68.20383036,21.79616964,209.7530535,799.07,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,16,Simona De Silvestro,Paretta Autosport,adc26df0-920d-5dc7-a952-03b3fb57700a,2,39.09626804,39.37559063,39.42284948,39.72668044,230.201,228.568,228.294,226.548,228.395,-1.633,-0.274,-1.746,-3.653,-1.9635,-1.1233,45.55555556,28.69251031,12.19256631,36.09269791,998.5014444,1.14622737,2.950288019,4.036471031,273.3676891,2.945193207,-0.1733100249,37.74400045,52.25599955,265.7744266,578.8608333,51.65333333,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,16,Simona De Silvestro,Paretta Autosport,73af9176-8333-59df-915e-2cc1016f64b2,3,39.40817676,39.48095702,39.49741731,39.49932412,228.379,227.958,227.863,227.852,228.013,-0.421,-0.095,-0.011,-0.527,-0.311,-0.1676,,28.67899034,12.13322634,35.98017224,998.6398889,1.146462649,2.983986811,3.922175927,269.3445164,2.983791539,0.03413709752,33.761245,56.238755,269.2266678,517.5991667,18.42666667,HRRR_ONLY,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,18,Ed Jones,Dale Coyne Racing with Vasser-Sullivan,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,1,39.00291222,39.06877407,39.12312046,39.15971944,230.752,230.363,230.043,229.828,230.246,-0.389,-0.32,-0.215,-0.924,-0.622,-0.3092,34.44444444,25.15495209,14.15395001,50.80826253,1001.332889,1.162270656,2.247504509,4.639739174,207.2611158,1.029461309,1.997870349,63.83442734,26.16557266,132.3254725,528.6466667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,18,Ed Jones,Dale Coyne Racing with Vasser-Sullivan,4085390f-e83a-5315-8def-464aeb920059,2,38.8547351,38.93474537,38.98567926,39.03962522,231.632,231.156,230.854,230.535,231.044,-0.476,-0.302,-0.319,-1.097,-0.6995,-0.3593,47.22222222,28.76486496,10.84879921,32.92317204,999.28675,1.147385455,3.200408623,4.609149557,258.0322328,3.130845855,0.6636411594,41.99340536,48.00659464,261.8207176,651.415,5.3375,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,2,Josef Newgarden,Team Penske,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,1,39.05910945,39.10000478,39.16687701,39.16261624,230.42,230.179,229.786,229.811,230.049,-0.241,-0.393,0.025,-0.609,-0.501,-0.222,35,25.98186773,13.48035673,46.57775627,1001.5955,1.159667721,2.902814802,5.59000413,203.1263333,1.140109039,2.669547743,66.36259576,23.63740424,141.1695028,770.4633333,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,2,Josef Newgarden,Team Penske,2493785c-dc47-5ba6-8d28-5398e7a11983,2,38.98703031,39.09575854,39.15392714,39.23654405,230.846,230.204,229.862,229.378,230.071,-0.642,-0.342,-0.484,-1.468,-0.905,-0.4746,38.33333333,28.52842136,10.97657077,33.74939781,1000.300889,1.149407481,3.104425511,4.961302427,262.2055142,3.075743404,0.4210228759,66.19913911,23.80086089,219.5861679,909.5733333,80.91555556,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,20,Ed Carpenter,ECR,bcd24d81-7b19-5290-b6d7-b3ce5ce41195,1,38.75318099,38.83042752,38.9002468,38.94552819,232.239,231.777,231.361,231.092,231.616,-0.462,-0.416,-0.269,-1.147,-0.7815,-0.3857,38.33333333,27.0387705,12.23185664,39.87809209,1001.399389,1.155888904,3.337943026,5.21557692,229.9394602,2.554744212,2.148289006,70.19534099,19.80465901,169.2060126,766.0916667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,21,Rinus VeeKay,ECR,407a503c-1695-5af6-9b88-28e9d802c8d1,1,38.85305774,38.95918376,39.04623074,39.09304144,231.642,231.011,230.496,230.22,230.841,-0.631,-0.515,-0.276,-1.422,-0.9685,-0.4781,35,26.10303735,13.2411805,45.47593843,1001.616333,1.15932759,2.976183545,5.605261797,205.3990661,1.276545866,2.688512441,66.85328653,23.14671347,143.2980624,760.6022222,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,21,Rinus VeeKay,ECR,c10dbae2-ca30-5e09-88ab-298fcf7fa163,2,38.77872857,38.85574158,38.91639461,38.96812407,232.086,231.626,231.265,230.958,231.483,-0.46,-0.361,-0.307,-1.128,-0.7445,-0.3745,39.44444444,28.59797228,10.7850168,33.15797934,1000.234444,1.149138179,3.063059185,4.916571059,260.9915631,3.025277252,0.4796135099,65.57428735,24.42571265,222.0034525,904.0916667,87.22777778,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,22,Simon Pagenaud,Team Penske,5f22f207-f450-5086-ab38-14fe980d9fed,1,39.06165231,39.14983949,39.23192607,39.22970299,230.405,229.886,229.405,229.418,229.778,-0.519,-0.481,0.013,-0.987,-0.734,-0.3442,37.77777778,27.91854969,11.64763813,36.43710656,1000.9,1.152168562,3.344336392,5.165716,262.5344421,3.315986938,0.4345302404,69.69378678,20.30621322,197.9233644,819.195,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,24,Sage Karam,Dreyer & Reinbold Racing,e3c7eeaf-cbaf-5422-884d-cedc51f8a845,1,39.21414846,39.26615912,39.29067239,39.32569541,229.509,229.205,229.062,228.858,229.158,-0.304,-0.143,-0.204,-0.651,-0.397,-0.2096,,,,,,,,,,,,,,,,,UNAVAILABLE,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,25,Stefan Wilson,Andretti Autosport,8c31470a-6324-527c-bfc3-fe19d8c1dc4d,1,39.13162575,39.16125299,39.20014286,39.22354807,229.993,229.819,229.591,229.454,229.714,-0.174,-0.228,-0.137,-0.539,-0.3835,-0.1845,34.44444444,25.50894073,13.87242281,48.89614909,1001.399556,1.161099592,2.290799062,4.752267701,213.9378365,1.278937317,1.900547206,65.20507504,24.79492496,136.7511655,581.6466667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,25,Stefan Wilson,Andretti Autosport,09935cc4-f542-569f-b50c-7460e0663860,2,39.05216067,39.15137226,39.23397837,39.29290239,230.461,229.877,229.393,229.049,229.694,-0.584,-0.484,-0.344,-1.412,-0.948,-0.472,42.77777778,28.68714661,10.32604919,31.90495023,1000.089,1.148800815,3.029707578,4.808090847,258.4778839,2.968651928,0.6051724831,63.28153083,26.71846917,229.3574136,843.17,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,25,Stefan Wilson,Andretti Autosport,8ac7badc-828c-5c70-bbf4-d92f136c2564,3,39.12073964,39.14558242,39.21807866,39.28809963,230.057,229.911,229.486,229.077,229.632,-0.146,-0.425,-0.409,-0.98,-0.7025,-0.3365,47.22222222,28.75621334,10.67078893,32.56813384,999.2792778,1.147476428,3.244965648,4.636336187,257.9585459,3.173566404,0.6769625796,41.14054045,48.85945955,262.6419804,638.1144444,4.963888889,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,26,Colton Herta,Andretti Global w/ Curb-Agajanian,e9da8645-6367-51bf-8601-3670e9e76c5e,1,38.73233375,38.81451835,38.89016122,38.97116134,232.364,231.872,231.421,230.94,231.648,-0.492,-0.451,-0.481,-1.424,-0.9375,-0.4723,37.77777778,27.94298134,11.55720146,36.1757893,1000.9,1.152110773,3.392331116,5.146013954,262.203483,3.360972709,0.460187846,69.37207421,20.62792579,201.1598502,813.9275,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,26,Colton Herta,Andretti Global w/ Curb-Agajanian,90108456-7f40-5313-a9ff-43273b65d2f0,2,38.96137629,39.08811765,39.13894325,39.17795935,230.998,230.249,229.95,229.721,230.229,-0.749,-0.299,-0.229,-1.277,-0.788,-0.413,48.33333333,28.73269572,9.36566998,29.85183694,999.5105556,1.148301084,3.58365588,5.03031638,258.1470897,3.507245627,0.7360825907,49.99007249,40.00992751,253.1301144,731.7311111,69.25888889,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,27,Alexander Rossi,Andretti Autosport,69b27d9b-5386-5a2c-a855-449bb527fca1,1,38.89234599,38.94114695,38.96998013,39.0096744,231.408,231.118,230.947,230.712,231.046,-0.29,-0.171,-0.235,-0.696,-0.4335,-0.2259,37.77777778,27.96725065,11.46736571,35.91620836,1000.9,1.152053192,3.440006938,5.126442818,261.874723,3.405474086,0.486203645,69.00296026,20.99703974,204.2807543,808.695,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,28,Ryan Hunter-Reay,Andretti Autosport,88cb337e-a17d-5daf-a5c7-2770ed90181f,1,38.87302773,38.91942382,38.9662682,38.99125296,231.523,231.247,230.969,230.821,231.139,-0.276,-0.278,-0.148,-0.702,-0.49,-0.2384,34.44444444,24.83046249,14.41201661,52.56103317,1001.271778,1.163344741,2.207817836,4.536588025,201.1407885,0.7962735249,2.059225114,62.49359069,27.50640931,128.6016807,480.0633333,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,29,James Hinchcliffe,Andretti Steinbrenner Autosport,95cca25b-de13-5fc7-81bf-9426674aa35c,1,38.94316894,39.0186379,39.07946157,39.09830617,231.106,230.659,230.3,230.189,230.563,-0.447,-0.359,-0.111,-0.917,-0.638,-0.311,34.44444444,25.33194641,14.01318641,49.85220581,1001.366222,1.161685036,2.269151785,4.696003438,210.5994761,1.155074379,1.953164869,64.53274382,25.46725618,134.4887786,555.1466667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,3,Scott McLaughlin,Team Penske,20b68ba3-153d-53cd-9ef8-e81c295271bf,1,38.93508224,39.01204172,39.07674673,39.11971938,231.154,230.698,230.316,230.063,230.557,-0.456,-0.382,-0.253,-1.091,-0.7365,-0.3655,36.11111111,26.24844089,12.95416904,44.15375703,1001.641333,1.158917902,3.064226036,5.623570996,208.1263456,1.44452962,2.702372176,67.40995079,22.59004921,145.9540274,748.7688889,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,30,Takuma Sato,Rahal Letterman Lanigan Racing,0e1c6c84-a0db-504e-9da0-b66aa65a338c,1,38.89604384,38.98517264,39.04131873,39.11903924,231.386,230.857,230.525,230.067,230.708,-0.529,-0.332,-0.458,-1.319,-0.8255,-0.4289,36.11111111,26.36961051,12.71499282,43.0519392,1001.662167,1.158575243,3.137594779,5.638828662,210.3990785,1.58768537,2.706243922,67.84518924,22.15481076,148.2526968,738.9077778,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,4,Dalton Kellett,A.J. Foyt Enterprises,099ab32a-d351-5011-931c-148b9f3d7921,1,39.17199116,39.23911006,39.29290239,39.32947613,229.756,229.363,229.049,228.836,229.25,-0.393,-0.314,-0.213,-0.92,-0.617,-0.3074,38.33333333,27.666596,12.0397445,37.98072191,1001.075778,1.153180015,3.185075103,5.218395625,255.3341851,3.081302118,0.8063998207,70.46340824,19.53659176,182.5613861,832.5244444,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,4,Dalton Kellett,A.J. Foyt Enterprises,a5d8e516-48e0-58b8-ac13-213c753fc12d,2,39.23603088,39.24030764,39.87099518,39.32432078,229.381,229.356,225.728,228.866,228.323,-0.025,-3.628,3.138,-0.515,-2.0715,-0.5173,45,28.68181152,12.14560867,36.00365272,998.611,1.146413559,2.976954961,3.946025628,270.1840228,2.976939606,-0.009561377861,34.59305995,55.40694005,268.5216108,530.3825,25.36,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,45,Santino Ferrucci,Rahal Letterman Lanigan Racing,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,1,39.03776253,39.15494919,39.17795935,39.18563542,230.546,229.856,229.721,229.676,229.949,-0.69,-0.135,-0.045,-0.87,-0.5025,-0.2745,36.11111111,26.51501406,12.42798136,41.72975779,1001.687167,1.158162574,3.225637271,5.657137862,213.1263579,1.762769742,2.701366069,68.33069166,21.66930834,151.1131489,727.0744444,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,47,Conor Daly,ECR,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,1,38.97656209,39.03860918,39.08658983,39.12975427,230.908,230.541,230.258,230.004,230.427,-0.367,-0.283,-0.254,-0.904,-0.5935,-0.2995,38.33333333,27.72626211,11.96836622,37.66091706,1001.027167,1.152923911,3.209451813,5.211900448,257.4610236,3.132901717,0.6967838788,70.40789802,19.59210198,185.4747832,830.9966667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,47,Conor Daly,ECR,fb947c1e-3d51-506f-bbbc-12ecbcdce5da,2,38.93356636,39.07233592,39.14081561,39.18921861,231.163,230.342,229.939,229.655,230.273,-0.821,-0.403,-0.284,-1.508,-0.9555,-0.4927,46.11111111,28.57286992,9.83229919,31.11384889,999.3204167,1.148526402,3.460666993,5.12924793,254.3443364,3.3322792,0.9338797399,55.2676711,34.7323289,245.8365688,782.8680556,94.75972222,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
2021,48,Tony Kanaan,Chip Ganassi Racing,6b431530-73f9-5f7c-9847-5092f30c1cb4,1,38.73500095,38.81903858,38.88780867,38.97217387,232.348,231.845,231.435,230.934,231.639,-0.503,-0.41,-0.501,-1.414,-0.912,-0.4652,35,25.83646418,13.76736819,47.89993767,1001.5705,1.160074321,2.81477231,5.571694931,200.3990538,0.9811073781,2.638251593,65.74387579,24.25612421,138.715163,782.2966667,100,PAST_SAFE_TRACK_PLUS_ISSUE_GATED_HRRR,FOUR_LAP_FADE_PROXY_NOT_MEASURED_TYRE_WEAR
