year,team_name,team_year_id,car_number,driver_name,teammate_cars,teammate_drivers,nearest_teammate_car,nearest_teammate_timing_separation_min,nearest_teammate_track_temp_difference_c,nearest_teammate_air_temp_difference_c,similar_physical_conditions,own_fast_friday_reference_available,teammate_fast_friday_references_available,own_day1_first_run_speed_mph,teammate_day1_first_run_speeds_mph,teammates_are_identical_assumption
2023,,2023|UNKNOWN,66,Tony Kanaan,8|7|9|55|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,33,4.35,0.3222222222,0.08436576843,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,232.446,232.735|233.528|232.914|232.739|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,33,Ed Carpenter,8|7|9|55|66|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,66,4.35,-0.3222222222,-0.08436576843,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,232.62,232.735|233.528|232.914|232.739|232.446|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,50,RC Enerson,8|7|9|55|66|33|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,33,4.366666667,0.3864197542,-0.08468900892,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,231.129,232.735|233.528|232.914|232.739|232.446|232.62|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,29,Devlin DeFrancesco,8|7|9|55|66|33|50|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,21,9.2,0.7351851863,0.6945421176,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,231.273,232.735|233.528|232.914|232.739|232.446|232.62|231.129|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,21,Rinus VeeKay,8|7|9|55|66|33|50|29|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,5,4.733333333,0,0.1115947469,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,233.395,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,5,Pato O'Ward,8|7|9|55|66|33|50|29|21|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,77,4.45,0,0.1049147797,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,233.252,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,77,Callum Ilott,8|7|9|55|66|33|50|29|21|5|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,5,4.45,0,-0.1049147797,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,227.72,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,11,Takuma Sato,8|7|9|55|66|33|50|29|21|5|77|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,14,9.483333333,0.6271604927,0.2083909692,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,232.857,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,14,Santino Ferrucci,8|7|9|55|66|33|50|29|21|5|77|11|10|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,10,4.75,0,0.04101117452,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,233.147,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,10,Alex Palou,8|7|9|55|66|33|50|29|21|5|77|11|14|27|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,14,4.75,0,-0.04101117452,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,233.398,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,27,Kyle Kirkwood,8|7|9|55|66|33|50|29|21|5|77|11|14|10|44|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,44,5.016666667,0.00246913358,0.04331355625,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,232.39,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,44,Katherine Legge,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|06|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,27,5.016666667,-0.00246913358,-0.04331355625,DIRECT_DIFFERENCES_REPORTED_NO_BINARY_SIMILARITY_THRESHOLD,True,33,231.07,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,06,Helio Castroneves,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|12|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,230.41,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,12,Will Power,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|15|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,232.33,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,15,Graham Rahal,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|18|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,228.526,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,18,David Malukas,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|2|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,230.779,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,2,Josef Newgarden,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|20|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,232.542,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.433|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,20,Conor Daly,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|23|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,232.433,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|231.613|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,23,Ryan Hunter-Reay,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|24|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,231.613,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.356|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,24,Stefan Wilson,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|26|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Colton Herta|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,231.356,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.951|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,26,Colton Herta,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|28|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Romain Grosjean|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,231.951,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.997|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,28,Romain Grosjean,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|3|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Scott McLaughlin|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,231.997,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|232.503|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,3,Scott McLaughlin,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|30|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Jack Harvey|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,232.503,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|230.098|230.522|229.955|233.099|231.687|231.32|231.682,False
2023,,2023|UNKNOWN,30,Jack Harvey,8|7|9|55|66|33|50|29|21|5|77|11|14|10|27|44|06|12|15|18|2|20|23|24|26|28|3|45|51|6|60|78|98,Marcus Ericsson|Alexander Rossi|Scott Dixon|Benjamin Pedersen|Tony Kanaan|Ed Carpenter|RC Enerson|Devlin DeFrancesco|Rinus VeeKay|Pato O'Ward|Callum Ilott|Takuma Sato|Santino Ferrucci|Alex Palou|Kyle Kirkwood|Katherine Legge|Helio Castroneves|Will Power|Graham Rahal|David Malukas|Josef Newgarden|Conor Daly|Ryan Hunter-Reay|Stefan Wilson|Colton Herta|Romain Grosjean|Scott McLaughlin|Christian Lundgaard|Sting Ray Robb|Felix Rosenqvist|Simon Pagenaud|Agustin Canapino|Marco Andretti,,,,,UNAVAILABLE,True,33,230.098,232.735|233.528|232.914|232.739|232.446|232.62|231.129|231.273|233.395|233.252|227.72|232.857|233.147|233.398|232.39|231.07|230.41|232.33|228.526|230.779|232.542|232.433|231.613|231.356|231.951|231.997|232.503|230.522|229.955|233.099|231.687|231.32|231.682,False
