scope,year,rows,corr_current_vs_best_prior_speed,mae_if_best_prior_used_as_naive_prediction_mph,rmse_if_best_prior_used_as_naive_prediction_mph,mean_current_minus_best_prior_speed_mph,median_current_minus_best_prior_speed_mph,std_current_minus_best_prior_speed_mph,diagnostic_policy_hash
ALL_REPEAT_TARGET_ROWS,,40,0.9051122499948467,0.5524250000000024,1.077187437264285,0.36702500000000243,0.14050000000000296,1.0256332249783462,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
REPEAT_TARGET_ROWS_BY_YEAR,2020.0,11,0.9957876142796045,0.4554545454545472,0.7679193849735697,0.42909090909091413,0.2150000000000034,0.6679365919824204,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
REPEAT_TARGET_ROWS_BY_YEAR,2021.0,16,0.4267547841682731,0.6595000000000013,1.2913158986088549,0.267000000000003,0.009999999999990905,1.3048454314592177,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
REPEAT_TARGET_ROWS_BY_YEAR,2023.0,12,0.7994852416065282,0.5356666666666712,1.0502068050309568,0.4651666666666661,0.20050000000000523,0.983437924586574,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
REPEAT_TARGET_ROWS_BY_YEAR,2024.0,1,,0.10699999999999932,0.10699999999999932,0.10699999999999932,0.10699999999999932,,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
