attempt_id,session_id,car_number,driver_name,car_attempt_index,performance_time_utc,performance_timing_source,timing_class,timing_basis,forecast_selection_class,availability_lag_minutes,availability_policy_id,availability_policy_hash,selected_issue_time_utc,selected_issue_age_minutes,before_forecast_snapshot_id,after_forecast_snapshot_id,before_valid_time_utc,after_valid_time_utc,before_forecast_lead_hours,after_forecast_lead_hours,before_valid_offset_minutes,after_valid_offset_minutes,interpolation_weight_after,forecast_available_before_target,forecast_available_after_target,leakage_safe,performance_alignment_usable,decision_state_usable,chronology_usable,semantic_note,forecast_DPT_2m,forecast_DPT_2m_before,forecast_DPT_2m_after,forecast_DPT_2m_interpolation_method,forecast_DSWRF_surface,forecast_DSWRF_surface_before,forecast_DSWRF_surface_after,forecast_DSWRF_surface_interpolation_method,forecast_GUST_surface,forecast_GUST_surface_before,forecast_GUST_surface_after,forecast_GUST_surface_interpolation_method,forecast_PRES_surface,forecast_PRES_surface_before,forecast_PRES_surface_after,forecast_PRES_surface_interpolation_method,forecast_TCDC_atmosphere,forecast_TCDC_atmosphere_before,forecast_TCDC_atmosphere_after,forecast_TCDC_atmosphere_interpolation_method,forecast_TMP_2m,forecast_TMP_2m_before,forecast_TMP_2m_after,forecast_TMP_2m_interpolation_method,forecast_UGRD_10m,forecast_UGRD_10m_before,forecast_UGRD_10m_after,forecast_UGRD_10m_interpolation_method,forecast_VGRD_10m,forecast_VGRD_10m_before,forecast_VGRD_10m_after,forecast_VGRD_10m_interpolation_method,forecast_cloud_cover_pct,forecast_cloud_cover_pct_before,forecast_cloud_cover_pct_after,forecast_cloud_cover_pct_interpolation_method,forecast_dewpoint_c,forecast_dewpoint_c_before,forecast_dewpoint_c_after,forecast_dewpoint_c_interpolation_method,forecast_gust_ms,forecast_gust_ms_before,forecast_gust_ms_after,forecast_gust_ms_interpolation_method,forecast_pressure_hpa,forecast_pressure_hpa_before,forecast_pressure_hpa_after,forecast_pressure_hpa_interpolation_method,forecast_relative_humidity_pct,forecast_relative_humidity_pct_before,forecast_relative_humidity_pct_after,forecast_relative_humidity_pct_interpolation_method,forecast_shortwave_radiation_wm2,forecast_shortwave_radiation_wm2_before,forecast_shortwave_radiation_wm2_after,forecast_shortwave_radiation_wm2_interpolation_method,forecast_temp_c,forecast_temp_c_before,forecast_temp_c_after,forecast_temp_c_interpolation_method,forecast_wind_direction_deg,forecast_wind_direction_deg_before,forecast_wind_direction_deg_after,forecast_wind_direction_deg_interpolation_method,forecast_wind_speed_10m_ms,forecast_wind_speed_10m_ms_before,forecast_wind_speed_10m_ms_after,forecast_wind_speed_10m_ms_interpolation_method
16cb7863-a6d0-5895-93e4-a76ac2c6c71f,INDY500_DAY1_2020,15,Graham Rahal,1.0,2020-08-15T15:00:45Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T13:00:00Z,120.75,839bec70-f1c1-5169-88d6-a81c795b3fdd,0bb6ba04-bd88-5607-b794-787f772834dd,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2.0,3.0,-0.75,59.25,0.0125,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.4118171691895,292.4159240722656,292.0873718261719,LINEAR,683.1475,681.4000000000001,821.2,LINEAR,1.887120992038399,1.8915585055947304,1.536557421088219,LINEAR,98808.5,98810.0,98690.0,LINEAR,0.0,0.0,0.0,LINEAR,298.6050968170166,298.58624267578125,300.0945739746094,LINEAR,0.3889517784118652,0.3951930999755859,-0.1041126251220703,LINEAR,-0.5163923740386963,-0.5146312713623047,-0.6555194854736328,LINEAR,0.0,0.0,0.0,LINEAR,19.261817169189477,19.265924072265648,18.937371826171898,LINEAR,1.887120992038399,1.8915585055947304,1.536557421088219,LINEAR,988.085,988.1,986.9,LINEAR,68.61784187502553,68.70700918116307,61.57362469015983,LINEAR,683.1475,681.4000000000001,821.2,LINEAR,25.455096817016624,25.436242675781273,26.9445739746094,LINEAR,323.0606214500075,322.4787989254802,9.024600887663848,CIRCULAR_SHORTEST_ARC,0.6490487115754121,0.6488627988506472,0.6637358168318364,LINEAR
a6295479-1996-5baa-b116-ab56a03c118d,INDY500_DAY1_2020,41,Dalton Kellett,1.0,2020-08-15T15:11:35Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T13:00:00Z,131.58333333333334,839bec70-f1c1-5169-88d6-a81c795b3fdd,0bb6ba04-bd88-5607-b794-787f772834dd,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2.0,3.0,-11.583333333333334,48.416666666666664,0.19305555555555556,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.35249523586697,292.4159240722656,292.0873718261719,LINEAR,708.3891666666667,681.4000000000001,821.2,LINEAR,1.8230235740025011,1.8915585055947304,1.536557421088219,LINEAR,98786.83333333333,98810.0,98690.0,LINEAR,0.0,0.0,0.0,LINEAR,298.87743441263837,298.58624267578125,300.0945739746094,LINEAR,0.29879935582478834,0.3951930999755859,-0.1041126251220703,LINEAR,-0.5418305238087971,-0.5146312713623047,-0.6555194854736328,LINEAR,0.0,0.0,0.0,LINEAR,19.202495235866994,19.265924072265648,18.937371826171898,LINEAR,1.8230235740025011,1.8915585055947304,1.536557421088219,LINEAR,987.8683333333333,988.1,986.9,LINEAR,67.32986967526107,68.70700918116307,61.57362469015983,LINEAR,708.3891666666667,681.4000000000001,821.2,LINEAR,25.72743441263837,25.436242675781273,26.9445739746094,LINEAR,331.4647245820684,322.4787989254802,9.024600887663848,CIRCULAR_SHORTEST_ARC,0.6517341175997935,0.6488627988506472,0.6637358168318364,LINEAR
e132bf44-6808-5d6b-819c-a993af279439,INDY500_DAY1_2020,21,Rinus VeeKay,1.0,2020-08-15T15:16:35Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T13:00:00Z,136.58333333333334,839bec70-f1c1-5169-88d6-a81c795b3fdd,0bb6ba04-bd88-5607-b794-787f772834dd,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2.0,3.0,-16.583333333333332,43.416666666666664,0.2763888888888889,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.32511588202584,292.4159240722656,292.0873718261719,LINEAR,720.0391666666667,681.4000000000001,821.2,LINEAR,1.793440150293625,1.8915585055947304,1.536557421088219,LINEAR,98776.83333333333,98810.0,98690.0,LINEAR,0.0,0.0,0.0,LINEAR,299.0031286875407,298.58624267578125,300.0945739746094,LINEAR,0.25719054539998365,0.3951930999755859,-0.1041126251220703,LINEAR,-0.5535712083180746,-0.5146312713623047,-0.6555194854736328,LINEAR,0.0,0.0,0.0,LINEAR,19.175115882025846,19.265924072265648,18.937371826171898,LINEAR,1.793440150293625,1.8915585055947304,1.536557421088219,LINEAR,987.7683333333333,988.1,986.9,LINEAR,66.73542096767746,68.70700918116307,61.57362469015983,LINEAR,720.0391666666667,681.4000000000001,821.2,LINEAR,25.853128687540714,25.436242675781273,26.9445739746094,LINEAR,335.3435414122504,322.4787989254802,9.024600887663848,CIRCULAR_SHORTEST_ARC,0.6529735357648926,0.6488627988506472,0.6637358168318364,LINEAR
954d29f8-6770-5c41-9322-b23c885935ef,INDY500_DAY1_2020,60,Jack Harvey,1.0,2020-08-15T15:20:45Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T13:00:00Z,140.75,839bec70-f1c1-5169-88d6-a81c795b3fdd,0bb6ba04-bd88-5607-b794-787f772834dd,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2.0,3.0,-20.75,39.25,0.3458333333333333,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.30229975382485,292.4159240722656,292.0873718261719,LINEAR,729.7475000000001,681.4000000000001,821.2,LINEAR,1.768787297202895,1.8915585055947304,1.536557421088219,LINEAR,98768.5,98810.0,98690.0,LINEAR,0.0,0.0,0.0,LINEAR,299.107873916626,298.58624267578125,300.0945739746094,LINEAR,0.22251653671264646,0.3951930999755859,-0.1041126251220703,LINEAR,-0.5633551120758057,-0.5146312713623047,-0.6555194854736328,LINEAR,0.0,0.0,0.0,LINEAR,19.15229975382489,19.265924072265648,18.937371826171898,LINEAR,1.768787297202895,1.8915585055947304,1.536557421088219,LINEAR,987.6850000000001,988.1,986.9,LINEAR,66.24004704469112,68.70700918116307,61.57362469015983,LINEAR,729.7475000000001,681.4000000000001,821.2,LINEAR,25.957873916626,25.436242675781273,26.9445739746094,LINEAR,338.5758887707354,322.4787989254802,9.024600887663848,CIRCULAR_SHORTEST_ARC,0.6540063842358085,0.6488627988506472,0.6637358168318364,LINEAR
25f997a4-1a33-565b-b2b0-1c30d3a0f19c,INDY500_DAY1_2020,9,Scott Dixon,1.0,2020-08-15T15:25:45Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T13:00:00Z,145.75,839bec70-f1c1-5169-88d6-a81c795b3fdd,0bb6ba04-bd88-5607-b794-787f772834dd,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2.0,3.0,-25.75,34.25,0.42916666666666664,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.2749203999837,292.4159240722656,292.0873718261719,LINEAR,741.3975,681.4000000000001,821.2,LINEAR,1.7392038734940192,1.8915585055947304,1.536557421088219,LINEAR,98758.5,98810.0,98690.0,LINEAR,0.0,0.0,0.0,LINEAR,299.2335681915283,298.58624267578125,300.0945739746094,LINEAR,0.18090772628784177,0.3951930999755859,-0.1041126251220703,LINEAR,-0.575095796585083,-0.5146312713623047,-0.6555194854736328,LINEAR,0.0,0.0,0.0,LINEAR,19.124920399983747,19.265924072265648,18.937371826171898,LINEAR,1.7392038734940192,1.8915585055947304,1.536557421088219,LINEAR,987.585,988.1,986.9,LINEAR,65.64559833710751,68.70700918116307,61.57362469015983,LINEAR,741.3975,681.4000000000001,821.2,LINEAR,26.083568191528343,25.436242675781273,26.9445739746094,LINEAR,342.45470560091735,322.4787989254802,9.024600887663848,CIRCULAR_SHORTEST_ARC,0.6552458024009076,0.6488627988506472,0.6637358168318364,LINEAR
e2df4919-a45f-5b41-916e-55908e4f1abb,INDY500_DAY1_2020,45,Spencer Pigot,1.0,2020-08-15T15:29:55Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T13:00:00Z,149.91666666666666,839bec70-f1c1-5169-88d6-a81c795b3fdd,0bb6ba04-bd88-5607-b794-787f772834dd,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2.0,3.0,-29.916666666666668,30.083333333333332,0.4986111111111111,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.25210427178274,292.4159240722656,292.0873718261719,LINEAR,751.1058333333334,681.4000000000001,821.2,LINEAR,1.7145510204032892,1.8915585055947304,1.536557421088219,LINEAR,98750.16666666667,98810.0,98690.0,LINEAR,0.0,0.0,0.0,LINEAR,299.3383134206136,298.58624267578125,300.0945739746094,LINEAR,0.14623371760050452,0.3951930999755859,-0.1041126251220703,LINEAR,-0.5848797003428141,-0.5146312713623047,-0.6555194854736328,LINEAR,0.0,0.0,0.0,LINEAR,19.102104271782792,19.265924072265648,18.937371826171898,LINEAR,1.7145510204032892,1.8915585055947304,1.536557421088219,LINEAR,987.5016666666667,988.1,986.9,LINEAR,65.15022441412118,68.70700918116307,61.57362469015983,LINEAR,751.1058333333334,681.4000000000001,821.2,LINEAR,26.188313420613632,25.436242675781273,26.9445739746094,LINEAR,345.6870529594023,322.4787989254802,9.024600887663848,CIRCULAR_SHORTEST_ARC,0.6562786508718235,0.6488627988506472,0.6637358168318364,LINEAR
194c9baa-3297-571e-82bf-ac3ba81e07fc,INDY500_DAY1_2020,5,Pato O'Ward,1.0,2020-08-15T15:34:55Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T14:00:00Z,94.91666666666667,b64f2781-c6bc-5450-818e-4ba180d8cae3,bcf4cb70-3078-5db0-a63d-6eff547f92bb,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,2.0,-34.916666666666664,25.083333333333332,0.5819444444444445,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,293.1075783199734,293.4171447753906,292.88519287109375,LINEAR,762.0102777777778,689.5,814.1,LINEAR,2.3131063434554058,2.873952891677618,1.9102070331573489,LINEAR,98700.90277777778,98730.0,98680.0,LINEAR,0.0,0.0,0.0,LINEAR,299.61430146959094,298.697021484375,300.27325439453125,LINEAR,-0.15025515158971153,0.1957111358642578,-0.3987894058227539,LINEAR,-0.8538360569212172,-0.8174057006835938,-0.8800067901611328,LINEAR,0.0,0.0,0.0,LINEAR,19.95757831997344,20.267144775390648,19.735192871093773,LINEAR,2.3131063434554058,2.873952891677618,1.9102070331573489,LINEAR,987.0090277777778,987.3,986.8,LINEAR,67.62613474733031,72.62918547499571,64.03205773294539,LINEAR,762.0102777777778,689.5,814.1,LINEAR,26.46430146959095,25.547021484375023,27.123254394531273,LINEAR,8.557846009596119,346.5351712433054,24.378430984902803,CIRCULAR_SHORTEST_ARC,0.9136247043160302,0.8405087317876685,0.9661495437695788,LINEAR
00d1c34a-f916-5fa9-803b-2cc6962f2595,INDY500_DAY1_2020,1,Josef Newgarden,1.0,2020-08-15T15:39:55Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T14:00:00Z,99.91666666666667,b64f2781-c6bc-5450-818e-4ba180d8cae3,bcf4cb70-3078-5db0-a63d-6eff547f92bb,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,2.0,-39.916666666666664,20.083333333333332,0.6652777777777777,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,293.0632489946153,293.4171447753906,292.88519287109375,LINEAR,772.3936111111111,689.5,814.1,LINEAR,2.232794188578717,2.873952891677618,1.9102070331573489,LINEAR,98696.73611111111,98730.0,98680.0,LINEAR,0.0,0.0,0.0,LINEAR,299.74565421210394,298.697021484375,300.27325439453125,LINEAR,-0.19979686339696245,0.1957111358642578,-0.3987894058227539,LINEAR,-0.8590528143776788,-0.8174057006835938,-0.8800067901611328,LINEAR,0.0,0.0,0.0,LINEAR,19.913248994615365,20.267144775390648,19.735192871093773,LINEAR,2.232794188578717,2.873952891677618,1.9102070331573489,LINEAR,986.967361111111,987.3,986.8,LINEAR,66.90970743549279,72.62918547499571,64.03205773294539,LINEAR,772.3936111111111,689.5,814.1,LINEAR,26.595654212103973,25.547021484375023,27.123254394531273,LINEAR,11.711450988062552,346.5351712433054,24.378430984902803,CIRCULAR_SHORTEST_ARC,0.9240947719811894,0.8405087317876685,0.9661495437695788,LINEAR
3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,INDY500_DAY1_2020,24,Sage Karam,1.0,2020-08-15T15:49:55Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T14:00:00Z,109.91666666666667,b64f2781-c6bc-5450-818e-4ba180d8cae3,bcf4cb70-3078-5db0-a63d-6eff547f92bb,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,2.0,-49.916666666666664,10.083333333333334,0.8319444444444445,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.9745903438992,293.4171447753906,292.88519287109375,LINEAR,793.1602777777778,689.5,814.1,LINEAR,2.0721698788253384,2.873952891677618,1.9102070331573489,LINEAR,98688.40277777778,98730.0,98680.0,LINEAR,0.0,0.0,0.0,LINEAR,300.00835969713,298.697021484375,300.27325439453125,LINEAR,-0.29888028701146446,0.1957111358642578,-0.3987894058227539,LINEAR,-0.869486329290602,-0.8174057006835938,-0.8800067901611328,LINEAR,0.0,0.0,0.0,LINEAR,19.82459034389922,20.267144775390648,19.735192871093773,LINEAR,2.0721698788253384,2.873952891677618,1.9102070331573489,LINEAR,986.8840277777778,987.3,986.8,LINEAR,65.47685281181774,72.62918547499571,64.03205773294539,LINEAR,793.1602777777778,689.5,814.1,LINEAR,26.858359697130012,25.547021484375023,27.123254394531273,LINEAR,18.018660944995474,346.5351712433054,24.378430984902803,CIRCULAR_SHORTEST_ARC,0.9450349073115079,0.8405087317876685,0.9661495437695788,LINEAR
81f0c457-15fb-5f7f-9649-8663a142764d,INDY500_DAY1_2020,27,Alexander Rossi,1.0,2020-08-15T15:54:05Z,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_SEQUENCE_MATCH,WITHIN_CAR_SEQUENCE_COUNT_MATCH,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,90,HRRR_CONSERVATIVE_FIXED_LAG_V1,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,2020-08-15T14:00:00Z,114.08333333333333,b64f2781-c6bc-5450-818e-4ba180d8cae3,bcf4cb70-3078-5db0-a63d-6eff547f92bb,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,2.0,-54.083333333333336,5.916666666666667,0.9013888888888889,True,True,True,True,False,False,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,292.9376492394341,293.4171447753906,292.88519287109375,LINEAR,801.8130555555556,689.5,814.1,LINEAR,2.005243083094764,2.873952891677618,1.9102070331573489,LINEAR,98684.93055555556,98730.0,98680.0,LINEAR,0.0,0.0,0.0,LINEAR,300.11782031589087,298.697021484375,300.27325439453125,LINEAR,-0.34016504685084026,0.1957111358642578,-0.3987894058227539,LINEAR,-0.8738336271709866,-0.8174057006835938,-0.8800067901611328,LINEAR,0.0,0.0,0.0,LINEAR,19.78764923943416,20.267144775390648,19.735192871093773,LINEAR,2.005243083094764,2.873952891677618,1.9102070331573489,LINEAR,986.8493055555555,987.3,986.8,LINEAR,64.87983005195314,72.62918547499571,64.03205773294539,LINEAR,801.8130555555556,689.5,814.1,LINEAR,26.967820315890865,25.547021484375023,27.123254394531273,LINEAR,20.646665093717502,346.5351712433054,24.378430984902803,CIRCULAR_SHORTEST_ARC,0.9537599636991405,0.8405087317876685,0.9661495437695788,LINEAR
