dataset,row_count,column_count,year_column,driver_column,attempt_id_column,first_attempt_id_column,second_attempt_id_column,first_speed_column,second_speed_column,delta_column,baseline_group_column,recovery_class_column,performance_time_column,leakage_safe_column,track_temp_column,all_columns
UNCERTAINTY_ROWS,39,11,year,driver_name,current_attempt_id,baseline_attempt_id,,baseline_speed_mph,,,,,,,,current_attempt_id|baseline_attempt_id|year|car_number|driver_name|baseline_speed_mph|target_speed_delta_vs_best_prior_mph|diagnostic_recovery_like|baseline_below_year_median|diagnostic_branch|uncertainty_policy_hash
PERFORMANCE_CONTEXT,136,118,,driver_name,attempt_id,,,,,,,,performance_time_utc,leakage_safe,,attempt_id|session_id|entry_key|attempt_key|car_number|driver_name|car_attempt_index|performance_time_utc|performance_time_semantic|performance_timing_source|timing_class|timing_basis|attempt_class|result_status|result_counted_at_session_end|four_lap_total_seconds|four_lap_average_speed_mph|prior_supported_attempt_count|most_recent_supported_attempt_time_utc|seconds_since_prior_supported_attempt|prior_supported_attempt_average_speed_mph|prior_supported_attempt_total_seconds|best_prior_supported_average_speed_mph|best_prior_supported_total_seconds|speed_change_vs_prior_supported_attempt_mph|speed_change_vs_best_prior_supported_mph|performance_alignment_usable|decision_state_usable|leaderboard_state_complete|queue_state_available|derivation_rule_version|forecast_selection_class|availability_lag_minutes|availability_policy_id|availability_policy_hash|selected_issue_time_utc|selected_issue_age_minutes|before_forecast_snapshot_id|after_forecast_snapshot_id|before_valid_time_utc|after_valid_time_utc|before_forecast_lead_hours|after_forecast_lead_hours|before_valid_offset_minutes|after_valid_offset_minutes|interpolation_weight_after|forecast_available_before_target|forecast_available_after_target|leakage_safe|forecast_DPT_2m|forecast_DPT_2m_before|forecast_DPT_2m_after|forecast_DPT_2m_interpolation_method|forecast_DSWRF_surface|forecast_DSWRF_surface_before|forecast_DSWRF_surface_after|forecast_DSWRF_surface_interpolation_method|forecast_GUST_surface|forecast_GUST_surface_before|forecast_GUST_surface_after|forecast_GUST_surface_interpolation_method|forecast_PRES_surface|forecast_PRES_surface_before|forecast_PRES_surface_after|forecast_PRES_surface_interpolation_method|forecast_TCDC_atmosphere|forecast_TCDC_atmosphere_before|forecast_TCDC_atmosphere_after|forecast_TCDC_atmosphere_interpolation_method|forecast_TMP_2m|forecast_TMP_2m_before|forecast_TMP_2m_after|forecast_TMP_2m_interpolation_method|forecast_UGRD_10m|forecast_UGRD_10m_before|forecast_UGRD_10m_after|forecast_UGRD_10m_interpolation_method|forecast_VGRD_10m|forecast_VGRD_10m_before|forecast_VGRD_10m_after|forecast_VGRD_10m_interpolation_method|forecast_cloud_cover_pct|forecast_cloud_cover_pct_before|forecast_cloud_cover_pct_after|forecast_cloud_cover_pct_interpolation_method|forecast_dewpoint_c|forecast_dewpoint_c_before|forecast_dewpoint_c_after|forecast_dewpoint_c_interpolation_method|forecast_gust_ms|forecast_gust_ms_before|forecast_gust_ms_after|forecast_gust_ms_interpolation_method|forecast_pressure_hpa|forecast_pressure_hpa_before|forecast_pressure_hpa_after|forecast_pressure_hpa_interpolation_method|forecast_relative_humidity_pct|forecast_relative_humidity_pct_before|forecast_relative_humidity_pct_after|forecast_relative_humidity_pct_interpolation_method|forecast_shortwave_radiation_wm2|forecast_shortwave_radiation_wm2_before|forecast_shortwave_radiation_wm2_after|forecast_shortwave_radiation_wm2_interpolation_method|forecast_temp_c|forecast_temp_c_before|forecast_temp_c_after|forecast_temp_c_interpolation_method|forecast_wind_direction_deg|forecast_wind_direction_deg_before|forecast_wind_direction_deg_after|forecast_wind_direction_deg_interpolation_method|forecast_wind_speed_10m_ms|forecast_wind_speed_10m_ms_before|forecast_wind_speed_10m_ms_after|forecast_wind_speed_10m_ms_interpolation_method|input_lineage_hash
PERFORMANCE_TIMING,129,17,,driver_name,attempt_id,,,,,,,,mapped_capture_time_utc,,,attempt_id|session_id|entry_key|attempt_key|car_number|driver_name|car_attempt_index|mapped_capture_event_id|mapped_capture_time_utc|timing_class|timing_basis|calibration_status|calibration_reference|performance_alignment_usable|chronology_usable|queue_replay_usable|time_semantic_note
HRRR_ALIGNMENT,136,99,,driver_name,attempt_id,,,,,,,,performance_time_utc,leakage_safe,,attempt_id|session_id|car_number|driver_name|car_attempt_index|performance_time_utc|performance_timing_source|timing_class|timing_basis|forecast_selection_class|availability_lag_minutes|availability_policy_id|availability_policy_hash|selected_issue_time_utc|selected_issue_age_minutes|before_forecast_snapshot_id|after_forecast_snapshot_id|before_valid_time_utc|after_valid_time_utc|before_forecast_lead_hours|after_forecast_lead_hours|before_valid_offset_minutes|after_valid_offset_minutes|interpolation_weight_after|forecast_available_before_target|forecast_available_after_target|leakage_safe|performance_alignment_usable|decision_state_usable|chronology_usable|semantic_note|forecast_DPT_2m|forecast_DPT_2m_before|forecast_DPT_2m_after|forecast_DPT_2m_interpolation_method|forecast_DSWRF_surface|forecast_DSWRF_surface_before|forecast_DSWRF_surface_after|forecast_DSWRF_surface_interpolation_method|forecast_GUST_surface|forecast_GUST_surface_before|forecast_GUST_surface_after|forecast_GUST_surface_interpolation_method|forecast_PRES_surface|forecast_PRES_surface_before|forecast_PRES_surface_after|forecast_PRES_surface_interpolation_method|forecast_TCDC_atmosphere|forecast_TCDC_atmosphere_before|forecast_TCDC_atmosphere_after|forecast_TCDC_atmosphere_interpolation_method|forecast_TMP_2m|forecast_TMP_2m_before|forecast_TMP_2m_after|forecast_TMP_2m_interpolation_method|forecast_UGRD_10m|forecast_UGRD_10m_before|forecast_UGRD_10m_after|forecast_UGRD_10m_interpolation_method|forecast_VGRD_10m|forecast_VGRD_10m_before|forecast_VGRD_10m_after|forecast_VGRD_10m_interpolation_method|forecast_cloud_cover_pct|forecast_cloud_cover_pct_before|forecast_cloud_cover_pct_after|forecast_cloud_cover_pct_interpolation_method|forecast_dewpoint_c|forecast_dewpoint_c_before|forecast_dewpoint_c_after|forecast_dewpoint_c_interpolation_method|forecast_gust_ms|forecast_gust_ms_before|forecast_gust_ms_after|forecast_gust_ms_interpolation_method|forecast_pressure_hpa|forecast_pressure_hpa_before|forecast_pressure_hpa_after|forecast_pressure_hpa_interpolation_method|forecast_relative_humidity_pct|forecast_relative_humidity_pct_before|forecast_relative_humidity_pct_after|forecast_relative_humidity_pct_interpolation_method|forecast_shortwave_radiation_wm2|forecast_shortwave_radiation_wm2_before|forecast_shortwave_radiation_wm2_after|forecast_shortwave_radiation_wm2_interpolation_method|forecast_temp_c|forecast_temp_c_before|forecast_temp_c_after|forecast_temp_c_interpolation_method|forecast_wind_direction_deg|forecast_wind_direction_deg_before|forecast_wind_direction_deg_after|forecast_wind_direction_deg_interpolation_method|forecast_wind_speed_10m_ms|forecast_wind_speed_10m_ms_before|forecast_wind_speed_10m_ms_after|forecast_wind_speed_10m_ms_interpolation_method
REALIZED_ENV,129,33,year,driver_name,attempt_id,,,,,,,,mapped_capture_time_utc,,ptsc_track_c,attempt_id|session_id|year|entry_key|attempt_key|car_number|driver_name|car_attempt_index|mapped_capture_event_id|mapped_capture_time_utc|timing_class|timing_basis|calibration_status|calibration_reference|performance_alignment_usable|chronology_usable|queue_replay_usable|environment_time_semantic|max_interpolation_gap_minutes|ptsc_alignment_status|ptsc_before_utc|ptsc_after_utc|ptsc_gap_minutes|ptsc_ambient_c|ptsc_track_c|ptsc_humidity|ptsc_wind|ptsc_pressure|ptsc_sensor_1_f|ptsc_sensor_2_f|ptsc_sensor_3_f|ptsc_sensor_4_f|ptsc_sensor_avg_f
EMPIRICAL_DISTRIBUTIONS,10,19,,,,,,,,,,,,,,distribution_scope|rows|mean_delta_mph|median_delta_mph|std_delta_mph|min_delta_mph|q05_delta_mph|q10_delta_mph|q25_delta_mph|q50_delta_mph|q75_delta_mph|q90_delta_mph|q95_delta_mph|max_delta_mph|prob_delta_gt_0|prob_delta_lt_0|mae_vs_zero_mph|rmse_vs_zero_mph|uncertainty_policy_hash
RECOVERY_PROBABILITY,3,15,,,,,,,,,,,,,,eligibility_group|successes|trials|observed_rate|prior_alpha|prior_beta|posterior_alpha|posterior_beta|posterior_mean_probability|posterior_median_probability|posterior_q025_probability|posterior_q05_probability|posterior_q95_probability|posterior_q975_probability|uncertainty_policy_hash
RECOVERY_SENSITIVITY,24,13,,,,,,,,,baseline_group,,,,,baseline_group|prior_id|prior_alpha|prior_beta|central_policy|recovery_successes|recovery_trials|posterior_mean_recovery_probability|required_gain_mph|normal_branch_target_rate|recovery_branch_target_rate|p_target_given_completed|policy_hash
