date,cycle_time_utc,forecast_hour,valid_time_utc,ims_lat,ims_lon,TMP_2m,DPT_2m,UGRD_10m,VGRD_10m,GUST_surface,PRES_surface,TCDC_atmosphere,DSWRF_surface
20240518,2024-05-18T11:00:00+00:00,0,2024-05-18T11:00:00+00:00,39.795,-86.234,289.2610778808594,288.8747863769531,0.04467582702636719,0.19021892547607422,2.3479130566120148,98550.0,84.0,34.0
20240518,2024-05-18T11:00:00+00:00,1,2024-05-18T12:00:00+00:00,39.795,-86.234,289.98316955566406,289.16258239746094,-0.2273082733154297,-0.19330978393554688,2.1031611897051334,98560.0,67.0,201.10000000000002
20240518,2024-05-18T11:00:00+00:00,2,2024-05-18T13:00:00+00:00,39.795,-86.234,291.64073181152344,289.7706298828125,-0.1178131103515625,1.0785484313964844,1.7212890945374966,98580.0,46.0,355.3
20240518,2024-05-18T11:00:00+00:00,3,2024-05-18T14:00:00+00:00,39.795,-86.234,293.01165771484375,290.53192138671875,-0.7759513854980469,1.1961421966552734,1.7266229204833508,98620.0,52.0,448.8
20240518,2024-05-18T12:00:00+00:00,0,2024-05-18T12:00:00+00:00,39.795,-86.234,290.03912353515625,289.1490936279297,0.24589157104492188,0.4639606475830078,3.5394047275185585,98590.0,100.0,113.10000000000001
20240518,2024-05-18T12:00:00+00:00,1,2024-05-18T13:00:00+00:00,39.795,-86.234,291.3323974609375,289.5926971435547,0.15276241302490234,1.317953109741211,2.9143379367887974,98680.0,61.0,306.40000000000003
20240518,2024-05-18T12:00:00+00:00,2,2024-05-18T14:00:00+00:00,39.795,-86.234,292.6255645751953,289.841552734375,-0.45001792907714844,1.736419677734375,2.0986624993383884,98620.0,24.0,566.7
20240518,2024-05-18T12:00:00+00:00,3,2024-05-18T15:00:00+00:00,39.795,-86.234,293.8522644042969,290.1439666748047,-0.7006998062133789,1.0640945434570312,2.0184884443879128,98540.0,16.0,645.6
20240518,2024-05-18T13:00:00+00:00,0,2024-05-18T13:00:00+00:00,39.795,-86.234,291.2586364746094,290.3294372558594,0.4612302780151367,1.4186573028564453,3.3100133016705513,98670.0,100.0,233.4
20240518,2024-05-18T13:00:00+00:00,1,2024-05-18T14:00:00+00:00,39.795,-86.234,292.0379638671875,291.0605773925781,-0.5545864105224609,1.641763687133789,2.225826568901539,98640.0,100.0,263.6
20240518,2024-05-18T13:00:00+00:00,2,2024-05-18T15:00:00+00:00,39.795,-86.234,292.76763916015625,291.4862060546875,-1.2424898147583008,1.1366958618164062,2.0157055258750916,98590.0,100.0,370.8
20240518,2024-05-18T13:00:00+00:00,3,2024-05-18T16:00:00+00:00,39.795,-86.234,294.54522705078125,291.43487548828125,-0.803370475769043,0.403045654296875,1.0838745757937431,98600.0,72.0,564.0
20240518,2024-05-18T14:00:00+00:00,0,2024-05-18T14:00:00+00:00,39.795,-86.234,292.8659973144531,291.1363220214844,-0.1078195571899414,1.0680923461914062,1.481091447174549,98650.0,13.0,596.8000000000001
20240518,2024-05-18T14:00:00+00:00,1,2024-05-18T15:00:00+00:00,39.795,-86.234,294.4865417480469,291.5166931152344,-0.9684715270996094,-0.0020809173583984375,1.1273732334375381,98580.0,33.0,689.8000000000001
20240518,2024-05-18T14:00:00+00:00,2,2024-05-18T16:00:00+00:00,39.795,-86.234,295.744384765625,290.92413330078125,-1.2009162902832031,0.20871543884277344,1.361012376844883,98510.0,33.0,744.0
20240518,2024-05-18T15:00:00+00:00,0,2024-05-18T15:00:00+00:00,39.795,-86.234,295.2488098144531,291.8747863769531,-0.2839775085449219,-0.25492286682128906,1.725515142083168,98650.0,15.0,761.5
20240518,2024-05-18T15:00:00+00:00,1,2024-05-18T16:00:00+00:00,39.795,-86.234,296.0570983886719,290.8748016357422,-1.5424728393554688,0.1940479278564453,1.9119963273406029,98590.0,32.0,755.0
20240518,2024-05-18T15:00:00+00:00,2,2024-05-18T17:00:00+00:00,39.795,-86.234,296.7098083496094,290.86705017089844,-1.923196792602539,0.5777492523193359,2.3794481456279755,98560.0,34.0,736.0
20240518,2024-05-18T15:00:00+00:00,3,2024-05-18T18:00:00+00:00,39.795,-86.234,297.3561706542969,291.1940460205078,-1.3392572402954102,1.4439983367919922,2.4888012185692787,98630.0,25.0,743.0
20240518,2024-05-18T16:00:00+00:00,0,2024-05-18T16:00:00+00:00,39.795,-86.234,296.6766052246094,290.9123229980469,-1.9638957977294922,0.12566089630126953,2.4722864478826523,98690.0,28.0,792.0
20240518,2024-05-18T16:00:00+00:00,1,2024-05-18T17:00:00+00:00,39.795,-86.234,296.8363037109375,291.1116638183594,-1.8584556579589844,0.39087677001953125,2.155411124229431,98520.0,37.0,652.0
20240518,2024-05-18T16:00:00+00:00,2,2024-05-18T18:00:00+00:00,39.795,-86.234,297.76080322265625,290.45082092285156,-2.085158348083496,1.3600845336914062,2.9167402014136314,98580.0,11.0,949.0
20240518,2024-05-18T16:00:00+00:00,3,2024-05-18T19:00:00+00:00,39.795,-86.234,298.6496887207031,290.1804656982422,-1.800323486328125,1.3955345153808594,2.6620624512434006,98570.0,3.0,891.0
20240518,2024-05-18T17:00:00+00:00,0,2024-05-18T17:00:00+00:00,39.795,-86.234,297.16461181640625,290.4976043701172,-1.4656620025634766,0.45801258087158203,1.7867980301380157,98690.0,23.0,743.0
20240518,2024-05-18T17:00:00+00:00,1,2024-05-18T18:00:00+00:00,39.795,-86.234,297.83172607421875,290.0517120361328,-1.4931888580322266,0.8631172180175781,2.017368383705616,98500.0,17.0,951.0
20240518,2024-05-18T17:00:00+00:00,2,2024-05-18T19:00:00+00:00,39.795,-86.234,298.7395935058594,289.865234375,-1.6919116973876953,0.9496231079101562,2.189729318022728,98570.0,20.0,918.0
20240518,2024-05-18T17:00:00+00:00,3,2024-05-18T20:00:00+00:00,39.795,-86.234,299.60552978515625,288.8883972167969,-1.2171554565429688,1.1833534240722656,1.9980101138353348,98560.0,7.0,814.0
20240518,2024-05-18T18:00:00+00:00,0,2024-05-18T18:00:00+00:00,39.795,-86.234,298.5734558105469,290.3747863769531,-1.7673730850219727,1.775223731994629,2.8662963062524796,98630.0,35.0,938.0
20240518,2024-05-18T18:00:00+00:00,1,2024-05-18T19:00:00+00:00,39.795,-86.234,298.4761047363281,289.6651611328125,-1.3336191177368164,1.1004114151000977,2.044009193778038,98510.0,25.0,850.0
20240518,2024-05-18T18:00:00+00:00,2,2024-05-18T20:00:00+00:00,39.795,-86.234,299.2669677734375,288.8561706542969,-1.3431291580200195,1.5045814514160156,2.354851633310318,98560.0,4.0,813.0
