candidate_id,source_id,source_class,source_url,sentence_index,sentence,candidate_classes,explicit_clock_times,relative_time_terms,interruption_terms,attempt_terms,action_terms,session_terms,drivers_detected,speeds_detected_mph,matched_result_row_count,review_priority,normalized_time_lower_utc,normalized_time_upper_utc,normalized_ordering_relation,promotion_status,chronology_promoted,notes
R1G4-C0048,INDYCAR_2022_QUALS_CHANGE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/News/2022/05/05-20-QualsChange,3,"Technology Terms to Know Official Rulebook Start of Indy Qualifying Moved Up Saturday Due to Forecast INDYCAR MAY 20, 2022 Share: With the potential of rain in the afternoon for the first day of PPG Presents Armed Forces Qualifying, the NTT INDYCAR SERIES is moving the start of Indianapolis 500 presented by Gainbridge qualifying to 11 a.m. (ET) Saturday, May 21 at Indianapolis Motor Speedway.","[""EXPLICIT_CLOCK_TIME_MENTION"", ""RELATIVE_TIME_OR_ORDERING_LANGUAGE"", ""SESSION_INTERRUPTION_OR_WEATHER""]","[""11 a.m""]","[""after""]","[""rain""]",[],[],"[""qualifying""]",[],[],0,MEDIUM,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0049,INDYCAR_2022_QUALS_CHANGE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/News/2022/05/05-20-QualsChange,4,"Qualifying will run until its previously scheduled end time of 5:50 p.m., weather permitting, with starting spots 13 through 33 locked in for “The Greatest Spectacle in Racing.” The morning practice session also will be moved up, with group one on the 2.5-mile oval from 8:30-9 a.m. and group two from 9-9:30 a.m.","[""EXPLICIT_CLOCK_TIME_MENTION""]","[""5:50 p.m"", ""9:30 a.m"", ""50 p.m"", ""9 a.m"", ""30 a.m""]",[],[],[],[],"[""qualifying"", ""session"", ""weather""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0050,INDYCAR_2022_QUALS_CHANGE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/News/2022/05/05-20-QualsChange,6,Public gates at IMS will open at their previously scheduled time of 8 a.m.,"[""EXPLICIT_CLOCK_TIME_MENTION""]","[""8 a.m""]",[],[],[],[],[],[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0051,INDYCAR_2022_QUALS_CHANGE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/News/2022/05/05-20-QualsChange,7,"The revised schedule: 8 a.m. – IMS Gates Open 8:30-9 a.m. – Practice Group 1 9-9:30 a.m. – Practice Group 2 11 a.m. – PPG Presents Armed Forces Qualifying begins Share: Next Up MAY 20, 2022 INDYCAR EM Marshalling System Engineers Win Louis Schwitzer Award MAY 19, 2022 Paul Kelly Sato, Dixon Flex More Muscle To Top Speed Chart again at Indy MAY 19, 2022 • Featured Curt Cavin Paddock Buzz: Drivers Brace for Big Boost on Fast Friday More from INDYCAR 1 day ago • Track News Power Rankings: Scott McLaughlin Soars With Late-Season Charge 1 day ago • INDYCAR Technologies Kelvin Fu To Succeed David Salters as HRC US President 2 DAYS AGO • INDYCAR Technologies Gearing Up: New IR-28 Car To Get First Oval Workout This Week 2 DAYS AGO • Track News Instant Recall: Mission Foods Grand Prix of Monterey 2 DAYS AGO • Driver News Alex Palou Coronated for Fifth Time at Victory Lap Celebration Download the official INDYCAR app Connect with us Download the official INDYCAR app Connect with us Get exclusive insider news and updates Stay up to speed on the latest INDYCAR news, behind-the-scenes driver content, exclusive offers and more — delivered straight to your inbox!","[""EXPLICIT_CLOCK_TIME_MENTION"", ""RELATIVE_TIME_OR_ORDERING_LANGUAGE"", ""DRIVER_SPECIFIC""]","[""9:30 a.m"", ""8 a.m"", ""9 a.m"", ""30 a.m"", ""11 a.m""]","[""next""]",[],[],[],"[""qualifying""]","[{""driver"": ""Scott McLaughlin"", ""car"": ""3""}, {""driver"": ""Alex Palou"", ""car"": ""10""}]",[],3,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0052,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,2,"Technology Terms to Know Official Rulebook Shop Schedule Results Results By Race Results By Driver Results By Season Standings Championship NTT P1 Award Rookie of the Year Firestone Pit Stop Performance Engine Manufacturer News Videos Drivers Teams 2026 Schedule How to Follow Add to Calendar Download 2026 Schedule INDY NXT Schedule Previous Races Aug 30 1:00 PM ET Snap-on Milwaukee Mile 250 Milwaukee Mile West Allis, Wisconsin 2026 Winner Pato O'Ward 2026 Winner Pato O'Ward (R2) Race Recap Aug 30 6:00 PM ET Snap-on Makers and Fixers 250 Milwaukee Mile West Allis, Wisconsin 2026 Winner Pato O'Ward 2026 Winner Pato O'Ward (R1) Race Recap Sep 6 2:30 PM ET Mission Foods Grand Prix of Monterey WeatherTech Raceway Laguna Seca Monterey, California 2026 Winner Scott McLaughlin 2026 Winner Scott McLaughlin Race Recap Close Menu Toggle Menu Main Menu Schedule Results Standings News Videos Drivers Teams Fan Central INDYCAR 101 Shop Schedule 2026 Schedule How to Follow Add to Calendar Download 2026 Schedule INDY NXT Schedule Results Results By Race Results By Driver Results By Season Standings Championship NTT P1 Award Rookie of the Year Firestone Pit Stop Performance Engine Manufacturer Fan Central How to Follow INDYCAR App INDYCAR Radio Photo Galleries Fantasy Racing Chrome Web Extension INDYCAR Nation INDYCAR 101 INDYCAR 101 Home Meet the IR-28 The Basics What Makes INDYCAR Different?","[""EXPLICIT_CLOCK_TIME_MENTION"", ""DRIVER_SPECIFIC""]","[""1:00 PM"", ""6:00 PM"", ""2:30 PM"", ""00 PM"", ""30 PM""]",[],[],[],[],"[""weather""]","[{""driver"": ""Pato O'Ward"", ""car"": ""5""}, {""driver"": ""Scott McLaughlin"", ""car"": ""3""}]",[],3,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0053,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,5,The wind and warmth of Fast Friday practice showed that weather conditions are making these qualifying attempts even more challenging.,"[""ATTEMPT_OR_RUN_LANGUAGE""]",[],[],[],"[""attempt"", ""attempts""]",[],"[""qualifying"", ""weather""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0054,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,6,"On Saturday, positions 13-33 will be set, and those drivers will not requalify Sunday, May 22.","[""ATTEMPT_OR_RUN_LANGUAGE""]",[],[],[],"[""requalify""]",[],[],[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0055,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,9,"SEE: Qualifying Format | Qualifying Draw For the fastest drivers at the Indianapolis Motor Speedway, this means an extra qualifying attempt is on deck to become an Indianapolis 500 pole sitter.","[""ATTEMPT_OR_RUN_LANGUAGE""]",[],[],[],"[""attempt""]",[],"[""qualifying""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0056,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,10,While that means added excitement for the fans in attendance and watching live on NBC (Top 12 Qualifying begins at 4 p.m.,"[""EXPLICIT_CLOCK_TIME_MENTION""]","[""4 p.m""]",[],[],[],[],"[""qualifying""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0057,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,18,The fastest he’s gone in a race car before the Month of May was about 226 mph in Formula One’s Mexican Grand Prix.,"[""RELATIVE_TIME_OR_ORDERING_LANGUAGE""]",[],"[""before""]",[],[],[],[],[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0058,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,28,It’s pretty cool.” Three-time Indy 500 pole sitter Ed Carpenter noted how unique it is that drivers who make the top 12 and the Firestone Fast Six will have to make qualifying attempts fairly close together in time.,"[""ATTEMPT_OR_RUN_LANGUAGE""]",[],[],[],"[""attempt"", ""attempts""]",[],"[""qualifying""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0059,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,39,"Sometimes it’s boring when it was the Fast Nine and you see everyone just run once.” PPG Armed Forces Qualifying weekend begins Saturday at 8:30 a.m. (ET) with two 30-minute practice sessions, followed by qualifying at 11 a.m.","[""EXPLICIT_CLOCK_TIME_MENTION"", ""RELATIVE_TIME_OR_ORDERING_LANGUAGE""]","[""8:30 a.m"", ""30 a.m"", ""11 a.m""]","[""followed""]",[],[],[],"[""qualifying"", ""session""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0060,INDYCAR_2022_QUALFORMAT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-20-qualformat,41,"Share: Next Up MAY 20, 2022 INDYCAR Start of Indy Qualifying Moved Up Saturday Due to Forecast MAY 20, 2022 INDYCAR EM Marshalling System Engineers Win Louis Schwitzer Award MAY 19, 2022 Paul Kelly Sato, Dixon Flex More Muscle To Top Speed Chart again at Indy More from INDYCAR 1 day ago • Track News Power Rankings: Scott McLaughlin Soars With Late-Season Charge 1 day ago • INDYCAR Technologies Kelvin Fu To Succeed David Salters as HRC US President 2 DAYS AGO • INDYCAR Technologies Gearing Up: New IR-28 Car To Get First Oval Workout This Week 2 DAYS AGO • Track News Instant Recall: Mission Foods Grand Prix of Monterey 2 DAYS AGO • Driver News Alex Palou Coronated for Fifth Time at Victory Lap Celebration Download the official INDYCAR app Connect with us Download the official INDYCAR app Connect with us Get exclusive insider news and updates Stay up to speed on the latest INDYCAR news, behind-the-scenes driver content, exclusive offers and more — delivered straight to your inbox!","[""RELATIVE_TIME_OR_ORDERING_LANGUAGE"", ""DRIVER_SPECIFIC""]",[],"[""next""]",[],[],[],"[""qualifying""]","[{""driver"": ""Scott McLaughlin"", ""car"": ""3""}, {""driver"": ""Alex Palou"", ""car"": ""10""}]",[],3,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0061,INDYCAR_2022_MORNING_PRACTICE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-morningpractice,2,"Technology Terms to Know Official Rulebook Shop Schedule Results Results By Race Results By Driver Results By Season Standings Championship NTT P1 Award Rookie of the Year Firestone Pit Stop Performance Engine Manufacturer News Videos Drivers Teams 2026 Schedule How to Follow Add to Calendar Download 2026 Schedule INDY NXT Schedule Previous Races Aug 30 1:00 PM ET Snap-on Milwaukee Mile 250 Milwaukee Mile West Allis, Wisconsin 2026 Winner Pato O'Ward 2026 Winner Pato O'Ward (R2) Race Recap Aug 30 6:00 PM ET Snap-on Makers and Fixers 250 Milwaukee Mile West Allis, Wisconsin 2026 Winner Pato O'Ward 2026 Winner Pato O'Ward (R1) Race Recap Sep 6 2:30 PM ET Mission Foods Grand Prix of Monterey WeatherTech Raceway Laguna Seca Monterey, California 2026 Winner Scott McLaughlin 2026 Winner Scott McLaughlin Race Recap Close Menu Toggle Menu Main Menu Schedule Results Standings News Videos Drivers Teams Fan Central INDYCAR 101 Shop Schedule 2026 Schedule How to Follow Add to Calendar Download 2026 Schedule INDY NXT Schedule Results Results By Race Results By Driver Results By Season Standings Championship NTT P1 Award Rookie of the Year Firestone Pit Stop Performance Engine Manufacturer Fan Central How to Follow INDYCAR App INDYCAR Radio Photo Galleries Fantasy Racing Chrome Web Extension INDYCAR Nation INDYCAR 101 INDYCAR 101 Home Meet the IR-28 The Basics What Makes INDYCAR Different?","[""EXPLICIT_CLOCK_TIME_MENTION"", ""DRIVER_SPECIFIC""]","[""1:00 PM"", ""6:00 PM"", ""2:30 PM"", ""00 PM"", ""30 PM""]",[],[],[],[],"[""weather""]","[{""driver"": ""Pato O'Ward"", ""car"": ""5""}, {""driver"": ""Scott McLaughlin"", ""car"": ""3""}]",[],3,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0062,INDYCAR_2022_MORNING_PRACTICE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-morningpractice,3,"Technology Terms to Know Official Rulebook Carpenter, Dixon Top 234 in Rapid Morning Rush Hour at Indy INDYCAR MAY 21, 2022 Share: Ed Carpenter and Scott Dixon are looking to add another Indianapolis 500 presented by Gainbridge pole to their respective collections after leading practice this morning with laps faster than 234 mph -- the quickest trips around the 2.5-mile Indianapolis Motor Speedway since 1996.","[""RELATIVE_TIME_OR_ORDERING_LANGUAGE"", ""DRIVER_SPECIFIC""]",[],"[""after""]",[],[],[],[],"[{""driver"": ""Scott Dixon"", ""car"": ""9""}]",[],1,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0063,INDYCAR_2022_MORNING_PRACTICE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-morningpractice,14,"PPG Presents Armed Forces Qualifying starts at 11 a.m. (ET), with live coverage on Peacock Premium and the INDYCAR Radio Network.","[""EXPLICIT_CLOCK_TIME_MENTION""]","[""11 a.m""]",[],[],[],[],"[""qualifying""]",[],[],0,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
R1G4-C0064,INDYCAR_2022_MORNING_PRACTICE,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-morningpractice,15,"Share: Next Up MAY 20, 2022 Paul Kelly Sato Stays Out Front during Tricky Fast Friday at Indy MAY 20, 2022 • Featured Curt Cavin Paddock Buzz: Many Angles of Pressure To Come in Qualifying MAY 20, 2022 • Featured Zach Horrall Drivers Ready for Extra Trip to Edge in New Qualifying Format More from INDYCAR 1 day ago • Track News Power Rankings: Scott McLaughlin Soars With Late-Season Charge 1 day ago • INDYCAR Technologies Kelvin Fu To Succeed David Salters as HRC US President 2 DAYS AGO • INDYCAR Technologies Gearing Up: New IR-28 Car To Get First Oval Workout This Week 2 DAYS AGO • Track News Instant Recall: Mission Foods Grand Prix of Monterey 2 DAYS AGO • Driver News Alex Palou Coronated for Fifth Time at Victory Lap Celebration Download the official INDYCAR app Connect with us Download the official INDYCAR app Connect with us Get exclusive insider news and updates Stay up to speed on the latest INDYCAR news, behind-the-scenes driver content, exclusive offers and more — delivered straight to your inbox!","[""RELATIVE_TIME_OR_ORDERING_LANGUAGE"", ""DRIVER_SPECIFIC""]",[],"[""next""]",[],[],[],"[""qualifying""]","[{""driver"": ""Scott McLaughlin"", ""car"": ""3""}, {""driver"": ""Alex Palou"", ""car"": ""10""}]",[],3,LOW,,,,CANDIDATE_ONLY,False,Discovery candidate only. No vague language converted to timestamp automatically.
