attempt_id,session_id,year,car_number,driver_name,car_attempt_index,mapped_capture_event_id,mapped_capture_time_utc,timing_class,timing_basis,mapping_support,environment_time_semantic,performance_alignment_usable,chronology_usable,queue_replay_usable,max_interpolation_gap_minutes,ptsc_alignment_status,ptsc_before_utc,ptsc_after_utc,ptsc_gap_minutes,ptsc_ambient_c,ptsc_track_c,ptsc_humidity,ptsc_wind,ptsc_pressure,ptsc_sensor_1_f,ptsc_sensor_2_f,ptsc_sensor_3_f,ptsc_sensor_4_f,ptsc_sensor_avg_f
4440ce15-ba43-554c-842f-0116f2faf94b,INDY500_DAY1_2024,2024,3,Scott McLaughlin,,fcb1d54d-5512-53d7-8d49-5b2a7675d19a,2024-05-18T15:05:43Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T15:00:00+00:00,2024-05-18T15:15:00+00:00,15.0,23.201234567901235,35.635185185185186,0.7447555555555555,2.0,29.12,103.00977777777778,77.70522222222222,98.244,105.56677777777777,96.13144444444444
eedcdd73-d218-5ab6-a4d2-c18478503d31,INDY500_DAY1_2024,2024,4,Kyffin Simpson,,b1771e78-16dd-515b-a3e0-e1aeeda8acf8,2024-05-18T15:10:30Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T15:00:00+00:00,2024-05-18T15:15:00+00:00,15.0,23.555555555555557,36.166666666666664,0.732,2.0,29.12,103.52,78.63,100.54,105.78999999999999,97.12
dde71df5-4fd6-5d14-89ce-1f65485e19f0,INDY500_DAY1_2024,2024,12,Will Power,1.0,e45cded3-f363-53ca-a0b5-0d89fc15f3fb,2024-05-18T15:56:00Z,EXISTING_CONSTRAINED_SEQUENCE_LINK,EXISTING_2024_CONSTRAINED_CAPTURE_LINK,EXISTING_CONSTRAINED_LINK_WITH_KNOWN_ATTEMPT_ORDINAL,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T15:45:00+00:00,2024-05-18T16:00:00+00:00,15.0,24.703703703703702,39.407407407407405,0.6726666666666667,2.7333333333333334,29.12,106.47333333333333,84.95333333333333,108.60666666666667,113.01333333333334,103.26166666666667
a31aaceb-bf6d-5c61-a607-3022328ecc2c,INDY500_DAY1_2024,2024,11,Marcus Armstrong,,5cab3b8c-3ead-58ad-8c6f-ede3512b9598,2024-05-18T15:56:15Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T15:45:00+00:00,2024-05-18T16:00:00+00:00,15.0,24.72222222222222,39.44444444444444,0.6725000000000001,2.75,29.12,106.6,84.975,108.625,113.10000000000001,103.325
61c1e429-5f49-5a6a-a7cd-58dfd7893778,INDY500_DAY1_2024,2024,60,Felix Rosenqvist,,be57bf28-7155-5c68-90a8-adeb5d74df61,2024-05-18T17:35:09Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T17:30:00+00:00,2024-05-18T17:45:00+00:00,15.0,26.11111111111111,45.55555555555556,0.59,4.343333333333334,29.12,115.554,103.95566666666667,119.15633333333334,117.89966666666666,114.14141666666667
3072c6a1-a1c0-561e-a338-3e9b559cea21,INDY500_DAY1_2024,2024,7,Alexander Rossi,1.0,ec25ff93-4f15-5529-80d8-69cdf68fdd7a,2024-05-18T17:53:59Z,EXISTING_CONSTRAINED_SEQUENCE_LINK,EXISTING_2024_CONSTRAINED_CAPTURE_LINK,EXISTING_CONSTRAINED_LINK_WITH_KNOWN_ATTEMPT_ORDINAL,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T17:45:00+00:00,2024-05-18T18:00:00+00:00,15.0,26.44382716049383,45.22283950617284,0.584011111111111,5.0,29.12,118.14177777777778,109.44066666666667,115.05822222222223,110.92477777777778,113.39136111111111
8ec48ba2-cd65-5a70-94b7-6bd93fe67f38,INDY500_DAY1_2024,2024,7,Alexander Rossi,2.0,59aca8ee-8728-5fac-8f00-ac70fd400deb,2024-05-18T20:37:01Z,EXISTING_CONSTRAINED_SEQUENCE_LINK,EXISTING_2024_CONSTRAINED_CAPTURE_LINK,EXISTING_CONSTRAINED_LINK_WITH_KNOWN_ATTEMPT_ORDINAL,RECORDER_CAPTURE_AS_PERFORMANCE_GRADE_APPROXIMATION,True,False,False,30.0,LINEAR_INTERPOLATION,2024-05-18T20:30:00+00:00,2024-05-18T20:45:00+00:00,15.0,27.5179012345679,50.815432098765434,0.51,4.467777777777778,29.095322222222222,122.29355555555556,122.65488888888889,130.0742222222222,117.93388888888889,123.23913888888889
