year,session_id,field_name,record_count,present_count,nonnull_count,nonempty_count,types,preview_values
2020,5771,BestLapTime,59,59,0,0,"[""null""]",[]
2020,5771,BestSpeed,59,59,0,0,"[""null""]",[]
2020,5771,BestSpeedFormatted,59,59,0,0,"[""null""]",[]
2020,5771,CarNumber,59,59,59,59,"[""str""]","[""98"", ""28"", ""27"", ""29"", ""9"", ""21"", ""55"", ""15"", ""30"", ""88"", ""8"", ""45""]"
2020,5771,Difference,59,59,0,0,"[""null""]",[]
2020,5771,DriverName,59,59,59,59,"[""str""]","[""Marco Andretti"", ""Ryan Hunter-Reay"", ""Alexander Rossi"", ""James Hinchcliffe"", ""Scott Dixon"", ""Rinus VeeKay"", ""Alex Palou"", ""Graham Rahal"", ""Takuma Sato"", ""Colton Herta"", ""Marcus Ericsson"", ""Spencer Pigot""]"
2020,5771,DriverOverrideID,59,59,59,59,"[""int""]","[""3608"", ""3645"", ""4587"", ""4216"", ""3628"", ""4614"", ""4931"", ""3668"", ""3811"", ""4511"", ""4905"", ""4232""]"
2020,5771,DriverUrl,59,59,32,32,"[""null"", ""str""]","[""/Drivers/Ryan-Hunter-Reay"", ""/Drivers/Alexander-Rossi"", ""/Drivers/Scott-Dixon"", ""/Drivers/Rinus-VeeKay"", ""/Drivers/Alex-Palou"", ""/Drivers/Graham-Rahal"", ""/Drivers/Takuma-Sato"", ""/Drivers/Marcus-Ericsson"", ""/Drivers/Josef-Newgarden"", ""/Drivers/Felix-Rosenqvist"", ""/Drivers/Pato-OWard"", ""/Drivers/Ed-Carpenter""]"
2020,5771,DriversID,59,59,59,59,"[""int""]","[""3608"", ""3645"", ""4587"", ""4216"", ""3628"", ""4614"", ""4931"", ""3668"", ""3811"", ""4511"", ""4905"", ""4232""]"
2020,5771,ElapsedTime,59,59,59,59,"[""str""]","[""02:35.6078"", ""02:35.6217"", ""02:35.6638"", ""02:35.7126"", ""02:35.7396"", ""02:35.7674"", ""02:35.8213"", ""02:35.9641"", ""02:35.9844"", ""02:35.9962"", ""02:36.1374"", ""02:36.1557""]"
2020,5771,EventsEntrylistID,59,59,59,59,"[""int""]","[""33591"", ""33585"", ""33584"", ""33601"", ""33574"", ""33581"", ""33587"", ""33578"", ""33586"", ""33590"", ""33573"", ""33595""]"
2020,5771,EventsSessionsDetailsID,59,59,59,59,"[""int""]","[""99787"", ""99788"", ""99789"", ""99790"", ""99791"", ""99792"", ""99793"", ""99794"", ""99795"", ""99796"", ""99797"", ""99798""]"
2020,5771,EventsSessionsID,59,59,59,59,"[""int""]","[""5771""]"
2020,5771,FirstName,59,59,59,59,"[""str""]","[""Marco"", ""Ryan"", ""Alexander"", ""James"", ""Scott"", ""Rinus"", ""Alex"", ""Graham"", ""Takuma"", ""Colton"", ""Marcus"", ""Spencer""]"
2020,5771,Gap,59,59,0,0,"[""null""]",[]
2020,5771,InLap,59,59,0,0,"[""null""]",[]
2020,5771,IsDeleted,59,59,59,59,"[""bool""]","[""False""]"
2020,5771,LapsComplete,59,59,0,0,"[""null""]",[]
2020,5771,LapsDown,59,59,0,0,"[""null""]",[]
2020,5771,LapsLed,59,59,0,0,"[""null""]",[]
2020,5771,LastName,59,59,59,59,"[""str""]","[""Andretti"", ""Hunter-Reay"", ""Rossi"", ""Hinchcliffe"", ""Dixon"", ""VeeKay"", ""Palou"", ""Rahal"", ""Sato"", ""Herta"", ""Ericsson"", ""Pigot""]"
2020,5771,PitStops,59,59,0,0,"[""null""]",[]
2020,5771,PointsEarned,59,59,0,0,"[""null""]",[]
2020,5771,PositionFinish,59,59,59,59,"[""int""]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]"
2020,5771,PositionStart,59,59,0,0,"[""null""]",[]
2020,5771,QualLap1,59,59,59,59,"[""str""]","["" 38.7635"", "" 38.8512"", "" 38.8122"", "" 38.8282"", "" 38.7626"", "" 38.8284"", "" 38.8681"", "" 38.9438"", "" 38.9200"", "" 38.8374"", "" 38.9144"", "" 38.9063""]"
2020,5771,QualLap2,59,59,59,59,"[""str""]","["" 38.8670"", "" 38.8759"", "" 38.8774"", "" 38.8948"", "" 38.9061"", "" 38.9562"", "" 38.9254"", "" 38.9820"", "" 39.0011"", "" 38.9965"", "" 39.0450"", "" 38.9863""]"
2020,5771,QualLap3,59,59,59,59,"[""str""]","["" 38.9664"", "" 38.9241"", "" 38.9814"", "" 38.9530"", "" 38.9957"", "" 38.9800"", "" 38.9934"", "" 39.0050"", "" 39.0100"", "" 39.0561"", "" 39.0506"", "" 39.0861""]"
2020,5771,QualLap4,59,59,59,59,"[""str""]","["" 39.0109"", "" 38.9705"", "" 38.9928"", "" 39.0366"", "" 39.0752"", "" 39.0028"", "" 39.0344"", "" 39.0333"", "" 39.0533"", "" 39.1062"", "" 39.1274"", "" 39.1770""]"
2020,5771,SpeedAvg,59,59,59,59,"[""float""]","[""231.351"", ""231.33"", ""231.268"", ""231.195"", ""231.155"", ""231.114"", ""231.034"", ""230.822"", ""230.792"", ""230.775"", ""230.566"", ""230.539""]"
2020,5771,SpeedAvgFormatted,59,59,59,59,"[""str""]","[""231.351"", ""231.330"", ""231.268"", ""231.195"", ""231.155"", ""231.114"", ""231.034"", ""230.822"", ""230.792"", ""230.775"", ""230.566"", ""230.539""]"
2020,5771,Status,59,59,0,0,"[""null""]",[]
2020,5771,TeamName,59,59,59,59,"[""str""]","[""Andretti Herta w/ Marco & Curb-Agajanian"", ""Andretti Autosport"", ""Chip Ganassi Racing"", ""ECR"", ""Dale Coyne Racing with RWR"", ""Rahal Letterman Lanigan Racing"", ""Andretti Steinbrenner Autosport"", ""Rahal Letterman Lanigan Racing with Citrone/Buhl Autosport"", ""Team Penske"", ""Arrow McLaren"", ""Dale Coyne Racing with Vasser-Sullivan"", ""Meyer Shank Racing""]"
2020,5771,TimesLed,59,59,0,0,"[""null""]",[]
2021,5838,BestLapTime,59,59,0,0,"[""null""]",[]
2021,5838,BestSpeed,59,59,0,0,"[""null""]",[]
2021,5838,BestSpeedFormatted,59,59,0,0,"[""null""]",[]
2021,5838,CarNumber,59,59,59,59,"[""str""]","[""9"", ""26"", ""48"", ""20"", ""21"", ""06"", ""10"", ""28"", ""8"", ""27"", ""18"", ""5""]"
2021,5838,Difference,59,59,0,0,"[""null""]",[]
2021,5838,DriverName,59,59,59,59,"[""str""]","[""Scott Dixon"", ""Colton Herta"", ""Tony Kanaan"", ""Ed Carpenter"", ""Rinus VeeKay"", ""Helio Castroneves"", ""Alex Palou"", ""Ryan Hunter-Reay"", ""Marcus Ericsson"", ""Alexander Rossi"", ""Ed Jones"", ""Pato O'Ward""]"
2021,5838,DriverOverrideID,59,59,59,59,"[""int""]","[""3628"", ""4511"", ""3648"", ""3620"", ""4614"", ""3622"", ""4931"", ""3645"", ""4905"", ""4587"", ""4542"", ""4559""]"
2021,5838,DriverUrl,59,59,28,28,"[""null"", ""str""]","[""/Drivers/Scott-Dixon"", ""/Drivers/Ed-Carpenter"", ""/Drivers/Rinus-VeeKay"", ""/Drivers/Helio-Castroneves"", ""/Drivers/Alex-Palou"", ""/Drivers/Ryan-Hunter-Reay"", ""/Drivers/Marcus-Ericsson"", ""/Drivers/Alexander-Rossi"", ""/Drivers/Pato-OWard"", ""/Drivers/Felix-Rosenqvist"", ""/Drivers/Takuma-Sato"", ""/Drivers/Scott-McLaughlin""]"
2021,5838,DriversID,59,59,59,59,"[""int""]","[""3628"", ""4511"", ""3648"", ""3620"", ""4614"", ""3622"", ""4931"", ""3645"", ""4905"", ""4587"", ""4542"", ""4559""]"
2021,5838,ElapsedTime,59,59,59,59,"[""str""]","[""02:35.2874"", ""02:35.4081"", ""02:35.4140"", ""02:35.4294"", ""02:35.5192"", ""02:35.7334"", ""02:35.7461"", ""02:35.7501"", ""02:35.7739"", ""02:35.8132"", ""02:35.8148"", ""02:35.9360""]"
2021,5838,EventsEntrylistID,59,59,59,59,"[""int""]","[""33902"", ""33910"", ""33920"", ""33925"", ""33908"", ""33922"", ""33903"", ""33912"", ""33901"", ""33911"", ""33906"", ""33899""]"
2021,5838,EventsSessionsDetailsID,59,59,59,59,"[""int""]","[""101198"", ""101199"", ""101200"", ""101201"", ""101202"", ""101203"", ""101204"", ""101205"", ""101206"", ""101207"", ""101208"", ""101209""]"
2021,5838,EventsSessionsID,59,59,59,59,"[""int""]","[""5838""]"
2021,5838,FirstName,59,59,59,59,"[""str""]","[""Scott"", ""Colton"", ""Tony"", ""Ed"", ""Rinus"", ""Helio"", ""Alex"", ""Ryan"", ""Marcus"", ""Alexander"", ""Pato"", ""Pietro""]"
2021,5838,Gap,59,59,0,0,"[""null""]",[]
2021,5838,InLap,59,59,0,0,"[""null""]",[]
2021,5838,IsDeleted,59,59,59,59,"[""bool""]","[""False""]"
2021,5838,LapsComplete,59,59,0,0,"[""null""]",[]
2021,5838,LapsDown,59,59,0,0,"[""null""]",[]
2021,5838,LapsLed,59,59,0,0,"[""null""]",[]
2021,5838,LastName,59,59,59,59,"[""str""]","[""Dixon"", ""Herta"", ""Kanaan"", ""Carpenter"", ""VeeKay"", ""Castroneves"", ""Palou"", ""Hunter-Reay"", ""Ericsson"", ""Rossi"", ""Jones"", ""O'Ward""]"
2021,5838,PitStops,59,59,0,0,"[""null""]",[]
2021,5838,PointsEarned,59,59,0,0,"[""null""]",[]
2021,5838,PositionFinish,59,59,59,59,"[""int""]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]"
2021,5838,PositionStart,59,59,0,0,"[""null""]",[]
2021,5838,QualLap1,59,59,59,59,"[""str""]","["" 38.6973"", "" 38.7324"", "" 38.7350"", "" 38.7531"", "" 38.7788"", "" 38.9270"", "" 38.8283"", "" 38.8731"", "" 38.8193"", "" 38.8924"", "" 38.8547"", "" 38.8881""]"
2021,5838,QualLap2,59,59,59,59,"[""str""]","["" 38.8329"", "" 38.8145"", "" 38.8191"", "" 38.8305"", "" 38.8558"", "" 38.8963"", "" 38.9201"", "" 38.9195"", "" 38.9254"", "" 38.9412"", "" 38.9348"", "" 38.9559""]"
2021,5838,QualLap3,59,59,59,59,"[""str""]","["" 38.8581"", "" 38.8901"", "" 38.8878"", "" 38.9003"", "" 38.9164"", "" 38.9237"", "" 38.9818"", "" 38.9663"", "" 39.0089"", "" 38.9700"", "" 38.9856"", "" 39.0085""]"
2021,5838,QualLap4,59,59,59,59,"[""str""]","["" 38.8991"", "" 38.9711"", "" 38.9721"", "" 38.9455"", "" 38.9682"", "" 38.9864"", "" 39.0159"", "" 38.9912"", "" 39.0203"", "" 39.0096"", "" 39.0397"", "" 39.0835""]"
2021,5838,SpeedAvg,59,59,59,59,"[""float""]","[""231.828"", ""231.648"", ""231.639"", ""231.616"", ""231.483"", ""231.164"", ""231.145"", ""231.139"", ""231.104"", ""231.046"", ""231.044"", ""230.864""]"
2021,5838,SpeedAvgFormatted,59,59,59,59,"[""str""]","[""231.828"", ""231.648"", ""231.639"", ""231.616"", ""231.483"", ""231.164"", ""231.145"", ""231.139"", ""231.104"", ""231.046"", ""231.044"", ""230.864""]"
2021,5838,Status,59,59,0,0,"[""null""]",[]
2021,5838,TeamName,59,59,59,59,"[""str""]","[""Chip Ganassi Racing"", ""Andretti Global w/ Curb-Agajanian"", ""ECR"", ""Meyer Shank w/ Curb-Agajanian"", ""Andretti Autosport"", ""Dale Coyne Racing with Vasser-Sullivan"", ""Arrow McLaren"", ""Dale Coyne Racing with RWR"", ""Rahal Letterman Lanigan Racing"", ""Andretti Steinbrenner Autosport"", ""Team Penske"", ""Meyer Shank Racing""]"
2021,5838,TimesLed,59,59,0,0,"[""null""]",[]
2022,6033,BestLapTime,44,44,0,0,"[""null""]",[]
2022,6033,BestSpeed,44,44,0,0,"[""null""]",[]
2022,6033,BestSpeedFormatted,44,44,0,0,"[""null""]",[]
2022,6033,CarNumber,44,44,44,44,"[""str""]","[""21"", ""5"", ""7"", ""10"", ""1"", ""48"", ""33"", ""8"", ""28"", ""9"", ""12"", ""51""]"
2022,6033,Difference,44,44,0,0,"[""null""]",[]
2022,6033,DriverName,44,44,44,44,"[""str""]","[""Rinus VeeKay"", ""Pato O'Ward"", ""Felix Rosenqvist"", ""Alex Palou"", ""Tony Kanaan"", ""Jimmie Johnson"", ""Ed Carpenter"", ""Marcus Ericsson"", ""Romain Grosjean"", ""Scott Dixon"", ""Will Power"", ""Takuma Sato""]"
2022,6033,DriverOverrideID,44,44,44,44,"[""int""]","[""4614"", ""4559"", ""4588"", ""4931"", ""3648"", ""4934"", ""3620"", ""4905"", ""4935"", ""3628"", ""3667"", ""3811""]"
2022,6033,DriverUrl,44,44,27,27,"[""null"", ""str""]","[""/Drivers/Rinus-VeeKay"", ""/Drivers/Pato-OWard"", ""/Drivers/Felix-Rosenqvist"", ""/Drivers/Alex-Palou"", ""/Drivers/Ed-Carpenter"", ""/Drivers/Marcus-Ericsson"", ""/Drivers/Romain-Grosjean"", ""/Drivers/Scott-Dixon"", ""/Drivers/Will-Power"", ""/Drivers/Takuma-Sato"", ""/Drivers/David-Malukas"", ""/Drivers/Josef-Newgarden""]"
2022,6033,DriversID,44,44,44,44,"[""int""]","[""4614"", ""4559"", ""4588"", ""4931"", ""3648"", ""4934"", ""3620"", ""4905"", ""4935"", ""3628"", ""3667"", ""3811""]"
2022,6033,ElapsedTime,44,44,44,44,"[""str""]","[""02:34.0730"", ""02:34.4820"", ""02:34.6558"", ""02:34.6565"", ""02:34.7555"", ""02:34.9070"", ""02:34.9076"", ""02:34.9890"", ""02:35.0378"", ""02:35.0716"", ""02:35.2784"", ""02:35.3679""]"
2022,6033,EventsEntrylistID,44,44,44,44,"[""int""]","[""34657"", ""34645"", ""34647"", ""34650"", ""34669"", ""34664"", ""34668"", ""34648"", ""34660"", ""34649"", ""34652"", ""34665""]"
2022,6033,EventsSessionsDetailsID,44,44,44,44,"[""int""]","[""105044"", ""105045"", ""105046"", ""105047"", ""105048"", ""105049"", ""105050"", ""105051"", ""105052"", ""105053"", ""105054"", ""105055""]"
2022,6033,EventsSessionsID,44,44,44,44,"[""int""]","[""6033""]"
2022,6033,FirstName,44,44,44,44,"[""str""]","[""Rinus"", ""Pato"", ""Felix"", ""Alex"", ""Tony"", ""Jimmie"", ""Ed"", ""Marcus"", ""Romain"", ""Scott"", ""Will"", ""Takuma""]"
2022,6033,Gap,44,44,0,0,"[""null""]",[]
2022,6033,InLap,44,44,0,0,"[""null""]",[]
2022,6033,IsDeleted,44,44,44,44,"[""bool""]","[""False""]"
2022,6033,LapsComplete,44,44,0,0,"[""null""]",[]
2022,6033,LapsDown,44,44,0,0,"[""null""]",[]
2022,6033,LapsLed,44,44,0,0,"[""null""]",[]
2022,6033,LastName,44,44,44,44,"[""str""]","[""VeeKay"", ""O'Ward"", ""Rosenqvist"", ""Palou"", ""Kanaan"", ""Johnson"", ""Carpenter"", ""Ericsson"", ""Grosjean"", ""Dixon"", ""Power"", ""Sato""]"
2022,6033,PitStops,44,44,0,0,"[""null""]",[]
2022,6033,PointsEarned,44,44,0,0,"[""null""]",[]
2022,6033,PositionFinish,44,44,44,44,"[""int""]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]"
2022,6033,PositionStart,44,44,0,0,"[""null""]",[]
2022,6033,QualLap1,44,44,44,44,"[""str""]","["" 38.3465"", "" 38.5602"", "" 38.5419"", "" 38.5293"", "" 38.5968"", "" 38.6043"", "" 38.6342"", "" 38.6717"", "" 38.6937"", "" 38.6681"", "" 38.7121"", "" 38.7127""]"
2022,6033,QualLap2,44,44,44,44,"[""str""]","["" 38.4745"", "" 38.5975"", "" 38.6049"", "" 38.5976"", "" 38.6797"", "" 38.7216"", "" 38.6611"", "" 38.7254"", "" 38.7306"", "" 38.7453"", "" 38.7537"", "" 38.8115""]"
2022,6033,QualLap3,44,44,44,44,"[""str""]","["" 38.5681"", "" 38.6591"", "" 38.8046"", "" 38.6919"", "" 38.7326"", "" 38.7707"", "" 38.7016"", "" 38.7977"", "" 38.8006"", "" 38.7964"", "" 38.8492"", "" 38.9199""]"
2022,6033,QualLap4,44,44,44,44,"[""str""]","["" 38.6839"", "" 38.6652"", "" 38.7044"", "" 38.8377"", "" 38.7464"", "" 38.8104"", "" 38.9107"", "" 38.7942"", "" 38.8129"", "" 38.8618"", "" 38.9634"", "" 38.9238""]"
2022,6033,SpeedAvg,44,44,44,44,"[""float""]","[""233.655"", ""233.037"", ""232.775"", ""232.774"", ""232.625"", ""232.398"", ""232.397"", ""232.275"", ""232.201"", ""232.151"", ""231.842"", ""231.708""]"
2022,6033,SpeedAvgFormatted,44,44,44,44,"[""str""]","[""233.655"", ""233.037"", ""232.775"", ""232.774"", ""232.625"", ""232.398"", ""232.397"", ""232.275"", ""232.201"", ""232.151"", ""231.842"", ""231.708""]"
2022,6033,Status,44,44,0,0,"[""null""]",[]
2022,6033,TeamName,44,44,44,44,"[""str""]","[""ECR"", ""Arrow McLaren"", ""Chip Ganassi Racing"", ""Andretti Autosport"", ""Team Penske"", ""Dale Coyne Racing with RWR"", ""Dale Coyne Racing with HMD Motorsports"", ""Dreyer & Reinbold Racing"", ""Meyer Shank Racing"", ""A.J. Foyt Enterprises"", ""Juncos Hollinger Racing"", ""Rahal Letterman Lanigan Racing""]"
2022,6033,TimesLed,44,44,0,0,"[""null""]",[]
2023,6202,BestLapTime,34,34,0,0,"[""null""]",[]
2023,6202,BestSpeed,34,34,0,0,"[""null""]",[]
2023,6202,BestSpeedFormatted,34,34,0,0,"[""null""]",[]
2023,6202,CarNumber,34,34,34,34,"[""str""]","[""6"", ""7"", ""10"", ""21"", ""9"", ""66"", ""11"", ""5"", ""14"", ""8"", ""55"", ""12""]"
2023,6202,Difference,34,34,0,0,"[""null""]",[]
2023,6202,DriverName,34,34,34,34,"[""str""]","[""Felix Rosenqvist"", ""Alexander Rossi"", ""Alex Palou"", ""Rinus VeeKay"", ""Scott Dixon"", ""Tony Kanaan"", ""Takuma Sato"", ""Pato O'Ward"", ""Santino Ferrucci"", ""Marcus Ericsson"", ""Benjamin Pedersen"", ""Will Power""]"
2023,6202,DriverOverrideID,34,34,34,34,"[""int""]","[""4588"", ""4587"", ""4931"", ""4614"", ""3628"", ""3648"", ""3811"", ""4559"", ""4897"", ""4905"", ""4942"", ""3667""]"
2023,6202,DriverUrl,34,34,24,24,"[""null"", ""str""]","[""/Drivers/Felix-Rosenqvist"", ""/Drivers/Alexander-Rossi"", ""/Drivers/Alex-Palou"", ""/Drivers/Rinus-VeeKay"", ""/Drivers/Scott-Dixon"", ""/Drivers/Takuma-Sato"", ""/Drivers/Pato-OWard"", ""/Drivers/Santino-Ferrucci"", ""/Drivers/Marcus-Ericsson"", ""/Drivers/Will-Power"", ""/Drivers/Ed-Carpenter"", ""/Drivers/Scott-McLaughlin""]"
2023,6202,DriversID,34,34,34,34,"[""int""]","[""4588"", ""4587"", ""4931"", ""4614"", ""3628"", ""3648"", ""3811"", ""4559"", ""4897"", ""4905"", ""4942"", ""3667""]"
2023,6202,ElapsedTime,34,34,34,34,"[""str""]","[""02:33.8810"", ""02:34.1569"", ""02:34.2432"", ""02:34.2449"", ""02:34.2584"", ""02:34.2768"", ""02:34.2932"", ""02:34.3394"", ""02:34.4093"", ""02:34.4866"", ""02:34.6797"", ""02:34.6932""]"
2023,6202,EventsEntrylistID,34,34,34,34,"[""int""]","[""35294"", ""35295"", ""35298"", ""35305"", ""35297"", ""35319"", ""35299"", ""35292"", ""35301"", ""35296"", ""35313"", ""35300""]"
2023,6202,EventsSessionsDetailsID,34,34,34,34,"[""int""]","[""108594"", ""108595"", ""108596"", ""108597"", ""108598"", ""108599"", ""108600"", ""108601"", ""108602"", ""108603"", ""108604"", ""108605""]"
2023,6202,EventsSessionsID,34,34,34,34,"[""int""]","[""6202""]"
2023,6202,FirstName,34,34,34,34,"[""str""]","[""Felix"", ""Alexander"", ""Alex"", ""Rinus"", ""Scott"", ""Tony"", ""Takuma"", ""Pato"", ""Santino"", ""Marcus"", ""Benjamin"", ""Will""]"
2023,6202,Gap,34,34,0,0,"[""null""]",[]
2023,6202,InLap,34,34,0,0,"[""null""]",[]
2023,6202,IsDeleted,34,34,34,34,"[""bool""]","[""False""]"
2023,6202,LapsComplete,34,34,0,0,"[""null""]",[]
2023,6202,LapsDown,34,34,0,0,"[""null""]",[]
2023,6202,LapsLed,34,34,0,0,"[""null""]",[]
2023,6202,LastName,34,34,34,34,"[""str""]","[""Rosenqvist"", ""Rossi"", ""Palou"", ""VeeKay"", ""Dixon"", ""Kanaan"", ""Sato"", ""O'Ward"", ""Ferrucci"", ""Ericsson"", ""Pedersen"", ""Power""]"
2023,6202,PitStops,34,34,0,0,"[""null""]",[]
2023,6202,PointsEarned,34,34,0,0,"[""null""]",[]
2023,6202,PositionFinish,34,34,34,34,"[""int""]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]"
2023,6202,PositionStart,34,34,0,0,"[""null""]",[]
2023,6202,QualLap1,34,34,34,34,"[""str""]","["" 38.4076"", "" 38.4325"", "" 38.4209"", "" 38.4776"", "" 38.4939"", "" 38.4521"", "" 38.4476"", "" 38.4896"", "" 38.5334"", "" 38.5372"", "" 38.5775"", "" 38.6071""]"
2023,6202,QualLap2,34,34,34,34,"[""str""]","["" 38.4107"", "" 38.5016"", "" 38.5113"", "" 38.5261"", "" 38.5038"", "" 38.5745"", "" 38.5243"", "" 38.5635"", "" 38.5873"", "" 38.5840"", "" 38.6520"", "" 38.6492""]"
2023,6202,QualLap3,34,34,34,34,"[""str""]","["" 38.4977"", "" 38.5623"", "" 38.6079"", "" 38.6047"", "" 38.5797"", "" 38.5677"", "" 38.6581"", "" 38.6360"", "" 38.6082"", "" 38.6487"", "" 38.6975"", "" 38.7095""]"
