threshold_name,threshold_mph,large_gain_rows,large_gain_pct,normal_rows,overall_zero_mae_mph,normal_zero_mae_mph,overall_zero_rmse_mph,normal_zero_rmse_mph,large_gain_share_of_total_abs_error_pct,large_gain_share_of_total_squared_error_pct,large_gain_mean_delta_mph,normal_mean_delta_mph,diagnostic_policy_hash
FIXED_0.5_MPH,0.5,8,20.51282051282051,31,0.5638461538461562,0.24516129032258321,1.0907755650606275,0.3739707595952623,65.43883583447,90.65667235508784,1.7987500000000018,0.005935483870970416,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
FIXED_1.0_MPH,1.0,4,10.256410256410255,35,0.5638461538461562,0.29651428571428856,1.0907755650606275,0.4238023798220786,52.80582082764869,86.45249192801785,2.9029999999999987,0.08462857142857437,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
FIXED_1.5_MPH,1.5,3,7.6923076923076925,36,0.5638461538461562,0.329500000000003,1.0907755650606275,0.485585328352404,46.057298772168906,81.70644100445786,3.3759999999999954,0.12350000000000311,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
FIXED_2.0_MPH,2.0,2,5.128205128205128,37,0.5638461538461562,0.3738648648648679,1.0907755650606275,0.5782871492840113,37.09413369713482,73.33427481854052,4.078499999999991,0.17343243243243556,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
TUKEY_UPPER,1.1220000000000283,4,10.256410256410255,35,0.5638461538461562,0.29651428571428856,1.0907755650606275,0.4238023798220786,52.80582082764869,86.45249192801785,2.9029999999999987,0.08462857142857437,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
MAD_3SIGMA_UPPER,1.1792028000000025,4,10.256410256410255,35,0.5638461538461562,0.29651428571428856,1.0907755650606275,0.4238023798220786,52.80582082764869,86.45249192801785,2.9029999999999987,0.08462857142857437,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
DIAGNOSTIC_COMBINED,1.1792028000000025,4,10.256410256410255,35,0.5638461538461562,0.29651428571428856,1.0907755650606275,0.4238023798220786,52.80582082764869,86.45249192801785,2.9029999999999987,0.08462857142857437,8a9669bfa646bfd6ede312b8174eed682f02917966f71e54f5cbc378a4597f92
