year,boundary_source,event_type,event_time_utc,time_quality,time_basis,usable_for_hard_cutoff,interpretation,policy_hash
2024,CHRONOLOGY_EVENT,SESSION_BOUNDARY,2024-05-18T15:00:00+00:00,EXACT_OBSERVED,OFFICIAL_EVENT_TIME,True,SESSION_BOUNDARY_EVIDENCE,181e8000471333de5348722998444fcf40ff49807db0f2a0845631d3de21e707
2024,CHRONOLOGY_EVENT,SESSION_BOUNDARY,2024-05-18T21:50:00+00:00,EXACT_OBSERVED,OFFICIAL_EVENT_TIME,True,SESSION_BOUNDARY_EVIDENCE,181e8000471333de5348722998444fcf40ff49807db0f2a0845631d3de21e707
2024,QUALIFYING_EVENTS,SESSION_START_REFERENCE,2024-05-18T15:00:00+00:00,SCHEMA_REFERENCE,scheduled_start_utc,False,SCHEDULED_OR_SCHEMA_REFERENCE;NOT_AUTOMATICALLY_EXACT,181e8000471333de5348722998444fcf40ff49807db0f2a0845631d3de21e707
2024,QUALIFYING_EVENTS,SESSION_END_REFERENCE,2024-05-18T21:50:00+00:00,SCHEMA_REFERENCE,scheduled_end_utc,False,SCHEDULED_OR_SCHEMA_REFERENCE;NOT_AUTOMATICALLY_EXACT,181e8000471333de5348722998444fcf40ff49807db0f2a0845631d3de21e707
