dataset,row_count,column_count,issue_time_column,valid_time_column,forecast_hour_column,availability_time_column,availability_lag_column,leakage_safe_column,attempt_id_column,year_column,driver_column,performance_time_column,track_temp_column,all_columns
HRRR_FEATURES,259,24,cycle_time_utc,valid_time_utc,forecast_lead_hours,,,,,,,,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours
HRRR_POLICY,259,15,issue_time_utc,valid_start_utc,forecast_lead_hours,policy_availability_time_utc,availability_lag_minutes,leakage_safe_for_primary_analysis,,,,,,forecast_snapshot_id|session_id|issue_time_utc|forecast_lead_hours|valid_start_utc|valid_end_utc|policy_availability_time_utc|availability_policy_id|availability_policy_class|availability_lag_minutes|availability_time_quality|availability_observed|leakage_safe_for_primary_analysis|availability_policy_hash|policy_semantic_note
HRRR_ALIGNMENT,136,99,selected_issue_time_utc,before_valid_time_utc,before_forecast_lead_hours,,availability_lag_minutes,leakage_safe,attempt_id,,driver_name,performance_time_utc,,attempt_id|session_id|car_number|driver_name|car_attempt_index|performance_time_utc|performance_timing_source|timing_class|timing_basis|forecast_selection_class|availability_lag_minutes|availability_policy_id|availability_policy_hash|selected_issue_time_utc|selected_issue_age_minutes|before_forecast_snapshot_id|after_forecast_snapshot_id|before_valid_time_utc|after_valid_time_utc|before_forecast_lead_hours|after_forecast_lead_hours|before_valid_offset_minutes|after_valid_offset_minutes|interpolation_weight_after|forecast_available_before_target|forecast_available_after_target|leakage_safe|performance_alignment_usable|decision_state_usable|chronology_usable|semantic_note|forecast_DPT_2m|forecast_DPT_2m_before|forecast_DPT_2m_after|forecast_DPT_2m_interpolation_method|forecast_DSWRF_surface|forecast_DSWRF_surface_before|forecast_DSWRF_surface_after|forecast_DSWRF_surface_interpolation_method|forecast_GUST_surface|forecast_GUST_surface_before|forecast_GUST_surface_after|forecast_GUST_surface_interpolation_method|forecast_PRES_surface|forecast_PRES_surface_before|forecast_PRES_surface_after|forecast_PRES_surface_interpolation_method|forecast_TCDC_atmosphere|forecast_TCDC_atmosphere_before|forecast_TCDC_atmosphere_after|forecast_TCDC_atmosphere_interpolation_method|forecast_TMP_2m|forecast_TMP_2m_before|forecast_TMP_2m_after|forecast_TMP_2m_interpolation_method|forecast_UGRD_10m|forecast_UGRD_10m_before|forecast_UGRD_10m_after|forecast_UGRD_10m_interpolation_method|forecast_VGRD_10m|forecast_VGRD_10m_before|forecast_VGRD_10m_after|forecast_VGRD_10m_interpolation_method|forecast_cloud_cover_pct|forecast_cloud_cover_pct_before|forecast_cloud_cover_pct_after|forecast_cloud_cover_pct_interpolation_method|forecast_dewpoint_c|forecast_dewpoint_c_before|forecast_dewpoint_c_after|forecast_dewpoint_c_interpolation_method|forecast_gust_ms|forecast_gust_ms_before|forecast_gust_ms_after|forecast_gust_ms_interpolation_method|forecast_pressure_hpa|forecast_pressure_hpa_before|forecast_pressure_hpa_after|forecast_pressure_hpa_interpolation_method|forecast_relative_humidity_pct|forecast_relative_humidity_pct_before|forecast_relative_humidity_pct_after|forecast_relative_humidity_pct_interpolation_method|forecast_shortwave_radiation_wm2|forecast_shortwave_radiation_wm2_before|forecast_shortwave_radiation_wm2_after|forecast_shortwave_radiation_wm2_interpolation_method|forecast_temp_c|forecast_temp_c_before|forecast_temp_c_after|forecast_temp_c_interpolation_method|forecast_wind_direction_deg|forecast_wind_direction_deg_before|forecast_wind_direction_deg_after|forecast_wind_direction_deg_interpolation_method|forecast_wind_speed_10m_ms|forecast_wind_speed_10m_ms_before|forecast_wind_speed_10m_ms_after|forecast_wind_speed_10m_ms_interpolation_method
PERFORMANCE_TIMING,129,17,,,,,,,attempt_id,,driver_name,mapped_capture_time_utc,,attempt_id|session_id|entry_key|attempt_key|car_number|driver_name|car_attempt_index|mapped_capture_event_id|mapped_capture_time_utc|timing_class|timing_basis|calibration_status|calibration_reference|performance_alignment_usable|chronology_usable|queue_replay_usable|time_semantic_note
PERFORMANCE_CONTEXT,136,118,selected_issue_time_utc,before_valid_time_utc,before_forecast_lead_hours,,availability_lag_minutes,leakage_safe,attempt_id,,driver_name,performance_time_utc,,attempt_id|session_id|entry_key|attempt_key|car_number|driver_name|car_attempt_index|performance_time_utc|performance_time_semantic|performance_timing_source|timing_class|timing_basis|attempt_class|result_status|result_counted_at_session_end|four_lap_total_seconds|four_lap_average_speed_mph|prior_supported_attempt_count|most_recent_supported_attempt_time_utc|seconds_since_prior_supported_attempt|prior_supported_attempt_average_speed_mph|prior_supported_attempt_total_seconds|best_prior_supported_average_speed_mph|best_prior_supported_total_seconds|speed_change_vs_prior_supported_attempt_mph|speed_change_vs_best_prior_supported_mph|performance_alignment_usable|decision_state_usable|leaderboard_state_complete|queue_state_available|derivation_rule_version|forecast_selection_class|availability_lag_minutes|availability_policy_id|availability_policy_hash|selected_issue_time_utc|selected_issue_age_minutes|before_forecast_snapshot_id|after_forecast_snapshot_id|before_valid_time_utc|after_valid_time_utc|before_forecast_lead_hours|after_forecast_lead_hours|before_valid_offset_minutes|after_valid_offset_minutes|interpolation_weight_after|forecast_available_before_target|forecast_available_after_target|leakage_safe|forecast_DPT_2m|forecast_DPT_2m_before|forecast_DPT_2m_after|forecast_DPT_2m_interpolation_method|forecast_DSWRF_surface|forecast_DSWRF_surface_before|forecast_DSWRF_surface_after|forecast_DSWRF_surface_interpolation_method|forecast_GUST_surface|forecast_GUST_surface_before|forecast_GUST_surface_after|forecast_GUST_surface_interpolation_method|forecast_PRES_surface|forecast_PRES_surface_before|forecast_PRES_surface_after|forecast_PRES_surface_interpolation_method|forecast_TCDC_atmosphere|forecast_TCDC_atmosphere_before|forecast_TCDC_atmosphere_after|forecast_TCDC_atmosphere_interpolation_method|forecast_TMP_2m|forecast_TMP_2m_before|forecast_TMP_2m_after|forecast_TMP_2m_interpolation_method|forecast_UGRD_10m|forecast_UGRD_10m_before|forecast_UGRD_10m_after|forecast_UGRD_10m_interpolation_method|forecast_VGRD_10m|forecast_VGRD_10m_before|forecast_VGRD_10m_after|forecast_VGRD_10m_interpolation_method|forecast_cloud_cover_pct|forecast_cloud_cover_pct_before|forecast_cloud_cover_pct_after|forecast_cloud_cover_pct_interpolation_method|forecast_dewpoint_c|forecast_dewpoint_c_before|forecast_dewpoint_c_after|forecast_dewpoint_c_interpolation_method|forecast_gust_ms|forecast_gust_ms_before|forecast_gust_ms_after|forecast_gust_ms_interpolation_method|forecast_pressure_hpa|forecast_pressure_hpa_before|forecast_pressure_hpa_after|forecast_pressure_hpa_interpolation_method|forecast_relative_humidity_pct|forecast_relative_humidity_pct_before|forecast_relative_humidity_pct_after|forecast_relative_humidity_pct_interpolation_method|forecast_shortwave_radiation_wm2|forecast_shortwave_radiation_wm2_before|forecast_shortwave_radiation_wm2_after|forecast_shortwave_radiation_wm2_interpolation_method|forecast_temp_c|forecast_temp_c_before|forecast_temp_c_after|forecast_temp_c_interpolation_method|forecast_wind_direction_deg|forecast_wind_direction_deg_before|forecast_wind_direction_deg_after|forecast_wind_direction_deg_interpolation_method|forecast_wind_speed_10m_ms|forecast_wind_speed_10m_ms_before|forecast_wind_speed_10m_ms_after|forecast_wind_speed_10m_ms_interpolation_method|input_lineage_hash
REALIZED_ENV,129,33,,,,,,,attempt_id,year,driver_name,mapped_capture_time_utc,ptsc_track_c,attempt_id|session_id|year|entry_key|attempt_key|car_number|driver_name|car_attempt_index|mapped_capture_event_id|mapped_capture_time_utc|timing_class|timing_basis|calibration_status|calibration_reference|performance_alignment_usable|chronology_usable|queue_replay_usable|environment_time_semantic|max_interpolation_gap_minutes|ptsc_alignment_status|ptsc_before_utc|ptsc_after_utc|ptsc_gap_minutes|ptsc_ambient_c|ptsc_track_c|ptsc_humidity|ptsc_wind|ptsc_pressure|ptsc_sensor_1_f|ptsc_sensor_2_f|ptsc_sensor_3_f|ptsc_sensor_4_f|ptsc_sensor_avg_f
STATE_V3,8,52,,,,,,,,year,driver_name,,,state_id|year|driver_name|decision_stage|first_attempt_id|second_attempt_id|pair_resolution_method|first_car_attempt_index|second_car_attempt_index|first_attempt_status|first_attempt_speed_mph|first_attempt_time_quality|predecision_current_rank|predecision_rank_lower_bound|predecision_rank_upper_bound|predecision_top12_state|predecision_cutoff_rank|predecision_cutoff_speed_mph|predecision_state_time_quality|predecision_state_source|predecision_state_evidence_ids|predecision_state_evidence_count|historical_action_label|historical_lane_label|historical_action_evidence_count|historical_action_evidence_ids|historical_action_source|predecision_queue_membership|predecision_queue_lane|predecision_queue_position|historical_queue_wait|queue_wait_policy|pit_service_state|pit_service_policy|rubber_state|rubber_policy|grip_evolution_state|grip_evolution_policy|tire_thermal_pressure_state|tire_state_policy|weather_feature_policy|track_temperature_policy|elapsed_time_as_track_evolution|unknown_state_imputation|observable_components|historical_action_is_observable_feature|historical_lane_is_observable_feature|queue_transition_is_observable_feature|post_action_outcome_is_observable_feature|state_scope|full_historical_state|hard_optimality_truth_ready
SCENARIOS_V1,32,45,,,,,,,,,driver_name,,,state_id|driver_name|first_attempt_id|wait_scenario_id|queue_wait_minutes|historical_queue_wait_claim|decision_anchor_semantic|decision_time_quality|decision_time_method|decision_time_utc|decision_time_lower_utc|decision_time_upper_utc|future_target_time_utc|scenario_status|interruption_context|after_session_called|hrrr_cycle_issue_time_utc|hrrr_selection_class|hrrr_before_valid_time_utc|hrrr_after_valid_time_utc|hrrr_interpolation_weight_after|hrrr_availability_policy_id|hrrr_availability_lag_minutes|forecast_temp_c|forecast_dewpoint_c|forecast_relative_humidity_pct|forecast_wind_u_ms|forecast_wind_v_ms|forecast_wind_speed_10m_ms|forecast_wind_direction_deg|forecast_gust_ms|forecast_pressure_hpa|forecast_cloud_cover_pct|forecast_shortwave_radiation_wm2|decision_current_track_temp_c|decision_current_ambient_temp_c|decision_ptsc_alignment|future_track_temp_c|future_track_temp_policy|rubber_grip_state|tire_thermal_pressure_state|pit_service_state|realized_future_weather_used|cycle_mixing|elapsed_time_used_as_track_evolution
