current_retained_speed_mph,baseline_group,time_remaining_minutes,wait_scenario_id,p_completed_rerun,p_no_completed_rerun,p_improve_unconditional,p_improve_given_completed,p_slower_given_completed,expected_delta_given_completed_mph,delta_q05_mph,delta_q50_mph,delta_q95_mph,completion_state,opportunity_profile,downside_profile,recommendation_enabled,recommendation,policy_hash
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_15MIN,1.0,0.0,0.67399,0.67399,0.32601,0.2048276500000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_05MIN,1.0,0.0,0.66961,0.66961,0.33039,0.2044418900000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_15MIN,1.0,0.0,0.67117,0.67117,0.32883,0.2070644500000026,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_05MIN,1.0,0.0,0.67105,0.67105,0.32895,0.2073368600000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_15MIN,1.0,0.0,0.67468,0.67468,0.32532,0.2067841600000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_30MIN,1.0,0.0,0.67249,0.67249,0.32751,0.2065236200000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_05MIN,1.0,0.0,0.6705,0.6705,0.3295,0.2042829500000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_15MIN,1.0,0.0,0.67509,0.67509,0.32491,0.2104882300000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_30MIN,1.0,0.0,0.67262,0.67262,0.32738,0.2044402300000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_45MIN,1.0,0.0,0.67236,0.67236,0.32764,0.2053161400000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,10.0,WAIT_05MIN,1.0,0.0,0.74219,0.74219,0.25781,0.7911508200000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,10.0,WAIT_15MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,10.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,10.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,20.0,WAIT_05MIN,1.0,0.0,0.74334,0.74334,0.25666,0.7893216700000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,20.0,WAIT_15MIN,1.0,0.0,0.74516,0.74516,0.25484,0.7955770100000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,20.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,20.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,30.0,WAIT_05MIN,1.0,0.0,0.74473,0.74473,0.25527,0.7973509200000017,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,30.0,WAIT_15MIN,1.0,0.0,0.74025,0.74025,0.25975,0.7812746200000017,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,30.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,30.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,45.0,WAIT_05MIN,1.0,0.0,0.74184,0.74184,0.25816,0.7882120600000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,45.0,WAIT_15MIN,1.0,0.0,0.74259,0.74259,0.25741,0.7901057700000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,45.0,WAIT_30MIN,1.0,0.0,0.74336,0.74336,0.25664,0.7874883200000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,45.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,60.0,WAIT_05MIN,1.0,0.0,0.74058,0.74058,0.25942,0.7868054800000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,60.0,WAIT_15MIN,1.0,0.0,0.74483,0.74483,0.25517,0.7887953700000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,60.0,WAIT_30MIN,1.0,0.0,0.74168,0.74168,0.25832,0.7882886700000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,LOW_BASELINE,60.0,WAIT_45MIN,1.0,0.0,0.74214,0.74214,0.25786,0.7914749200000017,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_05MIN,1.0,0.0,0.67182,0.67182,0.32818,0.2023454100000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_15MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_05MIN,1.0,0.0,0.67163,0.67163,0.32837,0.2048296600000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_15MIN,1.0,0.0,0.67196,0.67196,0.32804,0.2067631100000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_05MIN,1.0,0.0,0.67314,0.67314,0.32686,0.2066477000000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_15MIN,1.0,0.0,0.67271,0.67271,0.32729,0.2033020100000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,30.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_05MIN,1.0,0.0,0.67132,0.67132,0.32868,0.2075885300000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_15MIN,1.0,0.0,0.67313,0.67313,0.32687,0.2083609400000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_30MIN,1.0,0.0,0.6732,0.6732,0.3268,0.2075415600000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,45.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_05MIN,1.0,0.0,0.67573,0.67573,0.32427,0.2098870200000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_15MIN,1.0,0.0,0.67183,0.67183,0.32817,0.2062436700000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_30MIN,1.0,0.0,0.67118,0.67118,0.32882,0.2042983700000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
233.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_45MIN,1.0,0.0,0.67499,0.67499,0.32501,0.2105215400000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
