distribution_scope,rows,bootstrap_reps,mean_estimate_mph,mean_bootstrap_q025_mph,mean_bootstrap_q975_mph,median_estimate_mph,median_bootstrap_q025_mph,median_bootstrap_q975_mph,mae_zero_estimate_mph,mae_zero_bootstrap_q025_mph,mae_zero_bootstrap_q975_mph,uncertainty_policy_hash
NORMAL_DIAGNOSTIC,35,10000,0.08462857142857437,-0.06342999999999986,0.21580071428571826,0.0800000000000125,-0.0020000000000095,0.2270000000000038,0.29651428571428856,0.20502714285714732,0.4039435714285764,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
RECOVERY_LIKE_DIAGNOSTIC,4,10000,2.9029999999999987,1.7275000000000063,4.078499999999991,2.7164999999999964,1.4840000000000089,4.694999999999993,2.9029999999999987,1.7275000000000063,4.078499999999991,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
