metric,value,status
high_priority_attempt_targets,16,PASS
official_text_files_scanned,6,PASS
candidate_sentences,12,INFO
high_value_candidates,1,INFO
duplicate_candidate_ids,0,PASS
auto_promotions,0,PASS
result_row_order_used_as_chronology,0,PASS
queue_wait_inferred,0,PASS
canonical_data_mutated,0,PASS
