model_name,primary_prediction_rows,pooled_primary_mae_mph,pooled_primary_rmse_mph,pooled_primary_r2,pooled_primary_mean_error_pred_minus_actual_mph,mean_primary_fold_mae_mph,mean_baseline_primary_fold_mae_mph,mean_fold_mae_improvement_vs_mean_baseline_mph,primary_mae_rank,model_policy_hash
MEAN_BASELINE,116,1.65416873508633,2.2996968275587992,-0.32375272688378365,0.12921315110521095,1.8234954340554077,1.8234954340554077,0.0,1,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
RANDOM_FOREST,116,1.7395352014801273,2.341326781020354,-0.37211262737714534,0.3289005789147684,1.8875773445712956,1.8234954340554077,-0.06408191051588785,2,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
HIST_GRADIENT_BOOSTING,116,2.0073336153435366,2.4736576656201863,-0.5315983460694285,0.8575945601058695,2.031977699633798,1.8234954340554077,-0.20848226557839022,3,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
ELASTIC_NET,116,3.001178950729175,3.629265699591229,-2.2968806373313697,2.8848506972623285,2.880608462448514,1.8234954340554077,-1.0571130283931065,4,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
RIDGE,116,3.5543100750267738,4.101041805124005,-3.2097285075748045,1.727312489933476,3.3039344845882703,1.8234954340554077,-1.4804390505328626,5,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
