metric,value,status
canonical_2022_attempts,44,INFO
official_2022_result_rows,44,INFO
unique_result_to_attempt_matches,40,PASS
unresolved_result_rows,4,INFO
attempt_level_evidence_rows,9,INFO
attempt_level_evidence_linked,8,PASS
canonical_attempt_ids_with_multiple_result_rows,0,PASS
result_row_order_used_as_chronology,0,PASS
canonical_data_mutated,0,PASS
queue_wait_inferred,0,PASS
