fold_id,fold_role,test_year,model_name,diagnostic_type,feature_name,value,model_policy_hash
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_wind_direction_sin,-0.11316520156915892,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_wind_direction_cos,-0.0,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_pressure_hpa,-0.0,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_cloud_cover_pct,0.08403849875362698,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_shortwave_radiation_wm2,0.24146546886665882,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,prior_supported_attempt_count,0.09800181957074072,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,seconds_since_prior_supported_attempt,0.026274060871291707,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,best_prior_supported_average_speed_mph,0.32786521848712863,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,ELASTIC_NET,STANDARDIZED_COEFFICIENT,has_prior_supported_attempt,0.008135143368750897,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_temp_c,0.13759330909106202,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_relative_humidity_pct,0.07355007684157995,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_wind_speed_10m_ms,0.08912729736726539,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_wind_direction_sin,0.2146782185030064,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_wind_direction_cos,0.15299247232293725,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_pressure_hpa,0.08244257136883384,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
