path,field_name,field_class,nonempty_samples
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,QualLap1,IDENTITY_LIKE,"[""38.4566"", ""38.5384"", ""38.5393"", ""38.5215"", ""38.6325"", ""38.6348"", ""38.6468"", ""38.6780""]"
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,QualLap2,IDENTITY_LIKE,"[""38.4897"", ""38.5597"", ""38.5772"", ""38.6044"", ""38.6330"", ""38.6605"", ""38.6877"", ""38.6531""]"
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,QualLap3,IDENTITY_LIKE,"[""38.5227"", ""38.5771"", ""38.5903"", ""38.6440"", ""38.6922"", ""38.7271"", ""38.7097"", ""38.7264""]"
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,QualLap4,IDENTITY_LIKE,"[""38.5363"", ""38.6111"", ""38.6056"", ""38.6910"", ""38.7057"", ""38.7741"", ""38.7632"", ""38.7840""]"
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,SpeedAvg,IDENTITY_LIKE,"[""233.758"", ""233.332"", ""233.293"", ""233.069"", ""232.764"", ""232.563"", ""232.547"", ""232.496""]"
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,SpeedAvgFormatted,IDENTITY_LIKE,"[""233.758"", ""233.332"", ""233.293"", ""233.069"", ""232.764"", ""232.563"", ""232.547"", ""232.496""]"
weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json,Status,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2020_events_by_year_series_correct.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2020_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,"[""5298"", ""5359"", ""5355"", ""5357"", ""5294"", ""5358"", ""5295"", ""5286""]"
weather/evidence/rescue/official_indy500_correct_series/2020_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,"[""Firestone Grand Prix of St. Petersburg"", ""INDYCAR Harvest GP Race 2"", ""INDYCAR Harvest GP Race 1"", ""Honda Indy 200 at Mid-Ohio Race 2"", ""Honda Indy 200 at Mid-Ohio Race 1"", ""Bommarito Automotive Group Race 2"", ""Bommarito Automotive Group Race 1"", ""104th Running of the Indianapolis 500""]"
weather/evidence/rescue/official_indy500_correct_series/2020_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,"[""5283"", ""5354"", ""5296"", ""5361"", ""5364"", ""5362"", ""5363"", ""5369""]"
weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,"[""Acura Grand Prix of Long Beach"", ""Firestone Grand Prix of Monterey"", ""Grand Prix of Portland"", ""Bommarito Automotive Group 500"", ""Big Machine Spiked Coolers Grand Prix"", ""Big Machine Music City Grand Prix"", ""Honda Indy 200 at Mid-Ohio"", ""REV Group Grand Prix""]"
weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,"[""5370"", ""5384"", ""5383"", ""5382"", ""5381"", ""5380"", ""5379"", ""5385""]"
weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,"[""Firestone Grand Prix of Monterey"", ""Grand Prix of Portland"", ""Bommarito Automotive Group 500"", ""Big Machine Music City Grand Prix"", ""Gallagher Grand Prix"", ""Hy-Vee Salute To Farmers 300"", ""Hy-VeeDeals.com 250"", ""Honda Indy Toronto""]"
weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2023_events_by_year_series_correct.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2023_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,"[""5437"", ""5428"", ""5422"", ""5424"", ""5423"", ""5425"", ""5426"", ""5427""]"
weather/evidence/rescue/official_indy500_correct_series/2023_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,"[""Firestone Grand Prix of Monterey"", ""BITNILE.COM Grand Prix of Portland"", ""Bommarito Automotive Group 500"", ""Gallagher Grand Prix"", ""Big Machine Music City Grand Prix"", ""Hy-Vee One Step 250"", ""Hy-Vee Homefront 250"", ""Honda Indy Toronto""]"
weather/evidence/rescue/official_indy500_correct_series/2023_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2024_events_by_year_series_correct.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_correct_series/2024_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,"[""5460"", ""5469"", ""5455"", ""5461"", ""5458"", ""5462"", ""5463"", ""5466""]"
weather/evidence/rescue/official_indy500_correct_series/2024_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,"[""Big Machine Music City Grand Prix"", ""Hy-Vee Milwaukee Mile 250 - Race 2"", ""Hy-Vee Milwaukee Mile 250 - Race 1"", ""BITNILE.COM Grand Prix of Portland"", ""Bommarito Automotive Group 500"", ""Ontario Honda Dealers Indy Toronto"", ""Hy-Vee One Step 250"", ""Hy-Vee Homefront 250""]"
weather/evidence/rescue/official_indy500_correct_series/2024_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2021_events_by_year_series.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2021_events_by_year_series.json,EventID,IDENTITY_LIKE,"[""5396"", ""5397"", ""5390"", ""5391"", ""5392"", ""5393"", ""5394"", ""5395""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2021_events_by_year_series.json,EventName,IDENTITY_LIKE,"[""VP Racing Fuels Championship Weekend Race 2"", ""VP Racing Fuels Championship Weekend Race 1"", ""Indy Lights Grand Prix of Monterey Race 2"", ""Indy Lights Grand Prix of Monterey Race 1"", ""Indy Lights Grand Prix of Portland Race 2"", ""Indy Lights Grand Prix of Portland Race 1"", ""Cooper Tires Indy Lights Oval Challenge Race 2"", ""Cooper Tires Indy Lights Oval Challenge Race 1""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2021_events_by_year_series.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2022_events_by_year_series.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2022_events_by_year_series.json,EventID,IDENTITY_LIKE,"[""5415"", ""5414"", ""5413"", ""5412"", ""5411"", ""5420"", ""5419"", ""5418""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2022_events_by_year_series.json,EventName,IDENTITY_LIKE,"[""Indy Lights Grand Prix of Monterey Race 2"", ""Indy Lights Grand Prix of Monterey Race 1"", ""Indy Lights Grand Prix of Portland"", ""Indy Lights at World Wide Technology Raceway"", ""Indy Lights Music City Grand Prix"", ""Indy Lights at Iowa Speedway"", ""Indy Lights at Mid-Ohio"", ""Indy Lights Grand Prix at Road America""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2022_events_by_year_series.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2023_events_by_year_series.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2023_events_by_year_series.json,EventID,IDENTITY_LIKE,"[""5451"", ""5448"", ""5449"", ""5450"", ""5447"", ""5442"", ""5440"", ""5441""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2023_events_by_year_series.json,EventName,IDENTITY_LIKE,"[""INDY NXT by Firestone Grand Prix of Monterey Race 2"", ""INDY NXT by Firestone Grand Prix of Monterey Race 1"", ""INDY NXT by Firestone Grand Prix of Portland"", ""INDY NXT by Firestone OUTFRONT Showdown"", ""INDY NXT by Firestone Grand Prix (Aug)"", ""INDY NXT by Firestone Music City Grand Prix"", ""INDY NXT by Firestone at Iowa Speedway"", ""INDY NXT by Firestone Grand Prix at Mid-Ohio""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2023_events_by_year_series.json,Sessions,IDENTITY_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2024_events_by_year_series.json,Sessions,TIME_LIKE,[]
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2024_events_by_year_series.json,EventID,IDENTITY_LIKE,"[""5479"", ""5478"", ""5477"", ""5476"", ""5475"", ""5474"", ""5483"", ""5473""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2024_events_by_year_series.json,EventName,IDENTITY_LIKE,"[""Music City Grand Prix"", ""INDY NXT By Firestone at The Milwaukee Mile"", ""Grand Prix of Portland"", ""OUTFRONT Showdown"", ""INDY NXT by Firestone at Iowa Speedway"", ""Grand Prix at Mid-Ohio"", ""Grand Prix of Monterey Race 2"", ""Grand Prix of Monterey Race 1""]"
weather/evidence/rescue/official_indy500_day1_sessions/raw_api/2024_events_by_year_series.json,Sessions,IDENTITY_LIKE,[]
weather/output/attempt_performance_baseline_fold_metrics_v1.csv,test_year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_baseline_fold_metrics_v1.csv,train_years,IDENTITY_LIKE,"[""2021,2023"", ""2020,2023"", ""2020,2021"", ""2020,2021,2023""]"
weather/output/attempt_performance_baseline_model_diagnostics_v1.csv,test_year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,session_id,TIME_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,test_year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,attempt_id,IDENTITY_LIKE,"[""16cb7863-a6d0-5895-93e4-a76ac2c6c71f"", ""a6295479-1996-5baa-b116-ab56a03c118d"", ""e132bf44-6808-5d6b-819c-a993af279439"", ""954d29f8-6770-5c41-9322-b23c885935ef"", ""25f997a4-1a33-565b-b2b0-1c30d3a0f19c"", ""e2df4919-a45f-5b41-916e-55908e4f1abb"", ""194c9baa-3297-571e-82bf-ac3ba81e07fc"", ""00d1c34a-f916-5fa9-803b-2cc6962f2595""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,session_id,IDENTITY_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,car_number,IDENTITY_LIKE,"[""15"", ""41"", ""21"", ""60"", ""9"", ""45"", ""5"", ""1""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,driver_name,IDENTITY_LIKE,"[""Graham Rahal"", ""Dalton Kellett"", ""Rinus VeeKay"", ""Jack Harvey"", ""Scott Dixon"", ""Spencer Pigot"", ""Pato O'Ward"", ""Josef Newgarden""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,actual_speed_mph,IDENTITY_LIKE,"[""230.822"", ""228.88"", ""231.114"", ""229.861"", ""231.094"", ""230.539"", ""229.902"", ""230.296""]"
weather/output/attempt_performance_baseline_predictions_v1.csv,predicted_speed_mph,IDENTITY_LIKE,"[""230.87316883116884"", ""227.39642268010124"", ""227.28716674378072"", ""227.24196242123676"", ""227.2068322259822"", ""227.16772540594158"", ""227.13766912092177"", ""227.30560129916532""]"
weather/output/attempt_performance_baseline_v1_qa.csv,status,IDENTITY_LIKE,"[""PASS"", ""INFO""]"
weather/output/attempt_performance_model_matrix_v1.csv,session_id,TIME_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_model_matrix_v1.csv,validation_protocol_id,TIME_LIKE,"[""YEAR_GROUPED_LOYO_V1""]"
weather/output/attempt_performance_model_matrix_v1.csv,validation_protocol_hash,TIME_LIKE,"[""4f26fae389c94fb9756cb1fb004a3c515130f9089dbc31516414eebbe182f812""]"
weather/output/attempt_performance_model_matrix_v1.csv,attempt_id,IDENTITY_LIKE,"[""16cb7863-a6d0-5895-93e4-a76ac2c6c71f"", ""a6295479-1996-5baa-b116-ab56a03c118d"", ""e132bf44-6808-5d6b-819c-a993af279439"", ""954d29f8-6770-5c41-9322-b23c885935ef"", ""25f997a4-1a33-565b-b2b0-1c30d3a0f19c"", ""e2df4919-a45f-5b41-916e-55908e4f1abb"", ""194c9baa-3297-571e-82bf-ac3ba81e07fc"", ""00d1c34a-f916-5fa9-803b-2cc6962f2595""]"
weather/output/attempt_performance_model_matrix_v1.csv,session_id,IDENTITY_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_model_matrix_v1.csv,year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_model_matrix_v1.csv,car_number,IDENTITY_LIKE,"[""15"", ""41"", ""21"", ""60"", ""9"", ""45"", ""5"", ""1""]"
weather/output/attempt_performance_model_matrix_v1.csv,driver_name,IDENTITY_LIKE,"[""Graham Rahal"", ""Dalton Kellett"", ""Rinus VeeKay"", ""Jack Harvey"", ""Scott Dixon"", ""Spencer Pigot"", ""Pato O'Ward"", ""Josef Newgarden""]"
weather/output/attempt_performance_model_matrix_v1.csv,forecast_wind_speed_10m_ms,IDENTITY_LIKE,"[""0.6490487115754121"", ""0.6517341175997935"", ""0.6529735357648926"", ""0.6540063842358085"", ""0.6552458024009076"", ""0.6562786508718235"", ""0.9136247043160302"", ""0.9240947719811894""]"
weather/output/attempt_performance_model_matrix_v1.csv,prior_supported_attempt_count,IDENTITY_LIKE,"[""0"", ""1"", ""2""]"
weather/output/attempt_performance_model_matrix_v1.csv,seconds_since_prior_supported_attempt,IDENTITY_LIKE,"[""0.0"", ""9300.0"", ""7400.0"", ""8405.0"", ""7355.0"", ""6105.0"", ""4455.0"", ""10455.0""]"
weather/output/attempt_performance_model_matrix_v1.csv,best_prior_supported_average_speed_mph,IDENTITY_LIKE,"[""0.0"", ""229.861"", ""231.094"", ""230.472"", ""229.811"", ""229.884"", ""230.56"", ""220.946""]"
weather/output/attempt_performance_model_matrix_v1.csv,has_prior_supported_attempt,IDENTITY_LIKE,"[""0"", ""1""]"
weather/output/attempt_performance_model_matrix_v1.csv,four_lap_average_speed_mph,IDENTITY_LIKE,"[""230.822"", ""228.88"", ""231.114"", ""229.861"", ""231.094"", ""230.539"", ""229.902"", ""230.296""]"
weather/output/attempt_performance_modeling_readiness_summary.csv,status,IDENTITY_LIKE,"[""PASS"", ""INFO""]"
weather/output/attempt_performance_prior_speed_diagnostics_v1.csv,year,IDENTITY_LIKE,"[""2020.0"", ""2021.0"", ""2023.0"", ""2024.0""]"
weather/output/attempt_performance_prior_speed_diagnostics_v1.csv,corr_current_vs_best_prior_speed,IDENTITY_LIKE,"[""0.9051122499948467"", ""0.9957876142796045"", ""0.4267547841682731"", ""0.7994852416065282""]"
weather/output/attempt_performance_prior_speed_diagnostics_v1.csv,mean_current_minus_best_prior_speed_mph,IDENTITY_LIKE,"[""0.36702500000000243"", ""0.42909090909091413"", ""0.267000000000003"", ""0.4651666666666661"", ""0.10699999999999932""]"
weather/output/attempt_performance_prior_speed_diagnostics_v1.csv,median_current_minus_best_prior_speed_mph,IDENTITY_LIKE,"[""0.14050000000000296"", ""0.2150000000000034"", ""0.009999999999990905"", ""0.20050000000000523"", ""0.10699999999999932""]"
weather/output/attempt_performance_prior_speed_diagnostics_v1.csv,std_current_minus_best_prior_speed_mph,IDENTITY_LIKE,"[""1.0256332249783462"", ""0.6679365919824204"", ""1.3048454314592177"", ""0.983437924586574""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,session_id,TIME_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,current_performance_time_utc,TIME_LIKE,"[""2020-08-15T17:55:45Z"", ""2020-08-15T18:00:45Z"", ""2020-08-15T18:16:35Z"", ""2020-08-15T18:47:30Z"", ""2020-08-15T19:00:50Z"", ""2020-08-15T19:05:50Z"", ""2020-08-15T19:15:00Z"", ""2020-08-15T19:30:50Z""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,baseline_performance_time_utc,TIME_LIKE,"[""2020-08-15T15:20:45Z"", ""2020-08-15T15:25:45Z"", ""2020-08-15T16:13:15Z"", ""2020-08-15T16:27:25Z"", ""2020-08-15T16:58:15Z"", ""2020-08-15T17:24:05Z"", ""2020-08-15T16:36:35Z"", ""2020-08-15T17:34:05Z""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,current_attempt_id,IDENTITY_LIKE,"[""e7089fb7-0048-5bb8-8589-cc5bbc59a6cd"", ""33a57398-b346-53e3-b5e5-369a3ca71efc"", ""25ddda12-052a-5d71-ac52-6e96cf8edab9"", ""893c5471-df02-55c0-946f-0af9d0a835d9"", ""df3c02a3-9655-512c-a2e6-4ffe9eadc505"", ""0817e595-17c0-5e20-94bc-6778006bf613"", ""b4a08fbf-93db-50a2-9416-96b3b9d1b41a"", ""b58b5c13-1a21-50cf-ab5b-8962cc4486f0""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,baseline_attempt_id,IDENTITY_LIKE,"[""954d29f8-6770-5c41-9322-b23c885935ef"", ""25f997a4-1a33-565b-b2b0-1c30d3a0f19c"", ""518373d9-25de-58cf-8315-f6c215b6f672"", ""9a2e168d-3dda-5e76-8daf-588c20d91341"", ""a7f0ef57-a971-5870-9606-1fe1cd378e2a"", ""9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc"", ""a3016f3b-449e-576c-bf0f-284c71eddb34"", ""f2f5d37e-6270-5e2d-8ae0-2e63cea098b3""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,session_id,IDENTITY_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,car_number,IDENTITY_LIKE,"[""60"", ""9"", ""8"", ""20"", ""47"", ""88"", ""81"", ""3""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,driver_name,IDENTITY_LIKE,"[""Jack Harvey"", ""Scott Dixon"", ""Marcus Ericsson"", ""Ed Carpenter"", ""Conor Daly"", ""Colton Herta"", ""Ben Hanley"", ""Helio Castroneves""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,seconds_since_baseline_attempt,IDENTITY_LIKE,"[""9300.0"", ""7400.0"", ""8405.0"", ""7355.0"", ""6105.0"", ""13755.0"", ""10455.0"", ""7505.0""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,prior_supported_attempt_count,IDENTITY_LIKE,"[""1"", ""2""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,prior_complete_attempt_count,IDENTITY_LIKE,"[""1"", ""2""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,baseline_is_immediately_previous_supported_attempt,IDENTITY_LIKE,"[""True"", ""False""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,baseline_speed_mph,IDENTITY_LIKE,"[""229.861"", ""231.094"", ""230.472"", ""229.811"", ""229.884"", ""230.56"", ""220.946"", ""228.115""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,current_speed_mph,IDENTITY_LIKE,"[""229.757"", ""231.053"", ""230.566"", ""230.211"", ""229.955"", ""230.775"", ""231.155"", ""222.917""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,target_speed_delta_vs_best_prior_mph,IDENTITY_LIKE,"[""-0.103999999999985"", ""-0.04099999999999682"", ""0.09399999999999409"", ""0.4000000000000057"", ""0.07100000000002638"", ""0.2150000000000034"", ""0.06100000000000705"", ""1.9710000000000036""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,current_wind_speed_10m_ms,IDENTITY_LIKE,"[""0.6597157304613889"", ""0.6517202646821766"", ""0.6757844023759955"", ""0.4660636925232029"", ""0.4825775194057888"", ""0.489769109465171"", ""0.5029536912407051"", ""0.6662215467130082""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,baseline_wind_speed_10m_ms,IDENTITY_LIKE,"[""0.6540063842358085"", ""0.6552458024009076"", ""0.9362099434264856"", ""0.9041990499778952"", ""0.6835131842275244"", ""0.6349212183978782"", ""0.7652868167069705"", ""0.7062880825456634""]"
weather/output/attempt_performance_repeat_delta_context_v1.csv,delta_wind_speed_10m_ms,IDENTITY_LIKE,"[""0.005709346225580392"", ""-0.0035255377187309866"", ""-0.2604255410504901"", ""-0.43813535745469234"", ""-0.20093566482173558"", ""-0.1451521089327072"", ""-0.15229211116020247"", ""-0.09906526999396237""]"
weather/output/attempt_performance_repeat_delta_context_v1_qa.csv,status,IDENTITY_LIKE,"[""PASS"", ""INFO""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,session_id,TIME_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,test_year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,attempt_id,IDENTITY_LIKE,"[""16cb7863-a6d0-5895-93e4-a76ac2c6c71f"", ""a6295479-1996-5baa-b116-ab56a03c118d"", ""e132bf44-6808-5d6b-819c-a993af279439"", ""954d29f8-6770-5c41-9322-b23c885935ef"", ""25f997a4-1a33-565b-b2b0-1c30d3a0f19c"", ""e2df4919-a45f-5b41-916e-55908e4f1abb"", ""194c9baa-3297-571e-82bf-ac3ba81e07fc"", ""00d1c34a-f916-5fa9-803b-2cc6962f2595""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,session_id,IDENTITY_LIKE,"[""INDY500_DAY1_2020"", ""INDY500_DAY1_2021"", ""INDY500_DAY1_2023"", ""INDY500_DAY1_2024""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,car_number_prediction,IDENTITY_LIKE,"[""15"", ""41"", ""21"", ""60"", ""9"", ""45"", ""5"", ""1""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,driver_name_prediction,IDENTITY_LIKE,"[""Graham Rahal"", ""Dalton Kellett"", ""Rinus VeeKay"", ""Jack Harvey"", ""Scott Dixon"", ""Spencer Pigot"", ""Pato O'Ward"", ""Josef Newgarden""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,actual_speed_mph,IDENTITY_LIKE,"[""230.822"", ""228.88"", ""231.114"", ""229.861"", ""231.094"", ""230.539"", ""229.902"", ""230.296""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,predicted_speed_mph,IDENTITY_LIKE,"[""230.87316883116884"", ""227.39642268010124"", ""227.28716674378072"", ""227.24196242123676"", ""227.2068322259822"", ""227.1677254059416"", ""227.13766912092177"", ""227.30560129916532""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,car_number_matrix,IDENTITY_LIKE,"[""15"", ""41"", ""21"", ""60"", ""9"", ""45"", ""5"", ""1""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,driver_name_matrix,IDENTITY_LIKE,"[""Graham Rahal"", ""Dalton Kellett"", ""Rinus VeeKay"", ""Jack Harvey"", ""Scott Dixon"", ""Spencer Pigot"", ""Pato O'Ward"", ""Josef Newgarden""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,four_lap_average_speed_mph,IDENTITY_LIKE,"[""230.822"", ""228.88"", ""231.114"", ""229.861"", ""231.094"", ""230.539"", ""229.902"", ""230.296""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,forecast_wind_speed_10m_ms,IDENTITY_LIKE,"[""0.6490487115754121"", ""0.6517341175997935"", ""0.6529735357648926"", ""0.6540063842358085"", ""0.6552458024009076"", ""0.6562786508718235"", ""0.9136247043160302"", ""0.9240947719811894""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,prior_supported_attempt_count,IDENTITY_LIKE,"[""0"", ""1"", ""2""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,seconds_since_prior_supported_attempt,IDENTITY_LIKE,"[""0.0"", ""9300.0"", ""7400.0"", ""8405.0"", ""7355.0"", ""6105.0"", ""4455.0"", ""10455.0""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,best_prior_supported_average_speed_mph,IDENTITY_LIKE,"[""0.0"", ""229.861"", ""231.094"", ""230.472"", ""229.811"", ""229.884"", ""230.56"", ""220.946""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,has_prior_supported_attempt,IDENTITY_LIKE,"[""0"", ""1""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,_resolved_year,IDENTITY_LIKE,"[""2020"", ""2021"", ""2023"", ""2024""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,_resolved_car_number,IDENTITY_LIKE,"[""15"", ""41"", ""21"", ""60"", ""9"", ""45"", ""5"", ""1""]"
weather/output/attempt_performance_residual_diagnostics_v1.csv,_resolved_driver_name,IDENTITY_LIKE,"[""Graham Rahal"", ""Dalton Kellett"", ""Rinus VeeKay"", ""Jack Harvey"", ""Scott Dixon"", ""Spencer Pigot"", ""Pato O'Ward"", ""Josef Newgarden""]"
weather/output/attempt_performance_residual_feature_correlations_v1.csv,within_year_corr_feature_vs_residual,IDENTITY_LIKE,"[""0.2087460399762389"", ""-0.19505759602346823"", ""0.009373083015259654"", ""0.119371242686392"", ""0.061030049446405436"", ""-0.1305500942690671"", ""-0.11288508883109842"", ""0.09267408793794644""]"
weather/output/attempt_performance_residual_feature_correlations_v1.csv,abs_within_year_corr_feature_vs_residual,IDENTITY_LIKE,"[""0.2087460399762389"", ""0.19505759602346823"", ""0.009373083015259654"", ""0.119371242686392"", ""0.061030049446405436"", ""0.1305500942690671"", ""0.11288508883109842"", ""0.09267408793794644""]"
weather/output/attempt_performance_residual_feature_correlations_v1.csv,within_year_corr_feature_vs_actual_target,IDENTITY_LIKE,"[""-0.2087460399762389"", ""0.1950575960234683"", ""-0.00937308301525964"", ""-0.11937124268639203"", ""-0.06103004944640543"", ""0.13055009426906708"", ""0.11288508883109843"", ""-0.09267408793794642""]"
weather/output/attempt_performance_residual_group_summary_v1.csv,mean_actual_speed_mph,IDENTITY_LIKE,"[""230.36865517241378"", ""229.37256410256407"", ""229.98963265306122"", ""232.4193571428571"", ""230.29296103896104"", ""230.5181025641026"", ""228.244"", ""230.0575""]"
