driver_name,source_path,source_class,source_native,unit_index,classification,drivers_in_unit,live_state_terms,rank_terms,cutoff_terms,temporal_terms,final_result_terms,speed_hits_mph,text,promotion_status
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,32,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.679,"25 3 Castroneves, Helio D/C/F 00:39.1851 229.679 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,39,NON_SOURCE_NATIVE,Sage Karam,,,,,,227.609,"32 24 Karam, Sage D/C/F 00:39.5415 227.609 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,51,NON_SOURCE_NATIVE,Marco Andretti,,,,,,236.829,"3 98 Andretti, Marco D/H/F 00:02.8444 236.829 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,56,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,236.264,"8 27 Rossi, Alexander D/H/F 00:02.8512 236.264 1",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,63,NON_SOURCE_NATIVE,Takuma Sato,,,,,,235.719,"15 30 Sato, Takuma D/H/F 00:02.8578 235.719 10",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,75,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,233.853,"27 3 Castroneves, Helio D/C/F 00:02.8806 233.853 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,80,NON_SOURCE_NATIVE,Sage Karam,,,,,,232.521,"32 24 Karam, Sage D/C/F 00:02.8971 232.521 1",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,97,NON_SOURCE_NATIVE,Marco Andretti,,,,,,232.026,"8 98 Andretti, Marco D/H/F 00:04.8486 232.026 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,101,NON_SOURCE_NATIVE,Takuma Sato,,,,,,231.691,"12 30 Sato, Takuma D/H/F 00:04.8556 231.691 10",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,102,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.672,"13 27 Rossi, Alexander D/H/F 00:04.8560 231.672 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,119,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.470,"30 3 Castroneves, Helio D/C/F 00:04.9026 229.470 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,121,NON_SOURCE_NATIVE,Sage Karam,,,,,,227.816,"32 24 Karam, Sage D/C/F 00:04.9382 227.816 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,131,NON_SOURCE_NATIVE,Marco Andretti,,,,,,229.208,"1 98 Andretti, Marco D/H/F 00:04.9082 229.208 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,139,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,228.570,"9 27 Rossi, Alexander D/H/F 00:04.9219 228.570 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,140,NON_SOURCE_NATIVE,Takuma Sato,,,,,,228.482,"10 30 Sato, Takuma D/H/F 00:04.9238 228.482 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,154,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,227.062,"24 3 Castroneves, Helio D/C/F 00:04.9546 227.062 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,162,NON_SOURCE_NATIVE,Sage Karam,,,,,,224.564,"32 24 Karam, Sage D/C/F 00:05.0097 224.564 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,172,NON_SOURCE_NATIVE,Marco Andretti,,,,,,232.356,"1 98 Andretti, Marco D/H/F 00:04.8417 232.356 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,176,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.596,"5 27 Rossi, Alexander D/H/F 00:04.8576 231.596 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,183,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.987,"12 30 Sato, Takuma D/H/F 00:04.8704 230.987 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,192,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,230.010,"21 3 Castroneves, Helio D/C/F 00:04.8911 230.010 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,203,NON_SOURCE_NATIVE,Sage Karam,,,,,,227.094,"32 24 Karam, Sage D/C/F 00:04.9539 227.094 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,214,NON_SOURCE_NATIVE,Marco Andretti,,,,,,235.110,"2 98 Andretti, Marco D/H/F 00:04.7850 235.110 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,216,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,235.051,"4 27 Rossi, Alexander D/H/F 00:04.7862 235.051 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,222,NON_SOURCE_NATIVE,Takuma Sato,,,,,,234.365,"10 30 Sato, Takuma D/H/F 00:04.8002 234.365 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,235,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,233.577,"23 3 Castroneves, Helio D/C/F 00:04.8164 233.577 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,243,NON_SOURCE_NATIVE,Sage Karam,,,,,,231.172,"31 24 Karam, Sage D/C/F 00:04.8665 231.172 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,255,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.677,"2 27 Rossi, Alexander D/H/F 00:04.8559 231.677 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,256,NON_SOURCE_NATIVE,Marco Andretti,,,,,,231.439,"3 98 Andretti, Marco D/H/F 00:04.8609 231.439 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,261,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.566,"8 30 Sato, Takuma D/H/F 00:04.8793 230.566 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,276,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.227,"23 3 Castroneves, Helio D/C/F 00:04.9078 229.227 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,285,NON_SOURCE_NATIVE,Sage Karam,,,,,,226.655,"32 24 Karam, Sage D/C/F 00:04.9635 226.655 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,295,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,229.255,"1 27 Rossi, Alexander D/H/F 00:04.9072 229.255 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,299,NON_SOURCE_NATIVE,Marco Andretti,,,,,,228.891,"5 98 Andretti, Marco D/H/F 00:04.9150 228.891 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,305,NON_SOURCE_NATIVE,Takuma Sato,,,,,,228.306,"11 30 Sato, Takuma D/H/F 00:04.9276 228.306 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,321,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,226.572,"27 3 Castroneves, Helio D/C/F 00:04.9653 226.572 0",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,327,NON_SOURCE_NATIVE,Sage Karam,,,,,,224.037,"33 24 Karam, Sage D/C/F 00:05.0215 224.037 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,339,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.921,"3 27 Rossi, Alexander D/H/F 00:03.1045 231.921 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,341,NON_SOURCE_NATIVE,Marco Andretti,,,,,,231.750,"5 98 Andretti, Marco D/H/F 00:03.1068 231.750 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,349,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.895,"13 30 Sato, Takuma D/H/F 00:03.1183 230.895 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,364,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,228.877,"28 3 Castroneves, Helio D/C/F 00:03.1458 228.877 0",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,367,NON_SOURCE_NATIVE,Sage Karam,,,,,,227.661,"31 24 Karam, Sage D/C/F 00:03.1626 227.661 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,379,NON_SOURCE_NATIVE,Marco Andretti,,,,,,234.672,"2 98 Andretti, Marco D/H/F 00:03.6492 234.672 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,381,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,234.627,"4 27 Rossi, Alexander D/H/F 00:03.6499 234.627 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,390,NON_SOURCE_NATIVE,Takuma Sato,,,,,,233.775,"13 30 Sato, Takuma D/H/F 00:03.6632 233.775 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,406,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,231.531,"29 3 Castroneves, Helio D/C/F 00:03.6987 231.531 4",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,408,NON_SOURCE_NATIVE,Sage Karam,,,,,,230.633,"31 24 Karam, Sage D/C/F 00:03.7131 230.633 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,421,NON_SOURCE_NATIVE,Marco Andretti,,,,,,230.608,"3 98 Andretti, Marco D/H/F 00:09.7568 230.608 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,429,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,230.054,"11 27 Rossi, Alexander D/H/F 00:09.7803 230.054 1",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,431,NON_SOURCE_NATIVE,Takuma Sato,,,,,,229.775,"13 30 Sato, Takuma D/H/F 00:09.7922 229.775 10",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,442,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,228.260,"24 3 Castroneves, Helio D/C/F 00:09.8572 228.260 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,450,NON_SOURCE_NATIVE,Sage Karam,,,,,,226.178,"32 24 Karam, Sage D/C/F 00:09.9479 226.178 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,461,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.725,"2 98 Andretti, Marco D/H/F 00:09.6267 233.725 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,463,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,233.311,"4 27 Rossi, Alexander D/H/F 00:09.6438 233.311 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,471,NON_SOURCE_NATIVE,Takuma Sato,,,,,,232.664,"12 30 Sato, Takuma D/H/F 00:09.6706 232.664 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,481,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,231.780,"22 3 Castroneves, Helio D/C/F 00:09.7075 231.780 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,490,NON_SOURCE_NATIVE,Sage Karam,,,,,,229.115,"31 24 Karam, Sage D/C/F 00:09.8204 229.115 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,501,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,230.460,"1 27 Rossi, Alexander D/H/F 00:09.7631 230.460 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,504,NON_SOURCE_NATIVE,Marco Andretti,,,,,,230.158,"4 98 Andretti, Marco D/H/F 00:09.7759 230.158 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,509,NON_SOURCE_NATIVE,Takuma Sato,,,,,,229.430,"9 30 Sato, Takuma D/H/F 00:09.8069 229.430 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,526,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,227.555,"26 3 Castroneves, Helio D/C/F 00:09.8877 227.555 5",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,532,NON_SOURCE_NATIVE,Sage Karam,,,,,,225.277,"32 24 Karam, Sage D/C/F 00:09.9877 225.277 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,544,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,233.383,"3 27 Rossi, Alexander D/H/F 00:06.7544 233.383 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,545,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.273,"4 98 Andretti, Marco D/H/F 00:06.7576 233.273 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,554,NON_SOURCE_NATIVE,Takuma Sato,,,,,,232.451,"13 30 Sato, Takuma D/H/F 00:06.7815 232.451 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,570,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,230.213,"29 3 Castroneves, Helio D/C/F 00:06.8474 230.213 4",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,572,NON_SOURCE_NATIVE,Sage Karam,,,,,,229.253,"31 24 Karam, Sage D/C/F 00:06.8761 229.253 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,591,NON_SOURCE_NATIVE,Marco Andretti,,,,,,236.948,"9 98 Andretti, Marco D/H/F 00:00.3453 236.948 1",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,592,NON_SOURCE_NATIVE,Marco Andretti,,,,,,236.948,"10 98 Andretti, Marco D/H/F 00:00.3453 236.948 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2020_5771_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,597,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,236.674,"15 27 Rossi, Alexander D/H/F 00:00.3457 236.674 1",REVIEW_REQUIRED
