year,numeric_equivalent,literal_car_number,has_leading_zero,drivers,canonical_attempt_count,collision_literals,risk,required_policy
2022,6,06,True,Helio Castroneves,2,06|6,IDENTITY_COLLISION_IF_NUMERIC_NORMALIZED,PRESERVE_CAR_NUMBER_AS_STRING
2022,6,6,False,Juan Pablo Montoya,1,06|6,IDENTITY_COLLISION_IF_NUMERIC_NORMALIZED,PRESERVE_CAR_NUMBER_AS_STRING
2023,6,06,True,Helio Castroneves,3,06|6,IDENTITY_COLLISION_IF_NUMERIC_NORMALIZED,PRESERVE_CAR_NUMBER_AS_STRING
2023,6,6,False,Felix Rosenqvist,2,06|6,IDENTITY_COLLISION_IF_NUMERIC_NORMALIZED,PRESERVE_CAR_NUMBER_AS_STRING
2024,6,06,True,Helio Castroneves,2,06|6,IDENTITY_COLLISION_IF_NUMERIC_NORMALIZED,PRESERVE_CAR_NUMBER_AS_STRING
2024,6,6,False,Callum Ilott,3,06|6,IDENTITY_COLLISION_IF_NUMERIC_NORMALIZED,PRESERVE_CAR_NUMBER_AS_STRING
