year,official_result_row,car_number,driver_name,official_speed_mph,official_status,attempt_id,attempt_key,car_attempt_index,canonical_speed_mph,canonical_result_status,attempt_class,source_native_locator,match_method,match_status,chronology_order_inferred,canonical_promoted,notes
2022,41,26,"Herta, Colton",,Waved Off,88fe3936-d77d-5a12-bdd7-0104979729da,,,,UNKNOWN,D_CHRONOLOGY_ONLY,records[41],SOURCE_NATIVE_LOCATOR_IDENTITY,UNIQUE_MATCH,False,False,Identity reconciliation via exact source_native_locator records[N] correspondence. Result-row ordering was NOT interpreted as chronology.
2022,42,2,"Newgarden, Josef",,No Attempt,a395f440-40c9-5b57-82bb-b5353a862b0f,,,,UNKNOWN,D_CHRONOLOGY_ONLY,records[42],SOURCE_NATIVE_LOCATOR_IDENTITY,UNIQUE_MATCH,False,False,Identity reconciliation via exact source_native_locator records[N] correspondence. Result-row ordering was NOT interpreted as chronology.
2022,43,25,"Wilson, Stefan",,Incomplete,f2811627-1280-5eea-845c-6057e526aaea,,,,UNKNOWN,D_CHRONOLOGY_ONLY,records[43],SOURCE_NATIVE_LOCATOR_IDENTITY,UNIQUE_MATCH,False,False,Identity reconciliation via exact source_native_locator records[N] correspondence. Result-row ordering was NOT interpreted as chronology.
2022,44,24,"Karam, Sage",,No Attempt,4778bf12-3fb5-5321-b4ae-9dc2f0880c25,,,,UNKNOWN,D_CHRONOLOGY_ONLY,records[44],SOURCE_NATIVE_LOCATOR_IDENTITY,UNIQUE_MATCH,False,False,Identity reconciliation via exact source_native_locator records[N] correspondence. Result-row ordering was NOT interpreted as chronology.
