year,source_file,source_line_number,result_row,car_number,driver_name_pdf,engine_tire,qual_lap_1,qual_lap_2,qual_lap_3,qual_lap_4,elapsed_time,speed_avg_mph,status,raw_line
2024,2024_6382_01_Results.txt,22,15,6,"Ilott, Callum",D/C/F,38.6246,38.6825,38.8111,38.9002,02:35.0184,232.230,," 15    6    Ilott, Callum          D/C/F    38.6246     38.6825    38.8111    38.9002    02:35.0184     232.230       Day 1"
2024,2024_6382_01_Results.txt,23,16,11,"Armstrong, Marcus",D/H/F,38.7263,38.7401,38.7583,38.8257,02:35.0504,232.183,," 16    11   Armstrong, Marcus      D/H/F    38.7263     38.7401    38.7583    38.8257    02:35.0504     232.183       Day 1"
2024,2024_6382_01_Results.txt,24,17,20,"Carpenter, Ed",D/C/F,38.6286,38.7777,38.9008,38.8537,02:35.1608,232.017,," 17    20   Carpenter, Ed          D/C/F    38.6286     38.7777    38.9008    38.8537    02:35.1608     232.017       Day 1"
2024,2024_6382_01_Results.txt,25,18,4,"Simpson, Kyffin",D/H/F,38.7709,38.8107,38.7977,38.8276,02:35.2069,231.948,," 18    4    Simpson, Kyffin        D/H/F    38.7709     38.8107    38.7977    38.8276    02:35.2069     231.948       Day 1"
2024,2024_6382_01_Results.txt,26,19,98,"Andretti, Marco",D/H/F,38.7848,38.8070,38.8071,38.8469,02:35.2458,231.890,," 19    98   Andretti, Marco        D/H/F    38.7848     38.8070    38.8071    38.8469    02:35.2458     231.890       Day 1"
2024,2024_6382_01_Results.txt,27,20,06,"Castroneves, Helio",D/H/F,38.7847,38.8168,38.8182,38.8390,02:35.2587,231.871,," 20    06   Castroneves, Helio     D/H/F    38.7847     38.8168    38.8182    38.8390    02:35.2587     231.871       Day 1"
2024,2024_6382_01_Results.txt,28,21,9,"Dixon, Scott",D/H/F,38.7352,38.7464,38.8450,38.9457,02:35.2723,231.851,," 21    9    Dixon, Scott           D/H/F    38.7352     38.7464    38.8450    38.9457    02:35.2723     231.851       Day 1"
2024,2024_6382_01_Results.txt,29,22,78,"Canapino, Agustin",D/C/F,38.7240,38.7863,38.8659,38.8988,02:35.2750,231.847,," 22    78   Canapino, Agustin      D/C/F    38.7240     38.7863    38.8659    38.8988    02:35.2750     231.847       Day 1"
2024,2024_6382_01_Results.txt,30,23,41,"Robb, Sting Ray",D/C/F,38.7714,38.8156,38.8349,38.8669,02:35.2888,231.826,," 23    41   Robb, Sting Ray        D/C/F    38.7714     38.8156    38.8349    38.8669    02:35.2888     231.826       Day 1"
2024,2024_6382_01_Results.txt,31,24,33,"Rasmussen, Christian",D/C/F,38.7358,38.7804,38.9967,38.8723,02:35.3852,231.682,," 24    33   Rasmussen, Christian   D/C/F    38.7358     38.7804    38.9967    38.8723    02:35.3852     231.682       Day 1"
2024,2024_6382_01_Results.txt,32,25,66,"Blomqvist, Tom",D/H/F,38.7896,38.8341,38.8836,38.9481,02:35.4554,231.578,," 25    66   Blomqvist, Tom         D/H/F    38.7896     38.8341    38.8836    38.9481    02:35.4554     231.578       Day 1"
2024,2024_6382_01_Results.txt,33,26,77,"Grosjean, Romain",D/C/F,38.8169,38.8381,38.8938,38.9494,02:35.4982,231.514,," 26    77   Grosjean, Romain       D/C/F    38.8169     38.8381    38.8938    38.9494    02:35.4982     231.514       Day 1"
2024,2024_6382_01_Results.txt,34,27,8,"Lundqvist, Linus",D/H/F,38.8102,38.8577,38.8817,38.9538,02:35.5034,231.506,," 27    8    Lundqvist, Linus       D/H/F    38.8102     38.8577    38.8817    38.9538    02:35.5034     231.506       Day 1"
2024,2024_6382_01_Results.txt,35,28,45,"Lundgaard, Christian",D/H/F,38.8328,38.8518,38.9208,38.9254,02:35.5308,231.465,," 28    45   Lundgaard, Christian   D/H/F    38.8328     38.8518    38.9208    38.9254    02:35.5308     231.465       Day 1"
2024,2024_6382_01_Results.txt,36,29,24,"Daly, Conor",D/C/F,38.8096,38.8643,38.8988,39.1076,02:35.6803,231.243,," 29    24   Daly, Conor            D/C/F    38.8096     38.8643    38.8988    39.1076    02:35.6803     231.243       Day 1"
2024,2024_6382_01_Results.txt,37,30,30,"Fittipaldi, Pietro",D/H/F,38.8818,38.9416,38.9476,39.0058,02:35.7768,231.100,," 30    30   Fittipaldi, Pietro     D/H/F    38.8818     38.9416    38.9476    39.0058    02:35.7768     231.100       Day 1        On Bubble"
2024,2024_6382_01_Results.txt,38,31,17,"Larson, Kyle",D/C/F,38.5440,0.0000,0.0000,0.0000,00:38.5440,233.499,Waved Off," 31    17   Larson, Kyle           D/C/F    38.5440      0.0000     0.0000     0.0000    00:38.5440     233.499       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,39,32,7,"Rossi, Alexander",D/C/F,38.5451,38.6508,38.6525,38.6832,02:34.5316,232.962,Retired," 32    7    Rossi, Alexander       D/C/F    38.5451     38.6508    38.6525    38.6832    02:34.5316     232.962       Day 1          Retired"
2024,2024_6382_01_Results.txt,40,33,17,"Larson, Kyle",D/C/F,38.6732,38.7400,38.7431,0.0000,01:56.1563,232.445,Waved Off," 33    17   Larson, Kyle           D/C/F    38.6732     38.7400    38.7431     0.0000    01:56.1563     232.445       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,41,34,27,"Kirkwood, Kyle",D/H/F,38.6976,38.7390,38.7879,0.0000,01:56.2245,232.309,Waved Off," 34    27   Kirkwood, Kyle         D/H/F    38.6976     38.7390    38.7879     0.0000    01:56.2245     232.309       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,42,35,26,"Herta, Colton",D/H/F,38.7316,38.7245,38.7398,38.8186,02:35.0145,232.236,Retired," 35    26   Herta, Colton          D/H/F    38.7316     38.7245    38.7398    38.8186    02:35.0145     232.236       Day 1          Retired"
2024,2024_6382_01_Results.txt,43,36,20,"Carpenter, Ed",D/C/F,38.6646,38.8473,0.0000,0.0000,01:17.5119,232.222,Waved Off," 36    20   Carpenter, Ed          D/C/F    38.6646     38.8473     0.0000     0.0000    01:17.5119     232.222       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,44,37,75,"Sato, Takuma",D/H/F,38.7335,38.7396,38.7985,38.8073,02:35.0789,232.140,Retired," 37    75   Sato, Takuma           D/H/F    38.7335     38.7396    38.7985    38.8073    02:35.0789     232.140       Day 1          Retired"
2024,2024_6382_01_Results.txt,45,38,6,"Ilott, Callum",D/C/F,38.7230,38.8008,38.8370,38.8149,02:35.1757,231.995,No Attempt," 38    6    Ilott, Callum          D/C/F    38.7230     38.8008    38.8370    38.8149    02:35.1757     231.995       Day 1       No Attempt"
2024,2024_6382_01_Results.txt,46,39,5,"O'Ward, Pato",D/C/F,38.7165,38.8156,38.8405,38.9118,02:35.2844,231.833,Retired," 39    5    O'Ward, Pato           D/C/F    38.7165     38.8156    38.8405    38.9118    02:35.2844     231.833       Day 1          Retired"
2024,2024_6382_01_Results.txt,47,40,9,"Dixon, Scott",D/H/F,38.7422,38.8552,38.9017,0.0000,01:56.4991,231.761,Waved Off," 40    9    Dixon, Scott           D/H/F    38.7422     38.8552    38.9017     0.0000    01:56.4991     231.761       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,48,41,6,"Ilott, Callum",D/C/F,38.7957,38.8500,38.8626,38.8460,02:35.3543,231.728,Retired," 41    6    Ilott, Callum          D/C/F    38.7957     38.8500    38.8626    38.8460    02:35.3543     231.728       Day 1          Retired"
2024,2024_6382_01_Results.txt,49,42,06,"Castroneves, Helio",D/H/F,38.8061,38.8484,38.8745,0.0000,01:56.5290,231.702,Waved Off," 42    06   Castroneves, Helio     D/H/F    38.8061     38.8484    38.8745     0.0000    01:56.5290     231.702       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,50,43,23,"Hunter-Reay, Ryan",D/C/F,38.7408,38.8273,38.8939,38.9147,02:35.3767,231.695,Retired," 43    23   Hunter-Reay, Ryan      D/C/F    38.7408     38.8273    38.8939    38.9147    02:35.3767     231.695       Day 1          Retired"
2024,2024_6382_01_Results.txt,51,44,78,"Canapino, Agustin",D/C/F,38.7900,38.8715,38.9033,0.0000,01:56.5648,231.631,Waved Off," 44    78   Canapino, Agustin      D/C/F    38.7900     38.8715    38.9033     0.0000    01:56.5648     231.631       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,52,45,66,"Blomqvist, Tom",D/H/F,38.8592,38.8904,38.8996,38.9237,02:35.5729,231.403,Retired," 45    66   Blomqvist, Tom         D/H/F    38.8592     38.8904    38.8996    38.9237    02:35.5729     231.403       Day 1          Retired"
2024,2024_6382_01_Results.txt,53,46,33,"Rasmussen, Christian",D/C/F,38.6144,39.2262,38.8639,0.0000,01:56.7045,231.354,Waved Off," 46    33   Rasmussen, Christian   D/C/F    38.6144     39.2262    38.8639     0.0000    01:56.7045     231.354       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,54,47,41,"Robb, Sting Ray",D/C/F,38.7777,38.9419,38.9213,38.9705,02:35.6114,231.346,Retired," 47    41   Robb, Sting Ray        D/C/F    38.7777     38.9419    38.9213    38.9705    02:35.6114     231.346       Day 1          Retired"
2024,2024_6382_01_Results.txt,55,48,77,"Grosjean, Romain",D/C/F,38.8629,38.9179,38.9397,0.0000,01:56.7205,231.322,Waved Off," 48    77   Grosjean, Romain       D/C/F    38.8629     38.9179    38.9397     0.0000    01:56.7205     231.322       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,56,49,21,"VeeKay, Rinus",D/C/F,38.8457,38.8998,38.9584,39.0286,02:35.7325,231.166,Withdrawn," 49    21   VeeKay, Rinus          D/C/F    38.8457     38.8998    38.9584    39.0286    02:35.7325     231.166       Day 1        Withdrawn"
2024,2024_6382_01_Results.txt,57,50,45,"Lundgaard, Christian",D/H/F,38.8391,38.9132,38.9369,39.0490,02:35.7382,231.157,Failed Attempt," 50    45   Lundgaard, Christian   D/H/F    38.8391     38.9132    38.9369    39.0490    02:35.7382     231.157       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,58,51,24,"Daly, Conor",D/C/F,38.7431,38.7892,38.8840,39.3673,02:35.7836,231.090,Failed Attempt," 51    24   Daly, Conor            D/C/F    38.7431     38.7892    38.8840    39.3673    02:35.7836     231.090       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,59,52,30,"Fittipaldi, Pietro",D/H/F,38.8863,38.9949,39.0313,39.0166,02:35.9291,230.874,Failed Attempt," 52    30   Fittipaldi, Pietro     D/H/F    38.8863     38.9949    39.0313    39.0166    02:35.9291     230.874       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,60,53,51,"Legge, Katherine",D/H/F,38.9705,38.9505,38.9980,39.0397,02:35.9587,230.830,Failed Attempt," 53    51   Legge, Katherine       D/H/F    38.9705     38.9505    38.9980    39.0397    02:35.9587     230.830       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,61,54,51,"Legge, Katherine",D/H/F,38.9665,39.0147,0.0000,0.0000,01:17.9812,230.825,Waved Off," 54    51   Legge, Katherine       D/H/F    38.9665     39.0147     0.0000     0.0000    01:17.9812     230.825       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,62,55,28,"Ericsson, Marcus",D/H/F,38.9050,39.0305,39.0212,39.0464,02:36.0031,230.765,Failed Attempt," 55    28   Ericsson, Marcus       D/H/F    38.9050     39.0305    39.0212    39.0464    02:36.0031     230.765       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,63,56,15,"Rahal, Graham",D/H/F,38.9174,39.0248,39.0512,39.0635,02:36.0569,230.685,Failed Attempt," 56    15   Rahal, Graham          D/H/F    38.9174     39.0248    39.0512    39.0635    02:36.0569     230.685       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,64,57,28,"Ericsson, Marcus",D/H/F,38.9686,39.0144,39.0491,39.0804,02:36.1125,230.603,Bumped," 57    28   Ericsson, Marcus       D/H/F    38.9686     39.0144    39.0491    39.0804    02:36.1125     230.603       Day 1          Bumped"
2024,2024_6382_01_Results.txt,65,58,28,"Ericsson, Marcus",D/H/F,38.8950,39.0319,39.1871,0.0000,01:57.1140,230.545,Waved Off," 58    28   Ericsson, Marcus       D/H/F    38.8950     39.0319    39.1871     0.0000    01:57.1140     230.545       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,66,59,51,"Legge, Katherine",D/H/F,39.0203,39.0574,0.0000,0.0000,01:18.0777,230.540,Waved Off," 59    51   Legge, Katherine       D/H/F    39.0203     39.0574     0.0000     0.0000    01:18.0777     230.540       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,67,60,28,"Ericsson, Marcus",D/H/F,38.9707,39.0558,39.1452,0.0000,01:57.1717,230.431,Waved Off," 60    28   Ericsson, Marcus       D/H/F    38.9707     39.0558    39.1452     0.0000    01:57.1717     230.431       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,68,61,15,"Rahal, Graham",D/H/F,39.0160,39.0402,39.0972,39.1045,02:36.2579,230.388,Failed Attempt," 61    15   Rahal, Graham          D/H/F    39.0160     39.0402    39.0972    39.1045    02:36.2579     230.388       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,69,62,28,"Ericsson, Marcus",D/H/F,39.0266,39.0400,39.0912,39.1317,02:36.2895,230.342,Failed Attempt," 62    28   Ericsson, Marcus       D/H/F    39.0266     39.0400    39.0912    39.1317    02:36.2895     230.342       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,70,63,51,"Legge, Katherine",D/H/F,39.0508,39.0702,39.0590,39.1760,02:36.3560,230.244,Bumped," 63    51   Legge, Katherine       D/H/F    39.0508     39.0702    39.0590    39.1760    02:36.3560     230.244       Day 1          Bumped"
2024,2024_6382_01_Results.txt,71,64,15,"Rahal, Graham",D/H/F,39.0190,39.0409,39.1268,39.1766,02:36.3633,230.233,Bumped," 64    15   Rahal, Graham          D/H/F    39.0190     39.0409    39.1268    39.1766    02:36.3633     230.233       Day 1          Bumped"
2024,2024_6382_01_Results.txt,72,65,15,"Rahal, Graham",D/H/F,39.1078,0.0000,0.0000,0.0000,00:39.1078,230.133,Waved Off," 65    15   Rahal, Graham          D/H/F    39.1078      0.0000     0.0000     0.0000    00:39.1078     230.133       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,73,66,5,"O'Ward, Pato",D/C/F,39.5412,39.0895,38.9721,39.0281,02:36.6309,229.840,Retired," 66    5    O'Ward, Pato           D/C/F    39.5412     39.0895    38.9721    39.0281    02:36.6309     229.840       Day 1          Retired"
2024,2024_6382_01_Results.txt,74,67,78,"Canapino, Agustin",D/C/F,38.5824,38.6307,40.6577,0.0000,01:57.8708,229.064,Waved Off," 67    78   Canapino, Agustin      D/C/F    38.5824     38.6307    40.6577     0.0000    01:57.8708     229.064       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,75,68,18,"Siegel, Nolan",D/H/F,39.3286,0.0000,0.0000,0.0000,00:39.3286,228.841,Waved Off," 68    18   Siegel, Nolan          D/H/F    39.3286      0.0000     0.0000     0.0000    00:39.3286     228.841       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,76,69,18,"Siegel, Nolan",D/H/F,39.3802,39.3976,39.4270,39.4990,02:37.7038,228.276,Failed Attempt," 69    18   Siegel, Nolan          D/H/F    39.3802     39.3976    39.4270    39.4990    02:37.7038     228.276       Day 1      Failed Attempt"
2024,2024_6382_01_Results.txt,77,70,18,"Siegel, Nolan",D/H/F,39.6650,39.6324,39.7177,39.8403,02:38.8554,226.621,Bumped," 70    18   Siegel, Nolan          D/H/F    39.6650     39.6324    39.7177    39.8403    02:38.8554     226.621       Day 1          Bumped"
2024,2024_6382_01_Results.txt,78,71,21,"VeeKay, Rinus",D/C/F,56.1873,0.0000,0.0000,0.0000,00:56.1873,160.179,Waved Off," 71    21   VeeKay, Rinus          D/C/F    56.1873      0.0000     0.0000     0.0000    00:56.1873     160.179       Day 1        Waved Off"
2024,2024_6382_01_Results.txt,79,72,98,"Andretti, Marco",D/H/F,,,,,,,Waved Off," 72    98   Andretti, Marco        D/H/F     0.0000      0.0000     0.0000     0.0000    00:00.0000                   Day 1        Waved Off"
2024,2024_6382_01_Results.txt,80,73,18,"Siegel, Nolan",D/H/F,,,,,,,Waved Off," 73    18   Siegel, Nolan          D/H/F     0.0000      0.0000     0.0000     0.0000    00:00.0000                   Day 1        Waved Off"
2024,2024_6382_01_Results.txt,81,74,21,"VeeKay, Rinus",D/C/F,,,,,,,Waved Off," 74    21   VeeKay, Rinus          D/C/F     0.0000      0.0000     0.0000     0.0000    00:00.0000                   Day 1        Waved Off"
