year,car_number,driver_name,attempt_role,attempt_id,section_record_json,policy_hash
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""e66882ba-8e2d-5a54-bd2a-9ccaf5d73808"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T1 to SS1"", ""section_sequence_index"": 2, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 221.867, ""section_time_seconds"": 5.0706, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""d2bca7dc-1da7-5ac2-8ba2-0721fba6e700"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS1 to T2"", ""section_sequence_index"": 3, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 218.485, ""section_time_seconds"": 5.1491, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""2c1f4734-39e5-5477-8c0c-5926eb4bc747"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T2 to BS"", ""section_sequence_index"": 4, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 221.557, ""section_time_seconds"": 5.0777, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""35aa5967-af5a-5820-8c00-c44133ebea04"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""BS to T3"", ""section_sequence_index"": 5, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 225.315, ""section_time_seconds"": 4.993, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""bb69f51a-804d-5d99-ad0b-5af897efa781"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T3 to SS2"", ""section_sequence_index"": 6, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 219.658, ""section_time_seconds"": 5.1216, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""d1feae43-a69f-5928-a3a9-0972523b9a84"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS2 to T4"", ""section_sequence_index"": 7, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 217.943, ""section_time_seconds"": 5.1619, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""860c2406-206e-5ec7-bca5-bc41e0145ea8"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T4 to FS"", ""section_sequence_index"": 8, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 220.332, ""section_time_seconds"": 3.2678, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""1829cdad-8d80-5b9c-9cb7-08cfa03ecb8e"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""FS to SF"", ""section_sequence_index"": 9, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 225.211, ""section_time_seconds"": 3.8025, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""bd36649c-e98d-5493-9856-5202066c5fb6"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T/SSF to T1"", ""section_sequence_index"": 1, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 228.204, ""section_time_seconds"": 2.9519, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""4fd2d15f-dd92-57c3-afa5-1beed929ea1b"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T1 to SS1"", ""section_sequence_index"": 2, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 219.589, ""section_time_seconds"": 5.1232, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""d014f1dc-ae58-5c58-8d6e-29b1aa6bf740"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS1 to T2"", ""section_sequence_index"": 3, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 216.296, ""section_time_seconds"": 5.2012, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""bc1402f3-715d-52c3-a58e-4affd860e431"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T2 to BS"", ""section_sequence_index"": 4, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 219.542, ""section_time_seconds"": 5.1243, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""1526ce04-efa2-5953-9eed-cd4ad1576272"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""BS to T3"", ""section_sequence_index"": 5, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 224.654, ""section_time_seconds"": 5.0077, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""920d8d7a-8db5-5f70-9ac4-3e3ef902fba5"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T3 to SS2"", ""section_sequence_index"": 6, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 216.18, ""section_time_seconds"": 5.204, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""6fcd934c-eb2b-596d-84c3-4bb9ed71ceb7"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS2 to T4"", ""section_sequence_index"": 7, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 215.377, ""section_time_seconds"": 5.2234, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""c25d4016-b7d5-55c2-9ec3-a6b01a1906af"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T4 to FS"", ""section_sequence_index"": 8, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 219.881, ""section_time_seconds"": 3.2745, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""904b17c0-f6ae-53ef-bd09-ca48d5d08243"", ""attempt_section_id"": ""17b0bbd4-a2b5-5c06-9965-5a9da67f69f6"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 3, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""FS to SF"", ""section_sequence_index"": 9, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 225.015, ""section_time_seconds"": 3.8058, ""source_report_lap_index"": 3, ""source_report_lap_time_seconds"": 40.916, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""fb4478a7-7ffa-5e43-9d8b-6b97db5cebd9"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T/SSF to T1"", ""section_sequence_index"": 1, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 228.143, ""section_time_seconds"": 2.9527, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""04f65282-43b4-5e1b-94cc-9096ee6789d7"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T1 to SS1"", ""section_sequence_index"": 2, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 220.053, ""section_time_seconds"": 5.1124, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""6c1e4297-d8d6-5a31-bfe7-bfb103c034c0"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS1 to T2"", ""section_sequence_index"": 3, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 216.909, ""section_time_seconds"": 5.1865, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""d095bf10-301b-5693-8173-4cb15d295d8a"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T2 to BS"", ""section_sequence_index"": 4, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 220.554, ""section_time_seconds"": 5.1008, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""1eb4f5d7-8f04-511e-bdac-a848711a9b16"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""BS to T3"", ""section_sequence_index"": 5, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 225.189, ""section_time_seconds"": 4.9958, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""7ae55460-ce50-5e2e-b887-053810d6a029"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T3 to SS2"", ""section_sequence_index"": 6, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 217.114, ""section_time_seconds"": 5.1816, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""15d1e775-d114-5a6a-9613-9823fb2fd4c3"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS2 to T4"", ""section_sequence_index"": 7, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 213.068, ""section_time_seconds"": 5.28, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""4912462c-c8e6-5100-af6c-200f14cff3c4"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T4 to FS"", ""section_sequence_index"": 8, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 215.118, ""section_time_seconds"": 3.347, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""a0fcf629-efc9-52bc-8170-263d406968eb"", ""attempt_section_id"": ""19c7e29c-a178-5c69-81bf-71d42c9182ba"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 4, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""FS to SF"", ""section_sequence_index"": 9, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 222.357, ""section_time_seconds"": 3.8513, ""source_report_lap_index"": 4, ""source_report_lap_time_seconds"": 41.0081, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
