year,car_number,driver_name,attempt_role,attempt_id,section_record_json,policy_hash
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""27aa9659-9cb6-52cf-a019-6b30059fa4f3"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T/SSF to T1"", ""section_sequence_index"": 1, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 229.698, ""section_time_seconds"": 2.9327, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""4ca81e7c-3241-50ff-84d2-5d6c3d6e237a"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T1 to SS1"", ""section_sequence_index"": 2, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 222.358, ""section_time_seconds"": 5.0594, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""ac72cda8-58c0-5665-8d35-2f165fe2b5af"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS1 to T2"", ""section_sequence_index"": 3, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 217.631, ""section_time_seconds"": 5.1693, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""fee82251-08e1-5aca-9d92-e1e0676f7d20"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T2 to BS"", ""section_sequence_index"": 4, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 221.649, ""section_time_seconds"": 5.0756, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""d2ed3bc3-c888-5962-b1a3-60ab4335abce"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""BS to T3"", ""section_sequence_index"": 5, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 225.632, ""section_time_seconds"": 4.986, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""b1ee8c9f-521f-5308-9b8b-b331cb08fab6"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T3 to SS2"", ""section_sequence_index"": 6, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 221.396, ""section_time_seconds"": 5.0814, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""1fcf35d2-0760-525d-9b26-17a1ebb63cf4"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""SS2 to T4"", ""section_sequence_index"": 7, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 219.709, ""section_time_seconds"": 5.1204, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""a98652b7-b4c2-5007-a626-85e382d0d826"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T4 to FS"", ""section_sequence_index"": 8, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 223.069, ""section_time_seconds"": 3.2277, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""3b63d74c-e8bf-5366-94b0-dd11204911eb"", ""attempt_section_id"": ""3d4b656b-d04a-5653-bab7-cdd94c7f1ac4"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 1, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""FS to SF"", ""section_sequence_index"": 9, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 226.809, ""section_time_seconds"": 3.7757, ""source_report_lap_index"": 1, ""source_report_lap_time_seconds"": 40.4282, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
2020,81,Ben Hanley,BASELINE,a3016f3b-449e-576c-bf0f-284c71eddb34,"{""attempt_lap_id"": ""6eaacad4-f944-56f8-a9be-895bf6522cb2"", ""attempt_section_id"": ""366f957a-44bb-5c31-854a-7b1e1406ec21"", ""end_timing_point"": null, ""full_lap_coverage_member"": true, ""lap_number"": 2, ""section_lap_coverage_status"": ""VALIDATED_COMPLETE"", ""section_name"": ""T/SSF to T1"", ""section_sequence_index"": 1, ""section_set_version"": ""SECTION_SET_2020_2023"", ""section_speed_mph"": 229.167, ""section_time_seconds"": 2.9395, ""source_report_lap_index"": 2, ""source_report_lap_time_seconds"": 40.5837, ""start_timing_point"": null}",d7a07153cd6d6ff404bf746e92f4bcf0a486e2021888015fe9d4c9ba797db055
