year,session_date,requested_url,ok,status_code,final_url,content_type,bytes,sha256,error
2020,2020-08-15,https://www.indycar.com/results/ntt-indycar-series/2020/104th-running-of-the-indianapolis-500/qualifications---day-1,True,200,https://www.indycar.com/results/ntt-indycar-series/2020/104th-running-of-the-indianapolis-500/qualifications---day-1,text/html; charset=utf-8,158102,12ff578e7c69429d4328ae2ca9a6f6346c1762370a2bf881303129a0dbe26577,
2021,2021-05-22,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---day-1,True,200,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---day-1,text/html; charset=utf-8,158152,f407cdfcc96978b3f6df19ac79986336c6da76b407c28739e2a922eee5a715c5,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,True,200,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,text/html; charset=utf-8,158152,eed865b647e43e240b59c43d32cc2e2b742b9326621a21286b64c1519a81e612,
2023,2023-05-20,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---day-1,True,200,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---day-1,text/html; charset=utf-8,158152,685debe14f80d8334f6b26b5de5b6f7b5e66855cafa22d07795c9f4ffae456d4,
2024,2024-05-18,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,True,200,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,text/html; charset=utf-8,158152,b2cf1ae097d179b9b588547fa184285b350296527e6e1b9d5d56ffb163dbad2c,
