date,cycle_time_utc,forecast_hour,valid_time_utc,ims_lat,ims_lon,TMP_2m,DPT_2m,UGRD_10m,VGRD_10m,GUST_surface,PRES_surface,TCDC_atmosphere,DSWRF_surface
20230520,2023-05-20T11:00:00+00:00,0,2023-05-20T11:00:00+00:00,39.795,-86.234,284.85430908203125,282.2145080566406,1.4018383026123047,-2.3408432006835938,5.525703094899654,99110.0,15.0,50.1
20230520,2023-05-20T11:00:00+00:00,1,2023-05-20T12:00:00+00:00,39.795,-86.234,285.6147155761719,281.99932861328125,1.1522808074951172,-3.204029083251953,7.8115372359752655,99040.0,32.0,192.3
20230520,2023-05-20T11:00:00+00:00,2,2023-05-20T13:00:00+00:00,39.795,-86.234,286.5329895019531,281.9297790527344,1.0272445678710938,-3.5394344329833984,6.677161108702421,99160.0,3.0,436.5
20230520,2023-05-20T11:00:00+00:00,3,2023-05-20T14:00:00+00:00,39.795,-86.234,287.6647033691406,281.4820251464844,1.2832908630371094,-4.163928985595703,6.345679968595505,99350.0,1.0,632.0
20230520,2023-05-20T12:00:00+00:00,0,2023-05-20T12:00:00+00:00,39.795,-86.234,285.33209228515625,281.9961242675781,1.3531455993652344,-2.195709228515625,6.614184711128473,99160.0,10.0,230.60000000000002
20230520,2023-05-20T12:00:00+00:00,1,2023-05-20T13:00:00+00:00,39.795,-86.234,286.32122802734375,282.1898193359375,1.4596710205078125,-3.0952606201171875,5.338132796809077,99280.0,11.0,421.8
20230520,2023-05-20T12:00:00+00:00,2,2023-05-20T14:00:00+00:00,39.795,-86.234,287.3240051269531,281.73463439941406,1.1830329895019531,-3.528672218322754,5.293871134519577,99310.0,4.0,622.6
20230520,2023-05-20T12:00:00+00:00,3,2023-05-20T15:00:00+00:00,39.795,-86.234,288.15802001953125,281.5435485839844,1.4420185089111328,-4.07623291015625,6.048632439225912,99300.0,4.0,787.3000000000001
20230520,2023-05-20T13:00:00+00:00,0,2023-05-20T13:00:00+00:00,39.795,-86.234,286.2954406738281,281.7815246582031,1.067831039428711,-4.233205795288086,6.854688849300146,99240.0,4.0,441.3
20230520,2023-05-20T13:00:00+00:00,1,2023-05-20T14:00:00+00:00,39.795,-86.234,286.9715576171875,280.72291564941406,1.042398452758789,-4.01622200012207,6.097805581986904,99230.0,2.0,633.8000000000001
20230520,2023-05-20T13:00:00+00:00,2,2023-05-20T15:00:00+00:00,39.795,-86.234,287.9647216796875,280.45635986328125,1.4936227798461914,-3.868032455444336,5.93511239439249,99230.0,1.0,801.7
20230520,2023-05-20T13:00:00+00:00,3,2023-05-20T16:00:00+00:00,39.795,-86.234,289.18267822265625,279.810302734375,1.7421960830688477,-4.608818054199219,6.99051333591342,99370.0,1.0,924.1
20230520,2023-05-20T14:00:00+00:00,0,2023-05-20T14:00:00+00:00,39.795,-86.234,287.5647888183594,281.4284362792969,1.6604585647583008,-3.71085262298584,5.663670111447573,99280.0,6.0,628.1
20230520,2023-05-20T14:00:00+00:00,1,2023-05-20T15:00:00+00:00,39.795,-86.234,288.3475646972656,280.82171630859375,1.9369831085205078,-3.711750030517578,6.773109570145607,99280.0,7.0,779.8000000000001
20230520,2023-05-20T14:00:00+00:00,2,2023-05-20T16:00:00+00:00,39.795,-86.234,289.39697265625,280.5798797607422,1.8538503646850586,-4.369577407836914,6.71939942240715,99320.0,3.0,922.7
20230520,2023-05-20T14:00:00+00:00,3,2023-05-20T17:00:00+00:00,39.795,-86.234,290.5606384277344,279.8138122558594,1.7685298919677734,-4.898414611816406,7.070176482200623,99380.0,1.0,993.0
20230520,2023-05-20T15:00:00+00:00,0,2023-05-20T15:00:00+00:00,39.795,-86.234,289.4087219238281,280.7107849121094,1.7288646697998047,-3.0555295944213867,6.3230841383337975,99280.0,5.0,799.5
20230520,2023-05-20T15:00:00+00:00,1,2023-05-20T16:00:00+00:00,39.795,-86.234,289.7768249511719,280.3648681640625,1.8164644241333008,-3.818903923034668,6.494157180190086,99220.0,1.0,920.4000000000001
20230520,2023-05-20T15:00:00+00:00,2,2023-05-20T17:00:00+00:00,39.795,-86.234,291.19140625,279.2865447998047,2.1208410263061523,-4.188132286071777,6.2317074202001095,99330.0,2.0,993.0
20230520,2023-05-20T15:00:00+00:00,3,2023-05-20T18:00:00+00:00,39.795,-86.234,291.7094421386719,278.6872863769531,1.8731565475463867,-4.704555511474609,6.878436952829361,99320.0,3.0,995.0
20230520,2023-05-20T16:00:00+00:00,0,2023-05-20T16:00:00+00:00,39.795,-86.234,290.4108581542969,280.0774383544922,1.894784927368164,-3.6440649032592773,5.809485495090485,99300.0,2.0,923.7
20230520,2023-05-20T16:00:00+00:00,1,2023-05-20T17:00:00+00:00,39.795,-86.234,290.4519348144531,280.2590026855469,2.8110790252685547,-4.091193199157715,6.657984629273415,99330.0,24.0,988.0
20230520,2023-05-20T16:00:00+00:00,2,2023-05-20T18:00:00+00:00,39.795,-86.234,291.48956298828125,278.91102600097656,2.07645320892334,-4.529125213623047,6.545152433216572,99230.0,4.0,1004.0
20230520,2023-05-20T16:00:00+00:00,3,2023-05-20T19:00:00+00:00,39.795,-86.234,292.17938232421875,278.8105010986328,1.2790870666503906,-4.6297712326049805,7.412951443344355,99290.0,7.0,941.0
20230520,2023-05-20T17:00:00+00:00,0,2023-05-20T17:00:00+00:00,39.795,-86.234,291.3968811035156,280.4396057128906,2.5457229614257812,-3.2595386505126953,5.243177875876427,99330.0,4.0,985.0
20230520,2023-05-20T17:00:00+00:00,1,2023-05-20T18:00:00+00:00,39.795,-86.234,291.6278991699219,278.40879821777344,2.2467260360717773,-4.599371910095215,6.687858134508133,99250.0,3.0,1002.0
20230520,2023-05-20T17:00:00+00:00,2,2023-05-20T19:00:00+00:00,39.795,-86.234,292.02764892578125,280.2034149169922,1.759587287902832,-4.716249465942383,6.706920348107815,99160.0,13.0,955.0
20230520,2023-05-20T17:00:00+00:00,3,2023-05-20T20:00:00+00:00,39.795,-86.234,292.16168212890625,279.9071044921875,1.2544136047363281,-5.846250534057617,8.217698335647583,99290.0,11.0,851.0
20230520,2023-05-20T18:00:00+00:00,0,2023-05-20T18:00:00+00:00,39.795,-86.234,292.07037353515625,280.31390380859375,2.033095359802246,-4.80078125,6.920341573655605,99320.0,13.0,997.0
20230520,2023-05-20T18:00:00+00:00,1,2023-05-20T19:00:00+00:00,39.795,-86.234,291.9769287109375,280.71009826660156,1.6594476699829102,-5.030505180358887,6.950022600591183,99200.0,19.0,945.0
20230520,2023-05-20T18:00:00+00:00,2,2023-05-20T20:00:00+00:00,39.795,-86.234,291.79119873046875,280.5876159667969,1.7257633209228516,-5.7960309982299805,8.187657326459885,99280.0,13.0,819.0
20230520,2023-05-20T18:00:00+00:00,3,2023-05-20T21:00:00+00:00,39.795,-86.234,291.69207763671875,279.942138671875,1.7525310516357422,-5.391881942749023,7.974033340811729,99300.0,16.0,706.0
