date,cycle_time_utc,forecast_hour,valid_time_utc,ims_lat,ims_lon,TMP_2m,DPT_2m,UGRD_10m,VGRD_10m,GUST_surface,PRES_surface,TCDC_atmosphere,DSWRF_surface
20200815,2020-08-15T11:00:00+00:00,0,2020-08-15T11:00:00+00:00,39.795,-86.234,291.45196533203125,290.9431457519531,-0.1857166290283203,-0.5439281463623047,0.8323556799441576,98740.0,1.375,0.0
20200815,2020-08-15T11:00:00+00:00,1,2020-08-15T12:00:00+00:00,39.795,-86.234,292.1769714355469,291.1515808105469,-0.12378120422363281,-0.4489631652832031,0.8391860835254192,98780.0,0.0,133.9
20200815,2020-08-15T11:00:00+00:00,2,2020-08-15T13:00:00+00:00,39.795,-86.234,294.4393615722656,291.7333679199219,-0.4721364974975586,-0.21188735961914062,0.9808868989348412,98870.0,0.0,332.40000000000003
20200815,2020-08-15T11:00:00+00:00,3,2020-08-15T14:00:00+00:00,39.795,-86.234,296.6768798828125,291.5491638183594,-1.0217056274414062,0.3378009796142578,1.4216460213065147,98770.0,0.0,529.2
20200815,2020-08-15T12:00:00+00:00,0,2020-08-15T12:00:00+00:00,39.795,-86.234,292.2445068359375,291.82574462890625,-0.6212711334228516,-0.2607402801513672,0.9088228642940521,98780.0,1.375,138.1
20200815,2020-08-15T12:00:00+00:00,1,2020-08-15T13:00:00+00:00,39.795,-86.234,294.45703125,291.8502960205078,-0.11104583740234375,-0.3477954864501953,0.6508255433291197,98810.0,2.75,330.5
20200815,2020-08-15T12:00:00+00:00,2,2020-08-15T14:00:00+00:00,39.795,-86.234,296.6986999511719,291.73890686035156,-0.5875968933105469,-0.026178359985351562,1.6013064421713352,98800.0,3.125,525.2
20200815,2020-08-15T12:00:00+00:00,3,2020-08-15T15:00:00+00:00,39.795,-86.234,298.36309814453125,291.8877410888672,0.367523193359375,-0.7192249298095703,1.9246396832168102,98710.0,0.0,692.2
20200815,2020-08-15T13:00:00+00:00,0,2020-08-15T13:00:00+00:00,39.795,-86.234,294.3288269042969,293.190673828125,-1.2984809875488281,-0.19835662841796875,1.4195531122386456,98780.0,0.0,335.20000000000005
20200815,2020-08-15T13:00:00+00:00,1,2020-08-15T14:00:00+00:00,39.795,-86.234,296.8442687988281,292.4720916748047,-1.0672893524169922,-0.001468658447265625,2.299238208681345,98730.0,0.0,526.9
20200815,2020-08-15T13:00:00+00:00,2,2020-08-15T15:00:00+00:00,39.795,-86.234,298.58624267578125,292.4159240722656,0.39519309997558594,-0.5146312713623047,1.8915585055947304,98810.0,0.0,681.4000000000001
20200815,2020-08-15T13:00:00+00:00,3,2020-08-15T16:00:00+00:00,39.795,-86.234,300.0945739746094,292.0873718261719,-0.10411262512207031,-0.6555194854736328,1.5365574210882187,98690.0,0.0,821.2
20200815,2020-08-15T14:00:00+00:00,0,2020-08-15T14:00:00+00:00,39.795,-86.234,296.49517822265625,293.9942932128906,-1.0493011474609375,0.14854049682617188,2.5449726954102516,98750.0,0.0,528.5
20200815,2020-08-15T14:00:00+00:00,1,2020-08-15T15:00:00+00:00,39.795,-86.234,298.697021484375,293.4171447753906,0.1957111358642578,-0.8174057006835938,2.873952891677618,98730.0,0.0,689.5
20200815,2020-08-15T14:00:00+00:00,2,2020-08-15T16:00:00+00:00,39.795,-86.234,300.27325439453125,292.88519287109375,-0.3987894058227539,-0.8800067901611328,1.9102070331573486,98680.0,0.0,814.1
20200815,2020-08-15T14:00:00+00:00,3,2020-08-15T17:00:00+00:00,39.795,-86.234,301.8026123046875,292.07159423828125,-0.7665939331054688,-0.31966686248779297,1.3974832147359848,98700.0,0.0,894.0
